command,plot_id,x,y,moisture,growth,temp,humidity,light,co2,yield,extra
PLOT,2447,631.1,730.209,35.795,0.872,28.905,40.935,860.549,391.282,9.335,
PLOT,2448,171.269,1875.951,46.001,1.798,15.033,40.0,1291.345,390.181,5.708,
PLOT,2449,1379.757,754.912,75.479,1.184,28.289,62.028,1680.818,671.877,9.347,
PLOT,2450,737.592,76.887,38.48,0.041,23.303,69.081,1410.991,750.453,8.974,
PLOT,2451,1525.057,958.071,26.89,2.481,29.352,47.963,1365.553,455.603,0.32,
PLOT,2452,1724.542,169.306,22.532,4.458,20.293,61.773,1280.649,555.905,2.237,
PLOT,2453,1291.367,1422.485,23.67,2.49,31.373,41.884,1660.875,487.307,4.997,
PLOT,2454,1438.936,616.993,34.602,3.498,26.234,84.438,316.598,637.728,7.393,
PLOT,2455,286.914,1208.021,81.923,3.734,26.857,38.59,244.711,453.037,7.286,
PLOT,2456,1558.818,1435.504,77.184,4.958,28.196,47.923,1751.887,642.235,9.845,
PLOT,2457,125.931,337.818,79.185,4.779,24.366,62.629,1421.02,535.6,5.571,
PLOT,2458,977.614,1411.025,30.446,2.706,34.262,66.562,786.515,401.978,4.937,
PLOT,2459,1351.141,1043.936,66.972,1.362,27.073,74.317,533.909,380.655,9.417,
PLOT,2460,1893.244,959.571,62.032,1.729,20.142,43.413,1683.807,566.866,4.867,
PLOT,2461,966.233,1246.481,30.52,4.091,26.942,58.504,1999.232,493.208,4.535,
PLOT,2462,436.59,1360.663,73.172,1.136,30.539,86.738,670.177,349.0,6.653,
PLOT,2463,1095.412,1276.291,40.527,0.5,29.345,62.22,1265.768,413.305,0.559,
PLOT,2464,1921.521,488.326,45.925,2.684,17.183,38.157,1604.872,375.249,1.835,
PLOT,2465,750.589,1884.83,43.488,1.233,20.286,48.768,981.681,636.777,7.515,
PLOT,2466,457.887,273.385,45.237,2.512,16.695,84.927,1702.021,481.417,7.32,
PLOT,2467,96.094,1400.727,80.71,1.769,32.484,44.875,1618.831,315.492,2.867,
PLOT,2468,585.745,584.639,50.922,3.918,18.174,58.363,667.54,371.399,9.163,
PLOT,2469,646.602,186.202,65.196,0.665,23.959,57.38,1827.725,559.937,5.217,
PLOT,2470,1213.015,417.797,75.062,3.658,25.595,45.972,948.349,416.499,7.79,
PLOT,2471,1730.593,1296.371,66.977,4.336,22.495,53.166,1564.264,793.97,6.752,
PLOT,2472,19.755,1802.124,11.501,0.423,33.331,32.74,1117.613,391.509,0.411,
PLOT,2473,1236.105,1062.307,77.418,0.297,30.795,74.13,450.238,487.792,0.703,
PLOT,2474,100.496,1770.042,48.781,0.849,17.214,44.56,362.279,490.824,0.391,
PLOT,2475,1519.857,1927.209,89.508,2.177,20.656,71.337,1821.524,743.642,5.399,
PLOT,2476,1478.609,1634.282,73.57,1.855,29.584,50.013,869.028,329.13,7.697,
PLOT,2477,706.494,1030.281,89.538,4.727,28.737,80.288,1625.801,361.633,1.297,
PLOT,2478,1978.256,1326.731,76.533,4.57,23.646,70.755,799.406,798.934,4.074,
PLOT,2479,121.982,581.244,80.223,4.229,24.122,86.819,654.116,733.58,0.32,
PLOT,2480,1124.311,1235.799,53.975,0.259,22.956,83.156,254.937,590.714,7.793,
PLOT,2481,1683.452,1984.702,79.357,3.798,15.692,65.724,343.432,420.676,2.337,
PLOT,2482,72.209,1109.876,15.031,1.994,15.526,77.096,1082.402,708.36,4.961,
PLOT,2483,1418.45,1669.61,81.024,1.498,34.76,30.332,680.061,583.712,9.937,
PLOT,2484,1730.673,1665.811,85.787,2.523,16.131,44.003,1776.239,659.096,0.65,
PLOT,2485,57.791,1381.351,77.588,0.909,31.723,64.417,1064.568,594.975,5.623,
PLOT,2486,1539.337,713.893,85.682,1.676,17.6,52.14,1656.511,738.74,8.626,
PLOT,2487,1597.898,1742.75,33.85,4.869,25.4,86.295,291.311,464.203,8.959,
PLOT,2488,1209.816,1896.18,17.203,2.744,18.423,86.294,853.16,768.214,6.243,
PLOT,2489,503.84,1934.425,47.398,2.997,23.146,77.479,108.352,531.996,5.567,
PLOT,2490,155.388,599.755,31.595,2.752,22.215,65.887,747.832,736.018,0.829,
PLOT,2491,564.658,30.135,50.574,4.669,24.223,82.469,603.706,373.058,0.154,
PLOT,2492,1841.59,1445.689,58.366,4.758,24.638,47.026,1925.432,554.682,0.406,
PLOT,2493,1691.295,784.018,14.129,0.532,28.668,32.945,1850.352,528.351,5.136,
PLOT,2494,68.234,1848.83,16.252,4.929,23.872,32.355,1315.948,423.396,0.46,
PLOT,2495,746.25,1536.518,48.523,4.752,18.114,66.751,318.363,690.039,7.756,
PLOT,2496,153.198,1130.303,50.117,1.692,26.151,59.401,1531.293,458.871,3.504,
PLOT,2497,1466.534,1980.653,88.862,1.512,29.674,80.776,488.975,415.275,5.912,
PLOT,2498,1357.566,300.806,72.357,3.078,21.601,73.968,1278.966,341.486,5.672,
PLOT,2499,660.152,1825.333,36.536,1.875,22.856,61.251,205.056,543.609,4.296,
PLOT,2500,462.122,863.478,19.776,4.616,28.898,83.993,123.179,651.759,9.768,
PLOT,2501,564.053,1115.827,20.333,1.084,20.513,51.491,521.772,317.792,8.134,
PLOT,2502,430.811,1535.968,29.143,3.333,23.37,32.046,1740.45,402.707,8.502,
PLOT,2503,1252.716,492.521,25.392,3.07,26.374,31.826,1077.583,367.762,1.292,
PLOT,2504,1301.988,511.496,54.201,4.248,25.598,46.845,1926.6,393.778,5.546,
PLOT,2505,754.093,33.488,27.977,1.489,22.401,62.735,1353.373,436.926,7.619,
PLOT,2506,1187.61,1576.053,27.059,0.728,33.187,38.114,1333.908,301.239,6.66,
PLOT,2507,207.083,501.714,35.883,3.44,17.702,36.481,1013.301,735.252,6.687,
PLOT,2508,1091.047,941.991,19.951,4.945,34.397,88.658,466.746,795.126,6.305,
PLOT,2509,1825.573,348.051,57.368,4.541,22.314,67.479,955.573,700.7,4.218,
PLOT,2510,708.903,1228.078,65.98,3.097,20.66,76.348,663.848,749.21,2.311,
PLOT,2511,995.732,1280.679,68.893,2.009,28.446,75.183,931.667,494.33,7.847,
PLOT,2512,686.831,461.62,89.451,4.14,23.076,47.307,1074.439,370.342,1.57,
PLOT,2513,805.542,1513.019,47.211,4.608,23.865,67.349,724.02,498.99,3.738,
PLOT,2514,624.367,1474.242,57.81,1.686,26.662,70.065,634.859,597.463,8.351,
PLOT,2515,769.589,8.242,28.823,0.886,26.84,81.097,343.143,315.899,0.7,
PLOT,2516,317.763,590.558,42.41,2.646,34.805,76.495,1406.716,666.76,2.353,
PLOT,2517,995.4,239.28,68.622,2.828,28.189,67.845,676.601,607.118,8.651,
PLOT,2518,1765.31,1683.816,53.141,0.792,21.515,52.691,1858.206,661.501,9.966,
PLOT,2519,138.651,41.43,77.205,3.021,21.22,77.139,438.238,669.518,1.391,
PLOT,2520,369.977,1329.627,12.832,2.405,27.028,65.583,1505.425,769.376,0.14,
PLOT,2521,1511.543,1252.603,19.029,0.335,17.677,48.935,1440.097,761.828,4.413,
PLOT,2522,1750.587,1916.429,41.054,0.643,29.342,77.947,202.819,456.271,0.486,
PLOT,2523,1060.376,281.011,88.541,2.229,30.267,66.307,451.134,557.244,5.335,
PLOT,2524,1699.935,1266.054,68.828,0.877,28.636,67.36,943.366,507.212,8.384,
PLOT,2525,520.585,1046.86,65.381,2.577,15.048,67.702,997.547,535.363,2.216,
PLOT,2526,584.607,128.595,40.589,3.931,23.857,67.055,1946.858,765.769,9.294,
PLOT,2527,1451.365,10.747,20.176,0.192,31.442,82.322,1950.48,306.686,6.225,
PLOT,2528,147.637,176.796,65.244,0.178,16.619,72.061,1981.511,467.191,4.627,
PLOT,2529,1935.772,757.795,64.857,0.76,19.273,80.771,358.092,451.555,9.218,
PLOT,2530,1484.245,110.514,73.873,2.286,17.425,72.803,1767.239,507.937,7.524,
PLOT,2531,1003.268,617.64,84.013,0.947,27.997,56.543,671.897,518.011,2.601,
PLOT,2532,1245.868,70.663,73.093,1.55,16.801,43.107,1483.099,707.384,9.014,
PLOT,2533,1146.127,1129.205,12.877,3.107,19.361,32.54,129.345,647.437,1.542,
PLOT,2534,768.568,525.613,74.054,0.408,21.575,74.484,739.389,790.092,3.346,
PLOT,2535,1176.103,892.112,89.385,1.718,22.044,87.271,1531.771,674.761,8.727,
PLOT,2536,654.206,601.188,31.488,1.008,31.937,51.762,1750.098,391.809,7.325,
PLOT,2537,339.068,1038.18,77.402,1.845,19.32,54.193,753.832,727.025,6.828,
PLOT,2538,1245.319,1031.182,78.016,4.275,16.643,41.85,172.003,721.077,6.299,
PLOT,2539,925.998,644.823,30.773,3.408,31.869,54.306,1893.509,551.094,1.783,
PLOT,2540,1707.959,738.474,57.27,4.218,31.422,35.553,892.779,629.717,3.877,
PLOT,2541,948.96,649.599,53.13,2.057,25.635,39.875,1765.683,656.322,5.903,
PLOT,2542,293.145,516.045,57.139,3.249,34.735,74.635,432.068,553.708,0.711,
PLOT,2543,135.569,1991.875,84.27,4.204,20.888,72.831,1427.085,340.833,7.642,
PLOT,2544,510.682,1647.743,30.268,0.437,24.661,78.879,1266.072,359.621,1.232,
PLOT,2545,352.772,1793.125,58.922,3.305,30.831,45.527,251.834,348.446,3.366,
PLOT,2546,1843.019,681.029,16.118,1.485,30.052,78.115,718.476,780.561,3.536,
PLOT,2547,925.836,1186.433,24.555,1.439,31.823,37.987,607.76,499.909,5.211,
PLOT,2548,1908.96,737.74,29.03,0.157,32.818,38.421,243.483,628.524,0.278,
PLOT,2549,133.705,180.672,89.909,0.643,19.803,34.62,1050.207,669.55,9.302,
PLOT,2550,1126.246,1732.844,69.207,4.176,28.274,54.949,992.81,747.752,1.455,
PLOT,2551,1827.957,488.863,75.597,2.363,18.842,58.101,105.38,385.882,8.665,
PLOT,2552,366.832,1759.219,43.588,3.194,33.038,89.468,307.764,649.858,2.573,
PLOT,2553,1372.928,199.859,54.406,4.984,29.097,89.269,163.277,635.176,1.83,
PLOT,2554,948.879,1286.496,71.808,0.905,24.953,40.502,753.321,602.433,6.175,
PLOT,2555,37.221,366.652,78.085,2.567,34.326,74.471,1471.185,388.839,5.025,
PLOT,2556,873.381,1483.889,81.815,0.887,20.139,30.914,1673.982,317.871,0.639,
PLOT,2557,884.941,1923.469,38.162,2.133,24.602,36.851,246.361,606.198,3.936,
PLOT,2558,723.151,1564.533,58.133,0.627,28.587,50.95,1061.441,358.797,2.456,
PLOT,2559,667.85,353.156,29.316,1.305,17.224,85.454,395.962,570.77,4.054,
PLOT,2560,1626.761,1732.441,46.22,2.294,15.646,40.921,1611.092,308.194,8.397,
PLOT,2561,224.275,799.294,25.175,3.433,31.555,77.184,892.016,768.256,3.567,
PLOT,2562,455.151,123.732,28.255,3.247,28.78,48.311,274.008,501.369,3.994,
PLOT,2563,1076.754,1315.425,25.607,4.407,29.013,65.89,1283.81,458.048,9.083,
PLOT,2564,1379.296,893.949,49.708,4.712,24.478,47.336,749.203,491.399,9.27,
PLOT,2565,7.096,1708.236,11.841,3.262,17.223,33.05,1167.281,309.13,3.234,
PLOT,2566,461.6,1809.934,80.411,3.842,34.987,41.889,761.083,645.931,0.795,
PLOT,2567,1700.426,1464.292,67.852,3.316,33.657,56.794,1894.299,736.291,1.239,
PLOT,2568,735.006,992.423,15.49,3.612,18.139,84.603,1337.501,308.933,8.27,
PLOT,2569,1576.575,190.463,83.944,4.804,22.025,63.929,525.565,645.945,6.263,
PLOT,2570,1825.036,79.828,16.28,4.64,29.451,43.568,1926.588,732.662,6.434,
PLOT,2571,1494.471,1720.706,58.862,1.068,18.212,84.318,832.685,723.213,2.572,
PLOT,2572,1537.743,1709.77,13.991,3.422,34.456,42.595,230.621,595.791,1.24,
PLOT,2573,105.439,1770.766,44.4,4.913,26.786,40.639,1452.208,661.238,3.244,
PLOT,2574,705.363,856.671,25.827,0.992,20.593,30.652,1598.21,570.87,4.111,
PLOT,2575,699.091,1660.396,17.679,2.183,21.268,63.143,788.138,756.575,9.728,
PLOT,2576,592.795,1091.856,14.023,4.006,23.376,63.427,224.009,335.656,8.084,
PLOT,2577,1286.556,1086.09,13.554,0.806,32.233,30.573,532.328,547.58,9.091,
PLOT,2578,277.233,1975.761,48.101,4.792,23.405,56.829,674.475,334.619,6.4,
PLOT,2579,304.158,305.467,74.985,4.674,30.396,55.749,396.475,778.253,3.137,
PLOT,2580,1414.641,539.993,70.178,2.635,16.026,75.217,998.135,714.086,4.465,
PLOT,2581,332.194,662.228,89.338,4.088,31.725,43.25,689.376,683.367,9.651,
PLOT,2582,179.989,120.698,60.025,0.593,30.016,84.91,468.447,795.051,1.924,
PLOT,2583,1688.076,835.282,65.288,3.538,19.79,82.124,356.042,686.551,6.396,
PLOT,2584,1110.996,1829.176,17.695,2.392,20.535,66.974,1146.365,722.834,2.119,
PLOT,2585,252.55,310.982,88.108,1.822,34.375,31.347,1576.07,655.237,1.49,
PLOT,2586,209.588,1618.334,83.143,2.018,25.744,61.909,1919.935,626.295,3.839,
PLOT,2587,1482.989,1270.153,68.309,1.177,22.376,46.031,747.588,325.949,2.331,
PLOT,2588,1682.999,1231.151,11.453,4.936,26.123,72.072,123.923,504.908,3.442,
PLOT,2589,905.022,43.098,41.049,3.384,20.502,69.791,1538.141,604.338,8.016,
PLOT,2590,1391.877,310.837,72.085,3.681,18.897,30.146,1505.704,787.075,6.559,
PLOT,2591,1990.683,640.265,37.403,2.032,21.614,84.58,1056.977,309.464,9.833,
PLOT,2592,220.837,1667.512,26.166,0.836,31.022,55.009,278.215,529.639,8.316,
PLOT,2593,222.09,259.796,63.308,4.987,16.741,68.329,532.89,551.554,4.875,
PLOT,2594,1386.93,647.694,60.536,1.104,24.897,84.194,439.928,369.951,3.161,
PLOT,2595,1810.947,1988.577,27.112,1.552,29.696,52.566,1829.505,498.4,5.123,
PLOT,2596,1571.224,1336.162,18.82,2.136,20.396,89.726,136.395,473.031,8.189,
PLOT,2597,375.607,138.497,12.178,4.092,18.428,69.512,1313.088,349.503,5.475,
PLOT,2598,694.441,1460.41,32.793,2.836,17.436,44.145,274.429,304.604,3.009,
PLOT,2599,1713.838,49.792,86.185,0.712,19.4,39.219,271.538,764.634,2.286,
PLOT,2600,1193.141,814.282,62.395,2.417,30.162,66.414,1830.875,745.615,5.605,
PLOT,2601,918.183,1783.423,23.566,3.675,19.538,69.951,1305.581,310.183,7.066,
PLOT,2602,1503.331,914.675,10.127,4.138,15.634,42.735,1529.249,338.697,6.724,
PLOT,2603,1179.84,1768.007,31.579,4.717,26.708,43.92,530.043,432.166,1.63,
PLOT,2604,1376.257,310.642,83.422,3.465,31.983,82.352,1006.816,496.194,4.346,
PLOT,2605,38.54,529.001,29.231,4.379,25.655,50.612,1635.47,720.713,2.728,
PLOT,2606,921.801,1775.443,47.888,2.371,18.205,65.919,412.337,397.276,9.466,
PLOT,2607,1741.758,759.088,44.604,2.816,17.586,62.472,785.619,360.225,7.882,
PLOT,2608,1909.401,816.218,77.59,2.292,34.199,47.902,413.737,647.774,7.003,
PLOT,2609,231.209,776.882,81.407,4.607,27.687,48.962,737.949,346.775,6.59,
PLOT,2610,1804.332,1754.382,61.228,1.006,18.64,35.818,1173.043,531.987,3.576,
PLOT,2611,877.562,904.111,67.496,3.055,24.099,67.811,1326.785,386.132,0.26,
PLOT,2612,1369.485,1915.343,78.968,0.455,34.247,72.429,1196.3,365.823,5.692,
PLOT,2613,1999.222,918.965,47.754,0.471,31.681,33.361,1943.286,689.994,8.509,
PLOT,2614,326.54,807.921,74.489,1.997,19.787,59.383,341.333,529.673,1.618,
PLOT,2615,1414.385,1157.549,69.306,3.577,28.793,40.036,307.555,742.848,3.61,
PLOT,2616,610.916,131.957,10.64,3.999,16.921,31.541,1553.236,672.569,3.703,
PLOT,2617,666.282,1000.405,46.461,4.327,32.42,78.066,1326.109,547.102,1.894,
PLOT,2618,77.045,1844.887,56.008,3.603,28.283,86.775,1671.451,323.174,2.818,
PLOT,2619,1294.674,1119.326,45.557,4.105,25.539,48.12,1848.353,635.594,1.698,
PLOT,2620,50.88,361.916,74.073,3.772,24.133,71.708,1347.154,603.743,1.779,
PLOT,2621,1713.513,1322.074,67.626,4.202,17.838,48.571,1975.794,612.695,6.664,
PLOT,2622,1558.115,1835.259,62.683,0.587,29.013,77.999,137.812,791.079,6.83,
PLOT,2623,262.647,1763.459,15.043,2.702,18.113,82.854,1471.705,749.441,6.994,
PLOT,2624,525.345,572.841,11.893,1.501,26.97,70.53,1627.306,737.565,1.595,
PLOT,2625,904.753,71.085,29.935,1.433,23.597,31.598,1462.499,461.651,4.458,
PLOT,2626,435.746,1512.169,74.47,1.774,15.773,80.797,1741.353,780.512,0.811,
PLOT,2627,1559.385,1818.715,29.524,3.762,20.267,51.145,1428.194,499.658,0.146,
PLOT,2628,807.386,855.357,69.412,1.753,33.818,37.418,1926.652,674.464,2.681,
PLOT,2629,1816.252,985.265,42.268,1.885,26.461,67.988,1692.824,338.012,0.258,
PLOT,2630,1656.154,239.371,73.355,1.905,19.471,37.829,207.646,776.312,7.852,
PLOT,2631,115.639,1172.728,51.568,0.227,16.124,48.559,542.191,392.386,0.111,
PLOT,2632,1742.325,1427.906,29.281,2.728,26.373,46.547,528.505,532.91,7.035,
PLOT,2633,1753.276,755.478,58.916,1.318,22.176,75.45,1881.719,518.576,8.131,
PLOT,2634,710.072,1775.129,57.044,3.08,17.843,62.689,1025.603,748.023,5.447,
PLOT,2635,1484.561,1855.546,20.157,2.778,15.716,60.475,1999.371,744.556,0.862,
PLOT,2636,113.473,569.592,22.582,2.191,32.498,54.454,1174.485,500.244,7.669,
PLOT,2637,112.031,966.523,66.511,1.812,32.659,83.224,1915.074,568.658,5.668,
PLOT,2638,883.526,728.645,64.143,3.005,31.046,38.346,649.76,508.683,0.988,
PLOT,2639,1304.524,1234.804,66.028,0.067,25.82,49.753,376.791,597.153,7.03,
PLOT,2640,1077.186,797.708,65.846,1.602,25.883,69.334,1227.737,455.583,4.011,
PLOT,2641,1122.296,1380.033,77.715,4.449,31.866,66.797,1454.253,423.686,7.14,
PLOT,2642,345.155,1803.587,36.291,3.387,18.373,67.086,929.285,656.09,8.976,
PLOT,2643,371.624,491.534,71.024,0.419,21.741,67.525,612.73,714.188,9.218,
PLOT,2644,106.346,303.485,67.745,3.97,15.691,33.853,788.368,372.247,8.164,
PLOT,2645,1647.257,463.929,40.984,2.683,27.977,34.582,318.31,456.05,5.84,
PLOT,2646,1669.494,364.635,57.745,3.437,15.085,33.731,1617.981,564.268,5.375,
PLOT,2647,644.638,1908.128,33.55,3.743,31.639,44.824,641.342,528.143,4.556,
PLOT,2648,716.847,1270.78,51.218,0.936,32.961,58.87,1589.469,482.411,8.078,
PLOT,2649,516.833,1451.811,51.303,2.562,16.211,42.64,568.377,564.04,1.125,
PLOT,2650,157.469,1185.497,73.755,3.983,18.23,43.546,1172.936,745.896,7.708,
PLOT,2651,1458.537,1016.497,28.304,2.658,30.286,72.128,590.66,383.609,2.341,
PLOT,2652,1704.292,1174.729,32.286,4.909,15.785,73.441,1451.601,716.341,5.323,
PLOT,2653,501.668,1247.981,57.867,3.695,25.512,42.368,1660.065,742.076,7.703,
PLOT,2654,1885.239,1699.173,39.119,3.505,31.954,72.085,904.079,502.847,9.335,
PLOT,2655,349.143,1179.735,69.698,3.247,24.826,80.863,1569.83,435.03,7.744,
PLOT,2656,315.398,327.228,53.54,0.783,29.042,62.581,731.608,656.36,0.31,
PLOT,2657,1312.906,91.236,63.75,0.495,16.701,39.258,1431.033,363.102,8.732,
PLOT,2658,58.656,912.99,76.982,3.245,29.811,61.611,1304.461,355.034,4.474,
PLOT,2659,1687.157,1867.32,81.457,4.27,16.798,55.943,528.107,322.926,5.589,
PLOT,2660,1649.265,1761.775,76.775,1.344,17.027,82.031,1371.134,763.166,8.887,
PLOT,2661,518.461,756.132,36.988,3.161,23.574,84.137,1438.813,520.443,5.708,
PLOT,2662,103.823,182.434,63.509,2.592,24.869,35.128,210.382,626.182,9.874,
PLOT,2663,1120.537,812.041,69.717,4.497,30.519,81.542,524.449,362.562,1.645,
PLOT,2664,832.085,1249.349,31.189,1.738,16.698,82.457,1741.223,390.903,5.271,
PLOT,2665,1053.712,1779.254,76.545,2.426,25.458,66.691,1947.44,619.421,0.272,
PLOT,2666,1051.502,1772.433,88.045,2.079,17.206,49.166,558.628,655.436,5.571,
PLOT,2667,862.959,1860.297,15.452,0.948,23.444,61.015,573.443,605.679,2.217,
PLOT,2668,1140.203,939.327,58.034,4.467,20.008,59.599,748.966,685.787,3.414,
PLOT,2669,736.019,1787.487,46.102,4.79,26.005,31.271,1681.212,423.576,5.906,
PLOT,2670,287.198,1216.38,86.297,3.938,34.767,78.433,1577.072,798.355,2.735,
PLOT,2671,1056.427,992.131,41.091,2.302,28.847,86.926,623.019,413.473,9.28,
PLOT,2672,117.101,1507.204,21.227,0.61,30.423,74.018,997.517,489.196,0.162,
PLOT,2673,1810.014,828.636,46.641,0.908,34.13,89.749,235.705,744.058,0.175,
PLOT,2674,1365.23,34.538,68.458,2.717,32.112,42.733,1496.106,478.9,9.72,
PLOT,2675,1990.268,1303.844,77.699,0.612,27.187,46.164,917.337,700.195,8.173,
PLOT,2676,433.288,803.991,75.522,1.28,20.426,35.911,1951.137,311.383,5.973,
PLOT,2677,1756.813,767.627,22.193,4.07,19.503,53.87,110.263,631.009,0.227,
PLOT,2678,1177.62,238.605,68.91,3.446,32.66,30.83,781.049,499.789,5.12,
PLOT,2679,1.672,84.674,70.182,3.496,29.085,70.458,640.74,604.168,3.317,
PLOT,2680,252.232,828.392,41.172,3.468,22.533,30.015,1358.541,717.579,8.255,
PLOT,2681,280.262,1499.794,84.51,1.42,28.199,50.515,1644.678,312.244,5.612,
PLOT,2682,352.322,433.039,44.524,0.861,21.594,84.9,1068.789,557.683,6.016,
PLOT,2683,1512.132,472.311,47.943,3.34,22.516,88.797,1244.337,745.235,6.28,
PLOT,2684,71.116,1962.677,46.619,0.157,24.334,67.956,685.52,639.673,4.201,
PLOT,2685,1097.15,1304.686,75.229,1.614,20.683,53.423,1785.181,665.898,9.87,
PLOT,2686,1618.869,798.801,83.998,0.965,32.362,83.699,221.667,440.524,8.33,
PLOT,2687,530.747,1664.988,80.18,4.456,20.529,84.548,1364.604,681.044,1.834,
PLOT,2688,1870.034,784.893,81.26,1.066,23.301,87.792,468.74,553.317,1.366,
PLOT,2689,1028.295,468.738,86.749,4.495,20.777,88.381,1624.786,728.299,6.433,
PLOT,2690,197.717,1180.85,64.645,3.59,20.76,43.793,848.098,602.572,3.125,
PLOT,2691,223.099,859.31,10.153,4.51,19.712,60.595,1735.031,583.273,9.578,
PLOT,2692,1428.011,1768.464,16.206,4.346,21.983,83.204,1879.453,520.809,6.668,
PLOT,2693,1208.681,1823.357,23.648,0.103,33.228,69.887,948.819,631.031,7.914,
PLOT,2694,1469.162,217.392,39.963,3.73,20.677,66.617,1600.574,507.918,2.508,
PLOT,2695,638.626,1377.194,70.299,0.713,16.313,69.009,1805.649,744.982,2.892,
PLOT,2696,553.919,43.178,75.296,1.648,31.817,36.67,169.766,316.784,7.01,
PLOT,2697,533.065,1897.998,79.387,2.868,18.585,47.659,1658.268,455.539,3.823,
PLOT,2698,1472.186,1693.554,21.715,2.052,31.744,52.407,1880.349,487.51,9.0,
PLOT,2699,1864.512,1663.497,41.254,0.728,18.453,32.053,124.582,748.026,9.984,
PLOT,2700,1989.59,130.184,19.582,1.782,22.433,66.961,839.661,341.903,5.931,
PLOT,2701,434.883,323.077,56.171,1.109,17.238,55.663,858.474,455.265,5.834,
PLOT,2702,561.006,1519.956,88.346,3.727,20.66,84.719,1286.951,384.98,7.334,
PLOT,2703,52.343,979.02,55.622,2.263,15.231,41.226,1153.4,397.759,7.866,
PLOT,2704,375.496,430.454,59.32,0.422,21.083,49.158,746.884,333.543,3.712,
PLOT,2705,1321.296,365.204,74.989,3.008,28.813,45.713,183.105,621.349,1.599,
PLOT,2706,205.485,380.617,59.574,4.569,28.841,41.778,356.725,502.86,1.763,
PLOT,2707,1654.656,320.74,81.315,0.724,20.087,37.975,220.097,491.617,9.897,
PLOT,2708,1713.989,628.079,39.302,3.425,30.275,88.936,1251.696,719.205,6.113,
PLOT,2709,1840.115,1945.026,50.707,2.622,23.321,81.422,1067.242,469.252,5.918,
PLOT,2710,3.504,263.915,65.572,3.991,16.973,45.545,363.717,456.084,1.369,
PLOT,2711,967.827,916.493,86.322,0.795,25.776,73.431,1480.725,751.826,9.051,
PLOT,2712,1465.744,1502.223,84.858,1.292,29.416,64.114,1825.529,648.38,4.116,
PLOT,2713,337.299,1895.191,65.593,2.647,19.312,56.944,753.25,490.646,2.458,
PLOT,2714,1904.67,691.458,52.555,0.414,31.294,47.072,1783.419,443.786,4.731,
PLOT,2715,89.206,913.114,74.352,3.966,17.589,44.452,1782.041,769.266,7.953,
PLOT,2716,1875.93,1788.265,39.895,2.786,15.735,88.479,1653.649,442.093,7.534,
PLOT,2717,1179.481,733.222,68.551,0.696,19.287,51.994,1185.63,515.889,6.546,
PLOT,2718,1359.925,1265.025,59.054,1.323,21.115,62.095,1951.353,348.816,9.091,
PLOT,2719,63.364,876.8,49.82,3.165,27.113,72.114,1617.741,609.587,2.271,
PLOT,2720,423.571,1442.559,67.385,0.677,18.799,65.972,590.052,579.815,0.204,
PLOT,2721,1635.004,567.39,74.087,3.694,26.114,36.264,1657.864,422.141,1.289,
PLOT,2722,592.717,424.294,89.62,4.691,31.306,75.393,964.626,404.674,2.042,
PLOT,2723,1247.659,1989.188,56.273,4.777,27.603,85.356,216.018,795.634,4.674,
PLOT,2724,1312.836,306.249,48.045,2.4,17.789,72.62,1967.732,400.008,6.229,
PLOT,2725,1427.762,273.851,47.834,0.079,25.592,73.337,1949.504,744.614,3.71,
PLOT,2726,1273.515,836.799,15.345,0.752,28.096,86.689,1915.337,334.325,7.33,
PLOT,2727,1685.212,1203.796,28.003,0.935,17.512,41.253,1903.218,761.826,2.488,
PLOT,2728,1709.065,772.945,43.926,0.589,23.051,55.249,1631.916,723.827,9.144,
PLOT,2729,450.867,540.172,22.594,4.491,26.753,63.805,1900.265,411.335,7.31,
PLOT,2730,87.221,1082.573,39.653,1.226,23.16,39.121,662.618,303.155,3.505,
PLOT,2731,1859.85,699.816,21.817,0.395,31.313,77.257,1979.942,349.238,5.18,
PLOT,2732,13.705,255.022,15.237,1.021,32.389,71.677,376.271,311.326,9.395,
PLOT,2733,406.528,574.388,20.164,4.141,22.277,78.99,1694.838,708.284,8.12,
PLOT,2734,1446.669,303.723,61.519,0.959,18.813,42.957,303.365,669.395,2.802,
PLOT,2735,1297.717,1102.654,41.091,1.023,19.36,49.244,768.96,777.207,5.334,
PLOT,2736,1305.689,1461.012,38.151,1.214,28.129,53.926,1175.522,622.908,7.073,
PLOT,2737,1077.598,1126.248,62.163,3.372,31.877,69.365,239.894,417.481,4.9,
PLOT,2738,694.569,148.374,47.417,1.482,24.088,45.837,1184.257,772.861,6.666,
PLOT,2739,139.118,1258.153,51.786,4.631,28.659,77.52,399.114,479.428,6.576,
PLOT,2740,673.608,341.76,68.715,4.601,31.389,53.742,1709.087,744.6,4.601,
PLOT,2741,1749.369,533.968,36.778,1.83,24.861,80.929,1785.681,487.517,3.204,
PLOT,2742,1152.458,738.484,44.568,2.214,34.642,63.26,353.664,545.184,4.778,
PLOT,2743,886.095,120.373,19.156,3.831,28.824,40.477,406.154,546.366,7.295,
PLOT,2744,168.43,397.045,42.371,4.18,23.529,74.846,311.007,786.996,0.196,
PLOT,2745,1416.557,1630.765,14.054,3.994,19.967,78.751,1312.859,610.731,3.283,
PLOT,2746,1291.963,1914.766,87.169,1.646,15.764,56.696,1368.984,321.568,9.723,
