command,timestamp,sensor_id,pm25,pm10,no2,so2,o3,temp,extra
SENSOR,1735765860,100,185.421,91.572,199.288,75.837,98.879,41.31,
SENSOR,1735765890,4,247.937,232.76,110.486,146.48,86.886,4.885,
SENSOR,1735765920,12,153.726,32.148,25.665,28.965,56.313,7.071,
SENSOR,1735765950,183,33.225,212.601,59.249,118.813,171.024,35.947,
SENSOR,1735765980,73,167.322,286.853,107.254,15.405,32.51,14.235,
SENSOR,1735766010,65,234.314,51.828,179.211,101.005,161.896,44.066,
SENSOR,1735766040,65,60.989,149.352,120.664,69.64,152.972,30.196,
SENSOR,1735766070,159,241.949,82.072,10.099,145.433,135.881,38.892,
SENSOR,1735766100,9,46.079,71.134,157.791,133.33,79.76,15.413,
SENSOR,1735766130,154,103.365,152.588,111.745,96.665,54.273,6.653,
SENSOR,1735766160,6,89.79,68.161,116.445,138.96,106.073,13.692,
SENSOR,1735766190,105,217.505,159.797,80.095,140.393,156.699,22.672,
SENSOR,1735766220,175,57.211,224.72,183.343,120.026,24.639,5.165,
SENSOR,1735766250,177,173.873,259.868,52.872,113.066,97.343,5.151,
SENSOR,1735766280,57,180.895,32.633,49.411,134.961,101.436,-0.7,
SENSOR,1735766310,43,193.503,46.127,106.889,26.27,176.425,-4.522,
SENSOR,1735766340,186,101.519,69.669,33.606,17.201,84.516,-2.062,
SENSOR,1735766370,68,217.373,83.752,111.808,139.763,165.264,21.827,
SENSOR,1735766400,37,127.07,21.655,92.224,108.817,42.236,31.993,
SENSOR,1735766430,123,199.469,188.988,130.108,72.918,122.052,17.57,
SENSOR,1735766460,194,151.047,286.644,27.362,65.811,99.845,18.387,
SENSOR,1735766490,15,136.068,57.696,93.535,106.038,117.855,17.914,
SENSOR,1735766520,197,116.988,72.53,94.484,77.084,15.055,36.896,
SENSOR,1735766550,173,228.097,141.32,87.254,12.071,57.085,1.032,
SENSOR,1735766580,48,167.326,189.394,110.945,100.361,138.325,9.0,
SENSOR,1735766610,170,157.919,156.043,66.069,80.584,42.147,17.899,
SENSOR,1735766640,15,190.27,262.088,36.872,23.207,84.416,6.208,
SENSOR,1735766670,166,247.681,209.355,12.62,6.206,27.802,3.187,
SENSOR,1735766700,70,110.708,231.258,98.685,70.634,156.125,6.874,
SENSOR,1735766730,11,34.261,206.069,167.043,43.473,41.965,19.576,
SENSOR,1735766760,198,203.54,43.368,101.671,30.344,49.662,8.874,
SENSOR,1735766790,144,34.796,169.734,22.66,52.407,153.316,32.122,
SENSOR,1735766820,27,76.658,187.039,179.592,95.073,157.639,44.47,
SENSOR,1735766850,135,12.014,250.227,84.104,82.407,33.612,16.193,
SENSOR,1735766880,67,108.774,47.656,144.922,31.668,170.504,41.153,
SENSOR,1735766910,55,61.845,60.526,192.78,25.023,128.532,36.705,
SENSOR,1735766940,185,247.191,92.594,181.339,142.194,38.236,20.544,
SENSOR,1735766970,166,34.754,106.143,154.852,46.278,44.968,13.966,
SENSOR,1735767000,92,101.764,88.955,58.547,106.104,39.89,7.935,
SENSOR,1735767030,94,167.663,42.685,71.067,27.175,32.348,2.535,
SENSOR,1735767060,96,56.655,59.917,177.358,16.41,28.56,19.151,
SENSOR,1735767090,147,129.362,14.077,39.454,9.416,134.723,22.318,
SENSOR,1735767120,82,249.159,211.992,167.402,21.306,150.205,11.662,
SENSOR,1735767150,133,51.595,150.449,78.635,3.049,90.28,35.995,
SENSOR,1735767180,14,222.696,127.346,55.532,57.452,90.194,34.295,
SENSOR,1735767210,67,248.363,140.28,150.001,59.463,173.093,0.997,
SENSOR,1735767240,84,231.599,15.975,18.177,54.36,78.255,43.472,
SENSOR,1735767270,171,57.195,289.079,123.339,134.976,78.667,18.994,
SENSOR,1735767300,86,10.174,295.168,196.64,94.726,146.847,40.336,
SENSOR,1735767330,60,168.522,67.234,150.419,95.101,94.179,25.85,
SENSOR,1735767360,137,88.314,143.308,157.365,129.109,169.522,-0.097,
SENSOR,1735767390,144,92.64,223.691,184.323,63.56,6.584,-4.555,
SENSOR,1735767420,195,5.628,6.356,116.115,9.465,172.292,21.448,
SENSOR,1735767450,96,33.467,152.419,132.725,129.604,6.273,37.909,
SENSOR,1735767480,153,181.75,251.638,142.428,99.47,127.415,18.336,
SENSOR,1735767510,148,86.617,260.754,41.685,76.986,73.688,29.648,
SENSOR,1735767540,17,25.008,287.392,85.833,103.823,9.572,26.912,
SENSOR,1735767570,184,18.75,50.84,35.049,146.48,97.889,23.461,
SENSOR,1735767600,81,212.736,101.65,110.654,79.615,26.254,43.695,
SENSOR,1735767630,122,34.424,262.148,154.154,144.736,163.008,3.928,
SENSOR,1735767660,24,81.139,261.419,96.893,60.539,122.307,44.092,
SENSOR,1735767690,56,20.636,196.049,136.602,0.956,126.02,43.713,
SENSOR,1735767720,52,222.759,239.818,34.389,67.098,128.515,35.0,
SENSOR,1735767750,3,26.046,93.792,70.97,101.411,161.15,26.824,
SENSOR,1735767780,154,123.734,138.564,183.895,24.734,19.262,23.315,
SENSOR,1735767810,119,241.438,48.265,98.346,144.915,142.162,28.544,
SENSOR,1735767840,11,122.641,55.719,198.875,58.674,70.215,42.631,
SENSOR,1735767870,168,239.711,119.982,62.38,133.691,89.142,6.924,
SENSOR,1735767900,16,55.35,247.403,96.361,87.243,175.849,31.716,
SENSOR,1735767930,157,231.747,47.395,140.023,51.704,31.57,-2.695,
SENSOR,1735767960,79,145.573,299.198,140.897,29.823,99.64,28.944,
SENSOR,1735767990,68,140.084,38.439,113.339,135.041,95.853,19.239,
SENSOR,1735768020,132,48.605,139.676,187.114,96.948,17.827,10.293,
SENSOR,1735768050,64,101.176,107.786,137.331,141.552,134.057,25.862,
SENSOR,1735768080,192,125.833,140.451,1.535,149.055,139.43,23.564,
SENSOR,1735768110,84,3.984,171.034,7.847,14.804,160.079,25.256,
SENSOR,1735768140,10,159.149,75.46,124.865,48.505,144.554,19.881,
SENSOR,1735768170,175,53.191,203.09,3.756,104.057,102.295,-0.639,
SENSOR,1735768200,91,160.041,40.289,33.545,76.461,53.365,29.088,
SENSOR,1735768230,2,14.91,204.398,170.881,79.742,94.556,4.107,
SENSOR,1735768260,62,213.725,174.308,171.038,145.761,154.366,16.895,
SENSOR,1735768290,76,214.552,208.053,16.5,61.159,177.139,36.531,
SENSOR,1735768320,70,62.371,150.629,84.111,62.076,50.865,5.572,
SENSOR,1735768350,16,53.186,124.029,190.045,116.89,19.179,11.982,
SENSOR,1735768380,187,247.227,80.006,98.37,43.169,53.048,3.461,
SENSOR,1735768410,58,54.41,236.16,161.921,57.125,58.782,8.232,
SENSOR,1735768440,21,240.805,24.553,62.819,60.526,74.71,18.243,
SENSOR,1735768470,149,53.137,113.122,121.021,137.97,127.708,38.795,
SENSOR,1735768500,34,86.801,282.456,166.279,42.31,27.01,19.973,
SENSOR,1735768530,140,152.355,42.147,92.601,1.584,46.352,1.302,
SENSOR,1735768560,45,208.957,42.039,117.437,133.329,43.312,20.87,
SENSOR,1735768590,89,231.138,267.032,118.999,121.844,154.425,29.778,
SENSOR,1735768620,32,209.128,287.218,188.065,3.358,132.439,0.428,
SENSOR,1735768650,27,121.549,98.862,78.154,26.864,10.907,26.734,
SENSOR,1735768680,162,102.569,79.051,131.235,122.435,12.609,27.808,
SENSOR,1735768710,105,18.638,268.009,98.698,141.189,121.935,20.987,
SENSOR,1735768740,131,149.881,22.425,130.659,88.658,153.809,14.499,
SENSOR,1735768770,80,230.276,99.961,37.46,134.233,175.58,32.06,
SENSOR,1735768800,155,83.318,29.978,52.706,53.784,37.976,42.106,
SENSOR,1735768830,49,234.759,289.473,85.617,62.183,112.537,17.022,
SENSOR,1735768860,95,65.05,252.931,83.905,33.752,71.144,37.756,
SENSOR,1735768890,44,177.631,286.215,124.614,83.281,5.254,17.806,
SENSOR,1735768920,22,161.736,20.747,144.583,58.128,179.382,37.98,
SENSOR,1735768950,76,101.243,125.689,199.406,107.736,48.292,34.028,
SENSOR,1735768980,191,12.756,56.575,54.269,17.017,55.156,-4.172,
SENSOR,1735769010,11,23.027,294.361,13.467,12.413,150.94,22.843,
SENSOR,1735769040,27,240.168,272.098,40.546,67.052,96.468,42.432,
SENSOR,1735769070,54,184.242,141.768,74.49,9.047,91.501,35.56,
SENSOR,1735769100,48,166.576,89.259,55.553,97.583,92.063,28.984,
SENSOR,1735769130,131,188.963,47.284,91.681,135.368,142.285,-2.802,
SENSOR,1735769160,181,161.165,146.415,193.376,55.244,24.176,8.969,
SENSOR,1735769190,75,160.308,179.299,162.827,3.286,48.212,-1.666,
SENSOR,1735769220,103,30.378,134.214,114.604,65.769,87.675,31.934,
SENSOR,1735769250,158,109.582,183.922,185.512,59.394,144.074,24.493,
SENSOR,1735769280,184,177.927,254.039,171.079,67.743,28.194,8.1,
SENSOR,1735769310,47,186.532,72.68,161.566,93.759,9.144,41.662,
SENSOR,1735769340,23,1.438,225.669,64.198,6.907,90.975,43.794,
SENSOR,1735769370,107,2.744,121.281,35.184,31.184,109.882,6.002,
SENSOR,1735769400,22,135.486,118.072,35.192,79.451,59.035,0.153,
SENSOR,1735769430,130,19.503,205.038,50.574,36.495,127.098,30.72,
SENSOR,1735769460,117,200.137,110.455,107.713,142.769,176.848,10.265,
SENSOR,1735769490,129,233.212,257.208,94.323,134.725,145.347,18.02,
SENSOR,1735769520,23,231.237,272.503,137.613,57.932,80.468,42.376,
SENSOR,1735769550,134,40.287,277.777,96.117,108.202,179.218,18.924,
SENSOR,1735769580,98,26.572,178.426,163.352,33.881,69.861,-2.719,
SENSOR,1735769610,42,72.2,255.814,39.719,50.042,123.915,33.835,
SENSOR,1735769640,163,43.879,165.634,118.07,37.371,177.984,34.601,
SENSOR,1735769670,185,186.579,9.206,46.597,55.575,149.048,32.604,
SENSOR,1735769700,50,153.344,246.085,19.595,36.041,5.66,26.294,
SENSOR,1735769730,166,141.37,183.375,0.05,130.939,6.706,27.537,
SENSOR,1735769760,144,241.931,87.621,162.732,98.681,94.302,17.222,
SENSOR,1735769790,8,7.326,260.554,191.436,51.08,2.829,3.052,
SENSOR,1735769820,150,30.706,235.799,25.276,85.905,88.421,32.251,
SENSOR,1735769850,25,2.594,92.061,184.708,44.569,149.464,23.21,
SENSOR,1735769880,59,118.543,227.316,177.79,64.959,161.467,5.502,
SENSOR,1735769910,101,66.309,6.729,129.757,121.689,43.6,18.701,
SENSOR,1735769940,154,104.176,127.649,90.2,53.836,98.76,25.588,
SENSOR,1735769970,60,123.136,195.266,84.097,58.3,171.552,16.508,
SENSOR,1735770000,60,94.098,85.468,115.316,100.016,94.912,26.436,
SENSOR,1735770030,68,125.297,253.338,67.525,135.834,37.286,6.196,
SENSOR,1735770060,182,135.881,17.661,24.78,37.027,4.204,5.482,
SENSOR,1735770090,189,78.519,223.264,184.446,72.497,91.396,19.774,
SENSOR,1735770120,114,180.656,171.767,36.428,149.898,84.842,17.741,
SENSOR,1735770150,52,9.855,103.677,89.244,92.054,98.116,-1.651,
SENSOR,1735770180,5,172.963,121.953,150.031,17.736,20.322,11.476,
SENSOR,1735770210,130,151.787,21.641,61.771,94.336,10.629,9.868,
SENSOR,1735770240,179,12.159,135.527,61.935,133.679,86.578,24.051,
SENSOR,1735770270,2,6.193,160.364,78.026,104.995,111.048,1.73,
SENSOR,1735770300,182,132.278,217.895,197.736,129.867,146.991,-2.034,
SENSOR,1735770330,17,136.264,5.461,118.827,4.787,10.613,41.552,
SENSOR,1735770360,63,208.95,209.636,171.057,18.143,88.692,10.282,
SENSOR,1735770390,3,172.785,96.057,30.839,149.021,13.037,40.9,
SENSOR,1735770420,88,65.14,34.642,32.083,136.425,125.979,10.372,
SENSOR,1735770450,0,81.009,108.725,124.742,146.674,163.252,5.66,
SENSOR,1735770480,123,183.787,38.162,104.504,92.694,132.699,-0.352,
SENSOR,1735770510,120,168.164,37.338,141.757,4.296,0.118,-2.135,
SENSOR,1735770540,124,242.607,233.89,153.221,8.95,49.548,33.733,
SENSOR,1735770570,73,13.539,90.967,119.627,67.844,9.917,44.777,
SENSOR,1735770600,29,169.1,119.879,82.355,108.728,97.291,20.232,
SENSOR,1735770630,78,1.138,166.012,103.725,23.445,170.948,0.39,
SENSOR,1735770660,30,216.354,221.877,122.048,88.286,146.074,2.982,
SENSOR,1735770690,15,172.196,8.816,17.744,118.249,102.988,0.749,
SENSOR,1735770720,98,48.769,285.256,37.705,136.559,103.346,4.013,
SENSOR,1735770750,182,74.295,160.535,128.935,48.603,60.673,15.917,
SENSOR,1735770780,124,6.334,212.832,151.627,13.036,173.29,-0.648,
SENSOR,1735770810,91,52.059,228.461,80.551,90.134,68.71,9.39,
SENSOR,1735770840,121,39.686,298.698,171.509,31.441,98.473,24.102,
SENSOR,1735770870,182,104.851,42.248,93.889,63.07,168.008,6.402,
SENSOR,1735770900,108,177.681,154.943,11.817,146.041,18.026,26.764,
SENSOR,1735770930,96,41.533,24.694,41.426,43.06,115.631,-4.438,
SENSOR,1735770960,35,77.527,100.164,58.027,146.339,123.131,16.881,
SENSOR,1735770990,191,175.906,278.133,53.255,58.119,167.588,26.456,
SENSOR,1735771020,116,116.679,279.183,127.132,46.534,58.717,30.542,
SENSOR,1735771050,154,40.578,153.712,171.968,4.358,66.479,24.029,
SENSOR,1735771080,9,164.791,266.971,188.303,83.684,77.897,0.325,
SENSOR,1735771110,51,218.764,235.68,162.758,106.925,51.033,41.283,
SENSOR,1735771140,152,157.914,246.852,35.06,41.464,73.259,3.842,
SENSOR,1735771170,131,203.164,291.442,166.254,137.398,125.374,-2.882,
SENSOR,1735771200,1,57.585,238.534,7.579,23.097,62.822,9.715,
SENSOR,1735771230,92,222.058,24.403,174.639,134.509,149.465,15.745,
SENSOR,1735771260,10,81.022,11.682,159.733,1.606,130.529,37.889,
SENSOR,1735771290,166,5.007,177.906,92.693,26.779,80.003,14.277,
SENSOR,1735771320,60,169.772,181.351,86.625,11.245,67.256,42.648,
SENSOR,1735771350,166,40.177,82.542,189.318,128.779,42.216,30.316,
SENSOR,1735771380,129,133.589,289.032,77.955,94.403,168.732,4.633,
SENSOR,1735771410,43,152.883,282.996,31.059,63.411,2.628,42.098,
SENSOR,1735771440,25,178.505,93.843,63.058,95.75,64.273,12.522,
SENSOR,1735771470,3,9.174,14.62,53.14,89.277,60.008,14.816,
SENSOR,1735771500,171,151.847,58.778,47.9,119.329,105.171,31.378,
SENSOR,1735771530,162,35.501,40.287,74.845,138.496,35.112,12.376,
SENSOR,1735771560,36,150.67,69.965,84.534,141.657,31.569,42.544,
SENSOR,1735771590,139,85.216,231.159,113.147,125.909,13.165,33.609,
SENSOR,1735771620,109,75.391,282.021,0.026,123.257,27.582,37.219,
SENSOR,1735771650,27,214.304,2.087,103.568,110.971,158.935,30.356,
SENSOR,1735771680,43,210.099,282.099,151.632,75.94,93.04,17.305,
SENSOR,1735771710,185,216.836,135.567,10.473,132.26,85.679,21.294,
SENSOR,1735771740,86,113.42,264.039,59.407,44.151,40.315,44.608,
SENSOR,1735771770,111,13.16,50.036,27.313,116.877,124.782,-4.565,
SENSOR,1735771800,58,148.034,286.569,133.223,122.107,144.083,33.0,
SENSOR,1735771830,162,71.56,111.292,20.288,32.144,114.285,32.248,
SENSOR,1735771860,87,86.567,234.728,147.626,56.629,87.263,35.007,
SENSOR,1735771890,144,144.882,142.753,188.886,110.278,164.515,12.848,
SENSOR,1735771920,33,199.951,189.206,142.731,71.36,60.297,-4.311,
SENSOR,1735771950,74,184.682,166.115,67.792,15.229,149.242,32.621,
SENSOR,1735771980,161,181.255,183.863,178.886,115.528,88.522,-0.384,
SENSOR,1735772010,72,24.228,225.492,96.301,142.097,82.703,2.033,
SENSOR,1735772040,94,220.235,31.829,195.423,7.386,32.92,24.943,
SENSOR,1735772070,89,158.037,197.759,94.672,22.128,23.556,25.457,
SENSOR,1735772100,28,210.892,84.916,59.672,87.665,17.944,15.969,
SENSOR,1735772130,109,1.259,62.174,177.928,24.133,7.951,27.175,
SENSOR,1735772160,47,173.81,94.083,125.961,96.515,150.324,23.829,
SENSOR,1735772190,156,9.373,28.161,66.109,38.612,128.277,5.132,
SENSOR,1735772220,151,91.552,190.256,155.489,83.495,143.761,33.639,
SENSOR,1735772250,149,199.804,250.977,153.747,113.222,2.611,0.725,
SENSOR,1735772280,63,70.657,82.907,185.887,45.462,128.955,39.938,
SENSOR,1735772310,22,187.017,134.092,123.947,0.709,175.897,8.84,
SENSOR,1735772340,90,151.587,74.73,123.397,123.79,8.53,43.821,
SENSOR,1735772370,63,164.818,224.932,114.628,30.627,173.334,36.929,
SENSOR,1735772400,78,170.17,208.094,137.061,68.131,92.021,44.621,
SENSOR,1735772430,119,144.738,20.017,165.422,105.438,95.514,34.336,
SENSOR,1735772460,197,3.822,69.976,11.702,88.579,101.506,16.954,
SENSOR,1735772490,194,121.137,177.812,114.099,35.094,48.682,26.035,
SENSOR,1735772520,171,179.33,223.362,166.463,95.482,176.839,27.084,
SENSOR,1735772550,48,111.936,289.531,1.208,36.336,164.372,21.683,
SENSOR,1735772580,85,168.816,197.44,54.851,5.951,17.893,8.964,
SENSOR,1735772610,26,210.346,240.732,190.292,93.464,176.802,11.071,
SENSOR,1735772640,82,218.245,296.901,89.16,67.493,171.27,30.266,
SENSOR,1735772670,157,85.533,86.204,77.874,102.554,11.798,21.776,
SENSOR,1735772700,140,56.447,32.102,92.708,101.311,148.638,6.654,
SENSOR,1735772730,145,67.592,42.876,79.485,93.217,22.622,19.021,
SENSOR,1735772760,44,153.87,110.825,14.042,34.755,79.563,43.729,
SENSOR,1735772790,142,186.435,142.63,137.927,11.619,86.636,-0.902,
SENSOR,1735772820,0,38.369,68.01,2.37,41.345,123.446,6.595,
SENSOR,1735772850,65,174.311,177.959,112.75,134.394,113.451,-4.257,
SENSOR,1735772880,187,43.274,50.014,150.034,51.41,72.509,15.23,
SENSOR,1735772910,29,204.128,2.423,191.681,69.672,9.571,26.601,
SENSOR,1735772940,115,24.516,169.71,154.383,47.621,107.876,20.098,
SENSOR,1735772970,107,113.322,42.357,67.814,52.037,95.51,38.455,
SENSOR,1735773000,133,33.92,259.962,48.092,40.6,157.43,35.873,
SENSOR,1735773030,172,169.399,89.019,18.155,123.184,133.077,28.807,
SENSOR,1735773060,107,38.505,123.825,35.914,142.024,171.913,23.693,
SENSOR,1735773090,7,59.758,130.666,199.04,26.72,83.37,11.016,
SENSOR,1735773120,61,197.751,163.923,65.161,31.564,66.179,13.975,
SENSOR,1735773150,126,12.602,109.468,168.465,49.075,32.686,-0.197,
SENSOR,1735773180,173,29.059,1.167,189.161,35.223,3.173,34.254,
SENSOR,1735773210,101,82.65,47.651,67.184,82.549,81.278,20.379,
SENSOR,1735773240,137,230.161,43.551,116.246,101.606,94.495,31.786,
SENSOR,1735773270,150,184.316,75.124,42.512,41.088,109.959,-1.021,
SENSOR,1735773300,62,132.194,257.05,40.595,2.568,107.342,34.336,
SENSOR,1735773330,47,192.425,281.968,165.506,31.461,14.308,-3.69,
SENSOR,1735773360,70,248.689,112.168,136.423,111.518,172.971,41.131,
SENSOR,1735773390,120,125.533,70.373,65.002,113.543,77.201,-2.169,
SENSOR,1735773420,159,24.445,33.243,174.756,23.291,113.462,6.225,
SENSOR,1735773450,113,58.667,141.615,121.786,76.611,46.393,9.692,
SENSOR,1735773480,82,111.956,14.853,43.336,145.74,65.876,18.287,
SENSOR,1735773510,17,108.738,57.731,116.011,117.781,100.255,11.138,
SENSOR,1735773540,28,143.061,78.069,143.761,85.663,74.596,19.852,
SENSOR,1735773570,35,23.417,287.993,46.995,49.394,109.206,36.044,
SENSOR,1735773600,169,237.898,5.554,144.555,43.219,3.772,-0.705,
SENSOR,1735773630,179,182.403,292.512,169.082,71.918,33.404,3.132,
SENSOR,1735773660,129,76.025,256.705,18.572,140.935,94.106,5.277,
SENSOR,1735773690,73,140.857,216.292,22.88,107.893,70.812,13.356,
SENSOR,1735773720,150,107.013,125.2,172.16,47.3,11.497,-0.231,
SENSOR,1735773750,122,59.488,57.106,53.445,113.268,37.042,17.024,
SENSOR,1735773780,132,151.2,129.546,136.506,58.443,5.244,4.959,
SENSOR,1735773810,8,134.536,17.731,105.471,62.458,49.806,31.827,
SENSOR,1735773840,81,161.439,221.657,39.998,9.162,50.831,34.726,
SENSOR,1735773870,87,86.09,160.796,139.287,84.454,101.076,43.572,
SENSOR,1735773900,171,132.992,103.957,47.286,44.149,53.726,26.812,
SENSOR,1735773930,62,94.359,55.372,59.003,60.707,38.23,37.864,
SENSOR,1735773960,129,221.39,68.036,164.575,66.452,24.88,19.237,
SENSOR,1735773990,157,39.191,230.831,69.541,137.205,35.753,9.123,
SENSOR,1735774020,82,23.2,295.605,155.236,112.666,93.443,23.443,
SENSOR,1735774050,190,219.616,34.851,7.041,130.8,36.973,6.354,
SENSOR,1735774080,43,222.993,142.164,28.323,62.058,11.14,42.868,
SENSOR,1735774110,11,108.418,13.421,28.731,25.741,30.229,7.187,
SENSOR,1735774140,66,45.81,247.122,47.941,66.276,163.042,34.256,
SENSOR,1735774170,14,176.337,178.547,178.065,13.18,28.851,2.575,
SENSOR,1735774200,166,56.016,123.691,151.558,42.986,2.122,13.264,
SENSOR,1735774230,29,3.36,87.031,119.027,2.093,157.547,29.382,
SENSOR,1735774260,199,98.842,1.978,82.01,134.246,161.338,4.737,
SENSOR,1735774290,149,166.633,10.261,31.423,66.97,92.982,20.929,
SENSOR,1735774320,193,31.001,54.594,131.688,115.292,133.021,9.711,
SENSOR,1735774350,152,136.66,162.645,75.511,52.47,173.226,43.043,
SENSOR,1735774380,33,17.981,237.738,86.835,88.508,79.103,18.668,
SENSOR,1735774410,32,191.165,248.205,36.544,118.372,151.434,36.673,
SENSOR,1735774440,35,57.144,56.731,106.972,87.499,117.634,44.94,
SENSOR,1735774470,80,190.464,82.084,52.033,31.54,170.91,1.952,
SENSOR,1735774500,144,124.678,165.44,36.096,38.964,167.224,5.936,
SENSOR,1735774530,155,78.688,236.691,121.113,22.325,175.325,0.935,
SENSOR,1735774560,77,63.488,180.099,48.78,30.44,23.999,44.778,
SENSOR,1735774590,115,148.372,244.219,125.575,128.696,120.627,43.756,
SENSOR,1735774620,171,153.281,65.302,91.375,13.065,156.057,0.003,
SENSOR,1735774650,128,151.026,276.175,84.996,85.47,110.912,20.279,
SENSOR,1735774680,130,18.709,152.138,175.299,96.006,178.181,13.479,
SENSOR,1735774710,76,1.043,155.986,51.108,61.794,41.817,34.46,
SENSOR,1735774740,105,240.442,287.226,186.898,142.666,164.22,22.648,
SENSOR,1735774770,122,87.882,294.063,85.936,52.676,70.002,28.538,
SENSOR,1735774800,80,22.589,18.07,27.874,93.564,10.588,2.13,
SENSOR,1735774830,18,239.287,51.841,145.825,20.116,152.75,38.086,
SENSOR,1735774860,165,132.063,246.959,75.354,131.65,78.641,37.557,
SENSOR,1735774890,118,193.009,52.413,104.153,149.465,77.612,1.473,
SENSOR,1735774920,110,110.363,196.332,133.959,16.994,0.491,20.094,
SENSOR,1735774950,162,85.378,198.635,108.862,46.962,128.008,-0.658,
SENSOR,1735774980,189,156.516,132.642,15.715,148.431,127.828,6.734,
SENSOR,1735775010,101,56.187,61.722,196.498,116.759,121.89,-4.297,
SENSOR,1735775040,108,39.972,102.296,186.988,91.78,163.912,15.448,
SENSOR,1735775070,199,247.043,1.328,198.697,94.173,22.365,32.517,
SENSOR,1735775100,14,42.845,224.357,126.814,4.705,81.26,32.77,
SENSOR,1735775130,109,112.986,211.097,12.774,117.996,102.111,39.528,
SENSOR,1735775160,49,91.517,42.691,176.19,35.068,142.575,0.367,
SENSOR,1735775190,53,218.149,260.06,191.307,53.416,142.807,35.113,
SENSOR,1735775220,7,58.95,226.473,74.186,92.551,171.661,-0.27,
SENSOR,1735775250,43,22.775,128.701,63.263,30.389,69.645,-3.229,
SENSOR,1735775280,193,25.916,149.461,169.301,142.967,112.331,40.005,
SENSOR,1735775310,90,73.687,6.403,153.541,43.208,31.334,10.701,
SENSOR,1735775340,27,214.72,191.826,58.086,105.405,6.121,43.429,
SENSOR,1735775370,110,139.551,41.812,198.749,4.67,104.122,1.886,
SENSOR,1735775400,198,64.352,98.666,2.552,105.598,147.953,15.154,
SENSOR,1735775430,65,105.855,90.402,10.514,25.069,49.04,42.498,
SENSOR,1735775460,184,237.519,223.296,129.838,140.813,176.84,18.057,
SENSOR,1735775490,2,192.15,122.946,159.103,101.62,47.232,38.613,
SENSOR,1735775520,147,245.042,117.688,41.342,110.039,114.45,33.61,
SENSOR,1735775550,177,237.269,65.964,19.036,26.985,167.034,8.066,
SENSOR,1735775580,101,8.236,118.458,132.68,70.133,42.932,18.052,
SENSOR,1735775610,56,100.543,86.709,71.882,48.419,18.414,18.406,
SENSOR,1735775640,41,31.598,193.257,85.107,19.345,56.879,-2.159,
SENSOR,1735775670,0,54.385,38.036,100.558,62.887,125.798,6.681,
SENSOR,1735775700,199,69.132,185.595,113.734,107.345,14.526,15.578,
SENSOR,1735775730,136,202.803,147.926,10.201,39.132,164.253,15.295,
SENSOR,1735775760,185,98.206,221.987,28.999,48.466,50.647,32.848,
SENSOR,1735775790,40,153.316,235.791,199.125,34.908,125.909,42.979,
SENSOR,1735775820,110,128.281,30.976,160.569,81.297,149.435,9.807,
SENSOR,1735775850,127,182.708,285.851,64.56,85.393,162.204,12.479,
SENSOR,1735775880,140,135.66,111.059,99.935,80.187,121.795,30.703,
SENSOR,1735775910,192,103.505,295.02,175.029,61.14,97.911,5.481,
SENSOR,1735775940,76,154.395,151.315,49.189,147.94,162.008,32.725,
SENSOR,1735775970,29,167.481,243.537,129.479,59.636,73.187,18.261,
SENSOR,1735776000,144,130.957,75.685,124.433,67.933,73.433,38.946,
SENSOR,1735776030,113,74.768,253.634,44.776,130.858,20.253,20.833,
SENSOR,1735776060,74,78.512,116.166,89.588,29.548,126.753,22.088,
SENSOR,1735776090,11,161.006,41.696,78.382,32.995,148.604,8.802,
SENSOR,1735776120,18,43.485,202.411,94.361,65.164,169.151,3.518,
SENSOR,1735776150,192,138.607,96.409,27.196,48.617,73.097,29.082,
SENSOR,1735776180,72,129.952,100.544,47.004,62.85,176.586,33.471,
SENSOR,1735776210,123,181.106,296.914,186.411,84.081,5.261,42.825,
SENSOR,1735776240,2,226.075,13.194,15.567,114.305,108.719,37.297,
SENSOR,1735776270,112,40.204,140.981,194.766,114.046,55.379,-2.12,
SENSOR,1735776300,186,99.362,89.574,89.763,51.145,160.34,37.528,
SENSOR,1735776330,16,12.346,211.075,107.446,47.834,106.191,12.731,
SENSOR,1735776360,168,102.348,269.333,68.47,115.871,29.042,29.341,
SENSOR,1735776390,53,30.168,35.572,100.582,121.266,35.394,43.521,
SENSOR,1735776420,33,175.972,84.12,103.894,26.473,130.523,-3.191,
SENSOR,1735776450,44,84.599,35.71,120.689,96.108,150.509,19.119,
SENSOR,1735776480,92,173.168,179.012,88.755,33.112,111.696,19.63,
SENSOR,1735776510,14,21.998,218.388,21.632,23.672,107.737,34.938,
SENSOR,1735776540,179,55.374,255.843,61.179,148.262,133.612,38.082,
SENSOR,1735776570,149,96.513,63.779,194.21,110.849,39.006,9.51,
SENSOR,1735776600,158,131.138,46.006,22.002,134.936,62.598,13.697,
SENSOR,1735776630,67,51.0,218.12,168.0,130.377,12.278,20.073,
SENSOR,1735776660,101,185.21,282.598,124.468,95.235,157.23,32.906,
SENSOR,1735776690,115,36.629,284.837,185.829,46.056,159.778,19.223,
SENSOR,1735776720,36,164.468,73.09,187.932,144.106,59.751,37.211,
SENSOR,1735776750,145,30.66,121.169,1.328,125.97,92.074,8.508,
SENSOR,1735776780,110,90.345,25.447,163.344,106.461,59.58,-2.05,
SENSOR,1735776810,11,137.409,30.878,82.955,34.597,115.219,20.081,
