command,u,v,loss,line_capacity,timestamp,battery_id,charge_change,battery_capacity,price,extra
EDGE,990,881,0.04218,162,,,,,,
EDGE,137,466,0.03065,78,,,,,,
EDGE,361,731,0.04885,272,,,,,,
EDGE,480,499,0.03402,217,,,,,,
EDGE,205,870,0.0167,455,,,,,,
EDGE,861,161,0.01617,382,,,,,,
EDGE,389,365,0.02813,409,,,,,,
EDGE,246,839,0.02608,428,,,,,,
EDGE,548,805,0.04733,491,,,,,,
EDGE,989,658,0.02865,304,,,,,,
EDGE,785,525,0.03566,452,,,,,,
EDGE,685,518,0.04046,484,,,,,,
EDGE,244,405,0.02449,64,,,,,,
EDGE,606,392,0.00818,359,,,,,,
EDGE,560,419,0.00882,489,,,,,,
EDGE,83,565,0.04747,125,,,,,,
EDGE,9,758,0.01372,185,,,,,,
EDGE,514,858,0.01513,229,,,,,,
EDGE,139,391,0.02762,384,,,,,,
EDGE,872,60,0.04657,317,,,,,,
EDGE,38,720,0.04607,209,,,,,,
EDGE,991,884,0.04504,138,,,,,,
EDGE,811,534,0.03519,500,,,,,,
EDGE,762,573,0.04419,205,,,,,,
EDGE,941,619,0.02917,364,,,,,,
EDGE,803,539,0.04792,143,,,,,,
EDGE,271,540,0.04758,232,,,,,,
EDGE,274,912,0.00906,371,,,,,,
EDGE,156,375,0.04117,395,,,,,,
EDGE,925,290,0.04895,319,,,,,,
EDGE,323,644,0.03289,192,,,,,,
EDGE,389,492,0.01214,246,,,,,,
EDGE,370,11,0.03567,339,,,,,,
EDGE,506,821,0.03387,396,,,,,,
EDGE,859,821,0.03517,328,,,,,,
EDGE,199,236,0.00223,332,,,,,,
EDGE,518,212,0.00298,196,,,,,,
EDGE,314,732,0.04319,392,,,,,,
EDGE,765,135,0.02302,457,,,,,,
EDGE,410,838,0.0168,300,,,,,,
EDGE,447,661,0.04677,319,,,,,,
EDGE,127,226,0.02597,459,,,,,,
EDGE,406,642,0.03903,166,,,,,,
EDGE,55,81,0.03452,60,,,,,,
EDGE,950,951,0.04866,401,,,,,,
EDGE,879,252,0.00431,287,,,,,,
EDGE,71,446,0.02757,184,,,,,,
EDGE,384,652,0.04487,125,,,,,,
EDGE,414,905,0.01854,317,,,,,,
EDGE,275,484,0.03241,197,,,,,,
EDGE,671,719,0.02058,170,,,,,,
EDGE,900,665,0.00765,265,,,,,,
EDGE,82,257,0.04701,308,,,,,,
EDGE,333,278,0.0186,112,,,,,,
EDGE,478,233,0.03089,250,,,,,,
EDGE,182,137,0.01514,490,,,,,,
EDGE,739,37,0.01646,279,,,,,,
EDGE,3,167,0.0232,361,,,,,,
EDGE,486,336,0.03471,384,,,,,,
EDGE,705,559,0.01845,87,,,,,,
EDGE,898,75,0.00309,109,,,,,,
EDGE,77,483,0.04304,382,,,,,,
EDGE,355,745,0.01152,167,,,,,,
EDGE,171,297,0.02487,494,,,,,,
EDGE,3,490,0.01411,174,,,,,,
EDGE,217,63,0.00371,406,,,,,,
EDGE,946,158,0.04069,121,,,,,,
EDGE,606,87,0.03108,99,,,,,,
EDGE,21,408,0.00472,376,,,,,,
EDGE,262,376,0.03731,168,,,,,,
EDGE,606,308,0.04755,242,,,,,,
EDGE,985,830,0.01553,465,,,,,,
EDGE,438,125,0.0024,294,,,,,,
EDGE,188,552,0.01479,412,,,,,,
EDGE,63,315,0.01342,217,,,,,,
EDGE,67,285,0.04878,455,,,,,,
EDGE,157,439,0.02478,353,,,,,,
EDGE,605,464,0.00518,417,,,,,,
EDGE,267,54,0.02057,392,,,,,,
EDGE,555,421,0.02803,128,,,,,,
EDGE,309,800,0.036,83,,,,,,
EDGE,880,204,0.02968,121,,,,,,
EDGE,119,731,0.011,279,,,,,,
EDGE,613,601,0.04254,156,,,,,,
EDGE,656,803,0.0166,405,,,,,,
EDGE,702,551,0.02646,306,,,,,,
EDGE,249,91,0.02173,120,,,,,,
EDGE,438,292,0.00263,68,,,,,,
EDGE,179,903,0.03485,232,,,,,,
EDGE,710,3,0.03304,413,,,,,,
EDGE,14,166,0.01231,386,,,,,,
EDGE,605,525,0.0166,304,,,,,,
EDGE,284,425,0.03576,400,,,,,,
EDGE,927,952,0.031,445,,,,,,
EDGE,717,722,0.02601,342,,,,,,
EDGE,436,164,0.01964,293,,,,,,
EDGE,958,442,0.04027,472,,,,,,
EDGE,680,879,0.03349,83,,,,,,
EDGE,596,821,0.0356,150,,,,,,
EDGE,674,698,0.02579,433,,,,,,
EDGE,98,453,0.0322,94,,,,,,
EDGE,949,524,0.0486,205,,,,,,
EDGE,672,423,0.01205,356,,,,,,
EDGE,720,792,0.01806,95,,,,,,
EDGE,674,512,0.01435,110,,,,,,
EDGE,796,737,0.02566,218,,,,,,
EDGE,378,860,0.03964,176,,,,,,
EDGE,349,765,0.0299,443,,,,,,
EDGE,375,840,0.00393,67,,,,,,
EDGE,724,830,0.01401,359,,,,,,
EDGE,983,264,0.01184,297,,,,,,
EDGE,628,966,0.01146,423,,,,,,
EDGE,702,209,0.03844,123,,,,,,
EDGE,837,457,0.00858,139,,,,,,
EDGE,113,662,0.04097,386,,,,,,
EDGE,521,891,0.0347,185,,,,,,
EDGE,436,604,0.03066,482,,,,,,
EDGE,794,310,0.0021,102,,,,,,
EDGE,0,916,0.02503,137,,,,,,
EDGE,797,882,0.00826,188,,,,,,
EDGE,406,851,0.03031,138,,,,,,
EDGE,65,142,0.00765,175,,,,,,
EDGE,809,815,0.04493,424,,,,,,
EDGE,177,7,0.00683,177,,,,,,
EDGE,814,671,0.00916,301,,,,,,
EDGE,507,811,0.03803,416,,,,,,
EDGE,413,254,0.04514,480,,,,,,
EDGE,769,539,0.024,371,,,,,,
EDGE,815,512,0.04361,490,,,,,,
EDGE,367,928,0.03791,118,,,,,,
EDGE,352,660,0.0188,137,,,,,,
EDGE,779,240,0.01922,94,,,,,,
EDGE,297,136,0.03538,320,,,,,,
EDGE,951,793,0.04667,282,,,,,,
EDGE,416,889,0.02037,66,,,,,,
EDGE,604,562,0.01777,150,,,,,,
EDGE,417,105,0.00164,461,,,,,,
EDGE,296,510,0.02686,343,,,,,,
EDGE,83,833,0.0227,58,,,,,,
EDGE,282,935,0.01386,212,,,,,,
EDGE,482,917,0.04428,457,,,,,,
EDGE,118,309,0.02057,386,,,,,,
EDGE,879,277,0.00594,99,,,,,,
EDGE,238,632,0.00761,481,,,,,,
EDGE,214,913,0.00824,117,,,,,,
EDGE,124,744,0.04882,490,,,,,,
EDGE,591,199,0.01743,241,,,,,,
EDGE,632,628,0.04719,449,,,,,,
EDGE,470,384,0.02928,90,,,,,,
EDGE,891,374,0.00474,65,,,,,,
EDGE,723,598,0.00392,301,,,,,,
EDGE,684,34,0.03796,112,,,,,,
EDGE,574,798,0.01351,397,,,,,,
EDGE,332,320,0.02232,88,,,,,,
EDGE,254,805,0.00829,169,,,,,,
EDGE,586,417,0.01365,265,,,,,,
EDGE,394,812,0.02819,95,,,,,,
EDGE,507,681,0.00803,276,,,,,,
EDGE,91,1,0.02459,180,,,,,,
EDGE,829,254,0.02194,374,,,,,,
EDGE,916,36,0.03323,359,,,,,,
EDGE,188,100,0.02369,83,,,,,,
EDGE,894,624,0.03237,480,,,,,,
EDGE,652,629,0.04773,276,,,,,,
EDGE,483,331,0.00732,147,,,,,,
EDGE,148,976,0.03502,442,,,,,,
EDGE,241,384,0.03972,66,,,,,,
EDGE,682,30,0.04438,72,,,,,,
EDGE,120,212,0.03257,470,,,,,,
EDGE,95,579,0.03662,440,,,,,,
EDGE,110,542,0.04736,441,,,,,,
EDGE,976,430,0.04256,210,,,,,,
EDGE,755,337,0.02099,50,,,,,,
EDGE,569,160,0.0282,500,,,,,,
EDGE,59,628,0.03364,478,,,,,,
EDGE,921,20,0.02911,446,,,,,,
EDGE,922,813,0.04628,479,,,,,,
EDGE,21,215,0.04698,379,,,,,,
EDGE,959,526,0.0477,466,,,,,,
EDGE,971,937,0.0446,131,,,,,,
EDGE,595,142,0.03424,208,,,,,,
EDGE,225,942,0.02705,268,,,,,,
EDGE,656,614,0.02234,446,,,,,,
EDGE,715,40,0.01361,225,,,,,,
EDGE,153,581,0.04307,73,,,,,,
EDGE,962,178,0.00399,324,,,,,,
EDGE,291,699,0.02537,309,,,,,,
EDGE,496,762,0.04817,296,,,,,,
EDGE,826,448,0.01311,74,,,,,,
EDGE,411,462,0.01236,268,,,,,,
EDGE,830,766,0.03286,370,,,,,,
EDGE,101,329,0.04875,442,,,,,,
EDGE,265,749,0.0195,220,,,,,,
EDGE,756,325,0.0248,226,,,,,,
EDGE,206,517,0.03994,407,,,,,,
EDGE,843,151,0.02863,104,,,,,,
EDGE,630,504,0.01042,384,,,,,,
EDGE,9,149,0.01123,474,,,,,,
EDGE,56,744,0.02884,258,,,,,,
EDGE,771,789,0.01739,499,,,,,,
EDGE,358,248,0.03561,63,,,,,,
EDGE,471,530,0.01916,200,,,,,,
EDGE,292,149,0.03475,128,,,,,,
EDGE,757,838,0.03007,65,,,,,,
EDGE,460,493,0.0183,246,,,,,,
EDGE,188,384,0.011,82,,,,,,
EDGE,923,224,0.00596,174,,,,,,
EDGE,702,703,0.00603,495,,,,,,
EDGE,979,744,0.0119,391,,,,,,
EDGE,356,499,0.00508,239,,,,,,
EDGE,668,134,0.04729,123,,,,,,
EDGE,292,260,0.02246,239,,,,,,
EDGE,712,961,0.04017,282,,,,,,
EDGE,101,844,0.02554,451,,,,,,
EDGE,116,853,0.00584,402,,,,,,
EDGE,875,569,0.0223,78,,,,,,
EDGE,84,201,0.04669,285,,,,,,
EDGE,577,138,0.00149,254,,,,,,
EDGE,749,818,0.04074,418,,,,,,
EDGE,910,244,0.02162,154,,,,,,
EDGE,258,97,0.01223,180,,,,,,
EDGE,324,326,0.01061,185,,,,,,
EDGE,716,600,0.02409,129,,,,,,
EDGE,918,47,0.00357,426,,,,,,
EDGE,504,685,0.03767,326,,,,,,
EDGE,530,204,0.0322,92,,,,,,
EDGE,250,489,0.04106,360,,,,,,
EDGE,206,708,0.00312,355,,,,,,
EDGE,927,782,0.04512,317,,,,,,
EDGE,277,203,0.0055,257,,,,,,
EDGE,980,478,0.02189,410,,,,,,
EDGE,146,817,0.0137,157,,,,,,
EDGE,90,934,0.03993,414,,,,,,
EDGE,640,447,0.03753,412,,,,,,
EDGE,416,952,0.01775,162,,,,,,
EDGE,225,522,0.03838,405,,,,,,
EDGE,565,774,0.02102,426,,,,,,
EDGE,729,862,0.04677,440,,,,,,
EDGE,80,597,0.01354,455,,,,,,
EDGE,123,817,0.00602,408,,,,,,
EDGE,781,906,0.04728,451,,,,,,
EDGE,371,55,0.04251,355,,,,,,
EDGE,712,805,0.04207,361,,,,,,
EDGE,607,441,0.00256,55,,,,,,
EDGE,986,978,0.00405,498,,,,,,
EDGE,281,57,0.04812,408,,,,,,
EDGE,35,203,0.02715,481,,,,,,
EDGE,856,766,0.03751,280,,,,,,
EDGE,223,849,0.03268,174,,,,,,
EDGE,331,476,0.04152,315,,,,,,
EDGE,211,411,0.04964,210,,,,,,
EDGE,0,839,0.0356,207,,,,,,
EDGE,350,194,0.04717,117,,,,,,
EDGE,311,507,0.00214,372,,,,,,
EDGE,965,65,0.01131,59,,,,,,
EDGE,328,484,0.03513,250,,,,,,
EDGE,249,1,0.03642,99,,,,,,
EDGE,407,142,0.00375,468,,,,,,
EDGE,816,186,0.01564,423,,,,,,
EDGE,525,765,0.01754,388,,,,,,
EDGE,963,451,0.01677,118,,,,,,
EDGE,261,145,0.01696,153,,,,,,
EDGE,825,235,0.03928,292,,,,,,
EDGE,333,318,0.00574,65,,,,,,
EDGE,667,862,0.03616,264,,,,,,
EDGE,41,913,0.01912,56,,,,,,
EDGE,650,222,0.04507,260,,,,,,
EDGE,916,548,0.02281,140,,,,,,
EDGE,184,670,0.03217,463,,,,,,
EDGE,482,240,0.01811,122,,,,,,
EDGE,876,124,0.02968,393,,,,,,
EDGE,147,668,0.02573,281,,,,,,
EDGE,276,372,0.03567,364,,,,,,
EDGE,515,490,0.03303,454,,,,,,
EDGE,290,520,0.0345,423,,,,,,
EDGE,494,313,0.00444,228,,,,,,
EDGE,106,793,0.00374,60,,,,,,
EDGE,815,518,0.02197,390,,,,,,
EDGE,576,613,0.01929,264,,,,,,
EDGE,607,96,0.01322,209,,,,,,
EDGE,939,568,0.04166,222,,,,,,
EDGE,715,541,0.04884,224,,,,,,
EDGE,866,436,0.00515,146,,,,,,
EDGE,708,335,0.0074,324,,,,,,
EDGE,243,674,0.00236,177,,,,,,
EDGE,554,962,0.0301,216,,,,,,
EDGE,558,979,0.02355,415,,,,,,
EDGE,87,870,0.0167,223,,,,,,
EDGE,863,100,0.04348,151,,,,,,
EDGE,276,80,0.01998,425,,,,,,
EDGE,907,321,0.01593,321,,,,,,
EDGE,169,936,0.03278,69,,,,,,
EDGE,479,544,0.03674,488,,,,,,
EDGE,425,829,0.00318,409,,,,,,
EDGE,234,239,0.00639,109,,,,,,
EDGE,654,984,0.03931,445,,,,,,
EDGE,598,593,0.00936,58,,,,,,
EDGE,562,666,0.02119,372,,,,,,
EDGE,975,581,0.04438,455,,,,,,
EDGE,942,161,0.03819,159,,,,,,
EDGE,181,844,0.01188,437,,,,,,
EDGE,307,586,0.02713,438,,,,,,
EDGE,974,757,0.03992,94,,,,,,
EDGE,530,259,0.00261,374,,,,,,
EDGE,514,262,0.02834,184,,,,,,
EDGE,389,820,0.00198,82,,,,,,
EDGE,545,939,0.01264,115,,,,,,
EDGE,577,350,0.03794,258,,,,,,
EDGE,481,111,0.03703,213,,,,,,
EDGE,482,591,0.03611,382,,,,,,
EDGE,631,416,0.02484,180,,,,,,
EDGE,780,606,0.02646,428,,,,,,
EDGE,177,227,0.04547,112,,,,,,
EDGE,227,797,0.00287,428,,,,,,
EDGE,736,811,0.02757,126,,,,,,
EDGE,55,27,0.04144,68,,,,,,
EDGE,450,717,0.04812,70,,,,,,
EDGE,600,181,0.02758,379,,,,,,
EDGE,714,535,0.01003,117,,,,,,
EDGE,736,737,0.01204,175,,,,,,
EDGE,877,586,0.04877,234,,,,,,
EDGE,394,959,0.03932,282,,,,,,
EDGE,426,668,0.04609,463,,,,,,
EDGE,579,284,0.0203,412,,,,,,
EDGE,622,428,0.01614,403,,,,,,
EDGE,888,907,0.04312,128,,,,,,
EDGE,559,528,0.02797,491,,,,,,
EDGE,977,767,0.03453,286,,,,,,
EDGE,536,664,0.00622,124,,,,,,
EDGE,958,561,0.00466,61,,,,,,
EDGE,551,902,0.04571,97,,,,,,
EDGE,756,309,0.0149,365,,,,,,
EDGE,689,375,0.01417,88,,,,,,
EDGE,607,134,0.03617,186,,,,,,
EDGE,351,119,0.00121,276,,,,,,
EDGE,186,223,0.00872,398,,,,,,
EDGE,404,372,0.03232,375,,,,,,
EDGE,947,878,0.04925,100,,,,,,
EDGE,539,35,0.04688,459,,,,,,
EDGE,848,141,0.00951,180,,,,,,
EDGE,707,861,0.04977,345,,,,,,
EDGE,359,118,0.02073,64,,,,,,
EDGE,433,218,0.04907,61,,,,,,
EDGE,595,735,0.01918,249,,,,,,
EDGE,975,432,0.01257,277,,,,,,
EDGE,319,895,0.02073,196,,,,,,
EDGE,493,947,0.02945,338,,,,,,
EDGE,956,832,0.01464,265,,,,,,
EDGE,922,963,0.00453,380,,,,,,
EDGE,984,868,0.00708,466,,,,,,
EDGE,789,224,0.0257,421,,,,,,
EDGE,650,908,0.03573,269,,,,,,
EDGE,212,922,0.04693,155,,,,,,
EDGE,963,775,0.01341,111,,,,,,
EDGE,344,480,0.03067,102,,,,,,
EDGE,706,138,0.02056,292,,,,,,
EDGE,220,269,0.04999,366,,,,,,
EDGE,172,26,0.01329,457,,,,,,
EDGE,639,154,0.01114,368,,,,,,
EDGE,607,234,0.00841,480,,,,,,
EDGE,516,668,0.02102,216,,,,,,
EDGE,630,234,0.02199,388,,,,,,
EDGE,994,754,0.0154,324,,,,,,
EDGE,999,66,0.04112,496,,,,,,
EDGE,265,291,0.01576,394,,,,,,
EDGE,555,537,0.00512,264,,,,,,
EDGE,315,948,0.0368,168,,,,,,
EDGE,608,113,0.02137,371,,,,,,
EDGE,203,313,0.0434,480,,,,,,
EDGE,489,917,0.01834,481,,,,,,
EDGE,166,40,0.03927,175,,,,,,
EDGE,876,555,0.00746,111,,,,,,
EDGE,382,939,0.0317,337,,,,,,
EDGE,280,86,0.04764,356,,,,,,
EDGE,795,608,0.02166,114,,,,,,
EDGE,625,819,0.01295,316,,,,,,
EDGE,380,230,0.03847,302,,,,,,
EDGE,369,685,0.0401,117,,,,,,
EDGE,179,676,0.02823,228,,,,,,
EDGE,18,482,0.03955,114,,,,,,
EDGE,477,561,0.00474,90,,,,,,
EDGE,633,236,0.00803,259,,,,,,
EDGE,383,344,0.00217,488,,,,,,
EDGE,215,869,0.00907,311,,,,,,
EDGE,604,616,0.01198,156,,,,,,
EDGE,718,36,0.03201,74,,,,,,
EDGE,631,328,0.02129,152,,,,,,
EDGE,544,815,0.00891,88,,,,,,
EDGE,482,834,0.0215,450,,,,,,
EDGE,436,75,0.02631,115,,,,,,
EDGE,285,813,0.04515,58,,,,,,
EDGE,52,125,0.04325,455,,,,,,
EDGE,327,487,0.03315,89,,,,,,
EDGE,546,979,0.03733,216,,,,,,
EDGE,805,224,0.01049,266,,,,,,
EDGE,799,428,0.04239,278,,,,,,
EDGE,681,983,0.03827,311,,,,,,
EDGE,343,249,0.03188,86,,,,,,
EDGE,774,998,0.04069,423,,,,,,
EDGE,404,760,0.00414,427,,,,,,
EDGE,722,480,0.0019,82,,,,,,
EDGE,230,115,0.0375,346,,,,,,
EDGE,773,877,0.0347,248,,,,,,
EDGE,295,572,0.01007,317,,,,,,
EDGE,26,507,0.03199,219,,,,,,
EDGE,83,677,0.0314,395,,,,,,
EDGE,789,553,0.02651,368,,,,,,
EDGE,154,734,0.00661,74,,,,,,
EDGE,4,353,0.04131,82,,,,,,
EDGE,581,772,0.04041,149,,,,,,
EDGE,517,796,0.01824,97,,,,,,
EDGE,807,427,0.04642,140,,,,,,
EDGE,216,72,0.04272,136,,,,,,
EDGE,759,951,0.04529,158,,,,,,
EDGE,20,2,0.0163,178,,,,,,
EDGE,815,471,0.02048,81,,,,,,
EDGE,240,564,0.018,213,,,,,,
EDGE,350,517,0.02677,395,,,,,,
EDGE,907,772,0.0391,358,,,,,,
EDGE,900,459,0.00968,153,,,,,,
EDGE,614,634,0.04695,219,,,,,,
EDGE,78,367,0.03878,368,,,,,,
EDGE,289,829,0.00948,120,,,,,,
EDGE,188,987,0.02106,196,,,,,,
EDGE,259,483,0.00531,326,,,,,,
EDGE,144,558,0.02765,93,,,,,,
EDGE,962,46,0.04974,337,,,,,,
EDGE,506,984,0.01447,109,,,,,,
EDGE,31,130,0.00407,207,,,,,,
EDGE,637,718,0.03377,308,,,,,,
EDGE,506,561,0.00142,206,,,,,,
EDGE,722,684,0.02326,364,,,,,,
EDGE,611,573,0.02173,66,,,,,,
EDGE,680,351,0.00967,288,,,,,,
EDGE,365,543,0.01815,379,,,,,,
EDGE,744,47,0.04096,306,,,,,,
EDGE,478,813,0.00205,313,,,,,,
EDGE,613,312,0.03409,59,,,,,,
EDGE,458,91,0.02609,247,,,,,,
EDGE,430,22,0.01566,296,,,,,,
EDGE,546,948,0.02982,356,,,,,,
EDGE,458,559,0.04678,329,,,,,,
EDGE,315,327,0.03119,456,,,,,,
EDGE,861,19,0.01254,478,,,,,,
EDGE,226,598,0.02032,305,,,,,,
EDGE,773,345,0.01569,267,,,,,,
EDGE,999,506,0.02815,270,,,,,,
EDGE,750,798,0.01694,125,,,,,,
EDGE,377,506,0.012,454,,,,,,
EDGE,589,520,0.01177,465,,,,,,
EDGE,708,454,0.0242,69,,,,,,
EDGE,230,971,0.04787,363,,,,,,
EDGE,360,504,0.00293,388,,,,,,
EDGE,759,392,0.02191,86,,,,,,
EDGE,359,357,0.0018,471,,,,,,
EDGE,757,847,0.00958,330,,,,,,
EDGE,402,107,0.04711,407,,,,,,
EDGE,568,232,0.03567,62,,,,,,
EDGE,738,527,0.00708,204,,,,,,
EDGE,857,30,0.00565,302,,,,,,
EDGE,809,562,0.03899,149,,,,,,
EDGE,113,30,0.02725,249,,,,,,
EDGE,433,158,0.00187,103,,,,,,
EDGE,761,453,0.02795,380,,,,,,
EDGE,142,332,0.04652,115,,,,,,
EDGE,457,563,0.04321,437,,,,,,
EDGE,196,506,0.04616,242,,,,,,
EDGE,643,779,0.01397,449,,,,,,
EDGE,778,71,0.01596,266,,,,,,
EDGE,373,7,0.03587,420,,,,,,
EDGE,318,917,0.03859,359,,,,,,
EDGE,613,409,0.02214,488,,,,,,
EDGE,603,420,0.0376,229,,,,,,
EDGE,364,179,0.01381,312,,,,,,
EDGE,577,285,0.00126,439,,,,,,
EDGE,404,771,0.01028,226,,,,,,
EDGE,342,682,0.02052,158,,,,,,
EDGE,42,890,0.02228,256,,,,,,
EDGE,913,505,0.04766,482,,,,,,
EDGE,175,876,0.02201,273,,,,,,
EDGE,812,811,0.03013,212,,,,,,
EDGE,593,382,0.03584,177,,,,,,
EDGE,939,749,0.02628,206,,,,,,
EDGE,839,826,0.01771,342,,,,,,
EDGE,449,774,0.01376,153,,,,,,
EDGE,146,3,0.02028,308,,,,,,
EDGE,308,574,0.04972,397,,,,,,
EDGE,626,306,0.02307,112,,,,,,
EDGE,237,567,0.01761,224,,,,,,
EDGE,125,345,0.04281,178,,,,,,
EDGE,690,582,0.02432,300,,,,,,
EDGE,559,266,0.00554,217,,,,,,
EDGE,775,981,0.0018,303,,,,,,
EDGE,368,775,0.01045,81,,,,,,
EDGE,65,350,0.02972,326,,,,,,
EDGE,747,974,0.02661,257,,,,,,
EDGE,74,165,0.00972,314,,,,,,
EDGE,884,2,0.04783,452,,,,,,
EDGE,795,764,0.03483,114,,,,,,
EDGE,101,581,0.02284,186,,,,,,
EDGE,233,991,0.04247,341,,,,,,
EDGE,970,443,0.04635,150,,,,,,
EDGE,655,817,0.03686,405,,,,,,
EDGE,6,509,0.01416,247,,,,,,
EDGE,477,489,0.01297,103,,,,,,
EDGE,655,104,0.04457,141,,,,,,
EDGE,194,335,0.03895,328,,,,,,
EDGE,844,889,0.02366,405,,,,,,
EDGE,576,156,0.00703,266,,,,,,
EDGE,861,26,0.03322,352,,,,,,
EDGE,153,23,0.00146,299,,,,,,
EDGE,984,343,0.04107,352,,,,,,
EDGE,313,925,0.03,180,,,,,,
EDGE,273,955,0.0129,414,,,,,,
EDGE,283,792,0.01899,240,,,,,,
EDGE,409,658,0.00808,310,,,,,,
EDGE,86,457,0.004,388,,,,,,
EDGE,551,911,0.01127,287,,,,,,
EDGE,495,87,0.0098,275,,,,,,
EDGE,199,90,0.04365,423,,,,,,
EDGE,567,486,0.03426,296,,,,,,
EDGE,739,281,0.0197,111,,,,,,
EDGE,114,231,0.04658,351,,,,,,
EDGE,578,174,0.00598,203,,,,,,
EDGE,974,322,0.02739,210,,,,,,
EDGE,644,280,0.00592,483,,,,,,
EDGE,621,61,0.0474,115,,,,,,
EDGE,349,781,0.01285,209,,,,,,
EDGE,331,929,0.02612,454,,,,,,
EDGE,181,348,0.03392,77,,,,,,
EDGE,300,185,0.03556,112,,,,,,
EDGE,143,452,0.03636,170,,,,,,
EDGE,855,79,0.0272,493,,,,,,
EDGE,823,329,0.02335,389,,,,,,
EDGE,454,542,0.04046,244,,,,,,
EDGE,8,617,0.01,266,,,,,,
EDGE,789,853,0.01774,332,,,,,,
EDGE,151,852,0.03169,382,,,,,,
EDGE,802,462,0.0433,147,,,,,,
EDGE,684,394,0.01585,314,,,,,,
EDGE,38,351,0.01873,399,,,,,,
EDGE,745,647,0.00507,111,,,,,,
EDGE,573,569,0.01689,491,,,,,,
EDGE,977,207,0.02379,264,,,,,,
EDGE,20,275,0.04275,478,,,,,,
EDGE,242,241,0.02873,153,,,,,,
EDGE,886,637,0.00675,386,,,,,,
EDGE,100,659,0.01906,104,,,,,,
EDGE,858,349,0.01395,288,,,,,,
EDGE,638,143,0.00266,335,,,,,,
EDGE,251,826,0.00139,262,,,,,,
EDGE,885,511,0.01422,289,,,,,,
EDGE,180,455,0.01296,346,,,,,,
EDGE,271,381,0.00734,429,,,,,,
EDGE,555,304,0.03126,104,,,,,,
EDGE,663,796,0.04363,97,,,,,,
EDGE,952,21,0.0316,479,,,,,,
EDGE,110,395,0.0322,206,,,,,,
EDGE,604,923,0.01974,195,,,,,,
EDGE,61,373,0.00416,224,,,,,,
EDGE,684,667,0.00841,132,,,,,,
EDGE,11,808,0.03618,483,,,,,,
EDGE,240,804,0.04668,226,,,,,,
EDGE,304,899,0.00421,491,,,,,,
EDGE,406,620,0.04149,326,,,,,,
EDGE,593,404,0.03853,252,,,,,,
EDGE,607,551,0.02298,452,,,,,,
EDGE,810,732,0.04972,117,,,,,,
EDGE,105,598,0.02602,140,,,,,,
EDGE,320,813,0.0184,149,,,,,,
EDGE,577,562,0.02556,449,,,,,,
EDGE,604,318,0.01284,384,,,,,,
EDGE,705,290,0.04131,143,,,,,,
EDGE,903,15,0.01687,396,,,,,,
EDGE,808,488,0.00989,190,,,,,,
EDGE,736,81,0.03481,380,,,,,,
EDGE,315,93,0.02732,376,,,,,,
EDGE,200,219,0.01882,499,,,,,,
EDGE,664,96,0.01711,289,,,,,,
EDGE,388,793,0.02026,382,,,,,,
EDGE,565,37,0.03711,463,,,,,,
EDGE,432,701,0.02612,137,,,,,,
EDGE,492,348,0.03949,345,,,,,,
EDGE,138,54,0.00701,107,,,,,,
EDGE,943,254,0.0179,181,,,,,,
EDGE,835,181,0.01605,200,,,,,,
EDGE,63,999,0.0028,233,,,,,,
EDGE,151,411,0.00328,241,,,,,,
EDGE,603,757,0.03555,346,,,,,,
EDGE,521,198,0.03467,401,,,,,,
EDGE,789,760,0.03583,237,,,,,,
EDGE,826,471,0.02344,346,,,,,,
EDGE,771,720,0.02292,446,,,,,,
EDGE,196,882,0.04694,494,,,,,,
EDGE,685,312,0.00433,314,,,,,,
EDGE,754,408,0.00529,489,,,,,,
EDGE,629,328,0.03107,164,,,,,,
EDGE,868,979,0.02416,209,,,,,,
EDGE,560,46,0.02603,277,,,,,,
EDGE,247,384,0.02105,307,,,,,,
EDGE,44,82,0.00797,209,,,,,,
EDGE,576,280,0.04102,136,,,,,,
EDGE,494,432,0.01038,83,,,,,,
EDGE,30,27,0.01957,175,,,,,,
EDGE,164,691,0.04739,191,,,,,,
EDGE,118,406,0.04548,472,,,,,,
EDGE,327,999,0.03861,273,,,,,,
EDGE,788,944,0.03424,431,,,,,,
EDGE,181,299,0.04804,463,,,,,,
EDGE,642,69,0.01331,64,,,,,,
EDGE,777,62,0.01187,236,,,,,,
EDGE,660,119,0.01838,70,,,,,,
EDGE,33,275,0.04679,494,,,,,,
EDGE,317,635,0.04988,472,,,,,,
EDGE,66,734,0.01062,291,,,,,,
EDGE,853,404,0.04934,95,,,,,,
EDGE,149,709,0.04206,337,,,,,,
EDGE,257,267,0.00295,150,,,,,,
EDGE,135,345,0.00876,289,,,,,,
EDGE,830,149,0.00481,433,,,,,,
EDGE,704,506,0.04708,102,,,,,,
EDGE,284,308,0.03262,488,,,,,,
EDGE,237,267,0.03844,157,,,,,,
EDGE,291,984,0.04721,65,,,,,,
EDGE,59,472,0.00425,321,,,,,,
EDGE,556,487,0.03626,262,,,,,,
EDGE,274,261,0.04725,255,,,,,,
EDGE,908,270,0.00191,427,,,,,,
EDGE,403,154,0.038,306,,,,,,
EDGE,20,50,0.02286,154,,,,,,
EDGE,594,538,0.03077,179,,,,,,
EDGE,133,839,0.00482,364,,,,,,
EDGE,98,356,0.02796,322,,,,,,
EDGE,258,592,0.01622,286,,,,,,
