command,u,v,travel_time,energy_cost,congestion,install_cost,capacity,price
ROAD,990,807,49,0.62,81,31385,10,3.71
ROAD,9,784,5,2.83,99,10946,16,1.83
ROAD,791,930,23,4.298,52,42997,4,1.39
ROAD,933,117,61,4.031,69,33522,15,3.26
ROAD,899,511,37,1.353,99,6976,13,3.09
ROAD,547,933,20,1.17,26,22529,17,2.02
ROAD,945,827,44,4.48,76,31343,19,4.16
ROAD,743,213,77,4.205,49,38003,9,4
ROAD,538,221,47,3.905,74,6707,10,3.01
ROAD,772,64,73,1.735,8,15417,6,2.86
ROAD,58,614,42,2.53,80,35794,15,3.13
ROAD,90,521,38,4.07,100,39277,18,3.25
ROAD,480,102,58,2.061,80,40073,15,3.71
ROAD,391,100,79,3.202,99,7688,16,3.64
ROAD,621,634,8,0.308,35,14908,14,3.92
ROAD,851,852,81,4.48,48,33943,8,3.98
ROAD,930,336,73,1.941,9,11780,20,4.48
ROAD,391,295,68,1.847,23,40675,6,4.72
ROAD,130,358,66,0.758,63,2604,4,2.38
ROAD,36,746,75,1.947,36,41601,11,4.72
ROAD,520,796,61,1.948,48,14960,8,3.35
ROAD,592,840,13,3.407,6,22543,11,3.91
ROAD,461,729,24,0.819,11,14884,7,2.28
ROAD,170,21,3,3.983,4,40480,20,3.96
ROAD,836,533,25,0.271,54,25498,19,2.9
ROAD,525,996,70,2.381,71,8232,3,3.45
ROAD,714,247,15,0.868,33,29577,13,4.01
ROAD,209,72,21,0.557,88,18955,17,4.56
ROAD,3,544,69,1.135,96,17161,16,2.73
ROAD,478,714,38,1.391,36,49055,8,3.56
ROAD,339,847,36,1.603,40,11804,4,2.31
ROAD,196,537,83,0.392,9,37570,12,2.02
ROAD,742,788,51,0.26,60,44704,14,2.5
ROAD,275,639,21,3.181,38,3550,4,2.25
ROAD,278,684,4,0.836,46,33791,14,4.83
ROAD,764,379,21,0.813,72,15542,3,4.91
ROAD,243,396,57,2.025,24,18945,14,2.35
ROAD,167,832,72,3.701,60,10151,17,3.87
ROAD,576,796,71,2.086,45,27351,15,1.04
ROAD,320,900,63,2.848,57,27732,15,2.99
ROAD,561,821,67,2.28,60,46542,17,4.67
ROAD,456,366,40,3.103,73,18222,4,1.31
ROAD,765,550,70,3.346,68,33605,13,2.57
ROAD,517,303,77,1.244,57,24279,16,3.62
ROAD,261,833,32,1.092,20,46032,14,2.3
ROAD,804,183,87,2.86,53,25205,14,4.46
ROAD,925,343,80,3.399,87,35036,3,4.62
ROAD,134,348,1,3.344,42,22597,1,2.79
ROAD,593,148,55,1.282,12,49330,14,3.97
ROAD,81,638,59,2.617,49,44750,9,4.06
ROAD,957,141,35,1.287,71,14249,15,4.39
ROAD,798,131,17,2.639,63,46577,15,1.61
ROAD,869,63,34,2.669,84,49052,6,3.79
ROAD,868,633,81,3.632,27,40697,20,1.27
ROAD,475,933,6,3.95,37,36113,10,4.81
ROAD,695,815,74,2.956,79,45854,11,4.93
ROAD,507,551,71,1.302,82,38209,1,4.06
ROAD,773,239,89,0.783,18,33639,1,2.55
ROAD,661,215,32,1.619,50,2596,20,1.88
ROAD,456,39,18,2.91,50,18472,8,1.03
ROAD,309,157,23,0.327,38,43551,2,4.32
ROAD,610,545,10,4.317,34,33152,16,4.95
ROAD,921,157,64,2.715,84,25778,12,3.56
ROAD,961,366,9,2.436,56,22551,18,3.95
ROAD,706,182,18,2.577,62,11412,11,1.6
ROAD,976,238,84,1.288,95,17256,17,3.9
ROAD,552,401,43,3.368,7,42819,5,1.49
ROAD,759,392,58,2.726,3,36807,20,2.82
ROAD,273,607,19,4.158,76,24006,20,2.8
ROAD,456,767,14,3.249,21,21549,9,1.03
ROAD,234,802,12,3.526,37,5241,2,1.33
ROAD,686,437,10,4.242,65,38535,8,3.69
ROAD,740,139,72,1.783,30,19970,2,1.92
ROAD,86,330,75,1.923,23,42224,11,1.49
ROAD,895,146,83,3.157,96,15358,11,3.65
ROAD,927,401,26,2.594,4,16779,14,1.79
ROAD,211,922,26,2.781,62,49478,5,4.92
ROAD,894,546,73,1.701,34,24585,16,1.72
ROAD,586,644,41,0.467,71,19593,5,1.01
ROAD,380,1,35,1.123,20,20740,13,3.69
ROAD,663,515,14,1.27,19,28616,19,2.83
ROAD,805,516,35,2.757,28,29020,18,1.15
ROAD,818,55,16,4.061,98,1309,4,1.43
ROAD,713,858,13,3.632,63,26143,16,2.05
ROAD,497,506,34,3.297,57,8169,7,4.54
ROAD,365,890,4,2.579,47,6912,13,2.77
ROAD,452,611,76,1.723,19,17843,18,4.15
ROAD,64,622,90,4.155,0,2019,5,4.01
ROAD,499,295,69,2.378,26,22674,10,1.95
ROAD,827,725,27,2.251,58,37544,14,1.72
ROAD,903,4,40,2.12,6,28934,4,2.2
ROAD,239,588,33,1.717,49,1323,6,3.71
ROAD,811,840,24,1.566,76,6589,3,4.8
ROAD,713,10,79,2.036,59,7794,17,4.87
ROAD,802,187,43,0.697,32,8982,7,2.88
ROAD,81,148,1,2.851,23,30775,2,1.67
ROAD,875,351,25,0.965,51,38977,20,4.42
ROAD,594,452,4,0.238,72,4129,19,2.46
ROAD,342,680,25,3.355,99,49674,17,3.18
ROAD,886,373,35,3.425,79,28865,20,3.88
ROAD,812,858,80,2.627,67,22190,5,2.6
ROAD,900,805,6,3.077,61,18502,12,1.51
ROAD,74,10,28,2.208,70,11212,13,3.69
ROAD,100,494,43,2.109,41,46137,19,2.57
ROAD,771,921,40,3.687,10,17127,9,4.07
ROAD,777,171,18,1.501,80,41904,6,1.56
ROAD,334,173,58,3.702,81,3845,20,3.85
ROAD,15,486,53,3.402,87,32818,11,2.94
ROAD,849,601,4,1.851,100,1859,5,4.92
ROAD,579,258,48,1.806,78,44895,15,2.7
ROAD,317,212,20,1.67,39,47038,10,1.73
ROAD,479,92,28,2.571,56,48022,16,1.83
ROAD,852,818,77,0.708,87,27511,1,4.26
ROAD,442,466,79,4.346,13,33402,20,3.79
ROAD,845,254,55,3.789,39,30951,19,1.15
ROAD,506,46,12,1.724,72,12510,12,2.34
ROAD,91,823,12,1.341,18,2598,9,3.25
ROAD,599,2,18,2.91,62,34021,14,3.02
ROAD,209,439,33,0.456,46,45093,6,3.07
ROAD,696,681,15,4.05,58,29653,12,4.89
ROAD,711,988,40,2.274,95,27225,2,3.11
ROAD,587,884,77,1.159,81,41816,18,3.19
ROAD,222,438,55,0.809,8,8269,19,3.58
ROAD,21,817,16,0.546,9,27388,20,1.55
ROAD,739,640,27,3.278,71,35798,20,4.18
ROAD,946,500,89,4.496,29,8721,4,2.86
ROAD,370,494,90,0.835,22,22102,20,2.86
ROAD,433,632,19,2.269,23,6513,17,4.45
ROAD,91,394,69,0.964,97,20146,8,2.8
ROAD,383,36,53,3.134,65,1335,10,1.91
ROAD,963,712,20,2.005,30,2396,9,1.76
ROAD,502,366,21,0.672,46,21933,3,1.17
ROAD,393,52,4,1.27,37,42023,3,1.03
ROAD,559,408,27,1.555,14,25394,6,3
ROAD,354,234,34,1.291,74,28039,4,3.16
ROAD,349,490,5,2.025,20,34737,19,1.19
ROAD,271,363,75,2.125,25,11197,1,4.17
ROAD,573,348,47,4.036,79,11346,3,2.11
ROAD,329,352,53,4.476,80,37131,12,1.79
ROAD,591,680,34,2.004,97,46047,7,4.08
ROAD,690,737,78,1.739,43,23201,9,3.79
ROAD,338,924,88,2.795,45,10757,14,4.7
ROAD,331,991,27,2.601,58,32814,15,1.96
ROAD,308,362,28,3.818,7,39491,2,2.74
ROAD,920,799,10,3.068,42,30560,2,1.32
ROAD,915,63,55,0.976,70,12550,14,1.26
ROAD,444,265,29,0.299,43,4972,18,4.45
ROAD,222,6,25,1.958,4,14723,20,1.43
ROAD,722,517,5,3.268,41,18212,10,4.66
ROAD,578,459,66,1.19,68,26928,2,5
ROAD,400,18,60,2.04,44,28147,2,3.1
ROAD,349,187,80,1.11,63,30242,5,1.31
ROAD,635,509,87,1.038,58,31524,9,4.63
ROAD,182,616,6,2.435,84,5110,16,4.06
ROAD,104,348,77,1.304,80,14258,15,3.07
ROAD,406,274,88,0.72,11,26116,3,2.96
ROAD,523,457,66,3.798,14,27642,14,2.13
ROAD,425,283,34,0.417,0,27531,7,1.42
ROAD,947,756,65,4.411,74,16585,19,2.72
ROAD,86,135,17,4.344,53,30416,6,4.32
ROAD,463,120,30,4.135,46,36261,13,1.18
ROAD,868,47,56,0.351,82,18874,3,4.56
ROAD,843,303,28,3.438,88,1844,20,3.05
ROAD,329,560,47,2.08,30,2841,6,2.4
ROAD,715,662,52,2.765,69,14854,4,3.05
ROAD,323,214,8,3.184,49,47869,6,2.55
ROAD,988,37,51,2.634,85,41864,10,4.35
ROAD,172,804,46,4.011,95,1400,15,4.88
ROAD,231,200,22,3.123,87,1672,20,1.14
ROAD,391,518,11,3.535,35,2787,20,4.83
ROAD,449,320,52,2.704,0,32447,15,4.99
ROAD,130,968,64,2.443,47,43687,3,2.44
ROAD,730,701,20,4.413,69,19199,18,4.12
ROAD,224,615,5,0.459,61,3350,20,1.45
ROAD,966,82,16,3.688,8,17439,16,3.81
ROAD,314,5,22,4.224,92,2212,13,3.28
ROAD,188,51,6,0.568,14,31922,16,3.72
ROAD,833,407,17,4.173,43,26150,2,1.6
ROAD,667,19,24,1.61,84,15123,5,1.01
ROAD,503,917,11,3.244,1,44898,15,2.63
ROAD,521,999,49,0.316,78,9137,18,2.48
ROAD,251,891,53,2.802,93,22430,16,2.92
ROAD,831,581,68,0.923,100,8661,12,4.61
ROAD,755,124,31,4.376,18,47737,20,4.89
ROAD,995,858,89,2.29,92,45087,5,2.74
ROAD,209,531,87,1.608,22,24137,15,1.97
ROAD,507,345,80,2.514,16,16470,2,2.01
ROAD,250,49,79,3.39,4,29203,3,2.4
ROAD,683,781,71,2.285,81,38561,5,1.1
ROAD,645,345,19,2.49,39,11833,20,2.56
ROAD,571,855,62,1.369,60,42484,15,3.73
ROAD,916,479,5,2.133,78,2831,2,2.74
ROAD,827,445,49,2.871,94,45970,13,1.37
ROAD,64,667,22,1.999,11,47707,4,3.83
ROAD,526,389,73,2.757,82,47636,14,1.99
ROAD,373,105,31,3.994,0,15151,19,3.04
ROAD,29,768,64,1.436,89,16500,13,4.59
ROAD,850,897,32,2.68,59,20263,20,2.98
ROAD,537,425,8,0.679,94,1943,2,4.38
ROAD,219,858,9,2.078,89,33338,17,2.61
ROAD,154,570,53,0.894,58,33637,5,4.45
ROAD,186,240,33,1.084,49,18194,4,4.45
ROAD,642,309,90,3.888,74,38789,16,2.88
ROAD,316,190,34,1.869,40,34969,12,3.78
ROAD,879,617,9,0.556,31,9805,19,4.09
ROAD,44,276,69,2.45,46,41621,10,3.15
ROAD,621,161,61,2.325,38,40887,11,4.86
ROAD,835,225,33,3.539,26,36241,12,4.47
ROAD,619,590,6,3.844,99,32942,10,4.89
ROAD,371,721,19,2.117,35,2437,8,1.14
ROAD,220,424,30,3.566,67,5112,19,1.96
ROAD,381,861,74,3.8,86,45452,14,2.88
ROAD,484,118,89,2.359,40,21700,9,4.69
ROAD,421,141,23,1.245,6,48210,17,1.82
ROAD,563,789,60,1.954,67,32700,17,1.31
ROAD,281,941,70,3.88,9,48226,17,2.49
ROAD,198,662,20,2.908,86,31864,4,1.31
ROAD,605,352,67,3.12,13,26502,17,3.15
ROAD,169,12,11,3.171,39,29342,14,1.52
ROAD,59,172,32,0.847,19,3127,1,3.57
ROAD,364,346,25,2.809,86,36828,2,4.15
ROAD,546,288,58,2.513,33,17042,6,2.03
ROAD,852,550,13,0.386,92,29332,15,2.32
ROAD,686,902,29,1.659,21,27664,13,2.31
ROAD,986,215,5,0.966,25,18729,15,3.92
ROAD,180,480,53,1.005,63,42487,17,1.71
ROAD,963,531,69,3.262,19,2397,20,3.93
ROAD,827,72,19,0.223,24,6895,7,1.76
ROAD,259,148,68,1.579,57,39341,10,3.48
ROAD,279,971,42,4.162,2,28546,16,2.18
ROAD,769,68,78,2.935,80,14688,8,4.76
ROAD,353,891,12,1.468,79,22595,2,4.09
ROAD,67,3,78,4.185,5,26712,9,4.29
ROAD,501,839,31,4.408,54,36683,1,4.28
ROAD,457,713,60,1.928,49,29845,1,2.75
ROAD,966,831,77,0.516,77,10473,8,4.08
ROAD,540,945,3,2.27,85,20630,2,4.89
ROAD,685,23,9,2.199,39,9004,5,4.31
ROAD,587,459,65,2.715,46,4749,12,2.22
ROAD,729,899,28,2.023,18,23791,6,1.2
ROAD,135,240,38,1.382,82,38462,7,3.57
ROAD,336,82,51,2.194,48,5727,16,4.78
ROAD,825,240,4,2.019,23,11169,18,3.86
ROAD,906,631,90,1.298,28,26952,7,4.18
ROAD,196,746,80,3.879,4,14745,6,2.68
ROAD,801,663,76,1.781,63,28255,8,2
ROAD,518,680,89,2.261,91,21332,6,3.46
ROAD,10,364,37,4.026,86,21846,17,2.65
ROAD,539,703,63,3.599,11,11967,2,1.25
ROAD,907,360,5,3.532,87,36235,4,1.52
ROAD,783,778,17,0.699,81,27045,1,4.09
ROAD,155,185,21,1.858,38,42475,15,4.69
ROAD,356,186,24,2.732,5,47400,3,3.41
ROAD,841,260,73,3.826,18,30273,10,3.76
ROAD,747,77,51,2.886,42,4364,19,3.02
ROAD,665,705,42,3.875,88,36651,13,4.59
ROAD,475,80,47,1.931,51,36004,18,2.41
ROAD,866,333,31,3.891,29,33276,2,4
ROAD,608,559,64,4.216,92,8691,4,2.76
ROAD,885,184,71,1.415,31,21453,7,2.17
ROAD,796,366,44,3.578,100,48808,18,4.29
ROAD,999,733,64,1.701,96,16228,13,3.91
ROAD,343,88,74,3.198,1,27173,11,1.51
ROAD,16,252,13,3.636,96,34516,17,3.6
ROAD,437,746,74,0.83,95,43554,13,1.5
ROAD,756,583,58,3.32,62,35590,6,3.66
ROAD,913,177,53,3.476,5,3442,5,2.22
ROAD,906,774,19,3.901,3,45242,16,2.15
ROAD,480,230,78,1.321,32,30339,8,4.31
ROAD,454,755,75,3.384,99,13507,17,4.34
ROAD,639,16,8,0.217,22,13627,9,1.97
ROAD,608,993,9,3.203,80,2579,14,2.5
ROAD,238,961,19,3.435,33,32588,14,2.17
ROAD,621,683,53,2.954,7,28640,9,3.36
ROAD,937,47,53,4.248,97,19800,1,4.19
ROAD,255,52,41,3.652,15,41659,6,3.27
ROAD,630,141,60,3.241,5,9684,20,4.71
ROAD,1,267,16,3.866,98,24138,19,1.06
ROAD,865,205,65,1.553,28,25285,13,3.65
ROAD,316,133,90,3.094,15,18388,4,4.57
ROAD,778,886,17,2.819,27,24116,4,2.85
ROAD,956,843,18,3.34,99,6348,15,1.74
ROAD,99,596,12,4.193,45,45837,11,4.19
ROAD,818,783,46,2.678,98,49295,6,2.35
ROAD,961,390,76,2.12,93,17216,19,2.23
ROAD,365,458,34,0.975,19,4982,6,3.26
ROAD,575,326,79,0.716,96,5354,6,3.56
ROAD,287,259,9,1.735,90,42089,10,1.25
ROAD,126,952,64,1.671,54,23873,15,3.71
ROAD,383,272,7,1.69,28,1423,12,2.57
ROAD,314,867,7,3.463,2,11338,13,3.88
ROAD,922,763,61,4.188,39,25328,12,4.87
ROAD,860,446,49,0.709,5,27369,13,3.32
ROAD,481,290,50,1.998,79,31322,9,2.37
ROAD,296,164,50,3.195,5,15020,3,2.82
ROAD,686,445,70,0.678,1,10623,20,3.89
ROAD,396,674,32,1.349,30,48735,12,3.1
ROAD,376,831,77,1.678,80,29161,12,2.16
ROAD,869,445,27,2.32,69,17840,3,1.95
ROAD,713,156,81,1.831,48,10963,12,2.89
ROAD,343,527,24,3.322,44,18168,6,2.65
ROAD,187,829,50,2.828,78,30360,17,2.74
ROAD,13,683,5,1.501,69,21875,4,1.32
ROAD,358,901,31,0.587,83,46178,1,4.79
ROAD,430,810,31,0.302,81,40428,6,4.88
ROAD,120,396,19,0.795,64,14928,5,1.6
ROAD,198,796,66,3.513,12,46637,10,1.11
ROAD,463,48,86,4.149,45,23351,12,3.89
ROAD,883,250,84,1.852,91,38000,4,4.72
ROAD,404,981,50,0.511,61,46970,19,2.32
ROAD,262,664,14,0.494,44,30628,3,2.54
ROAD,236,24,15,1.605,20,19183,13,4.29
ROAD,638,708,32,2.404,64,4456,6,3.23
ROAD,552,50,22,1.449,31,35017,18,4.98
ROAD,825,947,7,1.26,59,31020,5,1.13
ROAD,425,428,86,1.822,4,11281,12,1.63
ROAD,217,362,25,0.57,92,20560,10,3.46
ROAD,340,680,48,3.908,57,38488,12,1.86
ROAD,108,590,61,0.817,94,1556,15,2.23
ROAD,29,667,56,2.793,57,22069,12,3.36
ROAD,256,841,58,3.112,94,49704,8,3.51
ROAD,989,322,89,2.708,22,2932,12,1.03
ROAD,843,723,80,2.134,59,19293,18,3.93
ROAD,124,614,58,2.211,29,36332,7,2.53
ROAD,538,167,19,1.312,31,22240,10,4.87
ROAD,577,343,50,0.643,0,29206,7,3.4
ROAD,13,208,9,1.904,38,28530,15,2.85
ROAD,850,221,62,2.953,49,12667,19,1.74
ROAD,861,974,41,1.454,53,10284,18,4.11
ROAD,43,695,2,1.142,18,29721,11,2.26
ROAD,338,396,24,0.979,100,18299,15,2.5
ROAD,454,870,11,2.869,34,17938,5,1.42
ROAD,650,11,49,0.508,25,37128,13,3.66
ROAD,784,413,35,2.826,19,18776,10,4.01
ROAD,688,875,43,3.832,93,22586,12,4.72
ROAD,546,851,46,4.473,94,32346,4,2.04
ROAD,70,265,45,3.186,3,4555,12,2.67
ROAD,879,552,76,2.089,68,47720,10,1.56
ROAD,873,190,26,3.995,48,8776,15,1
ROAD,923,546,47,1.02,93,3740,3,4.91
ROAD,891,260,50,4.182,25,38340,3,3.64
ROAD,535,821,74,0.621,99,7973,9,3.31
ROAD,107,593,77,2.206,93,30612,3,1.47
ROAD,619,822,54,2.51,92,24286,9,2.76
ROAD,923,817,54,3.904,81,24111,1,1.74
ROAD,773,333,32,4.282,87,40603,19,1.11
ROAD,751,198,43,1.95,94,44650,4,1.47
ROAD,344,43,51,1.348,58,19802,11,1.48
ROAD,346,774,20,1.114,36,3772,3,2.42
ROAD,59,636,78,4.124,40,15567,4,3.32
ROAD,325,127,11,3.019,18,45221,2,3.09
ROAD,608,421,43,3.805,21,5976,7,2.67
ROAD,29,594,76,2.618,43,13965,13,2.04
ROAD,313,478,73,1.766,40,39771,7,3.79
ROAD,291,862,85,2.818,83,22707,2,4.01
ROAD,668,382,13,1.287,36,26809,14,3.61
ROAD,762,71,46,3.012,80,22763,19,2.57
ROAD,261,468,23,4.203,2,12763,16,2.08
ROAD,922,558,36,1.761,98,15504,20,4.92
ROAD,647,386,34,0.619,66,49995,3,4.53
ROAD,600,239,20,3.99,66,26734,10,2.61
ROAD,910,253,65,0.773,26,36122,16,1.01
ROAD,402,149,77,2.474,48,6691,6,1.03
ROAD,696,61,1,1.751,69,2769,8,2.51
ROAD,434,221,9,0.205,97,24383,20,1.48
ROAD,210,453,39,0.354,7,8265,8,4.28
ROAD,339,926,3,1.666,85,13011,20,1.26
ROAD,251,388,10,0.618,0,22947,14,2.96
ROAD,112,412,59,3.077,56,40578,17,2.22
ROAD,888,155,39,2.502,53,7335,4,1.03
ROAD,865,973,20,3.728,19,13328,10,4.02
ROAD,299,760,10,3.638,91,30545,4,1.22
ROAD,293,98,42,2.967,22,37088,8,1.94
ROAD,64,897,90,2.016,39,42924,20,1.18
ROAD,548,405,86,3.149,88,34738,19,2.12
ROAD,124,306,32,3.577,77,23333,2,1.51
ROAD,324,382,52,1.385,76,48167,11,1.16
ROAD,350,314,10,1.085,38,20562,5,1.71
ROAD,977,85,51,0.297,49,35950,12,1.53
ROAD,208,27,38,2.506,78,21009,9,4.01
ROAD,123,435,21,1.339,91,7902,15,3.52
ROAD,772,83,29,3.354,49,24582,8,2.2
ROAD,855,968,41,1.813,97,6954,13,3.64
ROAD,730,127,73,3.858,58,31182,9,3.97
ROAD,186,509,59,4.281,60,23942,15,4.01
ROAD,335,287,58,3.48,78,24949,9,2.67
ROAD,895,294,2,3.05,44,48729,6,4.35
ROAD,282,641,40,0.361,52,27545,14,2.32
ROAD,170,389,18,3.765,73,41581,5,2.71
ROAD,417,553,28,2.479,89,31022,18,2.62
ROAD,551,279,35,2.905,10,35567,4,2.6
ROAD,624,839,90,3.443,43,49474,9,1.78
ROAD,117,290,80,2.474,55,37171,15,1.9
ROAD,44,937,37,2.198,4,44994,14,2.12
ROAD,595,707,16,0.922,12,25516,7,2.26
ROAD,262,904,6,0.904,37,7705,6,1.06
ROAD,530,115,73,3.082,67,38916,17,4.28
ROAD,804,872,86,1.91,9,4706,18,3.14
ROAD,50,689,90,0.649,81,16591,7,4.01
ROAD,147,396,16,2.675,1,21771,11,4.81
ROAD,111,198,69,3.63,97,44003,2,2.87
ROAD,70,413,16,2.673,18,37528,15,1.9
ROAD,544,156,32,1.849,38,5948,5,4.51
ROAD,857,932,55,1.007,27,7694,11,2.46
ROAD,870,549,2,3.588,35,24750,3,3.7
ROAD,172,83,40,3.477,80,47973,20,2.26
ROAD,384,822,22,1.486,14,19359,17,1.53
ROAD,35,390,24,4.495,86,1635,5,4.48
ROAD,475,105,60,4.248,24,24824,20,4.87
ROAD,677,287,68,0.378,54,39119,9,1.44
ROAD,966,395,29,3.461,87,8811,16,4.72
ROAD,298,467,44,0.848,88,31240,20,3.59
ROAD,48,20,38,3.795,81,36410,16,4.7
ROAD,907,435,4,1.252,50,33314,10,3.34
ROAD,272,598,30,1.576,49,26978,5,1.42
ROAD,430,610,33,4.378,5,29890,5,1.93
ROAD,756,782,33,0.893,90,13525,9,4.72
ROAD,109,833,59,2.718,98,7794,19,4.4
ROAD,737,718,81,3.331,51,5007,11,4.36
ROAD,187,488,65,2.824,74,14017,15,2.43
ROAD,592,979,23,1.655,7,18198,20,2.92
ROAD,402,791,53,1.245,43,39622,18,3.15
ROAD,487,679,42,3.778,33,4640,10,1.7
ROAD,712,230,85,0.597,37,10699,16,2.06
ROAD,906,596,17,0.324,76,44534,18,3.67
ROAD,453,959,35,3.757,85,21416,1,2.9
ROAD,598,414,66,2.563,60,43078,12,4.69
ROAD,870,131,38,2.497,50,21303,1,2.56
ROAD,937,197,22,4.477,90,45907,4,1.87
ROAD,124,20,14,2.773,59,17079,4,3.8
ROAD,208,827,24,3.455,69,33399,16,2.68
ROAD,508,716,46,0.324,45,13172,3,4.72
ROAD,706,586,6,3.962,73,13926,10,2.81
ROAD,525,826,73,2.299,24,48248,1,2.05
ROAD,598,548,40,0.336,88,28171,11,4.89
ROAD,614,633,12,2.897,29,40121,17,3.62
ROAD,127,532,82,2.987,89,12546,1,4.6
ROAD,556,646,44,0.37,44,31441,19,1.18
ROAD,82,228,71,3.917,30,39439,7,2.95
ROAD,108,800,9,1.003,0,4911,6,4.08
ROAD,632,929,78,1.86,59,37002,2,2.24
ROAD,938,150,31,2.591,36,24902,15,4.85
ROAD,918,310,66,1.264,3,5699,8,4.98
ROAD,640,596,32,1.53,54,19931,8,3.24
ROAD,552,227,80,1.636,50,37494,10,3.41
ROAD,896,290,85,1.924,25,18822,9,2.46
ROAD,504,442,39,1.231,34,34765,9,3.69
ROAD,92,222,70,3.378,61,31922,10,4.44
ROAD,295,551,66,4.491,59,49018,2,3.66
ROAD,506,75,15,1.298,63,24471,5,1.33
ROAD,281,887,39,1.869,34,15994,16,4
ROAD,910,214,30,1.856,72,14345,12,4.78
ROAD,682,395,62,0.679,62,19028,3,3.93
ROAD,799,975,22,3.987,90,19947,10,2.82
ROAD,714,893,1,2.045,63,41172,18,2.77
ROAD,424,232,78,0.682,97,13035,20,4.58
ROAD,927,2,24,0.345,100,24367,16,1.04
ROAD,94,363,17,2.33,38,34970,19,4.58
ROAD,177,461,72,2.116,98,26955,13,4.6
ROAD,840,614,78,1.856,91,31521,12,2.96
ROAD,757,968,31,1.754,2,28838,12,3.17
ROAD,705,328,66,0.304,27,39889,19,3.22
ROAD,592,508,81,3.848,25,32999,1,4.66
ROAD,752,823,35,4.321,59,21854,17,3.7
ROAD,994,496,77,3.482,65,33259,7,1.2
ROAD,114,304,34,1.918,50,37449,13,3.89
ROAD,436,100,31,1.368,93,1566,16,2.24
ROAD,955,129,73,0.794,70,37886,4,4.08
ROAD,77,788,13,2.722,71,5588,19,4.81
ROAD,296,642,28,0.475,49,32594,15,4.49
ROAD,334,52,13,0.591,36,6104,5,4.35
ROAD,14,637,47,4.079,46,32171,7,1.47
ROAD,795,344,17,2.638,31,7026,9,4.12
ROAD,200,377,70,2.314,26,19523,20,3.28
ROAD,812,602,33,2.769,17,34437,16,1.17
ROAD,478,408,70,4.043,37,5228,7,2.85
ROAD,62,674,14,0.907,10,38378,18,1.86
ROAD,398,521,35,4.457,26,29477,2,4.31
ROAD,559,509,30,3.464,83,21598,8,1.07
ROAD,729,96,26,2.017,66,9321,16,3.26
ROAD,794,992,69,3.263,76,17239,10,2.06
ROAD,576,656,54,2.519,55,35799,3,2.15
ROAD,18,834,13,2.24,33,29681,18,4.83
ROAD,556,202,45,3.937,76,27012,6,1.35
ROAD,594,137,51,2.62,79,42150,9,1.66
ROAD,587,723,50,4.348,88,21398,3,2.54
ROAD,909,3,75,3.956,14,28537,19,4.54
ROAD,75,78,78,0.752,21,20760,2,4.43
ROAD,152,398,90,3.208,72,19491,11,3.49
ROAD,518,963,35,0.737,87,27498,15,2.45
ROAD,241,458,40,3.438,60,21553,10,4.51
ROAD,340,985,25,3.017,4,46957,3,3.73
ROAD,643,302,27,2.942,100,37860,13,1.03
ROAD,634,968,86,0.64,33,34481,20,2.26
ROAD,360,567,33,1.718,5,32669,13,4.04
ROAD,750,424,54,0.254,84,1953,1,1.52
ROAD,115,194,88,0.773,8,40909,11,1.05
ROAD,435,768,47,2.119,94,4451,1,1.09
ROAD,598,710,71,4.163,14,19788,7,4.5
ROAD,476,756,85,2.784,21,32237,4,2.75
ROAD,301,575,20,1.77,12,21617,20,2.06
ROAD,946,857,9,4.46,70,38008,4,4.82
ROAD,970,754,73,2.674,96,32832,11,4.52
ROAD,849,916,60,2.8,80,47529,20,1.38
ROAD,596,774,78,1.314,88,16847,12,4.51
ROAD,389,142,6,0.882,94,35357,4,1.76
ROAD,212,865,21,1.238,36,15620,9,1.73
ROAD,768,300,18,4.36,12,3197,18,2.3
ROAD,276,616,68,1.541,2,34096,19,2.64
ROAD,882,691,79,2.726,29,16004,14,2.35
ROAD,492,200,29,3.395,27,20207,3,1.59
ROAD,197,814,76,0.535,96,21400,17,1.4
ROAD,369,221,76,3.197,15,9123,16,3.78
ROAD,648,311,35,2.295,85,30978,10,4.5
ROAD,207,853,67,1.993,61,1011,12,1.24
ROAD,793,786,75,0.449,85,24905,2,4.93
ROAD,394,684,13,0.668,99,6791,16,1.67
ROAD,372,253,30,1.862,89,47256,20,1
ROAD,187,747,65,0.68,73,16042,20,2.34
ROAD,800,244,81,3.956,9,49012,2,3.24
ROAD,605,335,49,1.869,47,46510,6,2.89
ROAD,674,502,2,1.026,93,10214,15,2.74
ROAD,276,58,83,1.546,29,43854,19,4.6
ROAD,653,579,70,2.708,58,23419,12,3.11
ROAD,297,461,7,0.259,18,30697,7,2.76
ROAD,737,977,9,3.351,18,42176,19,3.33
ROAD,930,901,28,2.578,58,15275,5,1.12
ROAD,889,580,50,1.959,91,31961,20,1.86
ROAD,888,948,49,3.631,36,41024,7,2.59
ROAD,104,356,5,2.658,52,21234,20,3.4
ROAD,919,29,54,2.304,47,26360,17,2.05
ROAD,658,3,33,1.224,57,33998,16,2.27
ROAD,740,317,78,3.162,9,34920,8,1.61
ROAD,289,213,6,1.855,7,34162,12,3.6
ROAD,422,32,71,4.006,44,1005,6,4.28
ROAD,247,995,42,1.281,89,37869,1,1.05
ROAD,745,248,4,0.953,38,38099,6,1.59
