command,u,v,cost,benefit,extra
EDGE,425,399,9486,84.65,
EDGE,595,634,8241,49.1,
EDGE,341,545,2844,56.91,
EDGE,915,544,17890,12.04,
EDGE,651,843,7685,92.86,
EDGE,773,653,12293,92.12,
EDGE,164,689,7189,65.78,
EDGE,25,345,18962,70.61,
EDGE,742,330,11087,33.94,
EDGE,883,411,18051,69.81,
EDGE,165,916,12209,19.65,
EDGE,70,262,4024,20.3,
EDGE,438,615,18528,11.41,
EDGE,333,197,10339,90.11,
EDGE,269,856,12171,92.03,
EDGE,751,205,8150,46.87,
EDGE,687,579,13317,19.05,
EDGE,282,876,15887,25.82,
EDGE,631,102,18814,6.77,
EDGE,594,54,8922,50.93,
EDGE,798,46,17972,42.41,
EDGE,299,407,10141,20.09,
EDGE,646,821,10072,1.79,
EDGE,812,518,2499,95.2,
EDGE,61,299,13689,49.79,
EDGE,217,461,18807,60.44,
EDGE,621,113,14906,72.87,
EDGE,731,757,11825,91.58,
EDGE,227,62,4092,44.67,
EDGE,32,725,3764,2.79,
EDGE,360,786,3175,23.69,
EDGE,218,293,10405,47.56,
EDGE,14,634,9750,31.32,
EDGE,692,674,5349,81.69,
EDGE,948,384,8236,38.43,
EDGE,614,904,10849,84.28,
EDGE,511,804,10665,20.8,
EDGE,696,765,6957,83.66,
EDGE,751,36,5413,94.12,
EDGE,729,572,8381,32.08,
EDGE,191,518,5864,82.41,
EDGE,500,920,10223,97.82,
EDGE,263,373,7166,85.74,
EDGE,98,615,10371,28.64,
EDGE,160,257,16485,49.18,
EDGE,765,559,17177,58.32,
EDGE,807,503,12079,26.96,
EDGE,274,576,15282,81.95,
EDGE,368,116,15376,63.97,
EDGE,454,584,19797,57.13,
EDGE,181,584,15217,7.18,
EDGE,829,802,10568,90.81,
EDGE,639,308,3633,86.58,
EDGE,949,781,19550,19.47,
EDGE,918,929,14489,93.76,
EDGE,504,648,18897,90.71,
EDGE,203,541,17379,42.94,
EDGE,599,15,7290,98.91,
EDGE,784,592,13025,67.12,
EDGE,604,912,15511,13.0,
EDGE,978,371,5509,13.02,
EDGE,93,283,7801,13.95,
EDGE,238,150,20093,50.52,
EDGE,929,6,9577,57.16,
EDGE,505,772,19729,45.1,
EDGE,355,138,6805,27.56,
EDGE,636,990,12681,84.42,
EDGE,214,946,5229,11.9,
EDGE,466,340,15373,89.26,
EDGE,832,590,7900,34.9,
EDGE,932,330,17537,93.81,
EDGE,685,864,17751,92.1,
EDGE,230,695,8543,75.53,
EDGE,669,710,4969,2.2,
EDGE,479,225,15478,29.65,
EDGE,264,40,9625,60.36,
EDGE,983,960,14918,17.42,
EDGE,649,342,14947,79.34,
EDGE,892,340,2053,12.05,
EDGE,839,284,10025,17.52,
EDGE,770,829,11163,80.83,
EDGE,510,580,5325,86.26,
EDGE,81,842,8169,21.49,
EDGE,330,426,8824,99.05,
EDGE,519,659,7085,39.62,
EDGE,472,494,12670,15.44,
EDGE,28,821,5385,19.7,
EDGE,494,152,2663,12.12,
EDGE,714,615,14596,21.58,
EDGE,959,327,9620,89.07,
EDGE,520,994,14443,97.21,
EDGE,233,972,19813,23.42,
EDGE,799,789,4719,69.85,
EDGE,316,933,6125,92.15,
EDGE,149,346,15485,39.97,
EDGE,248,668,14369,25.99,
EDGE,197,958,6435,91.71,
EDGE,648,69,15288,36.62,
EDGE,197,824,7917,31.99,
EDGE,923,301,6021,92.85,
EDGE,108,595,16612,8.3,
EDGE,904,628,6226,48.08,
EDGE,831,746,8469,61.19,
EDGE,792,976,17418,58.62,
EDGE,253,132,3975,62.8,
EDGE,507,456,16076,8.07,
EDGE,876,377,6086,66.66,
EDGE,968,963,16222,85.68,
EDGE,434,418,14143,92.01,
EDGE,785,159,15662,46.09,
EDGE,987,73,16481,76.54,
EDGE,644,774,6922,17.19,
EDGE,723,352,2838,12.43,
EDGE,175,562,12382,36.01,
EDGE,376,191,6693,95.11,
EDGE,561,787,16564,66.61,
EDGE,568,430,7870,66.66,
EDGE,863,864,6725,97.05,
EDGE,601,160,5953,59.17,
EDGE,591,288,11058,9.39,
EDGE,816,670,14814,89.01,
EDGE,581,407,6707,36.83,
EDGE,454,570,3648,90.31,
EDGE,974,151,9688,68.64,
EDGE,508,449,10668,70.92,
EDGE,305,193,9889,19.6,
EDGE,807,601,334,26.84,
EDGE,891,554,14347,74.01,
EDGE,843,488,3248,53.57,
EDGE,304,88,11918,48.53,
EDGE,913,300,1321,64.77,
EDGE,245,201,15229,66.01,
EDGE,859,427,6160,80.79,
EDGE,34,299,11010,6.48,
EDGE,378,961,14482,40.17,
EDGE,602,313,3400,59.08,
EDGE,129,895,11816,97.14,
EDGE,896,812,293,16.61,
EDGE,743,540,19250,99.26,
EDGE,872,724,6165,72.55,
EDGE,997,506,1202,97.45,
EDGE,345,601,8752,89.49,
EDGE,687,154,5674,14.58,
EDGE,676,972,9813,51.68,
EDGE,811,303,11444,76.38,
EDGE,898,311,6750,73.77,
EDGE,938,894,12343,17.91,
EDGE,364,651,10489,81.67,
EDGE,963,481,11583,45.13,
EDGE,153,867,14685,14.73,
EDGE,922,621,11898,89.24,
EDGE,689,546,13719,84.4,
EDGE,402,734,18285,66.95,
EDGE,787,395,10081,37.12,
EDGE,353,294,4945,61.61,
EDGE,808,509,7985,20.44,
EDGE,812,354,10228,99.87,
EDGE,392,927,8029,75.23,
EDGE,828,218,17330,37.64,
EDGE,944,696,825,37.31,
EDGE,227,419,6633,30.28,
EDGE,177,548,4044,2.09,
EDGE,671,178,13612,90.1,
EDGE,454,399,14219,86.34,
EDGE,473,385,3386,11.09,
EDGE,860,802,5763,67.61,
EDGE,886,112,13268,32.17,
EDGE,446,752,5761,50.08,
EDGE,190,925,15308,20.53,
EDGE,15,793,2971,36.63,
EDGE,590,935,11680,26.41,
EDGE,722,539,11542,9.9,
EDGE,693,941,16034,7.55,
EDGE,10,460,7749,38.18,
EDGE,571,603,12882,73.78,
EDGE,438,679,10669,54.72,
EDGE,902,317,5829,86.34,
EDGE,516,38,14383,35.79,
EDGE,534,963,5583,30.79,
EDGE,782,944,7520,22.02,
EDGE,452,582,17958,38.62,
EDGE,273,328,19552,14.26,
EDGE,676,317,4969,84.58,
EDGE,635,292,2090,60.22,
EDGE,591,262,19270,11.0,
EDGE,77,769,11134,94.33,
EDGE,872,672,18243,62.95,
EDGE,196,973,8266,3.84,
EDGE,814,566,18101,92.5,
EDGE,257,855,15715,68.39,
EDGE,168,801,10858,52.42,
EDGE,967,690,9773,86.72,
EDGE,959,141,5783,48.49,
EDGE,663,125,4364,99.76,
EDGE,251,780,4144,90.14,
EDGE,7,775,8378,12.63,
EDGE,378,761,14749,44.88,
EDGE,587,72,10482,37.53,
EDGE,22,733,12131,4.21,
EDGE,768,831,14796,40.19,
EDGE,161,7,4295,50.48,
EDGE,355,320,11902,82.66,
EDGE,429,620,14033,92.64,
EDGE,996,841,3450,91.38,
EDGE,916,111,4888,74.86,
EDGE,132,248,3016,52.11,
EDGE,975,55,11958,34.24,
EDGE,940,279,12566,5.54,
EDGE,140,705,11800,79.2,
EDGE,111,711,2419,91.1,
EDGE,926,693,1860,15.72,
EDGE,527,810,16055,23.16,
EDGE,514,623,16495,85.47,
EDGE,708,317,14069,50.89,
EDGE,756,220,8764,66.01,
EDGE,618,136,7127,60.75,
EDGE,507,744,4550,4.34,
EDGE,610,227,13947,80.89,
EDGE,326,267,8878,19.72,
EDGE,737,622,4424,55.45,
EDGE,432,321,14292,42.8,
EDGE,760,818,14316,62.19,
EDGE,969,942,9028,19.19,
EDGE,946,64,9800,30.1,
EDGE,496,321,11834,87.35,
EDGE,347,154,5308,3.58,
EDGE,48,938,11598,74.47,
EDGE,332,108,1036,17.47,
EDGE,477,943,18163,52.07,
EDGE,317,761,14574,72.37,
EDGE,309,842,6595,76.08,
EDGE,873,582,16499,89.6,
EDGE,5,759,17660,9.82,
EDGE,286,5,7825,15.88,
EDGE,965,244,11565,67.86,
EDGE,628,53,15706,68.49,
EDGE,470,730,12468,63.69,
EDGE,541,827,8250,30.54,
EDGE,96,444,3575,61.35,
EDGE,469,803,15427,39.55,
EDGE,163,302,23154,53.55,
EDGE,751,573,10449,93.03,
EDGE,588,806,8951,16.41,
EDGE,111,444,1268,2.97,
EDGE,835,783,2558,36.7,
EDGE,421,689,11435,21.78,
EDGE,327,213,13427,76.08,
EDGE,743,130,12722,85.48,
EDGE,757,805,16374,15.81,
EDGE,465,127,14386,44.6,
EDGE,434,155,15823,76.57,
EDGE,622,946,8342,81.81,
EDGE,326,916,7727,7.62,
EDGE,974,605,8834,94.11,
EDGE,156,604,1550,26.27,
EDGE,458,477,18393,71.0,
EDGE,657,839,5993,42.54,
EDGE,737,814,14229,65.65,
EDGE,791,666,15009,65.64,
EDGE,499,250,13886,42.54,
EDGE,735,473,10669,96.06,
EDGE,615,752,7052,61.0,
EDGE,506,319,6062,66.79,
EDGE,634,520,9060,43.8,
EDGE,840,223,15090,71.99,
EDGE,133,981,7991,89.85,
EDGE,302,197,17272,14.5,
EDGE,977,491,8604,14.22,
EDGE,123,722,7798,55.02,
EDGE,274,498,425,13.73,
EDGE,795,288,7442,35.62,
EDGE,998,352,15109,73.98,
EDGE,276,340,15454,49.27,
EDGE,270,259,5965,33.65,
EDGE,174,410,12447,31.33,
EDGE,896,437,13402,33.86,
EDGE,854,637,12743,82.13,
EDGE,537,254,11313,79.94,
EDGE,753,305,8745,73.7,
EDGE,421,946,9271,95.32,
EDGE,123,802,16532,83.2,
EDGE,777,166,8039,79.95,
EDGE,569,579,7559,31.62,
EDGE,111,105,3623,97.02,
EDGE,627,170,2338,21.23,
EDGE,836,728,14797,43.05,
EDGE,795,112,12639,91.54,
EDGE,192,535,8985,40.02,
EDGE,147,694,7123,26.94,
EDGE,942,550,5760,91.85,
EDGE,868,591,6429,70.23,
EDGE,658,304,8709,18.02,
EDGE,366,886,13329,52.91,
EDGE,464,479,8492,38.92,
EDGE,394,567,5487,84.61,
EDGE,286,29,14502,57.31,
EDGE,164,536,2799,17.52,
EDGE,422,135,10136,54.17,
EDGE,68,542,14099,53.45,
EDGE,473,587,7317,27.61,
EDGE,103,731,9729,93.9,
EDGE,777,14,13267,59.06,
EDGE,691,589,17338,28.47,
EDGE,368,114,14607,52.22,
EDGE,266,62,15422,37.84,
EDGE,985,295,12266,16.07,
EDGE,267,754,9383,14.74,
EDGE,181,763,8709,15.69,
EDGE,940,219,9161,89.75,
EDGE,27,404,15038,52.65,
EDGE,570,223,8904,5.73,
EDGE,602,530,20077,67.24,
EDGE,418,311,14286,37.26,
EDGE,678,790,5936,99.67,
EDGE,344,587,17798,68.59,
EDGE,634,414,18247,86.05,
EDGE,908,871,5082,80.97,
EDGE,621,526,5093,53.78,
EDGE,177,835,8879,64.4,
EDGE,930,951,12139,60.62,
EDGE,600,61,14225,96.18,
EDGE,261,187,10361,25.92,
EDGE,145,217,8872,99.57,
EDGE,856,536,11682,11.05,
EDGE,462,739,18109,53.67,
EDGE,478,469,17478,42.45,
EDGE,294,56,2509,50.77,
EDGE,18,944,3872,42.37,
EDGE,653,728,16290,20.91,
EDGE,869,894,13292,54.34,
EDGE,830,751,2920,77.25,
EDGE,592,370,11401,93.29,
EDGE,747,925,3739,97.84,
EDGE,918,27,6706,61.28,
EDGE,795,387,5877,24.65,
EDGE,142,307,12566,76.38,
EDGE,931,911,11790,76.21,
EDGE,742,138,7893,78.66,
EDGE,838,433,12068,62.41,
EDGE,900,848,7470,8.1,
EDGE,76,644,10360,93.84,
EDGE,563,72,3045,10.16,
EDGE,526,760,8695,60.17,
EDGE,808,408,7353,1.38,
EDGE,99,101,7201,32.57,
EDGE,941,830,5271,26.07,
EDGE,926,882,14433,79.44,
EDGE,798,540,8528,24.9,
EDGE,960,687,11990,39.44,
EDGE,253,579,2253,87.92,
EDGE,480,481,4530,10.57,
EDGE,105,805,5438,33.93,
EDGE,998,590,11718,59.21,
EDGE,352,660,13032,64.21,
EDGE,422,26,5175,46.17,
EDGE,498,798,16351,68.67,
EDGE,487,760,508,75.79,
EDGE,864,301,16170,8.29,
EDGE,931,555,15163,59.44,
EDGE,405,545,5476,53.05,
EDGE,570,386,9487,63.99,
EDGE,613,981,5977,28.68,
EDGE,208,699,12240,54.9,
EDGE,773,388,9308,4.09,
EDGE,607,198,14974,55.64,
EDGE,275,321,6269,90.27,
EDGE,594,697,5275,51.26,
EDGE,749,247,7757,92.13,
EDGE,350,421,10111,24.28,
EDGE,890,369,4372,37.95,
EDGE,548,489,8738,89.95,
EDGE,600,466,16427,45.43,
EDGE,745,81,7161,51.6,
EDGE,111,657,7713,92.3,
EDGE,127,759,573,29.81,
EDGE,910,229,7744,84.97,
EDGE,93,215,7244,30.12,
EDGE,210,13,14482,68.75,
EDGE,4,678,18897,85.04,
EDGE,235,19,7296,98.47,
EDGE,916,869,3887,43.1,
EDGE,105,883,8292,10.89,
EDGE,96,244,17940,67.01,
EDGE,643,467,5159,27.84,
EDGE,638,537,19161,21.1,
EDGE,262,583,14243,27.49,
EDGE,339,307,4422,1.52,
EDGE,974,59,7654,71.63,
EDGE,543,362,5140,14.32,
EDGE,821,731,18363,64.31,
EDGE,192,733,14135,21.7,
EDGE,87,792,6045,12.22,
EDGE,283,773,10839,84.04,
EDGE,310,936,8087,81.89,
EDGE,473,401,7110,51.76,
EDGE,532,465,9316,52.29,
EDGE,672,585,5379,56.09,
EDGE,563,874,7717,29.74,
EDGE,99,601,16244,60.0,
EDGE,991,641,11345,68.58,
EDGE,289,978,12410,61.26,
EDGE,474,264,11006,87.01,
EDGE,573,50,4750,29.88,
EDGE,697,962,10227,65.35,
EDGE,571,471,18665,22.52,
EDGE,559,296,13698,83.86,
EDGE,389,192,17375,30.42,
EDGE,618,956,10552,99.53,
EDGE,92,210,9486,2.95,
EDGE,344,964,10908,24.32,
EDGE,445,716,11443,99.43,
EDGE,324,534,9470,72.08,
EDGE,473,932,17968,32.62,
EDGE,572,348,14716,66.53,
EDGE,855,784,13734,59.17,
EDGE,505,141,7134,35.8,
EDGE,93,715,6407,52.62,
EDGE,734,775,16921,8.94,
EDGE,491,831,5588,36.02,
EDGE,983,83,1877,64.99,
EDGE,879,766,8397,34.2,
EDGE,454,764,4249,1.06,
EDGE,996,358,2090,41.34,
EDGE,654,915,15163,90.57,
EDGE,744,602,12789,54.56,
EDGE,414,206,13449,30.93,
EDGE,926,461,4654,30.82,
EDGE,105,377,16805,1.18,
EDGE,297,680,17369,73.09,
EDGE,915,134,6955,91.87,
EDGE,254,478,5867,78.18,
EDGE,494,44,13318,36.83,
EDGE,716,416,7099,34.93,
EDGE,136,692,17774,37.69,
EDGE,908,956,604,32.94,
EDGE,994,764,3536,53.1,
EDGE,213,785,5636,54.99,
EDGE,819,688,2919,88.41,
EDGE,56,43,14496,68.36,
EDGE,97,219,8430,66.13,
EDGE,889,9,9065,93.31,
EDGE,386,926,17129,32.96,
EDGE,248,482,12890,40.95,
EDGE,902,723,15270,22.13,
EDGE,320,412,10457,10.98,
EDGE,805,740,11739,19.69,
EDGE,927,738,17828,84.88,
EDGE,70,218,23261,49.4,
EDGE,373,247,17480,76.07,
EDGE,185,236,1480,44.64,
EDGE,182,310,17778,32.27,
EDGE,83,81,13195,25.47,
EDGE,400,935,6455,38.08,
EDGE,832,176,16569,11.93,
EDGE,228,489,12618,31.55,
EDGE,774,395,11634,4.65,
EDGE,91,948,6928,86.7,
EDGE,302,982,8592,24.01,
EDGE,921,9,6581,94.09,
EDGE,651,953,6951,2.98,
EDGE,151,888,7999,27.22,
EDGE,847,87,890,39.14,
EDGE,328,143,17057,18.78,
EDGE,806,431,3646,6.72,
EDGE,845,935,16734,79.35,
EDGE,58,219,12950,94.94,
EDGE,609,689,13854,4.59,
EDGE,957,953,11859,66.03,
EDGE,603,837,17983,87.89,
EDGE,805,606,4945,12.04,
EDGE,148,43,9358,7.38,
EDGE,132,827,9654,11.52,
EDGE,721,999,11445,29.07,
EDGE,64,649,16548,94.96,
EDGE,903,236,8475,14.94,
EDGE,881,916,15027,48.31,
EDGE,784,658,7316,94.13,
EDGE,728,202,16659,86.71,
EDGE,643,57,10165,51.48,
EDGE,617,153,9584,40.64,
EDGE,68,229,11309,64.29,
EDGE,88,398,10473,2.99,
EDGE,422,281,22765,67.2,
EDGE,428,599,11597,73.91,
EDGE,205,219,7844,40.3,
EDGE,703,873,13315,3.19,
EDGE,548,716,16200,37.09,
EDGE,499,887,16217,71.43,
EDGE,964,140,19901,51.44,
EDGE,829,52,8511,33.59,
EDGE,931,205,11531,38.11,
EDGE,130,306,12657,23.63,
EDGE,474,340,9814,28.84,
EDGE,317,553,12399,26.85,
EDGE,186,730,12423,34.22,
EDGE,129,384,7419,77.07,
EDGE,91,165,3767,54.49,
EDGE,517,292,4540,22.79,
EDGE,519,29,11497,22.98,
EDGE,162,828,18574,43.09,
EDGE,70,879,11282,58.12,
EDGE,237,984,13398,51.54,
EDGE,696,244,2367,81.13,
EDGE,524,112,15506,94.33,
EDGE,320,502,9690,14.88,
EDGE,562,932,6347,53.43,
EDGE,178,409,14797,82.91,
EDGE,655,839,2400,49.08,
EDGE,346,217,11962,57.89,
EDGE,887,539,6901,10.18,
EDGE,616,309,7380,82.32,
EDGE,833,604,8585,60.32,
EDGE,702,7,14373,85.56,
EDGE,407,515,9550,1.1,
EDGE,622,885,4482,51.98,
EDGE,152,121,2352,38.99,
EDGE,937,849,16619,16.89,
EDGE,434,222,11413,95.37,
EDGE,481,585,4855,6.36,
EDGE,605,898,9333,34.73,
EDGE,676,506,10786,24.75,
EDGE,422,385,19875,89.93,
EDGE,226,402,10627,8.15,
EDGE,475,910,550,49.57,
EDGE,268,680,18922,96.11,
EDGE,23,154,11827,76.73,
EDGE,7,191,10512,94.89,
EDGE,434,157,1573,1.93,
EDGE,348,459,13330,32.93,
EDGE,369,373,16790,96.49,
EDGE,802,174,13258,16.55,
EDGE,647,951,10760,9.29,
EDGE,835,459,14812,55.93,
EDGE,497,282,5384,23.62,
EDGE,418,787,5375,79.94,
EDGE,224,129,14319,52.29,
EDGE,276,944,5723,68.44,
EDGE,945,366,11886,88.43,
EDGE,399,67,10232,62.23,
EDGE,232,808,11045,58.92,
EDGE,708,624,16234,79.03,
EDGE,839,908,11510,29.47,
EDGE,614,596,1746,47.85,
EDGE,93,298,7116,68.53,
EDGE,838,813,9621,62.66,
EDGE,280,759,22383,55.7,
EDGE,116,953,15705,41.31,
EDGE,54,35,7084,7.61,
EDGE,129,714,13449,53.38,
EDGE,927,197,17547,65.83,
EDGE,681,965,10545,75.1,
EDGE,516,443,3347,81.91,
EDGE,727,766,17191,33.46,
EDGE,373,96,8583,4.85,
EDGE,326,567,2770,8.66,
EDGE,246,444,8974,99.92,
EDGE,588,869,10048,25.48,
EDGE,951,617,11981,80.72,
EDGE,236,60,5056,37.55,
EDGE,367,414,14063,48.92,
EDGE,750,330,14428,76.69,
EDGE,460,45,9701,71.57,
EDGE,251,281,16953,53.93,
EDGE,805,173,4467,18.87,
EDGE,777,981,15209,91.34,
EDGE,255,331,9784,88.59,
EDGE,188,811,11782,49.63,
EDGE,770,94,15859,47.89,
EDGE,193,948,8548,21.27,
EDGE,394,980,17700,48.4,
EDGE,211,378,10120,19.85,
EDGE,616,258,7315,31.42,
EDGE,294,139,7235,50.33,
EDGE,660,917,14900,32.41,
EDGE,309,173,8755,61.8,
EDGE,509,700,14145,19.99,
EDGE,361,195,542,26.67,
EDGE,306,773,11745,49.8,
EDGE,227,63,15890,5.96,
EDGE,924,725,15113,98.92,
EDGE,901,657,5562,21.44,
EDGE,594,991,5861,52.62,
EDGE,279,52,12601,40.92,
EDGE,347,674,15416,66.19,
EDGE,220,896,13819,99.77,
EDGE,663,979,11396,33.66,
EDGE,824,887,8719,32.01,
EDGE,664,369,3107,59.36,
EDGE,933,397,13105,9.56,
EDGE,736,93,16503,87.64,
EDGE,209,623,11419,31.98,
EDGE,303,309,9469,72.31,
EDGE,978,744,10763,32.01,
EDGE,473,650,11809,26.62,
EDGE,508,24,3208,76.51,
EDGE,64,958,7232,53.72,
EDGE,883,196,15414,12.45,
EDGE,560,598,9882,6.59,
EDGE,182,801,5964,1.94,
EDGE,616,305,12311,93.29,
EDGE,159,52,15846,12.37,
EDGE,42,715,10458,34.65,
EDGE,413,168,5158,10.72,
EDGE,704,224,15263,77.31,
EDGE,32,475,5461,5.11,
EDGE,24,766,8454,51.46,
EDGE,803,410,15411,6.1,
EDGE,808,83,5777,95.54,
EDGE,957,963,9341,59.6,
EDGE,609,257,21104,39.37,
EDGE,713,69,8710,68.3,
EDGE,172,429,8980,89.66,
EDGE,969,452,6262,97.62,
EDGE,697,672,11822,27.8,
EDGE,299,911,9091,76.21,
EDGE,856,829,12615,95.15,
EDGE,507,533,4572,13.87,
EDGE,309,522,9360,93.51,
EDGE,632,467,16713,10.65,
EDGE,656,1,1042,72.21,
EDGE,563,908,4880,98.29,
EDGE,171,268,8160,64.96,
EDGE,631,259,9188,11.9,
EDGE,244,15,10756,6.93,
EDGE,817,912,4998,67.77,
EDGE,138,840,2643,26.42,
EDGE,569,578,8111,69.2,
EDGE,217,479,6152,86.47,
EDGE,608,673,16148,75.84,
EDGE,294,320,14882,21.82,
EDGE,878,755,18367,82.63,
EDGE,569,401,7668,3.53,
EDGE,507,553,7033,7.27,
EDGE,857,920,16598,81.58,
EDGE,350,488,7809,41.5,
EDGE,807,738,13164,95.69,
EDGE,474,39,8347,88.36,
EDGE,462,758,17838,68.5,
EDGE,718,632,13508,67.8,
EDGE,51,545,16670,11.41,
EDGE,75,83,8404,44.21,
EDGE,936,623,19145,69.93,
EDGE,917,788,9565,2.01,
EDGE,675,783,14274,7.05,
EDGE,68,268,7507,55.12,
EDGE,678,436,13255,33.74,
EDGE,692,220,5782,75.96,
EDGE,890,24,15025,75.98,
EDGE,861,580,3632,15.47,
EDGE,995,917,8639,69.95,
EDGE,433,699,8526,43.39,
EDGE,875,764,11787,2.46,
EDGE,615,915,16594,41.46,
EDGE,816,561,11988,21.48,
EDGE,551,756,9374,67.91,
EDGE,345,615,17530,78.44,
EDGE,694,506,16984,63.05,
EDGE,875,78,8268,32.83,
EDGE,655,965,12087,20.17,
EDGE,761,730,13667,91.85,
EDGE,783,601,9029,7.07,
EDGE,20,358,14013,81.9,
EDGE,917,879,6684,28.57,
EDGE,770,713,11304,85.22,
EDGE,821,758,8341,14.48,
EDGE,36,500,6680,42.48,
EDGE,934,522,6985,41.63,
EDGE,535,436,7876,17.13,
EDGE,220,401,15865,11.2,
EDGE,748,279,14742,53.36,
EDGE,628,939,4128,54.95,
EDGE,257,976,3557,90.49,
EDGE,475,458,12964,49.19,
EDGE,481,927,15098,16.37,
EDGE,399,299,3514,76.61,
EDGE,372,47,16027,41.98,
EDGE,192,711,4750,61.75,
EDGE,162,159,11491,39.05,
EDGE,416,718,8997,23.11,
EDGE,811,474,6061,11.87,
EDGE,456,432,7326,12.37,
EDGE,178,323,3190,24.28,
EDGE,956,410,4483,46.35,
EDGE,112,215,15270,16.75,
EDGE,811,647,12874,24.77,
EDGE,680,420,6282,72.5,
EDGE,553,509,9126,87.86,
EDGE,778,627,17751,17.63,
EDGE,691,442,4575,34.17,
EDGE,101,698,2096,24.62,
EDGE,112,97,11535,40.66,
EDGE,207,290,6806,52.56,
EDGE,924,805,17025,83.05,
EDGE,618,807,4741,75.23,
EDGE,974,847,2087,97.42,
EDGE,296,88,16572,52.47,
EDGE,359,982,20112,83.74,
EDGE,769,486,5688,46.58,
EDGE,261,38,9887,66.76,
EDGE,442,192,17226,35.57,
EDGE,247,656,3002,31.01,
EDGE,278,474,3391,24.09,
EDGE,261,55,8621,71.0,
EDGE,567,840,8154,17.79,
EDGE,40,781,706,4.02,
EDGE,691,465,17209,79.48,
EDGE,118,863,10134,31.56,
EDGE,180,457,18646,14.52,
EDGE,734,556,12553,39.43,
EDGE,250,611,10370,15.15,
EDGE,642,252,4032,35.02,
EDGE,959,328,12759,75.02,
EDGE,911,518,18557,84.12,
EDGE,999,100,543,76.08,
EDGE,785,649,10089,92.64,
EDGE,569,475,10361,70.19,
EDGE,665,640,10254,35.26,
EDGE,350,317,14196,5.66,
EDGE,838,696,13729,23.89,
EDGE,743,744,8078,93.62,
EDGE,747,880,4325,50.48,
EDGE,916,661,6835,38.9,
EDGE,865,755,16763,49.76,
EDGE,949,947,7507,43.27,
EDGE,302,273,8982,77.61,
EDGE,246,834,5475,87.64,
EDGE,872,608,5134,64.58,
EDGE,257,157,7186,66.78,
EDGE,201,559,9727,5.32,
EDGE,850,655,10459,45.26,
EDGE,59,83,13330,86.99,
EDGE,157,884,6529,40.2,
EDGE,741,272,2938,82.07,
EDGE,899,228,6634,41.79,
EDGE,520,472,10208,23.18,
EDGE,118,198,14051,28.32,
EDGE,742,50,16442,58.77,
EDGE,807,547,16051,81.78,
EDGE,517,793,10008,70.22,
EDGE,736,35,9148,9.81,
EDGE,81,579,11402,14.25,
EDGE,766,800,4921,13.76,
EDGE,87,335,3574,21.45,
EDGE,948,351,5908,85.36,
EDGE,536,357,10693,77.04,
EDGE,379,297,3274,50.43,
EDGE,884,981,367,40.84,
EDGE,472,5,14576,71.54,
EDGE,124,470,13561,89.51,
EDGE,887,218,2101,62.01,
EDGE,624,947,4148,69.14,
EDGE,111,755,2048,37.85,
EDGE,803,902,7631,67.51,
EDGE,301,689,15413,18.4,
EDGE,963,672,8864,65.07,
EDGE,43,398,6489,53.17,
EDGE,611,128,6928,11.11,
EDGE,905,539,12726,3.05,
EDGE,389,117,16168,39.89,
EDGE,619,863,2828,8.07,
EDGE,897,584,15902,2.37,
EDGE,728,295,8618,38.16,
EDGE,450,815,6839,89.19,
EDGE,315,549,17041,35.55,
EDGE,562,800,5887,29.51,
EDGE,495,518,5888,65.45,
EDGE,877,462,6019,91.64,
EDGE,857,570,1814,71.15,
EDGE,780,636,15146,64.07,
EDGE,705,930,18522,89.65,
EDGE,472,638,15000,6.57,
EDGE,543,468,10904,27.0,
EDGE,126,375,3714,62.25,
EDGE,325,256,12042,95.95,
EDGE,787,268,11720,43.79,
EDGE,462,730,14776,24.23,
EDGE,901,938,4220,24.57,
EDGE,119,162,12479,41.16,
EDGE,813,260,7743,64.07,
EDGE,848,472,17939,33.79,
EDGE,61,432,7894,46.47,
EDGE,25,693,3063,83.38,
EDGE,357,482,3324,17.62,
EDGE,151,140,15106,63.47,
EDGE,843,313,12451,81.21,
EDGE,139,939,4500,99.17,
EDGE,323,27,11728,59.05,
EDGE,190,153,8605,67.62,
EDGE,426,586,16584,78.34,
EDGE,798,150,9021,74.32,
EDGE,288,17,14826,4.78,
EDGE,791,517,9641,92.09,
EDGE,546,634,10169,25.48,
EDGE,240,236,8216,8.98,
EDGE,677,831,14570,93.65,
EDGE,923,410,3218,39.3,
EDGE,776,829,8850,25.01,
EDGE,338,438,16303,63.07,
EDGE,943,900,4120,81.98,
EDGE,842,449,15370,28.47,
EDGE,737,90,9663,26.41,
EDGE,524,553,11420,19.93,
EDGE,621,786,13171,67.32,
EDGE,731,227,16373,25.24,
EDGE,47,168,19632,77.1,
EDGE,788,956,18452,91.37,
EDGE,312,483,11192,85.42,
EDGE,448,210,1504,23.01,
EDGE,691,668,7881,56.56,
EDGE,388,690,5716,42.93,
EDGE,299,599,12673,46.1,
EDGE,255,423,7149,7.0,
EDGE,11,184,9418,74.75,
EDGE,594,639,5971,62.25,
EDGE,592,683,13775,68.47,
EDGE,510,426,13338,26.99,
EDGE,656,220,15063,56.52,
EDGE,94,594,7091,99.85,
EDGE,106,651,10075,10.22,
EDGE,280,211,4986,55.9,
EDGE,761,828,11350,70.31,
EDGE,449,295,13848,70.48,
EDGE,426,564,13595,96.89,
