command,timestamp,sensor_id,contamination,pressure,flow,report_text,query_l,query_r,pattern,extra
SENSOR,1735830840,40,4.087,6.376,67.214,,,,,
SENSOR,1735830900,20,0.12,7.138,52.122,,,,,
SENSOR,1735830960,4,0.169,5.256,35.221,,,,,
SENSOR,1735831020,39,4.323,7.386,49.742,,,,,
SENSOR,1735831080,40,0.156,5.62,76.221,,,,,
SENSOR,1735831140,40,0.007,8.575,98.72,,,,,
SENSOR,1735831200,45,1.205,6.465,53.079,,,,,
SENSOR,1735831260,16,3.107,4.359,8.889,,,,,
SENSOR,1735831320,13,1.041,8.112,11.897,,,,,
SENSOR,1735831380,12,2.525,9.463,46.414,,,,,
SENSOR,1735831440,49,4.241,7.812,19.262,,,,,
SENSOR,1735831500,40,1.74,1.265,50.311,,,,,
SENSOR,1735831560,43,3.397,8.695,36.895,,,,,
SENSOR,1735831620,34,4.585,5.119,32.078,,,,,
SENSOR,1735831680,17,2.248,1.626,34.618,,,,,
SENSOR,1735831740,27,2.742,7.866,21.955,,,,,
SENSOR,1735831800,31,1.686,4.499,64.809,,,,,
SENSOR,1735831860,22,0.83,7.772,28.364,,,,,
SENSOR,1735831920,4,1.396,2.519,29.016,,,,,
SENSOR,1735831980,12,0.843,6.965,23.306,,,,,
SENSOR,1735832040,49,0.304,5.655,56.167,,,,,
SENSOR,1735832100,8,0.317,4.935,43.903,,,,,
SENSOR,1735832160,29,0.141,8.583,4.377,,,,,
SENSOR,1735832220,42,3.098,6.714,0.187,,,,,
SENSOR,1735832280,35,1.751,8.529,16.624,,,,,
SENSOR,1735832340,49,4.699,3.092,9.109,,,,,
SENSOR,1735832400,34,0.497,6.686,62.019,,,,,
SENSOR,1735832460,22,0.888,4.888,41.005,,,,,
SENSOR,1735832520,4,0.172,1.729,25.68,,,,,
SENSOR,1735832580,5,0.776,9.449,83.535,,,,,
SENSOR,1735832640,2,4.997,6.209,43.269,,,,,
SENSOR,1735832700,35,2.276,6.845,58.066,,,,,
SENSOR,1735832760,21,0.548,5.56,98.794,,,,,
SENSOR,1735832820,2,4.879,7.051,66.769,,,,,
SENSOR,1735832880,13,0.412,9.508,35.484,,,,,
SENSOR,1735832940,40,0.981,3.896,73.105,,,,,
SENSOR,1735833000,7,2.818,3.736,34.609,,,,,
SENSOR,1735833060,1,0.857,5.952,9.501,,,,,
SENSOR,1735833120,48,2.405,4.483,30.944,,,,,
SENSOR,1735833180,39,2.888,2.211,82.054,,,,,
SENSOR,1735833240,29,4.934,8.672,31.695,,,,,
SENSOR,1735833300,46,2.998,9.952,49.618,,,,,
SENSOR,1735833360,41,3.901,4.811,70.426,,,,,
SENSOR,1735833420,29,1.915,1.081,83.661,,,,,
SENSOR,1735833480,23,2.298,8.318,3.79,,,,,
SENSOR,1735833540,48,4.031,4.829,49.292,,,,,
SENSOR,1735833600,37,4.933,2.919,31.257,,,,,
SENSOR,1735833660,49,0.004,7.517,79.065,,,,,
SENSOR,1735833720,36,0.777,7.981,51.766,,,,,
SENSOR,1735833780,9,2.021,7.812,27.181,,,,,
SENSOR,1735833840,7,3.625,8.74,51.694,,,,,
SENSOR,1735833900,27,3.649,2.374,28.561,,,,,
SENSOR,1735833960,38,1.925,3.513,18.007,,,,,
SENSOR,1735834020,29,1.031,6.075,11.557,,,,,
SENSOR,1735834080,12,1.543,5.967,3.972,,,,,
SENSOR,1735834140,48,0.053,8.762,67.253,,,,,
SENSOR,1735834200,43,3.148,3.073,79.371,,,,,
SENSOR,1735834260,7,1.814,1.666,83.46,,,,,
SENSOR,1735834320,20,2.606,3.24,78.833,,,,,
SENSOR,1735834380,2,4.837,5.402,90.25,,,,,
SENSOR,1735834440,39,2.583,6.627,9.409,,,,,
SENSOR,1735834500,32,4.192,4.169,7.525,,,,,
SENSOR,1735834560,49,4.111,3.818,9.588,,,,,
SENSOR,1735834620,5,3.979,8.623,61.186,,,,,
SENSOR,1735834680,43,0.221,8.74,90.312,,,,,
SENSOR,1735834740,45,0.687,8.585,70.926,,,,,
SENSOR,1735834800,43,0.938,4.265,22.419,,,,,
SENSOR,1735834860,35,3.449,7.108,0.606,,,,,
SENSOR,1735834920,3,0.107,9.074,48.318,,,,,
SENSOR,1735834980,26,1.93,2.773,81.009,,,,,
SENSOR,1735835040,39,0.741,7.679,16.715,,,,,
SENSOR,1735835100,13,1.368,6.301,61.614,,,,,
SENSOR,1735835160,40,2.973,6.657,6.879,,,,,
SENSOR,1735835220,28,0.121,8.421,49.466,,,,,
SENSOR,1735835280,43,3.024,5.604,32.867,,,,,
SENSOR,1735835340,22,1.286,9.141,67.982,,,,,
SENSOR,1735835400,43,4.597,8.146,78.082,,,,,
SENSOR,1735835460,3,2.138,9.448,75.44,,,,,
SENSOR,1735835520,27,0.138,6.05,2.888,,,,,
SENSOR,1735835580,23,1.771,3.817,59.179,,,,,
SENSOR,1735835640,22,2.359,4.975,84.633,,,,,
SENSOR,1735835700,48,3.859,1.839,31.774,,,,,
SENSOR,1735835760,10,3.104,8.098,59.823,,,,,
SENSOR,1735835820,4,3.006,1.178,78.867,,,,,
SENSOR,1735835880,17,3.078,3.77,35.197,,,,,
SENSOR,1735835940,20,1.922,2.239,16.855,,,,,
SENSOR,1735836000,5,2.577,7.702,4.216,,,,,
SENSOR,1735836060,27,2.371,4.164,25.323,,,,,
SENSOR,1735836120,19,3.125,5.0,27.357,,,,,
SENSOR,1735836180,10,3.814,7.899,80.078,,,,,
SENSOR,1735836240,26,2.445,3.741,80.192,,,,,
SENSOR,1735836300,31,0.013,3.263,58.002,,,,,
SENSOR,1735836360,41,2.005,6.6,82.077,,,,,
SENSOR,1735836420,31,0.13,1.566,7.675,,,,,
SENSOR,1735836480,22,1.497,6.861,58.906,,,,,
SENSOR,1735836540,48,1.621,6.572,66.314,,,,,
SENSOR,1735836600,18,3.977,9.691,94.892,,,,,
SENSOR,1735836660,37,0.635,6.639,16.056,,,,,
SENSOR,1735836720,14,0.077,8.236,85.576,,,,,
SENSOR,1735836780,47,2.699,7.11,5.437,,,,,
SENSOR,1735836840,39,2.356,6.318,13.796,,,,,
SENSOR,1735836900,1,4.606,3.124,3.657,,,,,
SENSOR,1735836960,10,1.509,2.658,16.886,,,,,
SENSOR,1735837020,29,1.272,7.668,15.11,,,,,
SENSOR,1735837080,19,1.185,7.247,1.258,,,,,
SENSOR,1735837140,31,2.628,4.072,28.143,,,,,
SENSOR,1735837200,0,0.055,1.604,13.274,,,,,
SENSOR,1735837260,9,0.24,3.473,43.581,,,,,
SENSOR,1735837320,17,1.836,1.446,81.622,,,,,
SENSOR,1735837380,19,3.123,7.452,48.012,,,,,
SENSOR,1735837440,19,4.589,3.555,21.762,,,,,
SENSOR,1735837500,47,1.866,9.337,83.153,,,,,
SENSOR,1735837560,27,3.92,6.627,84.382,,,,,
SENSOR,1735837620,13,2.042,8.657,35.379,,,,,
SENSOR,1735837680,12,2.814,5.084,93.411,,,,,
SENSOR,1735837740,15,1.113,8.868,21.762,,,,,
SENSOR,1735837800,26,2.039,9.592,3.84,,,,,
SENSOR,1735837860,5,2.985,5.238,60.065,,,,,
SENSOR,1735837920,6,3.289,2.253,94.911,,,,,
SENSOR,1735837980,15,1.307,9.332,85.953,,,,,
SENSOR,1735838040,20,4.068,1.349,4.742,,,,,
SENSOR,1735838100,31,1.195,4.861,20.794,,,,,
SENSOR,1735838160,34,3.899,3.579,7.038,,,,,
SENSOR,1735838220,12,4.816,3.73,91.853,,,,,
SENSOR,1735838280,36,2.472,2.867,83.395,,,,,
SENSOR,1735838340,15,0.17,9.454,54.022,,,,,
SENSOR,1735838400,32,2.258,7.282,28.585,,,,,
SENSOR,1735838460,41,0.605,1.16,40.706,,,,,
SENSOR,1735838520,35,2.92,4.866,87.546,,,,,
SENSOR,1735838580,8,1.405,9.86,40.533,,,,,
SENSOR,1735838640,47,2.637,7.704,62.005,,,,,
SENSOR,1735838700,20,1.894,5.071,40.212,,,,,
SENSOR,1735838760,37,3.973,7.571,78.112,,,,,
SENSOR,1735838820,38,4.512,9.961,93.328,,,,,
SENSOR,1735838880,15,1.433,1.376,91.729,,,,,
SENSOR,1735838940,32,1.668,1.244,70.847,,,,,
SENSOR,1735839000,28,3.477,4.25,45.675,,,,,
SENSOR,1735839060,5,4.588,6.676,3.149,,,,,
SENSOR,1735839120,2,0.617,7.509,54.575,,,,,
SENSOR,1735839180,27,4.379,2.163,94.027,,,,,
SENSOR,1735839240,9,2.846,6.971,75.96,,,,,
SENSOR,1735839300,48,3.88,5.909,20.459,,,,,
SENSOR,1735839360,2,4.088,7.806,38.789,,,,,
SENSOR,1735839420,45,3.363,5.846,37.339,,,,,
SENSOR,1735839480,30,0.192,1.164,73.48,,,,,
SENSOR,1735839540,23,1.586,5.83,21.158,,,,,
SENSOR,1735839600,49,1.632,5.555,43.045,,,,,
SENSOR,1735839660,40,1.425,3.333,98.899,,,,,
SENSOR,1735839720,35,3.273,8.083,5.88,,,,,
SENSOR,1735839780,16,1.763,7.439,36.781,,,,,
SENSOR,1735839840,42,2.14,6.196,11.971,,,,,
SENSOR,1735839900,18,4.982,5.508,25.73,,,,,
SENSOR,1735839960,34,4.868,8.803,47.09,,,,,
SENSOR,1735840020,28,3.609,6.718,24.965,,,,,
SENSOR,1735840080,15,1.003,5.07,60.635,,,,,
SENSOR,1735840140,9,1.792,3.83,97.965,,,,,
SENSOR,1735840200,28,3.461,3.285,15.497,,,,,
SENSOR,1735840260,1,4.347,6.544,9.017,,,,,
SENSOR,1735840320,42,2.064,4.165,85.154,,,,,
SENSOR,1735840380,31,2.517,1.409,29.351,,,,,
SENSOR,1735840440,33,3.208,7.799,6.769,,,,,
SENSOR,1735840500,34,0.262,3.327,19.242,,,,,
SENSOR,1735840560,25,1.593,8.756,84.7,,,,,
SENSOR,1735840620,32,4.53,7.121,13.247,,,,,
SENSOR,1735840680,10,1.275,6.863,26.315,,,,,
SENSOR,1735840740,12,3.843,7.714,80.103,,,,,
SENSOR,1735840800,42,4.688,3.679,40.04,,,,,
SENSOR,1735840860,4,0.778,6.662,80.494,,,,,
SENSOR,1735840920,3,0.056,5.279,8.166,,,,,
SENSOR,1735840980,25,4.923,6.576,37.014,,,,,
SENSOR,1735841040,40,2.178,8.557,4.84,,,,,
SENSOR,1735841100,24,0.922,7.595,90.043,,,,,
SENSOR,1735841160,36,1.45,6.838,71.376,,,,,
SENSOR,1735841220,27,4.819,2.446,72.306,,,,,
SENSOR,1735841280,21,4.133,1.11,64.746,,,,,
SENSOR,1735841340,44,1.056,6.314,86.385,,,,,
SENSOR,1735841400,48,3.842,5.053,89.903,,,,,
SENSOR,1735841460,15,4.657,1.645,58.1,,,,,
SENSOR,1735841520,45,1.497,9.983,93.806,,,,,
SENSOR,1735841580,5,1.908,8.883,20.523,,,,,
SENSOR,1735841640,19,0.211,4.862,82.814,,,,,
SENSOR,1735841700,3,0.273,7.28,58.956,,,,,
SENSOR,1735841760,30,2.676,8.166,62.468,,,,,
SENSOR,1735841820,15,4.344,6.931,47.458,,,,,
SENSOR,1735841880,38,4.094,9.77,70.414,,,,,
SENSOR,1735841940,6,3.94,2.818,25.134,,,,,
SENSOR,1735842000,42,3.094,6.656,20.797,,,,,
SENSOR,1735842060,4,1.809,1.101,73.565,,,,,
SENSOR,1735842120,42,1.027,6.101,43.669,,,,,
SENSOR,1735842180,27,3.844,1.268,98.535,,,,,
SENSOR,1735842240,36,4.963,4.797,37.57,,,,,
SENSOR,1735842300,3,2.459,3.65,40.237,,,,,
SENSOR,1735842360,41,3.929,5.137,26.688,,,,,
SENSOR,1735842420,19,4.365,7.703,87.406,,,,,
SENSOR,1735842480,48,2.744,9.738,3.057,,,,,
SENSOR,1735842540,36,4.694,1.675,64.692,,,,,
SENSOR,1735842600,21,1.501,4.399,85.238,,,,,
SENSOR,1735842660,18,4.989,8.259,14.584,,,,,
SENSOR,1735842720,15,1.974,2.405,66.449,,,,,
SENSOR,1735842780,32,3.073,9.685,22.33,,,,,
SENSOR,1735842840,2,4.094,8.937,37.267,,,,,
SENSOR,1735842900,32,4.888,3.393,13.649,,,,,
SENSOR,1735842960,9,0.186,5.532,77.942,,,,,
SENSOR,1735843020,7,0.771,8.963,53.139,,,,,
SENSOR,1735843080,9,1.865,8.733,2.402,,,,,
SENSOR,1735843140,11,3.391,7.972,84.907,,,,,
SENSOR,1735843200,15,0.702,4.108,11.807,,,,,
SENSOR,1735843260,3,1.506,7.111,6.465,,,,,
SENSOR,1735843320,45,1.329,4.525,90.217,,,,,
SENSOR,1735843380,15,4.838,1.669,57.254,,,,,
SENSOR,1735843440,0,2.668,9.828,58.912,,,,,
SENSOR,1735843500,32,0.412,9.849,57.392,,,,,
SENSOR,1735843560,22,1.066,9.029,4.975,,,,,
SENSOR,1735843620,27,3.858,7.086,39.998,,,,,
SENSOR,1735843680,39,1.675,3.034,6.806,,,,,
SENSOR,1735843740,43,3.754,5.237,64.835,,,,,
SENSOR,1735843800,9,3.898,9.463,25.513,,,,,
SENSOR,1735843860,15,2.523,8.199,43.511,,,,,
SENSOR,1735843920,22,3.817,5.701,79.277,,,,,
SENSOR,1735843980,8,1.575,6.466,79.861,,,,,
SENSOR,1735844040,40,4.049,8.511,42.748,,,,,
SENSOR,1735844100,25,4.881,1.824,66.462,,,,,
SENSOR,1735844160,15,0.402,2.307,11.647,,,,,
SENSOR,1735844220,14,2.143,6.517,30.506,,,,,
SENSOR,1735844280,47,1.586,8.415,38.881,,,,,
SENSOR,1735844340,2,2.498,4.605,69.797,,,,,
SENSOR,1735844400,46,2.342,5.275,69.642,,,,,
SENSOR,1735844460,16,3.06,6.623,15.314,,,,,
SENSOR,1735844520,39,4.938,6.827,21.447,,,,,
SENSOR,1735844580,8,3.868,2.027,22.361,,,,,
SENSOR,1735844640,31,0.647,7.573,24.963,,,,,
SENSOR,1735844700,37,1.833,3.389,36.127,,,,,
SENSOR,1735844760,14,2.337,8.794,20.104,,,,,
SENSOR,1735844820,26,2.679,6.184,12.515,,,,,
SENSOR,1735844880,21,2.395,1.388,32.904,,,,,
SENSOR,1735844940,14,4.088,6.924,39.919,,,,,
SENSOR,1735845000,7,4.104,7.116,52.125,,,,,
SENSOR,1735845060,47,3.886,9.397,21.515,,,,,
SENSOR,1735845120,21,4.28,3.862,54.837,,,,,
SENSOR,1735845180,24,3.042,3.446,54.719,,,,,
SENSOR,1735845240,37,4.843,8.197,24.203,,,,,
SENSOR,1735845300,14,0.743,5.075,35.012,,,,,
SENSOR,1735845360,42,3.753,6.475,26.03,,,,,
SENSOR,1735845420,3,1.093,6.125,34.174,,,,,
SENSOR,1735845480,33,0.66,9.35,14.264,,,,,
SENSOR,1735845540,26,0.682,1.563,82.195,,,,,
SENSOR,1735845600,14,1.783,9.404,91.071,,,,,
SENSOR,1735845660,29,1.08,4.809,15.411,,,,,
SENSOR,1735845720,8,3.766,8.984,68.41,,,,,
SENSOR,1735845780,21,1.06,1.936,27.871,,,,,
SENSOR,1735845840,29,1.803,8.888,26.028,,,,,
SENSOR,1735845900,19,4.661,7.2,9.913,,,,,
SENSOR,1735845960,38,1.732,2.479,91.876,,,,,
SENSOR,1735846020,20,0.269,3.878,71.925,,,,,
SENSOR,1735846080,28,4.497,1.923,33.174,,,,,
SENSOR,1735846140,47,2.5,5.66,45.274,,,,,
SENSOR,1735846200,31,3.578,7.485,80.891,,,,,
SENSOR,1735846260,31,0.665,7.761,96.524,,,,,
SENSOR,1735846320,39,1.446,4.225,19.346,,,,,
SENSOR,1735846380,2,3.252,5.694,72.449,,,,,
SENSOR,1735846440,2,1.718,1.705,57.472,,,,,
SENSOR,1735846500,2,3.656,9.889,88.678,,,,,
SENSOR,1735846560,40,4.362,4.643,73.629,,,,,
SENSOR,1735846620,44,1.981,2.414,12.483,,,,,
SENSOR,1735846680,5,4.767,9.777,52.559,,,,,
SENSOR,1735846740,39,4.812,1.789,47.903,,,,,
SENSOR,1735846800,47,0.672,3.612,66.931,,,,,
SENSOR,1735846860,49,3.215,7.447,33.585,,,,,
SENSOR,1735846920,15,1.248,4.65,90.632,,,,,
SENSOR,1735846980,37,1.269,1.646,57.252,,,,,
SENSOR,1735847040,13,1.312,2.515,91.454,,,,,
SENSOR,1735847100,18,4.788,6.031,49.307,,,,,
SENSOR,1735847160,7,3.1,6.395,99.963,,,,,
SENSOR,1735847220,27,1.372,8.965,39.771,,,,,
SENSOR,1735847280,31,0.75,9.149,26.888,,,,,
SENSOR,1735847340,41,2.895,6.206,25.439,,,,,
SENSOR,1735847400,29,3.179,6.609,67.36,,,,,
SENSOR,1735847460,16,3.403,1.155,24.195,,,,,
SENSOR,1735847520,31,1.495,4.374,22.882,,,,,
SENSOR,1735847580,26,3.398,2.811,1.287,,,,,
SENSOR,1735847640,6,0.023,9.455,2.515,,,,,
SENSOR,1735847700,7,3.847,4.841,13.618,,,,,
SENSOR,1735847760,22,3.919,8.886,83.92,,,,,
SENSOR,1735847820,36,2.579,8.682,1.603,,,,,
SENSOR,1735847880,6,1.411,3.931,30.865,,,,,
SENSOR,1735847940,46,0.615,4.727,22.36,,,,,
SENSOR,1735848000,41,3.308,4.057,17.3,,,,,
SENSOR,1735848060,11,1.547,4.86,72.225,,,,,
SENSOR,1735848120,35,4.871,8.639,1.546,,,,,
SENSOR,1735848180,26,2.839,6.549,10.332,,,,,
SENSOR,1735848240,9,3.357,9.46,57.02,,,,,
SENSOR,1735848300,17,3.019,3.08,23.182,,,,,
SENSOR,1735848360,35,4.583,7.497,18.414,,,,,
SENSOR,1735848420,43,3.982,7.369,41.675,,,,,
SENSOR,1735848480,11,2.975,2.703,54.959,,,,,
SENSOR,1735848540,4,1.719,7.756,62.381,,,,,
SENSOR,1735848600,14,2.165,8.938,43.368,,,,,
SENSOR,1735848660,42,0.586,9.165,71.557,,,,,
SENSOR,1735848720,3,3.983,6.866,80.438,,,,,
SENSOR,1735848780,48,2.995,2.924,73.463,,,,,
SENSOR,1735848840,25,1.746,5.411,31.446,,,,,
SENSOR,1735848900,40,1.732,4.283,43.212,,,,,
SENSOR,1735848960,29,3.864,7.574,28.774,,,,,
SENSOR,1735849020,28,1.049,6.22,81.208,,,,,
SENSOR,1735849080,49,2.534,5.891,48.526,,,,,
SENSOR,1735849140,32,0.496,4.627,95.837,,,,,
SENSOR,1735849200,41,4.399,8.223,84.608,,,,,
SENSOR,1735849260,42,3.926,2.309,33.587,,,,,
SENSOR,1735849320,41,0.783,5.721,30.405,,,,,
SENSOR,1735849380,20,1.841,6.187,54.738,,,,,
SENSOR,1735849440,45,0.672,5.69,46.408,,,,,
SENSOR,1735849500,29,3.196,5.476,29.654,,,,,
SENSOR,1735849560,3,3.986,3.527,14.818,,,,,
SENSOR,1735849620,34,3.62,8.455,25.625,,,,,
SENSOR,1735849680,33,0.767,6.443,75.973,,,,,
SENSOR,1735849740,35,4.628,2.286,23.157,,,,,
SENSOR,1735849800,28,4.649,3.363,12.789,,,,,
SENSOR,1735849860,38,2.843,9.818,53.165,,,,,
SENSOR,1735849920,25,2.449,1.455,6.378,,,,,
SENSOR,1735849980,27,3.025,6.237,26.376,,,,,
SENSOR,1735850040,11,1.458,5.134,24.297,,,,,
SENSOR,1735850100,25,3.807,7.188,37.079,,,,,
SENSOR,1735850160,13,4.349,7.291,37.101,,,,,
SENSOR,1735850220,29,4.674,2.493,54.01,,,,,
SENSOR,1735850280,30,0.705,4.811,49.714,,,,,
SENSOR,1735850340,38,4.33,5.604,81.577,,,,,
SENSOR,1735850400,32,2.433,8.331,61.01,,,,,
SENSOR,1735850460,32,2.465,2.314,73.49,,,,,
SENSOR,1735850520,29,3.963,7.856,1.547,,,,,
SENSOR,1735850580,38,0.192,1.834,34.283,,,,,
SENSOR,1735850640,20,2.497,4.278,11.451,,,,,
SENSOR,1735850700,19,2.731,4.985,54.547,,,,,
SENSOR,1735850760,35,0.673,6.347,34.991,,,,,
SENSOR,1735850820,19,1.277,4.982,34.829,,,,,
SENSOR,1735850880,7,0.336,8.095,55.135,,,,,
SENSOR,1735850940,43,3.355,6.639,5.404,,,,,
SENSOR,1735851000,31,4.891,2.135,6.156,,,,,
SENSOR,1735851060,43,3.442,5.32,17.871,,,,,
SENSOR,1735851120,1,4.298,5.863,39.799,,,,,
SENSOR,1735851180,4,2.115,7.427,81.492,,,,,
SENSOR,1735851240,1,1.921,5.544,20.717,,,,,
SENSOR,1735851300,24,2.989,2.747,81.431,,,,,
SENSOR,1735851360,18,3.28,5.903,68.96,,,,,
SENSOR,1735851420,27,2.16,4.825,19.05,,,,,
SENSOR,1735851480,32,4.336,6.397,79.293,,,,,
SENSOR,1735851540,33,0.157,7.309,95.42,,,,,
SENSOR,1735851600,17,0.335,2.307,28.111,,,,,
SENSOR,1735851660,10,3.74,7.87,48.152,,,,,
SENSOR,1735851720,9,3.509,3.12,16.396,,,,,
SENSOR,1735851780,20,2.704,6.829,88.221,,,,,
SENSOR,1735851840,12,2.615,3.203,65.501,,,,,
SENSOR,1735851900,49,0.939,3.577,40.523,,,,,
SENSOR,1735851960,37,1.221,2.362,57.574,,,,,
SENSOR,1735852020,37,0.472,4.425,99.695,,,,,
SENSOR,1735852080,33,2.001,4.72,11.657,,,,,
SENSOR,1735852140,26,2.195,4.436,9.504,,,,,
SENSOR,1735852200,21,2.557,5.014,77.647,,,,,
SENSOR,1735852260,16,3.31,4.773,55.935,,,,,
SENSOR,1735852320,40,1.171,5.71,26.336,,,,,
SENSOR,1735852380,38,4.867,3.201,91.752,,,,,
SENSOR,1735852440,5,1.79,5.537,51.287,,,,,
SENSOR,1735852500,3,0.25,4.497,21.676,,,,,
SENSOR,1735852560,19,0.769,6.599,19.854,,,,,
SENSOR,1735852620,23,1.58,8.364,58.877,,,,,
SENSOR,1735852680,38,4.758,4.816,75.73,,,,,
SENSOR,1735852740,2,4.496,3.151,48.275,,,,,
SENSOR,1735852800,31,4.958,9.417,85.15,,,,,
SENSOR,1735852860,2,0.607,5.126,13.082,,,,,
SENSOR,1735852920,41,2.644,8.518,5.946,,,,,
SENSOR,1735852980,41,1.508,8.327,90.137,,,,,
SENSOR,1735853040,22,1.624,1.438,16.558,,,,,
SENSOR,1735853100,26,1.98,9.347,40.571,,,,,
SENSOR,1735853160,4,2.787,4.949,9.852,,,,,
SENSOR,1735853220,21,0.24,3.653,93.529,,,,,
SENSOR,1735853280,12,2.686,6.398,33.812,,,,,
SENSOR,1735853340,7,0.575,3.942,35.358,,,,,
SENSOR,1735853400,27,1.49,6.815,5.323,,,,,
SENSOR,1735853460,42,2.552,1.629,4.136,,,,,
SENSOR,1735853520,49,4.535,6.778,21.629,,,,,
SENSOR,1735853580,33,1.918,5.987,19.907,,,,,
SENSOR,1735853640,45,4.981,9.325,73.041,,,,,
SENSOR,1735853700,33,3.89,6.931,20.225,,,,,
SENSOR,1735853760,31,0.538,7.007,44.154,,,,,
SENSOR,1735853820,2,3.262,6.563,7.779,,,,,
SENSOR,1735853880,36,3.568,6.133,62.767,,,,,
SENSOR,1735853940,2,2.071,9.879,46.909,,,,,
SENSOR,1735854000,36,0.831,1.288,87.134,,,,,
SENSOR,1735854060,16,1.92,8.1,74.069,,,,,
SENSOR,1735854120,5,1.074,3.717,41.272,,,,,
SENSOR,1735854180,42,4.169,4.973,8.466,,,,,
SENSOR,1735854240,16,3.93,1.058,12.4,,,,,
SENSOR,1735854300,7,0.454,6.982,32.254,,,,,
SENSOR,1735854360,39,1.05,6.163,37.384,,,,,
SENSOR,1735854420,47,1.022,4.885,41.692,,,,,
SENSOR,1735854480,25,4.163,3.076,80.258,,,,,
SENSOR,1735854540,31,3.776,3.679,92.367,,,,,
SENSOR,1735854600,45,4.543,9.535,25.016,,,,,
SENSOR,1735854660,31,4.103,8.352,94.611,,,,,
SENSOR,1735854720,16,0.062,7.904,18.204,,,,,
SENSOR,1735854780,38,4.1,5.687,70.364,,,,,
SENSOR,1735854840,17,3.394,3.904,64.01,,,,,
SENSOR,1735854900,38,2.716,4.384,83.239,,,,,
SENSOR,1735854960,20,3.049,7.913,39.814,,,,,
SENSOR,1735855020,35,0.804,2.026,98.469,,,,,
SENSOR,1735855080,33,0.536,6.867,76.397,,,,,
SENSOR,1735855140,43,3.76,1.866,45.844,,,,,
SENSOR,1735855200,10,4.026,9.904,89.092,,,,,
SENSOR,1735855260,7,2.994,2.764,70.52,,,,,
SENSOR,1735855320,12,2.545,4.529,51.511,,,,,
SENSOR,1735855380,22,1.99,3.388,28.244,,,,,
SENSOR,1735855440,4,0.827,4.717,23.213,,,,,
SENSOR,1735855500,31,2.054,5.772,9.787,,,,,
SENSOR,1735855560,34,3.74,2.181,70.314,,,,,
SENSOR,1735855620,49,1.879,5.596,32.774,,,,,
SENSOR,1735855680,29,0.614,1.467,31.465,,,,,
SENSOR,1735855740,14,0.258,2.22,18.268,,,,,
SENSOR,1735855800,43,4.481,8.984,79.609,,,,,
SENSOR,1735855860,49,0.555,6.141,63.032,,,,,
SENSOR,1735855920,12,3.154,9.635,59.684,,,,,
SENSOR,1735855980,39,0.474,9.425,98.893,,,,,
SENSOR,1735856040,18,4.502,3.03,86.991,,,,,
SENSOR,1735856100,10,0.826,3.025,36.004,,,,,
SENSOR,1735856160,0,1.35,2.425,39.902,,,,,
SENSOR,1735856220,34,2.056,2.66,48.279,,,,,
SENSOR,1735856280,39,2.752,8.583,67.328,,,,,
SENSOR,1735856340,35,3.973,3.414,10.754,,,,,
SENSOR,1735856400,29,1.109,8.939,47.745,,,,,
SENSOR,1735856460,15,0.966,4.256,69.932,,,,,
SENSOR,1735856520,43,1.497,5.328,97.694,,,,,
SENSOR,1735856580,3,2.343,9.219,26.423,,,,,
SENSOR,1735856640,3,1.915,2.644,38.454,,,,,
SENSOR,1735856700,17,1.192,7.286,65.313,,,,,
SENSOR,1735856760,6,0.506,5.765,97.463,,,,,
SENSOR,1735856820,40,4.355,2.968,39.946,,,,,
SENSOR,1735856880,43,0.235,8.1,59.447,,,,,
SENSOR,1735856940,28,2.339,1.823,56.476,,,,,
SENSOR,1735857000,39,0.262,1.068,90.634,,,,,
SENSOR,1735857060,20,4.718,8.488,92.659,,,,,
SENSOR,1735857120,13,4.186,9.88,29.435,,,,,
SENSOR,1735857180,19,1.247,6.733,99.808,,,,,
SENSOR,1735857240,3,1.162,9.628,0.882,,,,,
SENSOR,1735857300,46,3.464,9.719,43.426,,,,,
SENSOR,1735857360,23,3.484,4.236,80.248,,,,,
SENSOR,1735857420,46,3.299,3.608,28.801,,,,,
SENSOR,1735857480,1,4.01,8.915,65.434,,,,,
SENSOR,1735857540,21,3.361,4.489,64.036,,,,,
SENSOR,1735857600,24,3.111,6.216,15.991,,,,,
SENSOR,1735857660,16,0.284,6.871,33.871,,,,,
SENSOR,1735857720,1,0.299,4.468,49.465,,,,,
SENSOR,1735857780,16,1.78,9.133,30.215,,,,,
SENSOR,1735857840,45,2.75,1.883,18.265,,,,,
SENSOR,1735857900,12,2.609,3.318,91.289,,,,,
SENSOR,1735857960,19,2.649,8.197,50.587,,,,,
SENSOR,1735858020,43,2.192,7.38,49.803,,,,,
SENSOR,1735858080,25,1.851,6.765,53.679,,,,,
SENSOR,1735858140,39,0.857,1.307,80.303,,,,,
SENSOR,1735858200,14,1.671,7.129,2.086,,,,,
SENSOR,1735858260,2,4.427,6.146,58.404,,,,,
SENSOR,1735858320,24,3.979,6.699,90.684,,,,,
SENSOR,1735858380,45,4.086,5.189,51.916,,,,,
SENSOR,1735858440,32,1.1,9.625,72.674,,,,,
SENSOR,1735858500,20,1.504,9.428,4.198,,,,,
SENSOR,1735858560,22,0.169,2.04,68.465,,,,,
SENSOR,1735858620,37,3.225,6.158,46.478,,,,,
SENSOR,1735858680,24,3.803,2.79,77.351,,,,,
