command,u,v,distance,install_cost,capacity,loss_factor,extra
EDGE,473,802,834,857,508,33,
EDGE,306,578,743,1398,2634,35,
EDGE,548,19,214,1192,2767,50,
EDGE,362,67,993,315,2347,1,
EDGE,347,384,642,1104,1409,36,
EDGE,620,398,192,1228,1007,50,
EDGE,769,315,723,1766,2626,45,
EDGE,32,278,424,187,4121,15,
EDGE,380,462,850,1957,2529,13,
EDGE,537,309,180,239,3115,50,
EDGE,38,796,207,1880,808,28,
EDGE,518,25,819,998,4146,9,
EDGE,194,348,946,1000,4339,19,
EDGE,794,335,147,1585,854,33,
EDGE,692,135,211,1493,349,29,
EDGE,396,730,886,1079,998,0,
EDGE,318,954,46,1417,4918,5,
EDGE,341,478,911,104,894,33,
EDGE,784,674,764,649,234,36,
EDGE,776,319,655,1837,1769,20,
EDGE,205,197,294,576,4410,20,
EDGE,791,451,688,250,2283,9,
EDGE,161,280,118,41,4634,32,
EDGE,104,211,556,727,4550,20,
EDGE,277,144,966,1452,2370,36,
EDGE,250,175,73,647,2824,34,
EDGE,454,51,134,69,3906,43,
EDGE,51,108,393,120,755,27,
EDGE,401,183,722,1230,4905,40,
EDGE,856,706,717,923,2963,19,
EDGE,340,837,203,1470,4420,5,
EDGE,997,944,774,1575,3864,36,
EDGE,134,95,833,1653,3886,6,
EDGE,466,317,701,1329,3862,30,
EDGE,237,970,230,304,2163,23,
EDGE,401,187,717,1888,2756,50,
EDGE,881,903,333,938,4043,1,
EDGE,66,486,116,729,3971,29,
EDGE,866,174,290,1582,2905,38,
EDGE,588,130,521,220,3373,45,
EDGE,815,109,334,1148,631,50,
EDGE,309,545,473,830,4887,26,
EDGE,244,635,250,1132,1352,30,
EDGE,393,67,349,436,4891,27,
EDGE,803,445,581,1622,2853,34,
EDGE,710,241,178,1367,688,47,
EDGE,953,728,588,1723,4036,7,
EDGE,606,610,475,676,4597,6,
EDGE,841,455,181,640,3374,4,
EDGE,612,111,702,1677,4935,49,
EDGE,839,388,336,1022,553,5,
EDGE,222,836,143,1827,4807,48,
EDGE,651,829,1,1560,1251,42,
EDGE,152,463,545,606,3244,39,
EDGE,591,457,201,431,2643,19,
EDGE,583,813,936,1401,2544,27,
EDGE,735,937,353,192,4823,0,
EDGE,626,522,414,1745,1094,18,
EDGE,63,378,923,1134,485,0,
EDGE,720,573,841,745,948,18,
EDGE,886,31,241,894,4884,25,
EDGE,640,325,729,793,3376,24,
EDGE,445,558,217,1366,1470,30,
EDGE,142,192,569,797,3001,26,
EDGE,157,295,894,1382,1078,8,
EDGE,11,73,664,42,1229,46,
EDGE,906,498,674,904,1162,5,
EDGE,140,657,826,861,3785,50,
EDGE,712,618,953,881,1522,29,
EDGE,521,434,566,1689,3736,24,
EDGE,363,231,191,879,110,36,
EDGE,510,867,749,494,4160,17,
EDGE,420,948,560,1190,3056,2,
EDGE,38,581,495,1453,3069,7,
EDGE,594,493,985,1424,705,9,
EDGE,747,748,540,1769,2339,29,
EDGE,529,80,536,1832,774,15,
EDGE,483,645,760,1369,689,43,
EDGE,648,552,818,1197,2609,39,
EDGE,54,925,352,1105,138,30,
EDGE,464,524,928,970,4751,46,
EDGE,339,431,362,1977,2463,18,
EDGE,171,36,712,1900,4945,47,
EDGE,311,744,804,1164,2183,3,
EDGE,644,484,593,356,4742,3,
EDGE,672,298,829,1520,273,18,
EDGE,496,84,130,1045,679,50,
EDGE,284,258,136,1271,2351,17,
EDGE,878,263,15,1528,963,38,
EDGE,178,931,606,1523,1288,42,
EDGE,457,378,828,369,2190,50,
EDGE,717,241,497,380,4370,2,
EDGE,351,86,991,307,4928,9,
EDGE,857,507,771,855,3188,15,
EDGE,676,450,744,1315,1420,13,
EDGE,591,751,863,716,495,41,
EDGE,270,773,840,247,480,10,
EDGE,475,408,488,627,3951,47,
EDGE,971,770,945,1100,1964,24,
EDGE,699,722,400,981,2201,9,
EDGE,543,891,446,34,2415,28,
EDGE,391,694,324,1979,4393,43,
EDGE,978,42,100,1889,4402,40,
EDGE,362,979,865,894,2283,21,
EDGE,276,273,822,211,2141,41,
EDGE,598,400,473,1593,2030,46,
EDGE,688,602,789,409,4309,21,
EDGE,693,706,185,651,4536,0,
EDGE,688,8,852,149,147,26,
EDGE,100,537,107,1413,3703,22,
EDGE,224,742,291,525,1631,2,
EDGE,24,634,95,126,4917,42,
EDGE,915,855,223,1956,4960,40,
EDGE,124,725,981,255,757,38,
EDGE,133,384,673,1574,4687,11,
EDGE,917,113,713,387,2125,18,
EDGE,478,676,959,165,3764,17,
EDGE,787,437,709,1860,2699,16,
EDGE,165,799,76,577,561,24,
EDGE,397,340,62,538,2218,11,
EDGE,451,71,504,1911,1693,39,
EDGE,402,182,661,1017,938,9,
EDGE,553,787,442,457,920,28,
EDGE,732,265,106,81,647,4,
EDGE,585,745,257,1601,3702,1,
EDGE,918,509,153,1347,57,2,
EDGE,680,399,273,320,2751,25,
EDGE,588,3,528,1459,4069,30,
EDGE,446,413,865,1500,624,34,
EDGE,231,3,394,1964,3999,7,
EDGE,580,548,958,745,2781,43,
EDGE,310,410,57,1304,792,23,
EDGE,547,873,984,706,709,29,
EDGE,778,784,297,1336,1713,11,
EDGE,567,40,991,796,1614,19,
EDGE,712,399,918,228,2993,31,
EDGE,86,906,648,906,1602,8,
EDGE,36,197,26,1484,4907,15,
EDGE,500,398,65,1633,4478,41,
EDGE,315,511,547,1986,3730,1,
EDGE,37,347,58,701,400,25,
EDGE,121,216,827,1349,4335,29,
EDGE,962,694,892,1800,4445,9,
EDGE,758,593,239,1904,640,2,
EDGE,753,144,501,1349,206,30,
EDGE,928,940,634,103,2038,44,
EDGE,664,133,15,362,459,19,
EDGE,840,812,100,944,1448,37,
EDGE,65,837,838,227,985,31,
EDGE,609,818,631,461,566,12,
EDGE,436,345,831,1721,3343,20,
EDGE,123,999,701,1189,4521,8,
EDGE,329,856,988,1634,1796,48,
EDGE,46,607,178,697,567,7,
EDGE,280,144,776,860,1426,44,
EDGE,378,566,169,908,2045,37,
EDGE,41,136,103,1630,3131,49,
EDGE,161,16,901,1007,711,0,
EDGE,7,183,949,192,4913,18,
EDGE,426,710,827,1632,3949,44,
EDGE,129,211,147,1320,2269,33,
EDGE,461,421,245,1931,1479,39,
EDGE,708,38,611,378,4145,39,
EDGE,973,90,643,1702,2517,22,
EDGE,428,4,572,492,1622,7,
EDGE,542,97,634,751,4471,32,
EDGE,224,475,789,1292,1754,17,
EDGE,54,198,116,1641,1272,43,
EDGE,864,991,934,981,4125,11,
EDGE,163,686,945,98,492,41,
EDGE,372,291,215,900,2109,21,
EDGE,631,824,912,1563,3762,2,
EDGE,106,758,54,1904,4452,11,
EDGE,161,804,30,1003,4268,7,
EDGE,72,916,241,1487,3693,37,
EDGE,593,333,430,417,2718,14,
EDGE,797,112,334,476,853,15,
EDGE,755,422,891,419,3126,14,
EDGE,75,482,600,1002,495,27,
EDGE,148,221,951,1258,3777,11,
EDGE,396,382,140,947,1640,40,
EDGE,367,998,277,424,2801,8,
EDGE,32,708,583,132,2348,8,
EDGE,113,872,477,949,3476,10,
EDGE,778,351,226,1825,2467,38,
EDGE,160,808,814,1316,1442,36,
EDGE,993,566,876,480,758,26,
EDGE,877,534,501,1775,1823,37,
EDGE,484,857,474,581,168,46,
EDGE,438,753,894,515,2080,20,
EDGE,444,593,228,1836,4897,9,
EDGE,935,587,920,20,3472,2,
EDGE,41,481,752,1584,4180,2,
EDGE,435,543,404,991,852,28,
EDGE,507,246,86,1153,151,44,
EDGE,749,416,973,456,1137,22,
EDGE,302,244,664,195,180,30,
EDGE,685,312,166,1450,3812,36,
EDGE,765,597,25,941,3849,49,
EDGE,141,895,721,840,1565,50,
EDGE,892,379,642,960,61,40,
EDGE,72,394,915,1424,2777,33,
EDGE,33,303,437,1551,2260,44,
EDGE,968,627,556,1188,1746,50,
EDGE,701,82,636,1813,2800,47,
EDGE,954,56,528,1946,3031,3,
EDGE,113,392,375,963,384,23,
EDGE,375,179,664,1154,598,35,
EDGE,726,792,210,293,2793,15,
EDGE,552,116,665,989,4802,44,
EDGE,214,771,763,1568,1896,20,
EDGE,361,919,274,1041,3514,17,
EDGE,55,64,382,717,3756,31,
EDGE,513,539,850,261,3901,45,
EDGE,544,694,846,1101,2444,28,
EDGE,635,376,820,1388,587,12,
EDGE,913,905,469,188,706,25,
EDGE,919,183,296,1972,680,6,
EDGE,168,282,115,1437,1262,31,
EDGE,154,895,210,1076,235,18,
EDGE,426,992,699,1118,1131,30,
EDGE,355,430,455,1520,225,18,
EDGE,193,64,23,1795,1953,33,
EDGE,660,343,422,1195,2858,41,
EDGE,661,805,335,1005,4910,42,
EDGE,713,542,863,1133,3697,29,
EDGE,311,580,136,1849,2560,10,
EDGE,808,266,233,1001,3096,18,
EDGE,788,865,49,313,2942,18,
EDGE,466,979,171,1276,1367,45,
EDGE,548,292,187,369,1307,10,
EDGE,243,119,43,658,4756,8,
EDGE,451,266,379,387,1730,35,
EDGE,724,35,682,659,2866,9,
EDGE,381,459,553,342,4421,19,
EDGE,124,942,26,838,4141,49,
EDGE,148,970,470,1910,2673,9,
EDGE,4,993,757,1128,4206,21,
EDGE,662,722,303,980,2424,48,
EDGE,587,682,151,1647,4680,46,
EDGE,928,944,453,703,970,46,
EDGE,490,921,42,295,4563,7,
EDGE,315,25,412,1274,1855,28,
EDGE,365,94,335,122,1648,37,
EDGE,539,227,801,1926,2326,12,
EDGE,23,85,552,1749,3699,43,
EDGE,687,980,90,1058,3281,12,
EDGE,502,325,618,1249,4240,3,
EDGE,930,682,370,824,1261,45,
EDGE,874,437,379,800,3104,0,
EDGE,291,353,360,640,3700,35,
EDGE,89,220,746,1828,3689,47,
EDGE,425,822,454,601,1391,46,
EDGE,993,919,435,1502,3443,8,
EDGE,855,601,613,186,1226,13,
EDGE,310,486,889,1085,2797,4,
EDGE,955,983,605,1558,3128,5,
EDGE,6,419,655,1882,2289,26,
EDGE,179,569,474,1464,4702,48,
EDGE,936,140,205,390,3177,18,
EDGE,567,502,44,1695,2523,37,
EDGE,311,505,573,1525,3846,14,
EDGE,27,810,3,325,2201,19,
EDGE,978,655,855,1313,3921,7,
EDGE,669,681,915,599,3467,11,
EDGE,503,928,705,1330,2054,1,
EDGE,122,783,284,1019,596,38,
EDGE,763,370,596,994,4683,27,
EDGE,889,264,644,1414,3949,44,
EDGE,837,122,383,1059,4762,1,
EDGE,865,265,167,1201,529,9,
EDGE,327,472,900,1429,1159,22,
EDGE,167,54,280,749,3486,40,
EDGE,933,978,365,109,2424,18,
EDGE,542,654,959,167,4259,12,
EDGE,784,643,188,1576,824,38,
EDGE,770,171,557,670,2640,43,
EDGE,819,308,278,1413,3019,6,
EDGE,547,593,361,1696,1227,0,
EDGE,140,530,289,773,4022,26,
EDGE,348,943,933,343,889,13,
EDGE,158,515,227,1713,1593,50,
EDGE,918,572,629,1422,4356,34,
EDGE,729,564,720,1558,983,26,
EDGE,471,938,79,248,1125,1,
EDGE,491,356,320,1425,3020,8,
EDGE,836,452,912,1233,4335,48,
EDGE,993,350,177,1463,2545,1,
EDGE,762,834,122,465,1104,44,
EDGE,145,704,233,639,1076,13,
EDGE,133,80,436,1424,965,4,
EDGE,19,793,496,1561,3582,2,
EDGE,201,110,34,1634,4256,37,
EDGE,60,480,122,1870,2122,2,
EDGE,67,308,684,31,840,50,
EDGE,126,942,617,430,4863,12,
EDGE,189,686,360,69,793,9,
EDGE,866,764,965,578,4799,22,
EDGE,360,164,876,1035,2031,32,
EDGE,583,69,102,1688,4786,48,
EDGE,14,541,223,1475,1619,18,
EDGE,175,923,773,1110,85,46,
EDGE,101,946,220,1895,4180,45,
EDGE,486,375,715,1217,1566,28,
EDGE,689,980,110,380,2956,24,
EDGE,434,219,527,476,3388,7,
EDGE,779,321,127,964,953,33,
EDGE,139,507,781,749,2411,35,
EDGE,739,41,85,681,4094,7,
EDGE,394,290,468,1239,2605,43,
EDGE,999,861,455,472,4587,26,
EDGE,297,875,439,396,620,30,
EDGE,961,695,377,377,154,43,
EDGE,503,688,108,821,3638,33,
EDGE,674,692,88,254,1224,25,
EDGE,410,711,605,218,1432,4,
EDGE,372,998,204,703,1690,38,
EDGE,864,413,126,486,3529,46,
EDGE,511,285,784,1471,4817,37,
EDGE,279,774,809,1650,3328,22,
EDGE,487,682,618,1955,3363,31,
EDGE,523,285,151,1582,3774,6,
EDGE,125,256,502,1028,1940,40,
EDGE,965,137,31,213,482,4,
EDGE,510,694,28,2000,1517,24,
EDGE,619,695,335,322,2530,39,
EDGE,638,98,779,166,4309,49,
EDGE,504,811,478,423,2454,42,
EDGE,509,502,517,545,4493,21,
EDGE,828,880,554,1129,194,48,
EDGE,32,440,902,1883,1025,24,
EDGE,460,322,874,780,3675,29,
EDGE,36,33,182,1150,2532,45,
EDGE,168,503,442,285,2609,45,
EDGE,398,499,783,234,4710,43,
EDGE,502,675,568,1413,4468,36,
EDGE,481,487,576,1759,1330,32,
EDGE,57,400,270,1023,4891,24,
EDGE,631,692,362,1579,2380,20,
EDGE,62,28,605,102,1100,23,
EDGE,357,828,760,1205,270,48,
EDGE,912,640,350,789,847,27,
EDGE,353,365,422,729,512,42,
EDGE,250,253,241,1337,2606,37,
EDGE,86,932,705,144,2547,7,
EDGE,345,173,21,1112,2721,2,
EDGE,471,673,885,875,4703,32,
EDGE,923,431,274,51,3897,37,
EDGE,22,324,387,1178,3247,20,
EDGE,586,100,828,1010,869,44,
EDGE,691,210,345,1027,4168,48,
EDGE,683,347,171,1269,2503,23,
EDGE,992,446,207,1027,667,34,
EDGE,219,294,272,107,2485,36,
EDGE,411,823,232,1289,803,45,
EDGE,864,592,98,1222,2809,17,
EDGE,68,580,821,1097,3943,27,
EDGE,214,355,815,167,2522,32,
EDGE,823,307,444,1368,4473,20,
EDGE,204,424,412,524,4271,29,
EDGE,687,781,561,379,202,40,
EDGE,720,528,884,392,4775,31,
EDGE,218,676,986,1697,3878,17,
EDGE,959,653,546,1666,3603,36,
EDGE,744,641,62,1079,1693,23,
EDGE,473,151,247,318,2509,27,
EDGE,420,326,881,1710,577,40,
EDGE,208,866,423,556,2401,41,
EDGE,164,262,704,1241,1984,25,
EDGE,244,116,154,403,276,15,
EDGE,816,847,318,960,4026,35,
EDGE,446,432,663,1864,353,12,
EDGE,163,279,140,69,2166,50,
EDGE,822,284,675,1137,1491,41,
EDGE,872,43,987,1489,4030,50,
EDGE,20,56,881,1846,737,20,
EDGE,616,305,888,140,3384,23,
EDGE,687,673,907,194,3301,46,
EDGE,862,143,242,239,4727,47,
EDGE,512,955,124,1078,4804,49,
EDGE,953,537,258,1026,789,15,
EDGE,614,125,792,1662,2617,21,
EDGE,852,598,755,808,1982,27,
EDGE,223,147,110,368,1803,17,
EDGE,450,418,261,1777,4879,3,
EDGE,502,546,384,1442,975,20,
EDGE,558,433,487,1408,2068,17,
EDGE,900,803,960,306,3023,30,
EDGE,732,376,842,641,222,41,
EDGE,990,926,621,81,497,44,
EDGE,939,807,688,500,2122,35,
EDGE,393,316,655,1972,3022,43,
EDGE,124,547,888,494,3674,24,
EDGE,8,931,984,814,2143,19,
EDGE,92,958,843,1559,1978,19,
EDGE,215,880,912,338,3645,40,
EDGE,324,900,832,1580,3378,50,
EDGE,34,280,888,174,4077,30,
EDGE,754,422,949,1732,2775,45,
EDGE,432,897,941,1689,872,10,
EDGE,715,267,519,145,2932,26,
EDGE,616,746,833,1131,2726,29,
EDGE,711,28,781,116,1555,40,
EDGE,454,810,657,288,75,25,
EDGE,204,643,313,652,4767,5,
EDGE,113,161,256,1067,1115,38,
EDGE,702,420,812,1933,2666,28,
EDGE,489,894,753,283,2185,11,
EDGE,703,607,847,680,2358,12,
EDGE,86,424,377,382,3273,24,
EDGE,967,854,906,1178,1888,1,
EDGE,970,23,946,1153,1923,5,
EDGE,997,473,204,546,1432,3,
EDGE,410,632,440,1239,2181,9,
EDGE,91,981,377,358,4696,7,
EDGE,14,735,539,901,3766,43,
EDGE,506,121,230,1471,1714,12,
EDGE,968,882,833,1611,2230,18,
EDGE,764,506,392,276,3583,13,
EDGE,614,220,844,589,1601,26,
EDGE,184,418,812,308,285,18,
EDGE,999,268,242,1275,3744,15,
EDGE,378,596,701,1335,3803,5,
EDGE,10,480,137,1794,2698,44,
EDGE,407,703,218,1470,3191,45,
EDGE,433,753,612,534,648,6,
EDGE,570,60,54,691,1973,30,
EDGE,930,362,621,1933,4950,45,
EDGE,766,829,47,20,2127,32,
EDGE,634,390,310,818,3088,8,
EDGE,991,913,573,94,4805,11,
EDGE,266,173,516,1019,2828,29,
EDGE,135,91,325,1464,4395,27,
EDGE,145,266,120,651,411,8,
EDGE,511,892,997,1719,2351,47,
EDGE,369,948,441,589,2206,39,
EDGE,849,779,949,550,4285,20,
EDGE,446,914,169,656,4074,48,
EDGE,972,154,570,1757,3654,3,
EDGE,193,152,56,480,1550,2,
EDGE,481,266,168,1455,3876,27,
EDGE,118,916,950,1023,384,28,
EDGE,365,726,575,1003,3799,31,
EDGE,115,866,738,1785,1262,7,
EDGE,357,95,209,1788,2377,11,
EDGE,854,172,768,1051,2284,36,
EDGE,912,679,600,444,4830,0,
EDGE,538,785,585,379,3461,4,
EDGE,252,786,511,1396,822,21,
EDGE,26,291,698,1403,1049,25,
EDGE,382,604,952,1958,918,20,
EDGE,157,29,84,952,3980,29,
EDGE,643,978,276,1226,97,21,
EDGE,993,44,672,1284,3761,20,
EDGE,970,749,752,1867,4712,8,
EDGE,216,883,50,1651,2367,20,
EDGE,817,56,762,154,4532,38,
EDGE,390,94,409,532,1508,15,
EDGE,988,789,887,826,780,1,
EDGE,872,213,167,805,3346,18,
EDGE,662,770,978,1349,1312,7,
EDGE,305,502,821,895,2590,43,
EDGE,617,134,368,1372,837,23,
EDGE,524,204,502,922,3229,30,
EDGE,274,576,615,876,789,48,
EDGE,432,830,378,1267,1576,27,
EDGE,645,436,96,92,4255,21,
EDGE,996,474,693,469,1320,31,
EDGE,539,644,663,1084,737,18,
EDGE,479,447,82,1867,3962,19,
EDGE,152,130,701,1859,2510,15,
EDGE,535,437,303,1174,440,35,
EDGE,78,939,47,1061,931,32,
EDGE,435,422,97,961,4706,16,
EDGE,363,260,600,177,4174,1,
EDGE,116,758,678,957,1520,50,
EDGE,186,863,403,102,732,26,
EDGE,897,721,305,652,4860,46,
EDGE,465,775,687,931,2221,21,
EDGE,989,940,893,1668,1583,13,
EDGE,189,80,765,1247,2174,43,
EDGE,108,444,548,46,97,25,
EDGE,119,13,176,1353,3958,29,
EDGE,708,414,890,1357,4980,46,
EDGE,498,310,634,1675,3005,44,
EDGE,689,986,707,1392,3285,19,
EDGE,89,128,139,38,1613,7,
EDGE,835,16,713,1997,1591,1,
EDGE,214,492,665,307,2030,27,
EDGE,862,641,879,1627,4462,12,
EDGE,88,308,789,959,1263,30,
EDGE,432,22,120,350,1298,47,
EDGE,719,455,987,1003,3912,1,
EDGE,880,460,600,506,1699,18,
EDGE,583,849,854,812,467,21,
EDGE,8,105,646,1745,3587,26,
EDGE,868,507,755,1195,4931,46,
EDGE,567,297,38,1008,3324,31,
EDGE,525,605,743,1262,4046,14,
EDGE,731,62,541,48,3507,36,
EDGE,323,566,66,558,3467,30,
EDGE,119,506,638,1932,2890,28,
EDGE,714,446,22,340,2409,46,
EDGE,196,480,353,907,1951,32,
EDGE,224,601,931,1412,2828,38,
EDGE,873,862,733,1355,3887,8,
EDGE,904,300,741,1466,3247,26,
EDGE,853,963,690,1346,3001,50,
EDGE,483,818,995,1739,1377,39,
EDGE,212,289,708,1544,756,42,
EDGE,494,132,178,418,1330,38,
EDGE,503,103,813,861,4094,19,
EDGE,240,214,571,106,198,22,
EDGE,902,267,366,1396,1349,11,
EDGE,847,880,916,1041,311,4,
EDGE,345,440,117,1274,1907,7,
EDGE,575,229,499,538,2837,50,
EDGE,363,787,48,1587,4613,17,
EDGE,917,154,874,1423,4272,38,
EDGE,685,106,724,113,3636,29,
EDGE,985,861,774,237,917,50,
EDGE,625,624,801,1767,884,35,
EDGE,42,519,108,352,1017,13,
EDGE,932,370,161,1501,2443,45,
EDGE,452,780,519,1030,863,9,
EDGE,662,372,343,1687,1178,7,
EDGE,868,206,450,1995,3455,49,
EDGE,787,6,252,1719,3930,21,
EDGE,293,517,176,184,2229,23,
EDGE,732,772,425,748,2060,9,
EDGE,771,772,543,873,1919,8,
EDGE,821,439,424,1890,3403,29,
EDGE,974,872,529,1637,3013,1,
EDGE,453,149,789,30,4288,4,
EDGE,86,346,323,832,1396,27,
EDGE,62,402,778,85,1286,36,
EDGE,59,646,731,1646,4308,18,
EDGE,429,411,908,1404,4585,19,
EDGE,738,760,322,1872,2869,0,
EDGE,846,286,922,1090,1253,44,
EDGE,413,456,660,430,4509,39,
EDGE,807,633,668,915,2878,50,
EDGE,664,414,795,414,2520,5,
EDGE,37,550,343,808,1082,33,
EDGE,553,290,219,200,4241,35,
EDGE,319,533,349,1560,1360,1,
EDGE,28,911,816,1115,4903,16,
EDGE,247,852,793,632,3513,32,
EDGE,113,749,62,1733,3105,16,
EDGE,642,519,363,263,441,48,
EDGE,666,963,128,929,2490,36,
EDGE,754,5,465,704,1984,47,
EDGE,595,579,732,1841,4418,38,
EDGE,239,358,307,592,4742,43,
EDGE,143,731,387,1074,2078,6,
EDGE,335,528,597,404,3009,29,
EDGE,100,150,729,881,3425,5,
EDGE,94,63,436,1829,1115,30,
EDGE,219,456,80,766,4361,25,
EDGE,602,572,532,1605,3284,16,
EDGE,598,510,652,877,3655,44,
EDGE,953,970,502,1508,3465,10,
EDGE,147,517,131,1002,3799,8,
EDGE,991,721,526,1777,4384,7,
EDGE,711,217,467,979,317,47,
EDGE,160,966,573,766,1022,38,
EDGE,872,418,113,257,3077,36,
EDGE,296,41,536,323,1014,23,
EDGE,312,383,311,612,4030,1,
EDGE,810,146,146,1615,4880,26,
EDGE,49,959,916,634,2372,13,
EDGE,187,838,758,1011,67,7,
EDGE,560,357,70,1792,416,26,
EDGE,492,586,318,1168,3755,21,
EDGE,800,386,487,1718,1137,48,
EDGE,141,516,652,953,3735,42,
EDGE,459,152,888,1500,2714,5,
EDGE,819,639,681,1287,3405,24,
EDGE,238,921,405,704,4481,2,
EDGE,981,686,912,917,2322,41,
EDGE,90,886,170,1458,253,36,
EDGE,645,815,791,1458,2580,35,
EDGE,660,126,660,1155,747,12,
EDGE,978,633,555,1191,483,36,
EDGE,534,193,769,984,4167,1,
EDGE,123,674,959,1099,1522,1,
EDGE,281,805,211,512,4797,28,
EDGE,86,826,547,1252,2674,25,
EDGE,603,46,504,1775,240,21,
EDGE,447,184,425,59,4374,20,
EDGE,391,263,94,244,863,34,
EDGE,172,292,148,384,2143,49,
EDGE,91,157,315,1960,3386,43,
EDGE,173,60,630,1978,2714,11,
EDGE,27,730,60,620,3244,6,
EDGE,327,145,423,1838,2705,16,
EDGE,384,964,848,1852,1040,3,
EDGE,207,245,771,1232,4850,15,
EDGE,504,520,771,1043,3204,7,
EDGE,275,62,326,961,4581,26,
EDGE,67,495,30,844,1964,1,
EDGE,275,567,987,1210,881,15,
EDGE,781,568,668,1618,1078,19,
EDGE,581,416,457,181,4149,13,
EDGE,801,991,146,774,4477,10,
EDGE,800,251,551,1960,3521,35,
EDGE,462,42,2,1674,3856,39,
EDGE,296,668,996,352,54,3,
EDGE,955,943,494,569,4947,16,
EDGE,859,696,390,729,1792,37,
EDGE,860,522,289,103,1372,47,
EDGE,546,576,72,625,784,25,
EDGE,715,125,851,296,4608,17,
EDGE,899,442,216,1260,4185,20,
EDGE,905,698,969,711,2191,48,
EDGE,724,463,280,513,2684,21,
EDGE,215,470,983,1237,2740,1,
EDGE,935,708,137,1333,66,38,
EDGE,487,4,924,29,1471,26,
EDGE,569,916,714,1450,4055,48,
EDGE,402,551,84,1622,685,34,
EDGE,31,913,853,1681,3696,43,
EDGE,126,361,996,1674,3133,38,
EDGE,366,396,182,1728,119,7,
EDGE,473,379,959,405,3691,0,
EDGE,226,760,21,1563,2353,43,
EDGE,943,726,367,402,787,39,
EDGE,640,310,828,1480,1861,14,
EDGE,505,990,372,85,2349,31,
EDGE,926,720,724,1251,1762,0,
EDGE,200,840,654,821,958,17,
EDGE,582,512,506,359,4570,12,
EDGE,675,756,580,1386,4989,36,
EDGE,179,66,603,272,582,8,
EDGE,265,955,584,1762,1917,33,
EDGE,746,801,281,402,239,44,
EDGE,694,545,630,527,4638,29,
EDGE,2,960,438,1322,474,20,
EDGE,442,864,417,571,1047,43,
EDGE,530,477,508,750,4287,48,
EDGE,44,905,739,469,434,17,
EDGE,940,430,546,929,2640,0,
EDGE,401,199,343,177,4734,1,
EDGE,755,231,707,877,659,15,
EDGE,201,168,338,646,564,40,
EDGE,640,99,29,992,3588,1,
EDGE,606,816,642,1925,2788,16,
EDGE,253,110,485,498,2841,3,
EDGE,841,341,533,1636,1989,4,
EDGE,794,614,635,908,833,40,
EDGE,457,592,128,185,547,2,
EDGE,386,320,912,1746,582,50,
EDGE,130,63,942,1653,3670,3,
EDGE,308,625,642,894,588,6,
EDGE,693,57,573,116,2465,24,
EDGE,411,98,633,1550,3417,14,
EDGE,885,613,807,1361,136,29,
EDGE,393,475,815,886,879,21,
EDGE,666,960,692,1613,262,29,
EDGE,529,336,602,404,934,6,
EDGE,12,609,731,148,4906,50,
EDGE,860,198,927,1183,1082,40,
EDGE,521,262,364,872,3993,46,
EDGE,635,455,191,507,1177,2,
EDGE,61,130,320,1207,3620,32,
EDGE,982,667,773,742,2599,37,
EDGE,906,554,795,308,1257,30,
EDGE,316,617,352,606,3071,0,
EDGE,530,600,674,1399,1234,3,
EDGE,243,519,839,1720,4633,3,
EDGE,432,352,201,420,1698,50,
EDGE,70,349,194,1377,3947,44,
EDGE,708,478,615,1428,2762,37,
EDGE,579,986,344,1271,2504,26,
EDGE,336,166,108,940,395,31,
EDGE,224,942,4,1318,1877,44,
EDGE,235,477,639,446,2008,30,
EDGE,752,786,976,1678,2765,47,
EDGE,384,210,410,387,105,23,
EDGE,10,75,367,71,4594,7,
EDGE,145,297,451,408,4847,48,
EDGE,368,44,999,70,1681,12,
EDGE,290,178,225,1823,2196,46,
EDGE,178,347,868,1145,2064,11,
EDGE,200,22,181,1736,2194,6,
EDGE,21,851,694,291,3154,41,
EDGE,806,906,114,703,1772,19,
EDGE,467,245,379,1667,3100,42,
EDGE,175,963,540,1646,3603,45,
EDGE,66,121,148,1817,1121,50,
EDGE,194,196,546,784,3115,20,
EDGE,613,439,652,510,428,48,
EDGE,630,601,194,1759,4436,18,
EDGE,808,152,336,516,486,40,
EDGE,814,286,894,268,4213,37,
EDGE,907,500,215,1499,716,50,
EDGE,481,809,680,1269,581,10,
EDGE,520,397,770,1817,4221,23,
EDGE,510,531,476,376,2686,45,
EDGE,382,538,712,999,4103,30,
EDGE,274,595,411,1316,4833,41,
EDGE,37,212,225,1842,1712,28,
EDGE,883,240,406,457,2556,27,
EDGE,910,386,586,331,3114,16,
EDGE,563,86,138,1549,738,18,
EDGE,455,531,361,481,4833,2,
EDGE,476,524,637,698,3540,28,
EDGE,478,442,419,762,4125,20,
EDGE,279,391,26,377,3668,14,
EDGE,271,660,78,745,725,18,
EDGE,862,513,526,1129,690,50,
EDGE,283,948,234,211,1021,4,
EDGE,368,39,560,420,2784,12,
EDGE,691,337,257,629,2298,12,
EDGE,722,618,142,1761,4499,16,
EDGE,8,788,307,587,2889,50,
EDGE,413,968,416,1693,4800,48,
EDGE,671,12,484,1349,4249,48,
EDGE,974,152,887,824,1914,14,
EDGE,740,767,215,981,1964,33,
EDGE,601,804,566,1561,3889,46,
EDGE,833,472,349,1631,753,20,
EDGE,866,192,440,1587,3471,13,
