edge_id,farm_a_id,farm_b_id,farm_a_x,farm_a_y,farm_b_x,farm_b_y,terrain_a,terrain_b,distance_km,terrain_cost,total_cost
3413,FARM042,FARM082,1.968,6.289,0.884,4.027,hilly,flat,2.508,1.3,3.26
3414,FARM061,FARM110,4.678,1.955,9.079,8.171,hilly,flat,7.616,1.3,9.901
3415,FARM105,FARM118,1.213,0.62,9.798,7.097,rocky,flat,10.754,1.8,19.357
3416,FARM117,FARM046,7.768,3.671,6.668,8.761,hilly,hilly,5.208,1.6,8.333
3417,FARM148,FARM026,7.953,8.942,7.255,6.392,flat,flat,2.644,1.0,2.644
3418,FARM138,FARM011,5.872,8.96,5.087,8.117,flat,flat,1.152,1.0,1.152
3419,FARM015,FARM150,9.246,9.593,5.249,4.041,rocky,flat,6.841,1.8,12.314
3420,FARM013,FARM136,7.619,7.707,2.443,8.183,rocky,rocky,5.198,2.6,13.515
3421,FARM130,FARM078,2.703,9.67,8.828,5.268,flat,rocky,7.543,1.8,13.577
3422,FARM018,FARM004,3.098,8.994,6.275,0.291,flat,rocky,9.265,1.8,16.677
3423,FARM073,FARM032,1.586,7.0,6.935,7.114,hilly,flat,5.35,1.3,6.955
3424,FARM033,FARM086,5.158,6.677,7.676,0.413,rocky,rocky,6.751,2.6,17.553
3425,FARM047,FARM092,5.573,0.703,9.801,4.129,flat,flat,5.442,1.0,5.442
3426,FARM070,FARM055,8.454,0.352,5.939,9.306,hilly,hilly,9.301,1.6,14.882
3427,FARM075,FARM103,2.567,4.497,0.01,1.376,flat,flat,4.035,1.0,4.035
3428,FARM108,FARM077,0.637,4.748,6.966,9.01,flat,hilly,7.63,1.3,9.919
3429,FARM018,FARM089,6.047,6.511,0.271,4.765,rocky,hilly,6.034,2.1,12.671
3430,FARM127,FARM123,3.304,3.986,1.776,2.683,hilly,rocky,2.008,2.1,4.217
3431,FARM041,FARM078,3.369,2.603,4.762,2.673,hilly,rocky,1.395,2.1,2.929
3432,FARM055,FARM077,3.731,6.675,0.429,2.841,rocky,hilly,5.06,2.1,10.626
3433,FARM011,FARM092,1.335,7.406,2.444,5.071,rocky,rocky,2.585,2.6,6.721
3434,FARM142,FARM143,4.919,0.595,0.329,0.282,hilly,hilly,4.601,1.6,7.362
3435,FARM110,FARM122,5.559,3.92,5.896,0.458,hilly,rocky,3.478,2.1,7.304
3436,FARM106,FARM141,4.068,2.216,2.151,2.554,hilly,hilly,1.947,1.6,3.115
3437,FARM099,FARM014,2.58,4.382,8.211,4.297,hilly,hilly,5.632,1.6,9.011
3438,FARM097,FARM035,0.955,4.008,2.981,7.002,hilly,rocky,3.615,2.1,7.592
3439,FARM082,FARM055,8.184,1.569,6.296,7.768,rocky,hilly,6.48,2.1,13.608
3440,FARM023,FARM041,0.482,8.124,6.865,0.973,flat,rocky,9.585,1.8,17.253
3441,FARM074,FARM131,4.605,3.181,6.893,9.758,rocky,rocky,6.964,2.6,18.106
3442,FARM141,FARM025,0.552,5.242,5.008,6.582,flat,flat,4.653,1.0,4.653
3443,FARM018,FARM045,9.702,4.447,0.873,5.985,hilly,hilly,8.962,1.6,14.339
3444,FARM011,FARM067,3.962,8.071,5.338,1.332,rocky,flat,6.878,1.8,12.38
3445,FARM002,FARM074,5.543,5.016,8.505,2.522,flat,hilly,3.872,1.3,5.034
3446,FARM033,FARM082,2.295,1.179,1.875,4.248,rocky,hilly,3.098,2.1,6.506
3447,FARM137,FARM106,3.0,7.463,5.956,9.304,hilly,rocky,3.482,2.1,7.312
3448,FARM058,FARM045,7.766,8.491,6.578,3.38,hilly,hilly,5.247,1.6,8.395
3449,FARM045,FARM137,6.5,3.413,2.375,8.253,flat,rocky,6.359,1.8,11.446
3450,FARM116,FARM065,9.685,8.742,5.308,0.775,rocky,hilly,9.09,2.1,19.089
3451,FARM001,FARM024,6.687,7.338,1.751,6.89,flat,rocky,4.956,1.8,8.921
3452,FARM011,FARM016,7.8,4.785,5.313,8.801,rocky,hilly,4.724,2.1,9.92
3453,FARM062,FARM034,8.411,7.053,5.854,9.581,rocky,rocky,3.596,2.6,9.35
3454,FARM110,FARM014,7.156,2.31,1.796,1.048,flat,rocky,5.507,1.8,9.913
3455,FARM043,FARM002,3.004,3.064,0.949,1.346,rocky,flat,2.679,1.8,4.822
3456,FARM132,FARM130,5.925,3.702,9.822,4.571,flat,rocky,3.993,1.8,7.187
3457,FARM074,FARM081,6.804,3.519,2.51,0.581,flat,flat,5.203,1.0,5.203
3458,FARM049,FARM011,8.277,5.478,9.013,5.108,flat,flat,0.824,1.0,0.824
3459,FARM093,FARM015,4.18,2.11,0.543,9.039,rocky,rocky,7.826,2.6,20.348
3460,FARM039,FARM007,4.019,4.29,0.74,7.579,rocky,hilly,4.644,2.1,9.752
3461,FARM045,FARM035,2.254,6.27,6.621,4.243,hilly,rocky,4.815,2.1,10.112
3462,FARM101,FARM025,1.953,9.978,7.231,3.432,flat,rocky,8.409,1.8,15.136
3463,FARM038,FARM137,0.063,4.434,2.2,2.586,rocky,hilly,2.825,2.1,5.933
3464,FARM012,FARM052,8.921,3.074,6.468,0.419,rocky,rocky,3.615,2.6,9.399
3465,FARM099,FARM122,2.392,1.75,5.018,6.053,flat,hilly,5.041,1.3,6.553
3466,FARM140,FARM132,0.166,7.305,4.957,1.578,flat,flat,7.467,1.0,7.467
3467,FARM065,FARM121,1.697,0.241,5.785,4.791,hilly,rocky,6.117,2.1,12.846
3468,FARM067,FARM029,7.192,0.037,9.247,2.252,rocky,hilly,3.021,2.1,6.344
3469,FARM033,FARM074,0.268,9.71,1.606,3.435,flat,rocky,6.416,1.8,11.549
3470,FARM036,FARM002,3.948,4.908,8.259,7.576,rocky,hilly,5.07,2.1,10.647
3471,FARM021,FARM072,7.448,0.902,7.983,6.901,rocky,flat,6.023,1.8,10.841
3472,FARM042,FARM053,7.63,3.819,4.767,3.666,flat,flat,2.867,1.0,2.867
3473,FARM108,FARM089,7.421,2.388,2.426,4.226,flat,rocky,5.322,1.8,9.58
3474,FARM034,FARM080,7.919,4.68,1.652,3.492,flat,rocky,6.379,1.8,11.482
3475,FARM046,FARM144,2.957,2.518,4.773,5.636,hilly,rocky,3.608,2.1,7.577
3476,FARM039,FARM135,6.334,0.834,6.0,8.617,flat,hilly,7.79,1.3,10.127
3477,FARM119,FARM068,2.746,7.43,4.047,4.166,hilly,hilly,3.514,1.6,5.622
3478,FARM045,FARM047,2.283,9.062,4.911,7.05,hilly,flat,3.31,1.3,4.303
3479,FARM135,FARM067,8.214,4.882,9.194,0.446,flat,flat,4.543,1.0,4.543
3480,FARM011,FARM100,3.341,8.141,8.099,3.498,rocky,rocky,6.648,2.6,17.285
3481,FARM009,FARM050,9.843,3.331,2.944,4.099,rocky,rocky,6.942,2.6,18.049
3482,FARM065,FARM038,0.014,8.89,5.931,0.765,flat,rocky,10.051,1.8,18.092
3483,FARM101,FARM053,6.501,2.707,5.348,9.612,hilly,hilly,7.001,1.6,11.202
3484,FARM003,FARM076,8.659,7.068,3.574,1.259,hilly,hilly,7.72,1.6,12.352
3485,FARM139,FARM149,1.495,3.2,2.148,7.881,flat,flat,4.726,1.0,4.726
3486,FARM134,FARM061,5.472,5.932,8.688,7.847,hilly,rocky,3.743,2.1,7.86
3487,FARM070,FARM024,9.133,2.64,6.321,7.62,rocky,rocky,5.719,2.6,14.869
3488,FARM035,FARM015,6.601,3.254,8.806,1.021,flat,hilly,3.138,1.3,4.079
3489,FARM035,FARM104,2.019,2.889,5.774,3.613,hilly,rocky,3.824,2.1,8.03
3490,FARM047,FARM001,6.07,5.691,1.6,8.287,flat,flat,5.169,1.0,5.169
3491,FARM093,FARM124,2.369,5.892,0.224,9.161,flat,rocky,3.91,1.8,7.038
3492,FARM139,FARM044,9.799,2.952,7.056,8.774,hilly,hilly,6.436,1.6,10.298
3493,FARM017,FARM102,2.594,8.76,1.869,7.581,flat,flat,1.384,1.0,1.384
3494,FARM069,FARM127,3.669,4.374,8.768,0.543,flat,hilly,6.378,1.3,8.291
3495,FARM090,FARM028,0.767,1.993,2.54,8.7,rocky,rocky,6.937,2.6,18.036
3496,FARM043,FARM049,0.313,4.554,6.34,8.322,rocky,hilly,7.108,2.1,14.927
3497,FARM107,FARM107,2.945,4.669,8.555,9.374,hilly,flat,7.322,1.3,9.519
3498,FARM012,FARM062,8.541,4.504,3.149,8.712,flat,flat,6.84,1.0,6.84
3499,FARM040,FARM136,0.971,2.437,6.167,9.368,rocky,hilly,8.662,2.1,18.19
3500,FARM119,FARM139,2.481,9.055,6.306,2.081,rocky,flat,7.954,1.8,14.317
3501,FARM099,FARM142,3.622,8.494,0.265,7.957,hilly,hilly,3.4,1.6,5.44
3502,FARM026,FARM084,4.413,3.289,0.541,8.018,flat,hilly,6.112,1.3,7.946
3503,FARM066,FARM108,6.566,3.949,2.195,4.538,hilly,rocky,4.411,2.1,9.263
3504,FARM116,FARM003,3.932,9.125,0.437,5.378,hilly,rocky,5.124,2.1,10.76
3505,FARM118,FARM033,8.876,1.771,3.278,7.529,flat,flat,8.031,1.0,8.031
3506,FARM023,FARM136,9.842,1.451,6.305,1.728,flat,flat,3.548,1.0,3.548
3507,FARM006,FARM037,9.727,8.291,1.219,4.972,hilly,hilly,9.132,1.6,14.611
3508,FARM005,FARM089,9.809,3.14,5.942,5.149,rocky,hilly,4.358,2.1,9.152
3509,FARM124,FARM149,4.863,4.968,1.549,7.957,flat,hilly,4.463,1.3,5.802
3510,FARM146,FARM072,9.872,8.564,9.733,3.083,flat,flat,5.483,1.0,5.483
3511,FARM063,FARM001,4.145,9.409,9.564,9.584,hilly,hilly,5.422,1.6,8.675
3512,FARM001,FARM134,9.624,4.024,6.025,2.497,hilly,flat,3.91,1.3,5.083
3513,FARM078,FARM062,4.226,3.963,8.218,1.304,flat,hilly,4.796,1.3,6.235
3514,FARM076,FARM092,8.946,6.392,2.659,3.418,rocky,flat,6.955,1.8,12.519
3515,FARM029,FARM146,4.393,0.089,1.919,5.264,flat,rocky,5.736,1.8,10.325
3516,FARM111,FARM088,8.586,5.617,5.076,3.729,rocky,flat,3.986,1.8,7.175
3517,FARM142,FARM113,2.232,5.547,4.029,2.815,rocky,flat,3.27,1.8,5.886
3518,FARM006,FARM035,4.532,4.027,0.065,4.227,rocky,hilly,4.471,2.1,9.389
3519,FARM033,FARM071,7.657,7.998,3.806,1.691,rocky,hilly,7.39,2.1,15.519
3520,FARM098,FARM099,1.836,6.292,7.314,4.577,flat,rocky,5.74,1.8,10.332
3521,FARM007,FARM134,5.603,7.57,0.296,3.541,flat,rocky,6.663,1.8,11.993
3522,FARM083,FARM044,2.66,3.911,0.659,7.641,rocky,rocky,4.233,2.6,11.006
3523,FARM115,FARM146,3.205,4.21,7.482,3.097,flat,hilly,4.419,1.3,5.745
3524,FARM112,FARM117,0.433,3.431,9.422,9.888,hilly,flat,11.068,1.3,14.388
3525,FARM037,FARM128,7.574,4.708,7.345,8.253,flat,hilly,3.552,1.3,4.618
3526,FARM019,FARM114,9.028,3.017,9.03,4.906,hilly,rocky,1.889,2.1,3.967
3527,FARM137,FARM116,7.419,4.944,8.156,3.631,rocky,flat,1.506,1.8,2.711
3528,FARM050,FARM048,2.691,5.965,6.233,9.708,hilly,flat,5.153,1.3,6.699
3529,FARM083,FARM129,4.964,3.596,7.473,7.086,hilly,rocky,4.298,2.1,9.026
3530,FARM033,FARM062,6.458,1.925,5.674,0.475,hilly,flat,1.648,1.3,2.142
3531,FARM118,FARM062,2.422,6.009,5.554,8.819,hilly,hilly,4.208,1.6,6.733
3532,FARM001,FARM038,3.904,8.576,4.736,9.812,rocky,flat,1.49,1.8,2.682
3533,FARM011,FARM076,6.261,9.003,1.081,5.73,rocky,hilly,6.127,2.1,12.867
3534,FARM026,FARM093,2.08,2.846,5.486,8.08,hilly,hilly,6.245,1.6,9.992
3535,FARM039,FARM138,0.051,2.024,1.435,3.59,flat,hilly,2.09,1.3,2.717
3536,FARM077,FARM144,6.309,3.86,8.06,0.684,rocky,hilly,3.627,2.1,7.617
3537,FARM125,FARM092,5.265,5.881,7.964,3.34,flat,flat,3.707,1.0,3.707
3538,FARM072,FARM014,8.485,3.776,8.228,3.514,rocky,rocky,0.367,2.6,0.954
3539,FARM132,FARM060,5.378,2.976,9.089,8.24,rocky,rocky,6.441,2.6,16.747
3540,FARM081,FARM017,2.301,1.604,2.597,4.789,hilly,rocky,3.199,2.1,6.718
3541,FARM136,FARM076,7.912,5.6,2.578,5.893,flat,flat,5.342,1.0,5.342
3542,FARM118,FARM117,4.38,1.964,4.229,3.204,flat,rocky,1.249,1.8,2.248
3543,FARM028,FARM020,4.748,8.348,9.622,7.131,rocky,hilly,5.024,2.1,10.55
3544,FARM029,FARM022,9.241,6.002,9.65,6.375,rocky,rocky,0.554,2.6,1.44
3545,FARM089,FARM020,0.312,0.7,9.191,7.199,rocky,flat,11.003,1.8,19.805
3546,FARM138,FARM102,0.517,6.085,6.622,0.965,flat,rocky,7.968,1.8,14.342
3547,FARM143,FARM089,8.88,7.336,2.004,8.591,flat,flat,6.99,1.0,6.99
3548,FARM064,FARM030,5.031,2.264,7.835,6.534,rocky,hilly,5.108,2.1,10.727
3549,FARM082,FARM024,2.865,1.416,5.652,5.777,rocky,hilly,5.175,2.1,10.867
3550,FARM145,FARM071,5.538,7.524,5.141,0.107,rocky,rocky,7.428,2.6,19.313
3551,FARM062,FARM133,5.244,2.712,2.062,3.292,flat,hilly,3.234,1.3,4.204
3552,FARM005,FARM132,0.691,1.13,9.634,1.945,hilly,flat,8.98,1.3,11.674
3553,FARM027,FARM115,1.466,3.482,5.955,2.908,rocky,rocky,4.526,2.6,11.768
3554,FARM027,FARM001,9.296,5.622,7.498,8.606,rocky,rocky,3.484,2.6,9.058
3555,FARM045,FARM100,4.438,8.397,1.011,0.409,rocky,flat,8.692,1.8,15.646
3556,FARM003,FARM038,6.836,3.041,2.24,6.304,rocky,hilly,5.637,2.1,11.838
3557,FARM097,FARM060,5.019,4.249,2.996,6.313,rocky,flat,2.89,1.8,5.202
3558,FARM062,FARM079,8.883,0.969,8.423,6.816,rocky,flat,5.865,1.8,10.557
3559,FARM078,FARM079,7.076,4.76,2.7,9.839,rocky,hilly,6.704,2.1,14.078
3560,FARM004,FARM145,6.237,5.984,6.368,3.467,flat,rocky,2.52,1.8,4.536
3561,FARM022,FARM084,1.809,3.121,6.776,4.949,flat,hilly,5.293,1.3,6.881
3562,FARM015,FARM106,2.919,2.641,5.19,5.767,rocky,rocky,3.864,2.6,10.046
3563,FARM036,FARM123,8.428,1.765,7.238,7.316,hilly,hilly,5.677,1.6,9.083
3564,FARM125,FARM079,5.626,7.463,6.442,1.516,flat,flat,6.003,1.0,6.003
3565,FARM116,FARM050,3.716,8.147,2.135,4.912,flat,hilly,3.601,1.3,4.681
3566,FARM122,FARM055,4.1,4.29,2.106,1.747,flat,flat,3.232,1.0,3.232
3567,FARM131,FARM077,4.593,0.722,2.714,6.484,rocky,hilly,6.061,2.1,12.728
3568,FARM110,FARM033,1.847,5.825,9.415,0.86,rocky,flat,9.051,1.8,16.292
3569,FARM008,FARM133,0.993,7.069,8.079,8.831,flat,flat,7.302,1.0,7.302
3570,FARM084,FARM147,0.221,5.171,6.214,9.009,rocky,hilly,7.117,2.1,14.946
3571,FARM057,FARM146,5.177,5.29,4.112,6.905,hilly,rocky,1.935,2.1,4.064
3572,FARM071,FARM113,1.083,9.657,3.851,5.047,rocky,rocky,5.377,2.6,13.98
3573,FARM068,FARM024,9.265,1.325,3.711,5.908,rocky,rocky,7.201,2.6,18.723
3574,FARM056,FARM143,8.125,7.424,0.149,8.995,rocky,rocky,8.129,2.6,21.135
3575,FARM008,FARM005,7.832,0.43,8.372,6.602,rocky,hilly,6.196,2.1,13.012
3576,FARM038,FARM031,7.389,6.169,5.358,2.91,flat,hilly,3.84,1.3,4.992
3577,FARM004,FARM064,0.065,7.119,2.146,9.772,flat,rocky,3.372,1.8,6.07
3578,FARM148,FARM104,7.775,1.472,2.036,4.314,rocky,rocky,6.404,2.6,16.65
3579,FARM094,FARM064,5.664,1.201,1.432,0.785,hilly,hilly,4.252,1.6,6.803
3580,FARM112,FARM067,0.608,5.669,6.791,2.696,flat,flat,6.861,1.0,6.861
3581,FARM027,FARM041,0.044,7.243,3.293,6.61,rocky,flat,3.31,1.8,5.958
3582,FARM133,FARM096,8.804,2.991,1.045,2.265,rocky,flat,7.793,1.8,14.027
3583,FARM120,FARM015,1.872,4.215,9.097,0.861,hilly,hilly,7.966,1.6,12.746
3584,FARM134,FARM134,4.215,7.548,8.795,7.177,hilly,rocky,4.595,2.1,9.649
3585,FARM073,FARM073,0.705,9.525,6.561,4.565,rocky,hilly,7.674,2.1,16.115
3586,FARM001,FARM029,2.441,4.785,8.824,3.299,rocky,rocky,6.554,2.6,17.04
3587,FARM042,FARM052,0.428,9.743,9.126,8.256,hilly,hilly,8.824,1.6,14.118
3588,FARM066,FARM146,7.3,5.269,7.949,6.194,rocky,hilly,1.13,2.1,2.373
3589,FARM041,FARM137,2.017,9.361,1.728,1.231,flat,flat,8.135,1.0,8.135
3590,FARM040,FARM139,3.878,3.701,9.123,3.732,hilly,hilly,5.245,1.6,8.392
3591,FARM111,FARM118,2.154,4.712,7.482,3.928,hilly,rocky,5.385,2.1,11.309
3592,FARM037,FARM121,8.498,8.634,1.232,9.805,rocky,flat,7.36,1.8,13.248
3593,FARM048,FARM148,9.573,6.646,8.403,3.833,rocky,flat,3.047,1.8,5.485
3594,FARM117,FARM128,1.092,5.066,3.772,8.631,hilly,flat,4.46,1.3,5.798
3595,FARM094,FARM046,5.299,7.928,9.45,9.474,hilly,flat,4.43,1.3,5.759
3596,FARM065,FARM001,8.456,7.251,2.72,1.893,rocky,flat,7.849,1.8,14.128
3597,FARM009,FARM142,6.808,9.855,5.869,9.099,flat,rocky,1.206,1.8,2.171
3598,FARM098,FARM014,0.568,3.259,4.95,9.297,flat,rocky,7.461,1.8,13.43
3599,FARM078,FARM010,3.131,4.364,1.515,3.969,flat,hilly,1.664,1.3,2.163
3600,FARM100,FARM086,4.197,3.936,6.642,0.84,flat,hilly,3.945,1.3,5.128
3601,FARM074,FARM071,0.058,7.327,1.117,5.509,flat,flat,2.104,1.0,2.104
3602,FARM079,FARM023,5.419,3.622,2.799,8.58,flat,rocky,5.608,1.8,10.094
3603,FARM111,FARM120,6.588,5.715,8.499,2.029,rocky,flat,4.152,1.8,7.474
3604,FARM117,FARM135,9.964,7.84,5.956,4.254,flat,rocky,5.378,1.8,9.68
3605,FARM069,FARM149,0.894,2.531,1.648,2.582,rocky,hilly,0.756,2.1,1.588
3606,FARM015,FARM030,9.903,1.338,8.578,0.245,rocky,flat,1.718,1.8,3.092
3607,FARM127,FARM103,8.81,0.841,5.308,8.386,hilly,flat,8.318,1.3,10.813
3608,FARM059,FARM051,3.098,1.816,1.762,7.385,rocky,hilly,5.727,2.1,12.027
3609,FARM130,FARM067,9.959,6.6,5.417,1.781,hilly,hilly,6.622,1.6,10.595
3610,FARM011,FARM056,4.801,7.024,2.625,9.136,rocky,flat,3.032,1.8,5.458
3611,FARM002,FARM043,0.105,5.102,2.466,3.451,flat,hilly,2.881,1.3,3.745
3612,FARM118,FARM121,4.05,2.739,1.486,9.57,flat,rocky,7.296,1.8,13.133
3613,FARM122,FARM070,1.944,9.579,7.923,5.234,hilly,flat,7.391,1.3,9.608
3614,FARM149,FARM102,6.432,2.332,5.729,6.07,hilly,flat,3.804,1.3,4.945
3615,FARM017,FARM075,4.113,1.885,8.275,0.173,flat,rocky,4.5,1.8,8.1
3616,FARM025,FARM123,8.605,2.521,8.411,1.099,rocky,flat,1.435,1.8,2.583
3617,FARM004,FARM100,7.226,7.304,4.1,3.8,hilly,hilly,4.696,1.6,7.514
3618,FARM034,FARM020,9.299,6.365,4.494,5.733,rocky,rocky,4.846,2.6,12.6
3619,FARM139,FARM114,6.379,3.762,0.82,0.155,flat,rocky,6.627,1.8,11.929
3620,FARM114,FARM129,8.438,6.335,7.437,4.218,hilly,hilly,2.342,1.6,3.747
3621,FARM080,FARM104,9.186,5.036,1.103,3.075,rocky,flat,8.317,1.8,14.971
3622,FARM121,FARM044,8.523,1.501,1.254,7.242,hilly,hilly,9.263,1.6,14.821
3623,FARM020,FARM032,1.571,4.226,7.614,0.58,flat,rocky,7.058,1.8,12.704
3624,FARM139,FARM089,5.855,9.557,9.785,9.94,hilly,flat,3.949,1.3,5.134
3625,FARM030,FARM094,4.37,6.956,6.497,8.416,flat,flat,2.58,1.0,2.58
3626,FARM096,FARM058,8.739,9.623,4.59,2.744,hilly,rocky,8.033,2.1,16.869
3627,FARM103,FARM075,4.591,3.082,7.015,6.756,flat,hilly,4.402,1.3,5.723
3628,FARM073,FARM145,7.106,9.812,2.052,9.507,hilly,hilly,5.063,1.6,8.101
3629,FARM130,FARM066,2.452,6.105,9.88,0.116,hilly,hilly,9.542,1.6,15.267
3630,FARM041,FARM133,1.972,3.824,3.62,7.31,rocky,flat,3.856,1.8,6.941
3631,FARM046,FARM147,0.641,0.56,3.415,8.392,hilly,hilly,8.309,1.6,13.294
3632,FARM010,FARM038,6.57,0.483,8.01,6.778,rocky,hilly,6.458,2.1,13.562
3633,FARM127,FARM056,4.894,6.227,1.272,5.271,rocky,rocky,3.746,2.6,9.74
3634,FARM064,FARM005,6.139,7.018,1.857,0.248,flat,hilly,8.011,1.3,10.414
3635,FARM044,FARM140,1.236,3.94,5.89,5.359,rocky,hilly,4.866,2.1,10.219
3636,FARM127,FARM019,6.258,6.082,6.763,5.329,flat,hilly,0.907,1.3,1.179
3637,FARM056,FARM123,0.942,1.355,2.534,8.606,flat,hilly,7.424,1.3,9.651
3638,FARM083,FARM086,0.878,0.988,4.372,4.262,hilly,flat,4.788,1.3,6.224
3639,FARM080,FARM115,8.568,7.061,6.47,0.819,flat,flat,6.585,1.0,6.585
3640,FARM104,FARM150,3.818,1.47,5.838,3.596,rocky,rocky,2.933,2.6,7.626
3641,FARM003,FARM083,7.13,2.841,9.794,9.554,flat,rocky,7.222,1.8,13.0
3642,FARM124,FARM093,3.098,1.116,5.406,6.848,rocky,rocky,6.179,2.6,16.065
3643,FARM013,FARM119,6.859,3.328,0.853,1.619,flat,rocky,6.244,1.8,11.239
3644,FARM032,FARM122,2.807,2.972,0.912,6.924,hilly,rocky,4.383,2.1,9.204
3645,FARM092,FARM143,2.928,6.314,1.412,9.713,flat,hilly,3.722,1.3,4.839
3646,FARM067,FARM116,4.067,6.506,7.687,0.31,flat,rocky,7.176,1.8,12.917
3647,FARM031,FARM096,9.844,3.154,6.6,1.84,flat,flat,3.5,1.0,3.5
3648,FARM012,FARM106,6.697,1.434,9.886,7.863,rocky,hilly,7.176,2.1,15.07
3649,FARM103,FARM085,0.323,8.579,9.832,6.095,flat,rocky,9.828,1.8,17.69
3650,FARM060,FARM131,2.585,6.502,0.729,4.123,hilly,hilly,3.017,1.6,4.827
3651,FARM036,FARM042,8.265,0.16,4.089,1.715,rocky,rocky,4.456,2.6,11.586
3652,FARM009,FARM013,0.493,9.758,3.415,6.402,rocky,rocky,4.45,2.6,11.57
3653,FARM024,FARM049,2.244,2.323,2.142,9.743,rocky,hilly,7.421,2.1,15.584
3654,FARM070,FARM079,7.639,8.042,1.335,2.524,rocky,flat,8.378,1.8,15.08
3655,FARM144,FARM095,9.152,6.107,2.592,9.89,rocky,flat,7.573,1.8,13.631
3656,FARM056,FARM134,9.896,9.517,5.506,4.166,hilly,rocky,6.921,2.1,14.534
3657,FARM024,FARM030,8.463,0.967,2.986,5.656,rocky,rocky,7.21,2.6,18.746
3658,FARM010,FARM143,1.642,8.926,8.672,0.715,hilly,flat,10.809,1.3,14.052
3659,FARM085,FARM044,4.587,5.231,8.283,8.675,flat,flat,5.052,1.0,5.052
3660,FARM106,FARM099,8.642,9.857,3.337,6.591,flat,hilly,6.23,1.3,8.099
3661,FARM023,FARM098,4.841,5.802,7.86,8.689,flat,hilly,4.177,1.3,5.43
3662,FARM082,FARM070,9.57,2.511,8.424,3.204,hilly,rocky,1.339,2.1,2.812
3663,FARM018,FARM132,4.437,5.75,7.257,2.336,hilly,hilly,4.428,1.6,7.085
3664,FARM094,FARM067,2.642,1.021,3.006,0.648,hilly,flat,0.521,1.3,0.677
3665,FARM058,FARM096,1.823,1.67,1.609,9.793,rocky,hilly,8.126,2.1,17.065
3666,FARM107,FARM071,2.043,1.454,3.993,9.985,rocky,rocky,8.751,2.6,22.753
3667,FARM050,FARM103,7.567,8.021,5.17,8.922,flat,hilly,2.561,1.3,3.329
3668,FARM023,FARM048,9.677,0.404,8.251,8.583,hilly,flat,8.302,1.3,10.793
3669,FARM105,FARM058,1.523,3.729,0.758,4.183,rocky,hilly,0.89,2.1,1.869
3670,FARM115,FARM043,7.146,1.411,6.295,2.176,hilly,rocky,1.144,2.1,2.402
3671,FARM074,FARM085,0.752,2.408,5.683,7.776,hilly,rocky,7.289,2.1,15.307
3672,FARM127,FARM123,8.483,6.169,2.085,0.192,hilly,flat,8.756,1.3,11.383
3673,FARM139,FARM142,4.421,5.579,8.771,2.658,flat,hilly,5.24,1.3,6.812
3674,FARM027,FARM031,6.62,5.838,3.878,2.388,rocky,hilly,4.407,2.1,9.255
3675,FARM103,FARM053,7.582,5.491,7.92,8.591,rocky,rocky,3.118,2.6,8.107
3676,FARM021,FARM148,1.935,7.006,9.122,1.138,flat,hilly,9.278,1.3,12.061
3677,FARM133,FARM120,8.463,4.735,4.791,1.605,hilly,hilly,4.825,1.6,7.72
3678,FARM096,FARM043,4.268,3.294,5.123,4.396,hilly,flat,1.395,1.3,1.814
3679,FARM070,FARM063,5.929,5.201,0.463,1.704,flat,hilly,6.489,1.3,8.436
3680,FARM066,FARM101,1.886,3.527,6.12,9.163,flat,hilly,7.049,1.3,9.164
3681,FARM149,FARM002,8.189,7.545,3.18,0.925,rocky,hilly,8.301,2.1,17.432
3682,FARM091,FARM003,4.672,8.118,8.763,8.74,rocky,rocky,4.138,2.6,10.759
3683,FARM110,FARM142,3.92,4.469,1.886,0.617,flat,flat,4.356,1.0,4.356
3684,FARM120,FARM036,6.608,3.618,1.703,4.509,flat,hilly,4.985,1.3,6.481
3685,FARM100,FARM079,2.21,3.661,0.151,4.581,flat,rocky,2.255,1.8,4.059
3686,FARM115,FARM067,8.605,2.282,9.955,8.913,rocky,hilly,6.767,2.1,14.211
3687,FARM042,FARM041,4.936,1.576,2.641,0.613,rocky,flat,2.489,1.8,4.48
3688,FARM055,FARM024,6.451,5.041,2.121,5.644,flat,rocky,4.372,1.8,7.87
3689,FARM147,FARM107,3.972,6.618,9.453,7.655,hilly,hilly,5.578,1.6,8.925
3690,FARM022,FARM031,2.102,4.266,7.017,2.508,flat,rocky,5.22,1.8,9.396
3691,FARM067,FARM122,4.67,5.198,1.998,5.974,flat,hilly,2.782,1.3,3.617
3692,FARM029,FARM040,3.548,3.221,4.271,0.785,hilly,rocky,2.541,2.1,5.336
3693,FARM100,FARM123,2.31,0.646,5.288,6.4,hilly,rocky,6.479,2.1,13.606
3694,FARM067,FARM078,0.037,6.745,8.822,6.238,rocky,flat,8.8,1.8,15.84
3695,FARM123,FARM108,7.286,0.679,6.533,4.696,rocky,flat,4.087,1.8,7.357
3696,FARM034,FARM060,4.02,1.582,3.703,0.6,flat,hilly,1.032,1.3,1.342
3697,FARM088,FARM081,1.112,1.407,8.1,9.458,rocky,flat,10.661,1.8,19.19
3698,FARM113,FARM147,5.104,0.394,3.363,3.443,rocky,hilly,3.511,2.1,7.373
3699,FARM138,FARM059,3.388,9.504,5.512,5.628,rocky,hilly,4.42,2.1,9.282
