pair_id,supplier_id,buyer_id,category,supplier_capacity,buyer_demand,min_price,max_price,quality_rating,distance_km,match_score
3892,SUP0136,BUY0445,chemicals,4826,2831,57.86,70.76,1,455.0,0.91
3893,SUP0168,BUY0283,chemicals,4692,2973,104.31,103.71,4,205.2,0.841
3894,SUP0293,BUY0336,electronics,389,2659,243.33,268.32,1,376.7,0.388
3895,SUP0281,BUY0099,chemicals,2993,691,116.34,114.74,4,259.1,0.972
3896,SUP0197,BUY0528,textiles,1271,3926,55.62,60.29,5,51.3,0.748
3897,SUP0267,BUY0403,steel,2179,3636,71.7,80.22,4,100.8,0.78
3898,SUP0405,BUY0118,textiles,2343,2483,33.48,38.67,2,76.2,0.807
3899,SUP0210,BUY0210,electronics,2355,1689,141.42,154.73,1,158.8,0.89
3900,SUP0271,BUY0630,steel,3373,553,55.5,62.33,2,193.8,1.142
3901,SUP0038,BUY0567,steel,2494,1612,50.74,57.17,5,90.8,1.164
3902,SUP0392,BUY0637,textiles,2534,1509,67.96,80.97,5,163.7,1.189
3903,SUP0009,BUY0475,electronics,2440,3777,246.56,265.12,1,138.4,0.635
3904,SUP0263,BUY0562,textiles,4850,710,34.48,37.49,2,103.7,1.169
3905,SUP0360,BUY0386,chemicals,3602,2989,94.67,105.32,3,307.9,0.879
3906,SUP0291,BUY0252,steel,2999,1238,107.46,129.16,5,258.3,1.273
3907,SUP0214,BUY0439,steel,3688,203,51.09,55.13,5,161.8,1.301
3908,SUP0017,BUY0425,chemicals,2355,2196,49.67,57.0,1,204.5,0.764
3909,SUP0345,BUY0616,electronics,3620,2922,266.57,318.77,1,95.5,0.855
3910,SUP0351,BUY0377,grain,821,1902,51.2,47.08,3,63.2,0.432
3911,SUP0178,BUY0352,textiles,2418,2976,31.5,33.29,4,447.4,0.75
3912,SUP0145,BUY0082,chemicals,3650,334,80.39,77.55,5,46.5,1.086
3913,SUP0466,BUY0213,chemicals,4084,1127,110.95,130.97,1,177.7,1.097
3914,SUP0030,BUY0514,electronics,3183,1737,262.01,298.31,3,319.5,1.096
3915,SUP0347,BUY0688,chemicals,1884,176,170.28,187.37,4,480.1,1.156
3916,SUP0153,BUY0563,grain,854,2871,38.04,45.53,1,409.5,0.431
3917,SUP0490,BUY0475,grain,3106,162,25.25,26.71,3,492.7,1.102
3918,SUP0468,BUY0457,steel,1420,3543,110.85,122.06,1,415.9,0.466
3919,SUP0389,BUY0268,grain,3170,1120,50.52,51.68,3,405.6,1.128
3920,SUP0484,BUY0287,textiles,4175,1309,59.69,58.82,2,145.6,0.906
3921,SUP0259,BUY0384,steel,2128,2283,48.13,53.02,1,138.7,0.735
3922,SUP0085,BUY0081,steel,354,793,69.95,87.87,3,394.4,0.588
3923,SUP0320,BUY0445,steel,871,1486,46.89,52.07,4,73.6,0.783
3924,SUP0238,BUY0032,chemicals,4276,2798,119.45,142.0,5,314.2,1.091
3925,SUP0070,BUY0401,grain,1499,1571,33.24,36.12,5,423.6,0.857
3926,SUP0316,BUY0270,steel,2814,2451,76.85,82.64,5,445.5,0.918
3927,SUP0324,BUY0204,electronics,371,1266,274.53,305.71,5,128.6,0.714
3928,SUP0395,BUY0596,electronics,760,3531,155.39,176.63,3,382.2,0.511
3929,SUP0080,BUY0143,grain,4559,1251,37.31,39.23,4,16.6,1.295
3930,SUP0297,BUY0647,electronics,754,3148,257.19,284.32,1,354.6,0.427
3931,SUP0245,BUY0091,grain,707,2345,33.96,38.79,1,209.2,0.493
3932,SUP0217,BUY0327,grain,2297,131,29.3,31.73,1,424.5,1.023
3933,SUP0243,BUY0570,grain,1809,3451,49.39,53.46,2,39.6,0.672
3934,SUP0192,BUY0683,chemicals,2670,1259,54.73,64.56,4,140.2,1.258
3935,SUP0257,BUY0332,chemicals,3189,3264,82.01,96.93,3,354.1,0.786
3936,SUP0052,BUY0448,grain,4719,3921,26.16,26.4,4,307.5,0.929
3937,SUP0281,BUY0486,steel,1622,325,110.47,105.31,2,302.8,0.859
3938,SUP0212,BUY0136,chemicals,963,2898,116.0,120.66,2,52.7,0.6
3939,SUP0426,BUY0420,electronics,780,1557,283.78,323.71,3,209.1,0.663
3940,SUP0384,BUY0178,steel,95,1413,84.26,98.44,5,208.8,0.611
3941,SUP0121,BUY0267,chemicals,1827,3933,100.67,117.19,2,18.0,0.657
3942,SUP0085,BUY0254,electronics,2963,3709,182.26,219.26,3,84.3,0.804
3943,SUP0241,BUY0431,electronics,3756,2359,200.82,190.67,5,312.4,0.864
3944,SUP0206,BUY0247,grain,1793,2127,19.31,21.87,2,454.4,0.659
3945,SUP0440,BUY0228,textiles,2551,2516,75.64,88.56,4,452.9,0.819
3946,SUP0454,BUY0506,grain,4138,595,42.14,50.15,1,84.5,1.125
3947,SUP0145,BUY0627,chemicals,3433,414,173.64,190.68,1,194.5,1.092
3948,SUP0413,BUY0196,grain,324,2610,29.06,30.45,4,396.3,0.525
3949,SUP0257,BUY0692,grain,1223,2725,51.69,63.06,1,380.9,0.493
3950,SUP0289,BUY0550,steel,4188,59,37.83,45.6,4,454.9,1.164
3951,SUP0399,BUY0330,chemicals,975,579,114.5,126.62,2,20.6,1.083
3952,SUP0249,BUY0668,steel,266,3896,46.96,49.66,1,466.5,0.334
3953,SUP0358,BUY0465,textiles,1584,3230,81.45,84.4,5,388.0,0.705
3954,SUP0085,BUY0242,textiles,2305,349,91.58,86.44,1,320.4,0.804
3955,SUP0391,BUY0239,steel,4747,862,91.81,105.36,1,153.8,1.104
3956,SUP0214,BUY0431,textiles,350,1173,63.57,75.8,1,196.4,0.496
3957,SUP0044,BUY0542,steel,2026,2655,58.27,62.81,1,371.3,0.606
3958,SUP0108,BUY0597,chemicals,1015,3680,165.58,172.64,4,145.5,0.653
3959,SUP0341,BUY0358,grain,3226,2786,22.47,25.09,3,353.9,0.849
3960,SUP0024,BUY0631,steel,2494,512,117.92,111.33,2,247.8,0.876
3961,SUP0324,BUY0404,grain,3462,3864,50.92,52.66,4,335.2,0.813
3962,SUP0121,BUY0258,textiles,4754,2352,81.49,77.46,5,436.2,0.969
3963,SUP0427,BUY0333,textiles,1742,3815,72.2,75.78,3,411.1,0.586
3964,SUP0499,BUY0082,grain,1170,564,20.28,20.9,1,60.0,1.132
3965,SUP0128,BUY0218,chemicals,222,2505,75.34,82.01,1,53.8,0.465
3966,SUP0444,BUY0633,electronics,875,716,161.29,180.46,3,115.0,0.943
3967,SUP0252,BUY0354,steel,2201,2472,49.88,48.26,3,384.6,0.496
3968,SUP0112,BUY0088,grain,4936,65,23.86,25.1,1,105.9,1.118
3969,SUP0338,BUY0113,textiles,3674,2377,83.34,82.16,2,121.7,0.754
3970,SUP0459,BUY0663,textiles,1498,3316,79.55,88.29,4,297.4,0.669
3971,SUP0418,BUY0600,grain,1467,3174,46.43,49.7,2,163.4,0.613
3972,SUP0104,BUY0090,textiles,1718,2519,41.67,50.85,3,325.2,0.691
3973,SUP0107,BUY0431,chemicals,3941,1766,100.21,112.7,1,156.0,1.103
3974,SUP0447,BUY0201,electronics,3511,1753,120.32,135.64,1,65.4,1.13
3975,SUP0168,BUY0422,chemicals,2574,3625,147.98,151.79,3,112.2,0.765
3976,SUP0312,BUY0421,grain,1005,2400,25.26,27.65,3,418.3,0.571
3977,SUP0164,BUY0605,textiles,435,1788,34.24,35.07,4,165.6,0.635
3978,SUP0052,BUY0041,steel,3476,3720,109.73,121.9,5,407.5,0.855
3979,SUP0268,BUY0319,steel,3837,2356,72.21,79.77,4,105.5,1.138
3980,SUP0218,BUY0559,steel,2059,3904,96.57,109.93,4,384.2,0.669
3981,SUP0103,BUY0301,textiles,1449,1967,67.9,72.51,5,497.6,0.759
3982,SUP0288,BUY0189,steel,2123,110,84.4,92.88,1,94.4,1.122
3983,SUP0066,BUY0488,steel,2983,852,95.53,90.26,3,114.1,0.966
3984,SUP0408,BUY0278,electronics,3221,1235,279.42,319.73,2,46.0,1.186
3985,SUP0005,BUY0301,grain,889,1254,22.68,26.9,4,359.2,0.74
3986,SUP0256,BUY0171,electronics,4136,3385,216.28,268.08,5,168.7,1.027
3987,SUP0373,BUY0684,textiles,366,773,81.29,89.16,2,415.6,0.541
3988,SUP0356,BUY0213,steel,3623,2002,88.21,96.67,1,345.1,0.98
3989,SUP0373,BUY0591,steel,3313,145,109.31,110.52,3,185.5,1.194
3990,SUP0418,BUY0473,electronics,1489,175,126.54,134.14,5,149.6,1.305
3991,SUP0296,BUY0175,chemicals,4287,87,62.29,72.79,2,223.2,1.133
3992,SUP0087,BUY0599,electronics,2733,432,301.89,313.02,2,272.8,1.118
3993,SUP0499,BUY0671,steel,547,124,89.02,86.56,4,45.2,1.036
3994,SUP0428,BUY0270,textiles,2801,2949,82.86,82.11,2,329.2,0.484
3995,SUP0077,BUY0602,electronics,464,767,110.23,112.81,2,472.5,0.57
3996,SUP0220,BUY0033,textiles,3413,95,40.87,43.72,4,137.0,1.259
3997,SUP0443,BUY0175,chemicals,4321,331,147.46,168.27,4,107.9,1.268
3998,SUP0154,BUY0316,electronics,2817,2511,161.16,181.77,1,320.0,0.747
3999,SUP0386,BUY0142,textiles,1921,1367,39.73,47.3,1,449.5,0.807
4000,SUP0215,BUY0658,electronics,2615,323,228.39,212.15,3,129.6,0.961
4001,SUP0106,BUY0375,grain,2990,3198,35.98,42.48,3,496.7,0.728
4002,SUP0499,BUY0025,textiles,3272,3381,40.24,40.66,2,208.2,0.776
4003,SUP0322,BUY0121,steel,955,446,99.74,96.18,2,338.9,0.848
4004,SUP0466,BUY0582,chemicals,4484,1708,127.34,145.78,3,444.0,1.117
4005,SUP0317,BUY0552,chemicals,1860,414,157.85,163.16,5,498.8,1.2
4006,SUP0076,BUY0579,textiles,2833,1460,82.44,84.81,4,23.6,1.272
4007,SUP0281,BUY0635,steel,2343,2965,77.95,87.08,5,241.4,0.854
4008,SUP0159,BUY0590,textiles,733,1212,70.7,73.4,1,344.9,0.558
4009,SUP0434,BUY0058,textiles,560,3567,32.82,31.89,4,66.4,0.385
4010,SUP0214,BUY0365,steel,318,405,97.48,106.52,3,261.9,0.746
4011,SUP0127,BUY0260,grain,3696,1157,56.92,63.06,1,462.9,1.011
4012,SUP0219,BUY0106,grain,4431,3145,34.03,37.62,1,165.8,0.893
4013,SUP0482,BUY0598,electronics,2208,3374,269.05,312.43,3,394.6,0.661
4014,SUP0184,BUY0578,chemicals,4973,3262,131.78,135.35,3,473.7,0.941
4015,SUP0489,BUY0197,textiles,4595,752,31.6,34.29,5,399.0,1.23
4016,SUP0263,BUY0016,grain,542,1857,22.32,27.53,2,11.0,0.599
4017,SUP0339,BUY0578,chemicals,1270,1536,164.65,183.77,4,221.6,0.823
4018,SUP0279,BUY0493,textiles,1878,722,73.81,75.59,2,38.1,1.189
4019,SUP0395,BUY0530,grain,2003,800,26.52,28.88,5,401.4,1.23
4020,SUP0477,BUY0393,chemicals,4847,1852,54.13,58.0,5,406.5,1.228
4021,SUP0054,BUY0502,grain,3883,3919,21.42,22.29,4,381.0,0.832
4022,SUP0256,BUY0420,grain,476,600,26.96,29.26,1,442.3,0.595
4023,SUP0273,BUY0512,chemicals,4003,227,148.16,158.71,1,383.2,1.035
4024,SUP0430,BUY0363,chemicals,873,1621,72.28,83.46,5,374.6,0.726
4025,SUP0103,BUY0316,grain,103,702,20.9,22.79,5,244.3,0.628
4026,SUP0461,BUY0217,chemicals,1636,258,179.3,206.49,5,394.7,1.232
4027,SUP0301,BUY0180,electronics,1730,3163,219.8,212.31,4,154.0,0.495
4028,SUP0070,BUY0010,chemicals,3407,2424,203.8,217.56,1,230.1,0.873
4029,SUP0368,BUY0666,steel,4872,982,74.96,83.75,5,291.2,1.263
4030,SUP0043,BUY0138,steel,208,1675,39.7,46.2,5,33.2,0.684
4031,SUP0136,BUY0551,chemicals,1790,916,129.99,146.54,2,5.9,1.182
4032,SUP0027,BUY0202,steel,1606,2425,74.12,85.62,1,443.9,0.549
4033,SUP0463,BUY0461,steel,4399,2104,66.17,74.64,3,410.0,1.127
4034,SUP0023,BUY0083,chemicals,4367,1528,197.61,182.56,1,190.6,0.843
4035,SUP0189,BUY0528,grain,4815,966,52.96,65.92,4,264.9,1.221
4036,SUP0016,BUY0584,electronics,2860,527,233.27,220.53,4,475.0,0.907
4037,SUP0345,BUY0460,chemicals,604,1954,135.64,170.21,5,292.5,0.67
4038,SUP0440,BUY0300,chemicals,356,2290,53.16,57.96,1,157.3,0.457
4039,SUP0445,BUY0138,textiles,860,1381,51.86,63.48,3,168.5,0.717
4040,SUP0143,BUY0580,steel,720,2639,108.65,121.26,5,446.2,0.612
4041,SUP0134,BUY0228,electronics,180,213,118.97,132.59,2,353.3,0.69
4042,SUP0401,BUY0468,chemicals,2311,2710,68.76,76.52,1,49.5,0.734
4043,SUP0472,BUY0199,electronics,3723,3916,262.31,249.14,4,287.9,0.596
4044,SUP0435,BUY0434,grain,4914,723,22.51,25.13,4,414.3,1.176
4045,SUP0176,BUY0387,steel,2505,3542,54.35,55.67,3,37.7,0.786
4046,SUP0257,BUY0054,steel,1810,1847,90.94,91.31,2,260.5,0.765
4047,SUP0328,BUY0460,grain,2523,1246,56.65,58.8,3,444.0,1.117
4048,SUP0148,BUY0628,grain,3580,1442,29.01,30.42,3,245.9,1.176
4049,SUP0446,BUY0193,steel,3994,605,81.09,94.56,3,460.4,1.112
4050,SUP0248,BUY0476,textiles,3146,2824,70.7,69.31,4,256.5,0.663
4051,SUP0102,BUY0578,steel,2946,3565,91.97,100.4,2,435.5,0.659
4052,SUP0240,BUY0379,textiles,1920,3472,58.39,64.73,3,146.4,0.7
4053,SUP0253,BUY0450,electronics,3654,1218,217.85,218.99,2,253.0,1.124
4054,SUP0298,BUY0482,grain,2873,3820,41.1,48.91,1,248.8,0.639
4055,SUP0136,BUY0160,textiles,3409,2523,92.02,100.64,2,120.3,0.937
4056,SUP0386,BUY0553,textiles,1168,2817,55.76,50.99,4,159.5,0.447
4057,SUP0162,BUY0634,steel,4891,3139,58.93,66.77,2,10.5,1.042
4058,SUP0046,BUY0470,grain,4770,3518,32.15,37.73,5,465.9,0.985
4059,SUP0074,BUY0057,chemicals,4149,3501,119.41,138.21,2,315.7,0.82
4060,SUP0268,BUY0458,chemicals,593,2852,109.71,109.32,1,182.5,0.218
4061,SUP0010,BUY0646,electronics,1864,2230,162.55,172.11,4,418.2,0.767
4062,SUP0002,BUY0374,electronics,989,1278,138.45,165.57,2,128.2,0.732
4063,SUP0046,BUY0302,electronics,3120,3022,199.86,224.96,1,88.8,0.785
4064,SUP0353,BUY0093,grain,2904,2685,39.72,41.58,3,45.2,0.915
4065,SUP0256,BUY0645,electronics,2598,1692,228.47,277.9,2,168.9,0.987
4066,SUP0456,BUY0207,electronics,1869,2205,204.0,228.33,1,132.1,0.707
4067,SUP0433,BUY0448,steel,1715,974,112.13,122.17,2,53.5,1.1
4068,SUP0444,BUY0595,steel,4421,1668,80.32,76.31,2,238.8,0.878
4069,SUP0287,BUY0351,steel,4621,152,109.39,124.63,4,210.8,1.237
4070,SUP0028,BUY0657,grain,2269,2635,42.4,45.33,3,493.8,0.703
4071,SUP0414,BUY0038,electronics,3392,1962,96.87,99.26,1,30.1,1.046
4072,SUP0383,BUY0564,electronics,4961,2010,270.9,273.42,2,451.1,1.065
4073,SUP0421,BUY0628,steel,1419,3980,84.22,84.85,5,34.8,0.764
4074,SUP0498,BUY0154,textiles,394,915,67.94,72.89,4,105.1,0.719
4075,SUP0193,BUY0590,grain,299,2371,58.54,58.74,1,7.0,0.492
4076,SUP0059,BUY0511,electronics,1065,2711,257.04,288.18,1,476.1,0.445
4077,SUP0325,BUY0182,steel,1475,507,62.55,72.02,1,156.0,1.103
4078,SUP0263,BUY0651,steel,1825,1470,63.91,70.86,4,416.7,0.91
4079,SUP0332,BUY0663,textiles,2827,2844,83.68,100.2,5,245.1,0.924
4080,SUP0177,BUY0146,steel,833,205,52.83,50.51,3,399.9,0.88
4081,SUP0298,BUY0556,electronics,2388,3082,221.57,217.2,4,96.2,0.592
4082,SUP0327,BUY0547,textiles,3436,1183,44.94,53.27,5,173.4,1.298
4083,SUP0014,BUY0126,grain,3264,3041,20.08,22.59,2,467.3,0.735
4084,SUP0427,BUY0581,chemicals,2561,1754,127.37,136.98,3,231.7,0.992
4085,SUP0416,BUY0671,electronics,2125,702,114.53,135.85,2,5.6,1.198
4086,SUP0109,BUY0077,grain,70,2410,24.0,25.32,3,405.3,0.439
4087,SUP0062,BUY0653,electronics,4844,1078,187.85,200.69,5,223.4,1.283
4088,SUP0266,BUY0431,steel,2731,2280,105.68,115.54,5,317.8,0.974
4089,SUP0064,BUY0247,textiles,4949,209,41.31,50.52,2,255.2,1.123
4090,SUP0490,BUY0289,grain,4285,1562,41.2,41.58,3,445.1,1.116
4091,SUP0374,BUY0248,textiles,214,2068,44.08,46.92,4,59.1,0.618
4092,SUP0211,BUY0563,grain,3856,1782,38.71,42.47,3,105.0,1.218
4093,SUP0001,BUY0244,chemicals,2016,1497,169.7,191.45,4,431.2,0.942
4094,SUP0228,BUY0157,electronics,968,1698,153.8,165.39,2,286.6,0.614
4095,SUP0209,BUY0609,steel,3390,1103,94.89,104.94,2,333.8,1.1
4096,SUP0335,BUY0208,grain,3995,3728,22.78,25.26,3,226.3,0.857
4097,SUP0185,BUY0408,steel,1351,554,98.53,110.69,2,290.1,1.113
4098,SUP0473,BUY0212,chemicals,4333,1906,111.86,125.34,5,55.3,1.333
4099,SUP0183,BUY0382,grain,2962,3158,43.04,48.38,3,84.9,0.853
4100,SUP0109,BUY0240,steel,4561,1671,98.74,102.02,5,314.4,1.256
4101,SUP0109,BUY0604,chemicals,1490,2757,184.77,186.83,4,346.8,0.685
4102,SUP0364,BUY0234,electronics,3509,629,261.27,275.67,4,204.8,1.239
4103,SUP0410,BUY0543,steel,3380,1810,109.76,111.39,2,349.8,1.049
4104,SUP0468,BUY0036,steel,3916,2664,79.03,89.6,4,335.9,1.014
4105,SUP0110,BUY0192,electronics,3702,3410,283.27,330.05,1,142.2,0.787
4106,SUP0500,BUY0251,steel,2462,1799,68.72,73.24,3,319.8,0.933
4107,SUP0094,BUY0121,textiles,2685,3175,45.95,54.63,5,96.7,0.917
4108,SUP0274,BUY0064,grain,897,668,57.35,62.68,5,73.2,1.098
4109,SUP0467,BUY0097,chemicals,1373,3889,63.84,67.25,5,302.5,0.683
4110,SUP0109,BUY0329,textiles,1056,3555,71.78,76.52,2,393.7,0.486
4111,SUP0135,BUY0123,textiles,4447,3704,76.92,87.37,4,150.4,0.975
4112,SUP0479,BUY0275,grain,2315,2062,38.79,46.65,1,376.5,0.73
4113,SUP0244,BUY0417,chemicals,123,3217,59.93,58.06,4,85.8,0.338
4114,SUP0140,BUY0393,steel,179,3355,107.47,122.02,5,431.4,0.539
4115,SUP0313,BUY0330,electronics,4052,1520,186.99,201.33,5,102.7,1.319
4116,SUP0445,BUY0316,chemicals,4281,1413,117.95,122.14,4,229.2,1.231
4117,SUP0477,BUY0507,grain,1963,2184,42.11,47.42,5,465.0,0.825
4118,SUP0386,BUY0059,electronics,4559,3473,188.71,199.06,1,459.3,0.772
4119,SUP0442,BUY0182,steel,1215,2386,106.41,112.05,4,154.7,0.732
4120,SUP0347,BUY0324,grain,4867,3379,46.39,50.45,1,413.2,0.83
4121,SUP0236,BUY0132,steel,2018,21,52.28,53.55,5,252.9,1.274
4122,SUP0380,BUY0113,textiles,546,2893,35.4,42.59,1,219.1,0.45
4123,SUP0463,BUY0549,electronics,1481,576,210.03,234.99,3,337.7,1.149
4124,SUP0361,BUY0391,steel,749,3902,95.98,97.18,2,427.2,0.439
4125,SUP0293,BUY0397,chemicals,1294,51,168.84,188.55,4,377.3,1.187
4126,SUP0396,BUY0128,chemicals,2688,2482,179.85,216.21,1,289.6,0.742
4127,SUP0233,BUY0694,textiles,2780,2827,70.87,78.74,2,139.0,0.802
4128,SUP0011,BUY0678,chemicals,1257,872,49.6,52.92,2,485.9,0.859
4129,SUP0183,BUY0422,textiles,3164,2427,50.41,52.74,1,143.9,0.863
4130,SUP0033,BUY0683,steel,4353,3946,60.23,56.53,2,292.4,0.548
4131,SUP0114,BUY0666,chemicals,2778,1332,164.52,198.02,2,169.4,1.149
4132,SUP0153,BUY0088,steel,4440,3441,117.87,118.18,2,139.3,0.91
4133,SUP0420,BUY0544,grain,2721,1108,33.37,35.1,1,211.5,1.087
4134,SUP0222,BUY0479,grain,3909,3915,38.9,38.35,2,231.3,0.53
4135,SUP0414,BUY0622,electronics,4833,3554,224.33,270.01,5,264.3,1.047
4136,SUP0475,BUY0050,grain,355,1006,38.32,38.16,4,176.7,0.42
4137,SUP0433,BUY0554,steel,2246,2915,64.47,67.4,1,70.0,0.699
4138,SUP0042,BUY0304,chemicals,2881,1295,80.21,87.17,5,65.7,1.33
4139,SUP0162,BUY0310,electronics,1577,3312,216.03,252.98,2,40.4,0.655
4140,SUP0329,BUY0135,steel,4750,564,70.65,77.37,2,321.5,1.104
4141,SUP0112,BUY0161,steel,1335,69,56.94,67.46,2,214.2,1.136
4142,SUP0162,BUY0287,grain,929,3013,37.05,37.29,2,405.9,0.486
4143,SUP0004,BUY0115,grain,1201,3043,37.43,44.82,1,220.8,0.522
4144,SUP0346,BUY0179,chemicals,1973,789,58.82,60.48,5,423.9,1.223
4145,SUP0161,BUY0029,steel,4253,419,87.54,99.78,2,160.6,1.152
4146,SUP0376,BUY0623,grain,592,3674,43.37,42.17,2,175.3,0.254
4147,SUP0270,BUY0107,steel,4344,1483,74.04,84.57,1,380.5,1.036
4148,SUP0007,BUY0309,chemicals,4966,2951,168.89,170.01,5,221.4,1.173
4149,SUP0299,BUY0591,steel,4565,2469,94.19,106.31,2,43.4,1.134
4150,SUP0102,BUY0072,grain,3918,2571,45.49,55.83,1,348.8,0.879
4151,SUP0074,BUY0137,electronics,4391,2136,76.44,80.11,1,459.9,1.012
4152,SUP0373,BUY0321,electronics,4875,366,76.17,91.64,1,308.8,1.057
4153,SUP0406,BUY0272,textiles,78,3887,52.93,52.24,5,315.0,0.313
4154,SUP0370,BUY0053,grain,1027,3245,23.86,26.28,1,423.4,0.434
4155,SUP0426,BUY0452,grain,4658,159,55.22,66.14,5,422.4,1.223
4156,SUP0063,BUY0443,electronics,3077,1171,249.53,256.93,5,448.3,1.216
4157,SUP0368,BUY0123,electronics,3782,2183,225.03,249.13,2,216.4,1.041
4158,SUP0092,BUY0570,steel,3985,1851,58.13,62.76,1,468.6,1.009
4159,SUP0005,BUY0457,textiles,4865,1563,84.85,94.09,2,401.8,1.079
4160,SUP0328,BUY0133,steel,3130,3841,102.24,107.04,5,464.3,0.796
4161,SUP0229,BUY0245,grain,1390,3852,51.84,51.58,2,61.2,0.358
4162,SUP0283,BUY0192,electronics,4852,442,233.64,234.22,5,361.0,1.242
4163,SUP0171,BUY0035,steel,1220,1564,52.62,58.55,5,220.4,0.857
4164,SUP0400,BUY0578,grain,3909,2295,54.46,59.84,3,174.9,1.094
4165,SUP0060,BUY0491,steel,1897,2627,117.42,132.37,4,383.2,0.738
4166,SUP0021,BUY0117,steel,726,3929,38.67,41.6,1,252.3,0.439
4167,SUP0454,BUY0242,grain,2753,1846,36.56,37.47,3,120.7,1.036
4168,SUP0043,BUY0037,steel,2898,498,90.98,100.37,3,479.1,1.106
4169,SUP0351,BUY0102,chemicals,1522,3147,190.6,196.56,5,358.3,0.712
4170,SUP0491,BUY0661,electronics,481,2969,162.48,160.29,2,327.3,0.209
4171,SUP0468,BUY0070,textiles,1519,1976,93.32,99.82,3,190.7,0.762
4172,SUP0453,BUY0427,electronics,3725,408,261.09,305.66,2,489.7,1.053
4173,SUP0330,BUY0198,chemicals,1410,1312,178.65,183.07,2,211.2,0.813
4174,SUP0225,BUY0623,textiles,413,1449,78.07,77.81,2,437.3,0.219
4175,SUP0162,BUY0013,electronics,2831,1538,91.05,90.89,2,351.7,0.789
4176,SUP0389,BUY0638,steel,571,3948,53.02,53.74,5,168.0,0.65
4177,SUP0026,BUY0245,grain,3217,3276,46.89,49.41,4,495.6,0.795
4178,SUP0344,BUY0518,textiles,3935,3663,49.44,48.47,4,74.8,0.704
4179,SUP0099,BUY0681,steel,1787,603,57.8,67.04,2,118.0,1.165
4180,SUP0389,BUY0163,steel,4424,2475,110.82,130.13,5,389.1,1.159
4181,SUP0483,BUY0458,chemicals,2962,2882,112.29,122.43,2,251.9,0.784
4182,SUP0251,BUY0264,electronics,2509,2659,238.08,284.01,4,437.7,0.799
4183,SUP0436,BUY0313,chemicals,3250,1997,75.14,92.12,3,59.4,1.102
4184,SUP0037,BUY0070,chemicals,983,2061,105.43,123.79,2,121.0,0.631
4185,SUP0435,BUY0084,electronics,1535,3407,139.43,177.17,4,318.2,0.662
4186,SUP0190,BUY0554,steel,2314,1265,40.98,44.97,4,332.1,1.141
4187,SUP0192,BUY0655,grain,3343,3149,50.84,51.27,4,46.3,0.958
4188,SUP0096,BUY0531,textiles,3080,1706,90.94,84.34,5,169.9,0.981
4189,SUP0409,BUY0267,electronics,3073,1207,170.4,166.46,1,453.2,0.764
4190,SUP0434,BUY0456,electronics,4608,342,239.84,263.35,4,11.7,1.296
4191,SUP0142,BUY0600,chemicals,2699,2327,134.45,156.08,1,241.6,0.783
4192,SUP0362,BUY0490,chemicals,4041,373,119.42,133.55,1,466.4,1.01
4193,SUP0043,BUY0536,chemicals,2001,2937,83.23,101.15,3,355.0,0.682
4194,SUP0454,BUY0389,steel,2699,806,53.38,55.54,1,41.0,1.138
4195,SUP0033,BUY0053,chemicals,1619,1413,187.66,215.33,4,143.3,0.958
4196,SUP0450,BUY0369,electronics,2944,1990,221.81,234.02,3,101.0,1.037
4197,SUP0036,BUY0176,textiles,2860,3462,53.87,57.94,5,58.1,0.922
4198,SUP0150,BUY0327,steel,1819,3955,68.49,76.31,3,33.1,0.701
4199,SUP0410,BUY0272,textiles,4880,2880,38.56,37.78,3,365.0,0.784
4200,SUP0095,BUY0440,electronics,1152,2560,246.9,252.37,2,121.3,0.621
4201,SUP0185,BUY0029,steel,4764,3983,60.61,65.89,3,337.9,0.867
4202,SUP0125,BUY0615,grain,250,1734,37.92,40.82,1,284.0,0.415
4203,SUP0384,BUY0398,steel,950,3093,76.36,90.5,3,168.5,0.607
4204,SUP0089,BUY0369,textiles,1661,1446,76.82,83.42,1,310.9,0.759
4205,SUP0498,BUY0306,textiles,1535,184,49.85,61.29,4,56.9,1.283
4206,SUP0358,BUY0238,steel,3423,3949,113.49,134.93,3,179.6,0.8
4207,SUP0469,BUY0642,steel,2024,2552,71.87,75.42,1,32.9,0.718
4208,SUP0408,BUY0508,textiles,355,2980,56.0,53.96,5,317.0,0.347
4209,SUP0394,BUY0529,steel,4469,1912,67.34,75.12,1,177.4,1.097
4210,SUP0269,BUY0664,electronics,2927,793,74.87,78.54,1,196.4,1.091
4211,SUP0015,BUY0512,steel,742,3705,100.26,117.26,4,98.8,0.64
4212,SUP0197,BUY0203,electronics,4431,1993,107.6,118.63,1,486.7,1.004
4213,SUP0228,BUY0511,textiles,2636,3759,30.22,34.31,1,234.5,0.625
4214,SUP0370,BUY0125,steel,2141,285,101.66,99.81,1,146.8,0.856
4215,SUP0229,BUY0141,electronics,2089,2621,203.27,229.15,2,257.2,0.702
4216,SUP0425,BUY0487,electronics,2718,2410,203.11,231.47,1,341.3,0.742
4217,SUP0454,BUY0113,electronics,1313,1590,137.05,152.77,1,307.4,0.647
4218,SUP0494,BUY0039,steel,932,2935,39.76,45.4,2,141.0,0.569
4219,SUP0236,BUY0285,grain,2341,1314,23.52,25.0,4,372.7,1.112
4220,SUP0225,BUY0608,textiles,3068,2278,77.76,82.52,5,145.3,1.078
