order_id,customer_id,area_code,order_time_min,promised_time_min,prep_time_min,penalty_score,order_value,rider_id_assigned,status
ORD03550,CUST0895,NODE_26,1240,1283,16,1.98,436,RID0016,CANCELLED
ORD03551,CUST0386,NODE_10,648,675,20,1.27,739,RID0026,OUT_FOR_DELIVERY
ORD03552,CUST0467,NODE_22,1183,1221,16,0.55,592,RID0030,CANCELLED
ORD03553,CUST1043,NODE_01,706,733,22,1.59,362,RID0018,OUT_FOR_DELIVERY
ORD03554,CUST0251,NODE_09,922,953,21,1.16,678,-1,PENDING
ORD03555,CUST0501,NODE_03,679,712,23,1.66,340,RID0003,OUT_FOR_DELIVERY
ORD03556,CUST0219,NODE_24,75,112,28,1.66,441,RID0003,CANCELLED
ORD03557,CUST0375,NODE_02,253,296,15,1.07,223,RID0003,PENDING
ORD03558,CUST1382,NODE_03,800,849,20,1.09,331,RID0027,COOKING
ORD03559,CUST1415,NODE_03,148,189,30,1.02,441,-1,PENDING
ORD03560,CUST0124,NODE_05,1032,1065,21,1.29,811,-1,PENDING
ORD03561,CUST0995,NODE_26,274,308,16,1.82,202,RID0012,PENDING
ORD03562,CUST0720,NODE_28,765,803,33,1.23,219,-1,OUT_FOR_DELIVERY
ORD03563,CUST0239,NODE_10,15,57,31,1.72,480,RID0012,COOKING
ORD03564,CUST1606,NODE_30,808,858,31,1.18,809,-1,PENDING
ORD03565,CUST1381,NODE_05,649,674,13,1.66,165,RID0014,CANCELLED
ORD03566,CUST1265,NODE_13,24,72,19,1.24,382,RID0017,PENDING
ORD03567,CUST1819,NODE_23,489,522,19,1.82,199,-1,CANCELLED
ORD03568,CUST1583,NODE_11,862,889,17,0.86,581,RID0016,DELIVERED
ORD03569,CUST0354,NODE_17,1216,1263,17,1.61,307,RID0017,PENDING
ORD03570,CUST0084,NODE_13,1355,1381,24,1.84,364,RID0007,PENDING
ORD03571,CUST0070,NODE_13,639,687,30,1.31,400,RID0013,PENDING
ORD03572,CUST0326,NODE_15,1011,1054,33,1.35,167,-1,PENDING
ORD03573,CUST0728,NODE_06,19,52,35,1.64,593,RID0020,CANCELLED
ORD03574,CUST0497,NODE_10,900,946,16,1.24,747,-1,DELIVERED
ORD03575,CUST1307,NODE_20,549,596,21,0.97,774,RID0022,OUT_FOR_DELIVERY
ORD03576,CUST0259,NODE_23,1209,1250,28,0.99,826,-1,COOKING
ORD03577,CUST1727,NODE_20,622,651,27,1.09,708,-1,PENDING
ORD03578,CUST0080,NODE_11,191,226,15,1.05,671,RID0002,OUT_FOR_DELIVERY
ORD03579,CUST0015,NODE_17,5,31,19,1.87,866,RID0016,COOKING
ORD03580,CUST1057,NODE_20,749,798,18,1.53,370,RID0028,COOKING
ORD03581,CUST1746,NODE_04,400,450,24,1.43,593,RID0019,OUT_FOR_DELIVERY
ORD03582,CUST1312,NODE_21,129,171,29,1.16,211,-1,DELIVERED
ORD03583,CUST0178,NODE_01,21,56,13,0.61,867,RID0008,CANCELLED
ORD03584,CUST1727,NODE_04,1145,1177,30,0.9,408,RID0027,PENDING
ORD03585,CUST1770,NODE_06,364,413,35,0.64,783,-1,DELIVERED
ORD03586,CUST1076,NODE_30,1099,1137,19,0.88,679,RID0016,CANCELLED
ORD03587,CUST1448,NODE_14,1316,1361,32,1.84,633,RID0018,DELIVERED
ORD03588,CUST1942,NODE_17,192,240,21,0.76,788,RID0002,COOKING
ORD03589,CUST0091,NODE_19,969,995,19,1.89,657,RID0004,CANCELLED
ORD03590,CUST1563,NODE_13,681,729,35,1.73,161,-1,PENDING
ORD03591,CUST0711,NODE_04,760,807,27,0.84,402,-1,DELIVERED
ORD03592,CUST0539,NODE_02,1319,1359,15,1.95,307,RID0014,DELIVERED
ORD03593,CUST0825,NODE_29,627,669,30,1.22,560,RID0009,CANCELLED
ORD03594,CUST0466,NODE_28,193,219,19,0.95,216,RID0020,OUT_FOR_DELIVERY
ORD03595,CUST0171,NODE_14,1210,1260,31,1.68,226,-1,DELIVERED
ORD03596,CUST1178,NODE_21,748,776,20,1.02,393,RID0022,OUT_FOR_DELIVERY
ORD03597,CUST0243,NODE_30,1149,1195,19,1.28,227,RID0030,PENDING
ORD03598,CUST0619,NODE_03,1081,1106,31,1.26,675,-1,OUT_FOR_DELIVERY
ORD03599,CUST0189,NODE_09,686,714,22,1.69,852,RID0015,OUT_FOR_DELIVERY
ORD03600,CUST0209,NODE_28,1148,1182,15,1.03,236,-1,COOKING
ORD03601,CUST1250,NODE_09,423,455,18,1.01,892,RID0027,DELIVERED
ORD03602,CUST1457,NODE_02,1308,1346,23,1.08,825,-1,OUT_FOR_DELIVERY
ORD03603,CUST0996,NODE_14,476,520,23,1.0,401,RID0010,CANCELLED
ORD03604,CUST0768,NODE_28,661,704,22,1.95,807,RID0017,COOKING
ORD03605,CUST1579,NODE_16,232,281,29,0.98,455,RID0016,CANCELLED
ORD03606,CUST1947,NODE_10,714,757,12,0.66,199,RID0001,OUT_FOR_DELIVERY
ORD03607,CUST1122,NODE_08,1214,1262,17,1.69,418,-1,CANCELLED
ORD03608,CUST0935,NODE_11,1235,1263,21,0.65,383,RID0019,CANCELLED
ORD03609,CUST0387,NODE_17,457,487,28,1.43,309,RID0009,OUT_FOR_DELIVERY
ORD03610,CUST1893,NODE_01,1033,1064,35,0.72,264,RID0003,PENDING
ORD03611,CUST0402,NODE_03,422,470,19,1.05,882,RID0021,DELIVERED
ORD03612,CUST1600,NODE_30,1104,1131,15,1.49,179,RID0008,DELIVERED
ORD03613,CUST1160,NODE_20,297,338,34,0.75,276,RID0018,COOKING
ORD03614,CUST1379,NODE_18,327,361,14,1.36,679,-1,PENDING
ORD03615,CUST1747,NODE_19,348,397,24,0.98,789,-1,PENDING
ORD03616,CUST1813,NODE_19,976,1001,24,1.13,470,-1,OUT_FOR_DELIVERY
ORD03617,CUST0914,NODE_01,880,913,14,0.78,626,-1,DELIVERED
ORD03618,CUST1173,NODE_05,1156,1181,25,0.97,659,-1,DELIVERED
ORD03619,CUST0669,NODE_02,239,282,20,0.98,596,RID0022,PENDING
ORD03620,CUST1158,NODE_13,971,1006,17,1.01,554,RID0020,PENDING
ORD03621,CUST1979,NODE_20,1186,1223,22,1.0,691,RID0018,OUT_FOR_DELIVERY
ORD03622,CUST1224,NODE_01,411,449,25,1.18,191,RID0007,DELIVERED
ORD03623,CUST1334,NODE_04,141,181,26,1.98,624,RID0018,CANCELLED
ORD03624,CUST1339,NODE_24,1239,1264,27,1.84,525,RID0029,COOKING
ORD03625,CUST1193,NODE_14,377,412,28,0.94,247,-1,CANCELLED
ORD03626,CUST1891,NODE_18,24,55,20,0.84,183,RID0008,CANCELLED
ORD03627,CUST1983,NODE_23,487,523,31,1.02,610,RID0018,COOKING
ORD03628,CUST1536,NODE_20,604,639,26,1.27,298,RID0011,OUT_FOR_DELIVERY
ORD03629,CUST0686,NODE_06,770,818,25,1.12,358,-1,COOKING
ORD03630,CUST1023,NODE_13,1275,1307,30,1.84,197,RID0004,OUT_FOR_DELIVERY
ORD03631,CUST1120,NODE_04,679,704,17,1.6,709,RID0002,PENDING
ORD03632,CUST1292,NODE_20,116,155,29,1.2,337,-1,OUT_FOR_DELIVERY
ORD03633,CUST1911,NODE_06,33,63,12,1.51,225,-1,DELIVERED
ORD03634,CUST0226,NODE_08,531,564,30,1.35,478,RID0005,DELIVERED
ORD03635,CUST0835,NODE_20,968,1010,19,1.47,582,RID0030,DELIVERED
ORD03636,CUST0892,NODE_23,920,953,25,0.71,205,RID0015,DELIVERED
ORD03637,CUST0836,NODE_19,1353,1385,22,1.27,713,RID0028,COOKING
ORD03638,CUST1907,NODE_06,1336,1368,30,1.04,292,-1,COOKING
ORD03639,CUST1468,NODE_14,87,121,32,1.77,599,RID0017,DELIVERED
ORD03640,CUST0382,NODE_02,1270,1317,17,1.95,443,RID0027,DELIVERED
ORD03641,CUST0473,NODE_16,941,966,28,0.74,886,RID0027,DELIVERED
ORD03642,CUST1794,NODE_12,853,886,31,1.9,687,RID0026,OUT_FOR_DELIVERY
ORD03643,CUST1883,NODE_03,1098,1137,18,0.57,348,-1,CANCELLED
ORD03644,CUST1731,NODE_16,136,177,27,1.66,649,RID0004,COOKING
ORD03645,CUST0950,NODE_06,1030,1055,28,0.65,546,RID0020,PENDING
ORD03646,CUST0133,NODE_16,511,537,18,1.38,769,-1,DELIVERED
ORD03647,CUST1838,NODE_27,711,761,14,1.2,626,-1,PENDING
ORD03648,CUST1477,NODE_20,202,243,26,1.37,298,RID0028,DELIVERED
ORD03649,CUST1969,NODE_30,3,31,28,1.06,744,-1,OUT_FOR_DELIVERY
ORD03650,CUST1606,NODE_17,847,873,32,0.51,634,-1,COOKING
ORD03651,CUST1271,NODE_24,536,577,30,0.57,455,-1,DELIVERED
ORD03652,CUST1614,NODE_23,561,596,35,1.39,819,RID0024,CANCELLED
ORD03653,CUST1999,NODE_30,583,633,16,0.95,758,-1,COOKING
ORD03654,CUST0403,NODE_11,1055,1098,14,1.51,329,-1,OUT_FOR_DELIVERY
ORD03655,CUST1972,NODE_18,132,175,18,1.01,797,-1,COOKING
ORD03656,CUST0829,NODE_05,1302,1351,35,1.76,894,RID0028,COOKING
ORD03657,CUST1523,NODE_30,383,410,25,0.75,803,RID0009,CANCELLED
ORD03658,CUST0109,NODE_23,744,777,35,1.11,386,-1,DELIVERED
ORD03659,CUST1211,NODE_08,272,299,28,1.76,762,RID0018,COOKING
ORD03660,CUST0826,NODE_01,339,382,16,0.59,603,-1,PENDING
ORD03661,CUST0497,NODE_19,217,248,27,0.72,422,RID0027,CANCELLED
ORD03662,CUST1785,NODE_10,661,709,31,1.0,712,RID0019,DELIVERED
ORD03663,CUST0455,NODE_09,368,407,28,1.37,636,RID0028,COOKING
ORD03664,CUST1592,NODE_06,696,737,29,1.09,767,-1,CANCELLED
ORD03665,CUST1420,NODE_23,1222,1271,14,0.78,208,RID0018,CANCELLED
ORD03666,CUST0303,NODE_03,1346,1396,19,1.55,210,RID0025,CANCELLED
ORD03667,CUST1167,NODE_05,1158,1190,14,0.8,410,-1,COOKING
ORD03668,CUST0756,NODE_09,42,88,30,1.24,207,RID0001,CANCELLED
ORD03669,CUST1275,NODE_16,706,739,29,1.08,247,-1,COOKING
ORD03670,CUST0422,NODE_09,763,805,27,0.78,750,RID0007,OUT_FOR_DELIVERY
ORD03671,CUST0041,NODE_01,1036,1082,24,1.17,399,RID0007,CANCELLED
ORD03672,CUST0893,NODE_03,845,885,27,1.56,368,-1,OUT_FOR_DELIVERY
ORD03673,CUST1725,NODE_26,1016,1048,30,0.86,503,RID0001,PENDING
ORD03674,CUST1504,NODE_08,834,880,13,1.29,886,-1,DELIVERED
ORD03675,CUST1043,NODE_07,431,466,23,1.93,451,RID0030,CANCELLED
ORD03676,CUST0652,NODE_24,970,1018,14,1.69,228,RID0007,DELIVERED
ORD03677,CUST0287,NODE_14,1145,1180,24,0.95,890,RID0012,CANCELLED
ORD03678,CUST1074,NODE_26,65,110,26,1.65,445,RID0001,OUT_FOR_DELIVERY
ORD03679,CUST1887,NODE_22,1273,1300,16,1.47,456,RID0027,DELIVERED
ORD03680,CUST1715,NODE_18,990,1016,19,1.87,693,RID0018,DELIVERED
ORD03681,CUST0023,NODE_02,308,340,26,1.98,339,-1,COOKING
ORD03682,CUST0052,NODE_28,64,93,31,1.32,417,-1,COOKING
ORD03683,CUST0606,NODE_26,52,89,12,1.55,813,-1,OUT_FOR_DELIVERY
ORD03684,CUST0956,NODE_21,120,145,24,0.55,629,-1,OUT_FOR_DELIVERY
ORD03685,CUST0649,NODE_30,133,167,31,1.86,571,RID0001,OUT_FOR_DELIVERY
ORD03686,CUST0348,NODE_01,627,672,12,1.37,378,RID0016,CANCELLED
ORD03687,CUST1334,NODE_01,725,758,26,1.59,663,-1,CANCELLED
ORD03688,CUST0787,NODE_14,1324,1356,22,1.46,879,-1,CANCELLED
ORD03689,CUST1385,NODE_21,1291,1333,22,1.7,789,-1,PENDING
ORD03690,CUST1586,NODE_28,505,541,23,0.57,564,RID0022,DELIVERED
ORD03691,CUST0978,NODE_09,277,304,33,0.52,420,-1,COOKING
ORD03692,CUST1737,NODE_04,549,591,23,0.72,339,RID0021,DELIVERED
ORD03693,CUST0888,NODE_09,621,661,25,0.73,165,RID0030,CANCELLED
ORD03694,CUST1807,NODE_25,74,103,22,1.23,287,-1,PENDING
ORD03695,CUST1755,NODE_17,882,915,13,0.85,189,-1,PENDING
ORD03696,CUST1849,NODE_24,527,563,22,0.56,360,RID0028,DELIVERED
ORD03697,CUST0846,NODE_30,1299,1327,12,0.91,581,-1,DELIVERED
ORD03698,CUST1816,NODE_14,459,497,30,1.51,150,-1,OUT_FOR_DELIVERY
ORD03699,CUST0344,NODE_15,1005,1050,19,0.82,890,RID0007,OUT_FOR_DELIVERY
ORD03700,CUST0812,NODE_21,1257,1301,15,0.75,192,-1,PENDING
ORD03701,CUST1753,NODE_08,384,421,26,1.55,637,RID0015,OUT_FOR_DELIVERY
ORD03702,CUST1792,NODE_30,641,678,12,1.49,166,RID0001,COOKING
ORD03703,CUST0091,NODE_22,226,261,16,0.88,596,RID0025,DELIVERED
ORD03704,CUST0056,NODE_28,1160,1208,22,0.57,802,-1,CANCELLED
ORD03705,CUST0267,NODE_07,493,543,12,1.33,887,-1,CANCELLED
ORD03706,CUST0653,NODE_08,216,245,26,1.81,391,RID0028,OUT_FOR_DELIVERY
ORD03707,CUST1375,NODE_04,438,471,33,0.95,426,-1,CANCELLED
ORD03708,CUST1638,NODE_03,165,209,19,0.62,311,-1,CANCELLED
ORD03709,CUST1469,NODE_30,1306,1342,24,1.16,596,-1,OUT_FOR_DELIVERY
ORD03710,CUST0732,NODE_05,619,666,22,1.82,786,RID0011,OUT_FOR_DELIVERY
ORD03711,CUST0761,NODE_10,1245,1275,30,0.73,559,-1,COOKING
ORD03712,CUST0638,NODE_06,1278,1317,32,0.92,458,-1,DELIVERED
ORD03713,CUST0035,NODE_13,398,432,31,0.97,216,RID0024,COOKING
ORD03714,CUST0959,NODE_30,471,504,28,1.06,643,-1,OUT_FOR_DELIVERY
ORD03715,CUST0031,NODE_16,942,974,32,1.57,306,RID0009,PENDING
ORD03716,CUST1036,NODE_12,1304,1346,14,1.56,782,RID0013,OUT_FOR_DELIVERY
ORD03717,CUST0565,NODE_24,267,304,24,0.86,766,-1,OUT_FOR_DELIVERY
ORD03718,CUST0748,NODE_15,147,192,22,0.93,478,-1,COOKING
ORD03719,CUST0872,NODE_05,944,983,20,1.86,332,RID0026,COOKING
ORD03720,CUST1837,NODE_04,1028,1062,18,0.81,305,RID0014,OUT_FOR_DELIVERY
ORD03721,CUST0278,NODE_23,677,707,21,1.61,736,RID0007,COOKING
ORD03722,CUST1783,NODE_15,80,112,28,1.03,537,RID0008,OUT_FOR_DELIVERY
ORD03723,CUST0923,NODE_22,1061,1092,22,1.9,576,RID0003,DELIVERED
ORD03724,CUST1636,NODE_27,1269,1308,24,1.54,655,-1,PENDING
ORD03725,CUST0908,NODE_12,117,157,33,1.89,586,RID0013,OUT_FOR_DELIVERY
ORD03726,CUST0045,NODE_15,964,990,18,1.89,222,RID0011,OUT_FOR_DELIVERY
ORD03727,CUST0378,NODE_24,31,77,23,1.23,684,RID0023,DELIVERED
ORD03728,CUST1664,NODE_28,128,161,35,1.18,541,RID0001,DELIVERED
ORD03729,CUST1078,NODE_28,518,551,15,1.16,778,RID0010,OUT_FOR_DELIVERY
ORD03730,CUST0484,NODE_08,292,327,25,0.73,385,RID0011,CANCELLED
ORD03731,CUST0348,NODE_27,1217,1255,29,1.09,877,RID0002,PENDING
ORD03732,CUST0898,NODE_30,209,237,35,0.58,420,RID0030,COOKING
ORD03733,CUST0631,NODE_20,1194,1227,27,1.23,830,RID0007,DELIVERED
ORD03734,CUST1505,NODE_27,357,407,27,0.96,412,RID0001,CANCELLED
ORD03735,CUST1094,NODE_28,776,802,23,1.74,354,-1,CANCELLED
ORD03736,CUST1265,NODE_19,454,493,27,1.56,296,RID0007,OUT_FOR_DELIVERY
ORD03737,CUST1541,NODE_06,644,673,22,1.11,214,-1,DELIVERED
ORD03738,CUST0106,NODE_03,833,858,18,0.7,342,RID0011,OUT_FOR_DELIVERY
ORD03739,CUST1255,NODE_13,1134,1165,24,1.72,856,-1,PENDING
ORD03740,CUST0689,NODE_21,1061,1101,33,0.67,843,-1,OUT_FOR_DELIVERY
ORD03741,CUST0489,NODE_01,985,1018,12,1.21,731,-1,OUT_FOR_DELIVERY
ORD03742,CUST0466,NODE_12,117,146,15,0.84,892,RID0007,COOKING
ORD03743,CUST1188,NODE_30,1190,1237,31,0.54,785,RID0018,DELIVERED
ORD03744,CUST1545,NODE_10,1233,1276,22,1.49,686,RID0007,CANCELLED
ORD03745,CUST0516,NODE_08,481,519,31,1.8,751,RID0009,PENDING
ORD03746,CUST0395,NODE_20,315,360,13,1.01,512,RID0030,CANCELLED
ORD03747,CUST0955,NODE_23,1249,1284,16,1.82,734,RID0006,CANCELLED
ORD03748,CUST0394,NODE_29,1349,1390,30,1.47,897,RID0016,COOKING
ORD03749,CUST1151,NODE_20,1102,1138,13,1.4,487,RID0008,DELIVERED
ORD03750,CUST1673,NODE_27,1374,1407,22,1.15,213,RID0002,DELIVERED
ORD03751,CUST0190,NODE_27,549,585,15,1.2,324,RID0009,OUT_FOR_DELIVERY
ORD03752,CUST1492,NODE_11,137,170,13,1.78,380,-1,PENDING
ORD03753,CUST0659,NODE_03,178,211,17,0.98,513,RID0009,CANCELLED
ORD03754,CUST0006,NODE_22,540,582,21,1.76,780,-1,COOKING
ORD03755,CUST0663,NODE_18,1239,1282,24,1.59,713,RID0024,PENDING
ORD03756,CUST0045,NODE_13,152,178,29,1.69,748,RID0013,COOKING
ORD03757,CUST1671,NODE_21,484,523,33,1.33,319,RID0009,DELIVERED
ORD03758,CUST1162,NODE_22,772,815,30,1.67,754,RID0018,CANCELLED
ORD03759,CUST1170,NODE_27,128,167,20,1.14,525,RID0003,CANCELLED
ORD03760,CUST1657,NODE_04,195,224,17,1.16,797,RID0010,DELIVERED
ORD03761,CUST1949,NODE_04,178,206,28,1.92,859,-1,COOKING
ORD03762,CUST0419,NODE_22,341,381,32,1.27,389,RID0029,OUT_FOR_DELIVERY
ORD03763,CUST1885,NODE_29,358,395,13,1.9,564,RID0010,CANCELLED
ORD03764,CUST1874,NODE_28,28,57,29,1.97,492,-1,DELIVERED
ORD03765,CUST0638,NODE_07,1191,1225,28,1.43,210,RID0023,CANCELLED
ORD03766,CUST0098,NODE_02,660,696,28,0.6,155,-1,OUT_FOR_DELIVERY
ORD03767,CUST0654,NODE_27,914,942,32,1.64,187,RID0003,PENDING
ORD03768,CUST0678,NODE_13,122,158,17,1.49,752,RID0021,PENDING
ORD03769,CUST0937,NODE_24,653,699,22,1.95,480,-1,CANCELLED
ORD03770,CUST0189,NODE_01,555,596,24,0.7,645,RID0008,DELIVERED
ORD03771,CUST1325,NODE_05,978,1009,13,0.53,294,RID0026,COOKING
ORD03772,CUST0769,NODE_09,1029,1056,15,1.47,825,-1,COOKING
ORD03773,CUST0598,NODE_21,1184,1214,35,1.82,497,RID0025,PENDING
ORD03774,CUST1822,NODE_19,914,962,20,1.96,292,-1,PENDING
ORD03775,CUST1982,NODE_11,758,787,17,1.86,339,RID0014,DELIVERED
ORD03776,CUST1450,NODE_14,29,65,15,1.51,330,-1,CANCELLED
ORD03777,CUST1098,NODE_16,395,433,19,1.4,486,RID0003,DELIVERED
ORD03778,CUST0631,NODE_27,1245,1283,15,0.71,563,RID0023,PENDING
ORD03779,CUST1922,NODE_01,32,69,18,1.86,266,RID0017,DELIVERED
ORD03780,CUST0508,NODE_12,14,51,18,0.8,818,-1,PENDING
ORD03781,CUST0512,NODE_12,576,609,33,1.37,890,RID0026,PENDING
ORD03782,CUST0942,NODE_25,25,54,20,1.6,485,RID0017,COOKING
ORD03783,CUST0205,NODE_23,35,84,29,0.78,346,RID0021,CANCELLED
ORD03784,CUST1089,NODE_23,469,499,32,1.45,801,-1,CANCELLED
ORD03785,CUST0785,NODE_23,218,245,15,1.84,326,-1,COOKING
ORD03786,CUST1000,NODE_26,1348,1379,23,1.68,583,RID0010,DELIVERED
ORD03787,CUST0867,NODE_29,1023,1072,23,1.04,278,-1,OUT_FOR_DELIVERY
ORD03788,CUST1455,NODE_17,475,522,30,0.8,723,RID0023,COOKING
ORD03789,CUST0062,NODE_27,1215,1261,21,1.52,386,RID0003,CANCELLED
ORD03790,CUST0859,NODE_16,285,321,15,0.63,501,RID0016,CANCELLED
ORD03791,CUST0371,NODE_03,1261,1295,32,1.13,618,-1,CANCELLED
ORD03792,CUST1060,NODE_16,1272,1312,18,1.92,495,-1,OUT_FOR_DELIVERY
ORD03793,CUST1764,NODE_01,1217,1264,12,1.45,755,RID0012,COOKING
ORD03794,CUST0830,NODE_02,51,76,28,0.8,180,RID0002,CANCELLED
ORD03795,CUST0991,NODE_25,309,350,22,0.89,346,RID0029,DELIVERED
ORD03796,CUST0412,NODE_11,803,846,21,1.11,417,RID0003,CANCELLED
ORD03797,CUST0603,NODE_05,674,702,20,0.9,276,-1,CANCELLED
ORD03798,CUST1909,NODE_11,1358,1398,27,1.5,798,RID0027,DELIVERED
ORD03799,CUST1393,NODE_01,1070,1115,24,1.57,184,RID0026,OUT_FOR_DELIVERY
ORD03800,CUST1900,NODE_04,1008,1057,22,1.75,529,-1,CANCELLED
ORD03801,CUST0575,NODE_23,590,639,18,1.93,771,RID0030,DELIVERED
ORD03802,CUST1341,NODE_26,1161,1199,35,1.09,635,RID0004,OUT_FOR_DELIVERY
ORD03803,CUST0236,NODE_27,1057,1095,35,1.39,183,-1,CANCELLED
ORD03804,CUST2000,NODE_14,954,989,22,1.86,408,RID0003,CANCELLED
ORD03805,CUST0843,NODE_14,969,996,33,1.82,495,RID0027,OUT_FOR_DELIVERY
ORD03806,CUST1878,NODE_04,573,598,13,1.55,783,RID0014,COOKING
ORD03807,CUST0813,NODE_15,1013,1040,12,1.32,722,-1,OUT_FOR_DELIVERY
ORD03808,CUST0874,NODE_08,747,773,30,1.44,255,-1,CANCELLED
ORD03809,CUST1370,NODE_11,140,187,12,1.23,528,RID0028,CANCELLED
ORD03810,CUST1599,NODE_15,845,894,18,1.15,862,RID0022,CANCELLED
ORD03811,CUST1059,NODE_18,845,884,17,1.1,244,RID0008,OUT_FOR_DELIVERY
ORD03812,CUST1398,NODE_26,792,822,15,1.24,384,RID0006,COOKING
ORD03813,CUST0390,NODE_15,1355,1396,20,1.62,514,RID0006,COOKING
ORD03814,CUST1376,NODE_20,5,39,28,1.5,894,RID0019,PENDING
ORD03815,CUST0013,NODE_27,677,703,35,0.67,753,-1,DELIVERED
ORD03816,CUST0488,NODE_19,291,340,21,1.16,463,-1,COOKING
ORD03817,CUST0413,NODE_22,1307,1353,30,1.3,607,RID0015,OUT_FOR_DELIVERY
ORD03818,CUST1968,NODE_07,1244,1280,21,1.41,343,RID0007,PENDING
ORD03819,CUST0601,NODE_08,615,640,33,1.95,814,-1,DELIVERED
ORD03820,CUST1512,NODE_27,513,557,33,0.86,650,-1,COOKING
ORD03821,CUST1671,NODE_25,1151,1186,21,1.17,382,RID0030,DELIVERED
ORD03822,CUST1284,NODE_08,597,645,30,0.83,479,-1,OUT_FOR_DELIVERY
ORD03823,CUST0301,NODE_14,324,354,19,1.93,656,RID0002,DELIVERED
ORD03824,CUST0222,NODE_03,347,387,27,1.85,436,-1,PENDING
ORD03825,CUST1386,NODE_13,398,436,21,0.85,458,RID0023,DELIVERED
ORD03826,CUST1482,NODE_02,90,115,31,1.88,301,RID0002,PENDING
ORD03827,CUST1655,NODE_12,33,81,33,1.26,288,RID0022,CANCELLED
ORD03828,CUST1754,NODE_11,387,420,15,1.94,174,-1,OUT_FOR_DELIVERY
ORD03829,CUST0960,NODE_10,1102,1150,33,1.44,512,RID0015,COOKING
ORD03830,CUST0730,NODE_22,704,743,15,1.08,530,-1,PENDING
ORD03831,CUST0039,NODE_25,1309,1350,15,0.71,667,RID0019,PENDING
ORD03832,CUST1719,NODE_22,359,392,32,0.65,467,-1,COOKING
ORD03833,CUST0239,NODE_12,1093,1138,19,0.97,208,RID0029,CANCELLED
ORD03834,CUST0953,NODE_07,1223,1262,28,1.86,407,RID0008,PENDING
ORD03835,CUST0876,NODE_10,657,705,31,1.89,482,RID0011,COOKING
ORD03836,CUST0857,NODE_05,660,689,20,0.85,156,RID0015,OUT_FOR_DELIVERY
ORD03837,CUST0199,NODE_05,538,580,33,1.69,152,RID0009,PENDING
ORD03838,CUST1286,NODE_10,443,491,31,1.0,463,-1,PENDING
ORD03839,CUST1315,NODE_09,0,47,23,1.83,273,-1,PENDING
ORD03840,CUST0619,NODE_07,717,765,27,1.52,259,-1,CANCELLED
ORD03841,CUST1658,NODE_29,1092,1142,14,0.94,830,RID0022,DELIVERED
ORD03842,CUST0657,NODE_11,528,562,23,1.31,557,RID0002,PENDING
ORD03843,CUST0380,NODE_07,292,318,20,1.82,515,-1,DELIVERED
ORD03844,CUST0076,NODE_04,392,439,22,1.66,495,RID0014,PENDING
ORD03845,CUST1782,NODE_25,646,671,12,1.93,704,-1,CANCELLED
ORD03846,CUST1586,NODE_15,1084,1126,30,1.55,343,-1,COOKING
ORD03847,CUST1725,NODE_17,301,349,24,1.18,829,RID0006,COOKING
ORD03848,CUST1608,NODE_18,1108,1157,14,0.58,765,-1,CANCELLED
ORD03849,CUST1576,NODE_25,927,966,17,1.3,668,RID0027,DELIVERED
ORD03850,CUST1236,NODE_19,1373,1415,24,1.01,670,RID0014,CANCELLED
ORD03851,CUST0136,NODE_19,1379,1416,20,1.67,886,-1,PENDING
ORD03852,CUST0674,NODE_29,1369,1400,20,1.2,312,-1,COOKING
ORD03853,CUST1140,NODE_19,619,666,22,2.0,476,RID0022,DELIVERED
ORD03854,CUST1243,NODE_29,361,407,17,1.62,865,RID0029,OUT_FOR_DELIVERY
ORD03855,CUST0284,NODE_20,46,83,18,0.8,194,-1,PENDING
ORD03856,CUST1671,NODE_24,1260,1301,26,1.07,342,RID0014,PENDING
ORD03857,CUST0206,NODE_11,372,408,31,0.9,858,RID0020,CANCELLED
ORD03858,CUST1932,NODE_03,118,167,24,0.54,438,RID0025,DELIVERED
ORD03859,CUST0008,NODE_11,839,873,35,0.57,765,-1,OUT_FOR_DELIVERY
ORD03860,CUST1055,NODE_06,739,775,19,0.81,868,RID0020,PENDING
ORD03861,CUST0226,NODE_25,1376,1414,32,1.45,394,-1,PENDING
ORD03862,CUST1806,NODE_02,316,352,19,1.39,736,-1,COOKING
ORD03863,CUST0003,NODE_16,450,497,34,0.91,887,RID0015,DELIVERED
ORD03864,CUST1994,NODE_30,321,359,33,0.73,664,-1,CANCELLED
ORD03865,CUST0887,NODE_18,1189,1237,25,1.71,642,RID0024,DELIVERED
ORD03866,CUST1793,NODE_09,950,998,22,1.02,790,RID0001,DELIVERED
ORD03867,CUST1028,NODE_13,935,984,22,1.17,660,RID0027,PENDING
ORD03868,CUST1594,NODE_11,571,604,32,1.01,292,RID0006,COOKING
ORD03869,CUST1164,NODE_01,432,474,26,0.82,378,-1,COOKING
ORD03870,CUST1838,NODE_22,1271,1321,30,0.83,647,RID0008,PENDING
ORD03871,CUST0205,NODE_17,842,869,25,1.12,677,RID0021,PENDING
ORD03872,CUST0693,NODE_26,136,176,32,0.95,728,RID0018,COOKING
ORD03873,CUST1263,NODE_14,811,855,33,1.89,876,RID0022,PENDING
ORD03874,CUST0223,NODE_18,375,400,24,2.0,747,-1,DELIVERED
ORD03875,CUST1095,NODE_17,609,635,26,1.87,618,RID0019,CANCELLED
ORD03876,CUST1129,NODE_10,964,1003,16,1.96,709,-1,CANCELLED
