passage_id,vehicle_id,corridor_id,entry_time_min,exit_time_min,distance_km,base_toll,congestion_factor,final_toll
6010,521,36,189,240,67.43,80.62,1.24,99.97
6011,2175,46,558,626,79.29,88.32,1.88,166.04
6012,9299,37,591,595,4.43,10.19,1.44,14.67
6013,1977,22,597,653,52.84,64.05,1.23,78.78
6014,541,43,1050,1190,56.8,62.93,1.55,97.54
6015,9181,27,277,297,15.62,37.09,1.21,44.88
6016,3167,30,684,740,30.7,91.42,1.03,94.16
6017,1602,36,262,324,41.83,101.87,1.24,126.32
6018,8011,16,595,724,56.65,154.4,1.55,239.32
6019,546,8,1370,1448,72.31,210.41,1.05,220.93
6020,1519,29,452,474,24.94,70.04,1.89,132.38
6021,162,49,63,128,76.74,110.27,1.26,138.94
6022,7295,48,606,745,63.14,85.54,1.63,139.43
6023,3286,43,1344,1401,38.18,79.94,1.02,81.54
6024,6042,43,698,734,42.09,69.5,1.25,86.88
6025,3529,17,139,162,17.93,28.81,1.04,29.96
6026,7610,1,1065,1151,57.16,102.8,1.93,198.4
6027,3660,49,1247,1295,40.97,111.18,1.23,136.75
6028,7028,11,950,972,28.9,82.5,1.15,94.87
6029,5907,33,94,180,49.92,141.18,1.15,162.36
6030,2333,24,275,447,73.36,180.23,1.11,200.06
6031,1847,18,1028,1048,13.28,15.6,1.63,25.43
6032,7676,31,1366,1375,6.1,7.53,1.25,9.41
6033,9093,10,912,1005,56.86,135.46,1.22,165.26
6034,5110,30,388,398,5.7,14.47,1.26,18.23
6035,529,43,1057,1099,26.82,32.89,1.95,64.14
6036,3497,16,719,760,50.45,84.09,1.14,95.86
6037,7767,15,175,251,31.0,72.4,1.03,74.57
6038,2315,36,209,287,59.51,132.85,1.06,140.82
6039,9554,37,1346,1407,55.78,135.57,1.12,151.84
6040,8481,15,124,161,44.36,56.59,1.17,66.21
6041,9855,10,1065,1068,4.79,11.2,1.1,12.32
6042,7370,42,613,797,77.52,113.6,1.65,187.44
6043,5053,14,391,419,29.89,58.44,1.24,72.47
6044,7638,11,1350,1401,61.23,133.17,1.02,135.83
6045,5999,41,1244,1344,49.36,136.88,1.15,157.41
6046,23,50,942,984,47.16,103.26,1.26,130.11
6047,4433,29,1198,1206,9.51,10.6,1.2,12.72
6048,3265,21,1116,1119,4.24,8.74,1.7,14.86
6049,2607,33,2,53,41.39,111.79,1.16,129.68
6050,566,8,371,376,7.57,19.49,1.11,21.63
6051,9248,32,167,239,47.32,109.3,1.27,138.81
6052,8572,27,558,575,20.94,44.39,1.8,79.9
6053,1076,5,885,936,55.75,164.54,1.28,210.61
6054,3672,15,1086,1118,41.22,64.07,1.69,108.28
6055,9494,12,1151,1206,54.1,65.86,1.9,125.13
6056,9746,12,224,278,34.46,100.74,1.07,107.79
6057,6517,47,1031,1052,27.48,33.34,1.19,39.67
6058,3168,12,13,45,37.22,39.86,1.13,45.04
6059,9124,27,1181,1216,46.2,90.26,1.26,113.73
6060,4842,16,415,416,2.53,7.37,1.19,8.77
6061,6323,20,807,865,74.54,96.58,1.14,110.1
6062,5414,47,536,544,8.32,13.37,1.47,19.65
6063,4023,7,933,991,66.65,191.29,1.24,237.2
6064,6749,20,1236,1259,27.82,52.46,1.03,54.03
6065,7753,23,191,258,54.25,112.22,1.26,141.4
6066,4727,17,210,255,59.28,99.85,1.17,116.82
6067,3289,25,370,417,53.97,76.63,1.14,87.36
6068,9247,15,1213,1279,49.74,130.25,1.19,155.0
6069,5275,15,1107,1121,10.98,32.09,1.76,56.48
6070,7598,12,1025,1110,42.82,57.38,1.13,64.84
6071,7072,12,385,407,17.02,37.05,1.26,46.68
6072,1868,18,359,400,27.81,83.11,1.11,92.25
6073,7060,27,857,898,32.63,82.29,1.27,104.51
6074,4470,30,1162,1194,37.14,57.14,1.84,105.14
6075,3658,12,1025,1057,14.85,43.71,1.99,86.98
6076,8354,50,1400,1419,18.79,46.76,1.21,56.58
6077,1353,23,1383,1460,66.14,100.04,1.28,128.05
6078,5785,29,884,901,12.03,34.64,1.06,36.72
6079,3443,45,988,1010,25.47,55.6,1.15,63.94
6080,5415,5,376,442,22.4,40.88,1.14,46.6
6081,6581,36,960,1061,70.89,78.23,1.06,82.92
6082,1771,23,426,502,75.85,183.74,1.17,214.98
6083,5861,35,975,1024,51.71,140.7,1.09,153.36
6084,7233,17,80,93,16.06,38.57,1.26,48.6
6085,5247,9,914,919,4.82,12.92,1.29,16.67
6086,6619,2,1205,1299,49.0,119.35,1.3,155.16
6087,6939,8,199,257,58.15,149.93,1.2,179.92
6088,9979,49,406,473,28.42,68.18,1.0,68.18
6089,31,12,893,955,38.85,48.15,1.24,59.71
6090,6286,31,1253,1281,20.54,48.87,1.08,52.78
6091,2494,35,585,655,79.7,95.76,1.85,177.16
6092,2626,27,295,405,70.74,105.7,1.2,126.84
6093,4525,35,945,955,14.36,36.71,1.01,37.08
6094,4535,34,34,98,45.87,61.1,1.05,64.16
6095,9162,7,453,524,34.12,78.21,1.78,139.21
6096,2592,36,389,422,18.72,48.51,1.11,53.85
6097,1492,27,30,101,78.39,167.63,1.04,174.34
6098,5640,31,416,485,41.89,54.14,1.23,66.59
6099,3409,35,1314,1530,76.67,203.37,1.01,205.4
6100,5890,20,880,968,75.03,122.39,1.19,145.64
6101,3233,20,818,855,17.07,51.12,1.2,61.34
6102,5855,10,1273,1326,65.55,150.25,1.28,192.32
6103,670,17,90,201,67.02,175.67,1.07,187.97
6104,1296,43,893,951,46.83,57.53,1.29,74.21
6105,4285,21,1082,1151,53.41,105.19,1.96,206.17
6106,5833,20,1278,1369,75.84,99.81,1.08,107.79
6107,9788,17,1150,1185,35.28,50.26,1.84,92.48
6108,3405,14,854,981,49.12,50.8,1.14,57.91
6109,436,7,52,130,61.01,170.34,1.08,183.97
6110,4629,19,334,359,25.09,47.39,1.12,53.08
6111,8557,40,1026,1088,55.15,62.79,1.76,110.51
6112,3900,10,918,979,25.03,60.94,1.24,75.57
6113,8591,10,44,79,45.25,54.32,1.3,70.62
6114,3796,13,1136,1183,63.14,119.03,1.53,182.12
6115,1380,28,1353,1411,60.8,171.01,1.01,172.72
6116,4748,43,1132,1168,41.31,95.56,1.87,178.7
6117,1728,21,863,1045,79.87,204.9,1.26,258.17
6118,1559,50,420,442,12.71,21.33,1.11,23.68
6119,4552,42,763,847,69.98,167.94,1.22,204.89
6120,4807,30,307,348,54.42,129.98,1.24,161.18
6121,4250,42,379,411,41.32,44.84,1.28,57.4
6122,6486,49,506,533,17.35,50.45,1.58,79.71
6123,7599,33,59,71,10.48,22.75,1.12,25.48
6124,8834,37,1264,1332,66.43,91.58,1.13,103.49
6125,8889,42,972,1023,38.42,50.33,1.14,57.38
6126,6785,37,49,83,35.2,42.77,1.08,46.19
6127,594,7,1265,1324,24.13,29.52,1.11,32.77
6128,6125,15,75,121,51.17,71.08,1.19,84.59
6129,6955,42,519,647,44.02,49.79,1.95,97.09
6130,8062,37,1157,1192,46.52,63.35,1.34,84.89
6131,3173,13,51,63,12.78,30.54,1.24,37.87
6132,4356,41,1378,1435,36.12,37.66,1.08,40.67
6133,5608,10,1399,1445,36.62,53.26,1.06,56.46
6134,8012,47,1347,1394,48.08,136.71,1.25,170.89
6135,281,17,715,798,77.72,214.14,1.19,254.83
6136,5606,16,606,611,5.36,14.59,1.98,28.89
6137,3976,18,204,257,62.97,166.58,1.02,169.91
6138,8602,47,697,736,33.07,62.72,1.22,76.52
6139,8931,19,689,747,52.16,140.43,1.22,171.32
6140,5750,47,179,198,8.09,14.07,1.03,14.49
6141,1861,30,1388,1427,39.33,89.39,1.25,111.74
6142,3243,3,841,916,78.51,140.37,1.17,164.23
6143,4937,17,277,306,16.05,23.85,1.19,28.38
6144,8723,33,735,740,1.77,4.04,1.24,5.01
6145,4562,39,1232,1376,77.64,166.09,1.11,184.36
6146,1917,21,1372,1430,72.31,156.57,1.24,194.15
6147,1982,5,963,968,2.75,5.26,1.2,6.31
6148,2637,38,336,341,5.29,10.52,1.25,13.15
6149,8688,41,647,799,65.32,94.11,1.29,121.4
6150,3392,50,790,859,67.39,119.49,1.06,126.66
6151,3677,17,928,965,36.21,42.38,1.13,47.89
6152,883,30,1306,1319,4.82,13.83,1.07,14.8
6153,3414,22,758,806,21.7,43.7,1.21,52.88
6154,6589,44,690,761,78.54,194.54,1.09,212.05
6155,1273,7,789,898,69.81,110.37,1.27,140.17
6156,1090,26,195,265,51.01,93.59,1.14,106.69
6157,4128,35,1002,1009,2.66,4.3,1.98,8.51
6158,3522,38,706,714,8.88,20.24,1.29,26.11
6159,4487,42,623,643,27.33,32.34,1.75,56.6
6160,4623,33,224,353,60.39,150.26,1.25,187.82
6161,4648,40,774,798,30.74,81.78,1.04,85.05
6162,1130,34,1261,1331,71.93,132.85,1.11,147.46
6163,5715,47,1189,1272,64.88,131.79,1.11,146.29
6164,6963,35,1118,1181,27.26,62.76,1.45,91.0
6165,5162,11,1227,1393,61.8,76.45,1.27,97.09
6166,6211,31,1160,1225,52.79,132.02,1.66,219.15
6167,8376,33,753,755,2.39,6.3,1.28,8.06
6168,7614,9,711,762,23.86,41.63,1.23,51.2
6169,4727,10,903,946,56.09,134.57,1.24,166.87
6170,5605,44,873,936,62.25,72.69,1.28,93.04
6171,1820,9,706,729,27.94,48.7,1.12,54.54
6172,2551,19,697,782,56.82,121.43,1.14,138.43
6173,872,23,1288,1424,65.15,159.77,1.18,188.53
6174,1953,1,1346,1421,64.57,150.44,1.11,166.99
6175,2709,45,151,199,16.5,26.96,1.26,33.97
6176,4981,4,197,369,69.32,108.22,1.29,139.6
6177,4420,27,41,117,57.54,127.84,1.07,136.79
6178,6519,43,1388,1505,61.69,141.06,1.06,149.52
6179,2171,23,815,884,72.28,156.16,1.05,163.97
6180,2226,30,1334,1351,19.83,40.67,1.11,45.14
6181,5600,31,178,183,6.32,9.09,1.29,11.73
6182,1457,2,95,154,69.57,73.21,1.28,93.71
6183,2791,9,1243,1313,73.4,102.68,1.27,130.4
6184,7841,16,1074,1081,5.33,13.16,1.05,13.82
6185,5324,10,1044,1107,37.68,104.77,1.39,145.63
6186,369,22,710,783,74.84,116.27,1.1,127.9
6187,6394,9,698,752,63.97,153.1,1.24,189.84
6188,9493,33,739,860,68.25,177.78,1.13,200.89
6189,9940,24,528,577,59.05,76.59,1.77,135.56
6190,9190,24,145,176,12.69,16.69,1.26,21.03
6191,1479,43,1137,1264,63.49,158.8,1.23,195.32
6192,9496,2,41,74,23.83,68.85,1.15,79.18
6193,2834,38,521,536,17.8,51.25,1.75,89.69
6194,598,12,98,102,4.74,7.34,1.17,8.59
6195,8571,4,621,788,71.87,127.26,1.06,134.9
6196,4086,38,1121,1144,16.11,31.82,1.24,39.46
6197,1819,36,1126,1216,71.05,117.59,1.68,197.55
6198,4999,50,853,912,54.55,108.18,1.12,121.16
6199,3423,9,1234,1287,59.32,116.39,1.01,117.55
6200,5470,14,637,702,57.21,119.87,1.09,130.66
6201,9852,47,869,937,48.27,74.19,1.02,75.67
6202,8684,12,1142,1304,71.6,182.91,1.77,323.75
6203,8355,21,1214,1280,79.82,89.09,1.06,94.44
6204,1113,17,164,268,55.73,66.94,1.2,80.33
6205,8010,30,417,461,19.29,55.71,1.18,65.74
6206,8313,40,733,794,74.44,135.5,1.07,144.99
6207,663,38,218,249,27.65,55.62,1.14,63.41
6208,7295,9,902,1008,51.44,62.26,1.25,77.83
6209,8783,3,1243,1402,67.51,149.6,1.18,176.53
6210,8736,33,1285,1357,66.35,140.38,1.03,144.59
6211,4389,34,917,980,68.31,142.29,1.19,169.33
6212,5300,8,333,398,35.18,61.6,1.14,70.22
6213,9095,23,513,535,28.65,34.25,1.26,43.16
6214,7862,17,1409,1496,51.53,108.78,1.1,119.66
6215,2963,38,745,752,9.23,12.69,1.29,16.37
6216,4645,22,1077,1119,37.12,80.28,1.84,147.72
6217,6539,12,939,1011,26.65,42.73,1.15,49.14
6218,9044,46,215,334,77.33,222.54,1.03,229.22
6219,6460,26,411,499,51.28,99.19,1.19,118.04
6220,8535,13,123,219,33.43,66.06,1.16,76.63
6221,1816,40,972,1042,43.11,66.36,1.24,82.29
6222,4147,29,225,270,55.64,140.34,1.28,179.64
6223,5927,25,206,277,54.51,72.73,1.11,80.73
6224,616,21,760,861,44.51,63.26,1.05,66.42
6225,4300,11,171,223,49.6,94.95,1.2,113.94
6226,2287,28,912,960,44.79,82.75,1.21,100.13
6227,1929,9,327,366,51.76,148.88,1.06,157.81
6228,8143,12,581,719,57.05,88.21,1.38,121.73
6229,1773,41,1434,1462,13.13,14.77,1.01,14.92
6230,5781,17,1227,1311,51.74,99.84,1.3,129.79
6231,184,4,1326,1346,15.65,39.45,1.01,39.84
6232,7951,46,915,928,10.9,16.25,1.13,18.36
6233,3907,13,1033,1148,42.64,99.46,1.25,124.32
6234,6511,30,1041,1061,20.72,36.81,1.27,46.75
6235,7529,29,1106,1118,16.74,32.55,1.5,48.82
6236,1395,10,458,594,56.23,148.47,1.24,184.1
6237,7134,11,437,455,6.42,9.79,1.09,10.67
6238,2811,40,134,230,64.75,124.25,1.13,140.4
6239,4465,36,798,800,2.21,6.06,1.1,6.67
6240,171,24,814,833,17.9,24.37,1.03,25.1
6241,7299,3,169,250,64.82,107.66,1.04,111.97
6242,5931,12,570,650,68.98,119.84,1.95,233.69
6243,8295,26,1201,1210,12.27,16.64,1.05,17.47
6244,4901,20,1265,1380,60.82,97.37,1.03,100.29
6245,7724,21,1416,1563,77.91,136.03,1.07,145.55
6246,9629,39,429,501,47.74,99.61,1.09,108.57
6247,7023,2,0,52,51.39,136.13,1.16,157.91
6248,9423,37,170,246,35.11,38.05,1.0,38.05
6249,7154,43,1407,1464,57.83,144.29,1.08,155.83
6250,6806,8,975,1066,75.23,187.51,1.19,223.14
6251,7185,7,1204,1250,46.8,121.98,1.06,129.3
6252,2548,31,119,122,3.46,5.21,1.16,6.04
6253,6605,17,471,591,76.84,107.85,1.08,116.48
6254,9918,44,937,982,40.57,69.3,1.14,79.0
6255,4096,31,97,99,2.85,6.36,1.25,7.95
6256,138,35,425,510,72.96,115.87,1.21,140.2
6257,1594,27,618,622,5.13,11.7,1.09,12.75
6258,6731,37,1124,1152,22.89,55.03,1.26,69.34
6259,4464,41,1116,1128,8.89,13.71,1.22,16.73
6260,5567,13,1324,1329,7.2,8.14,1.22,9.93
6261,426,27,288,363,65.12,171.33,1.14,195.32
6262,8684,27,1147,1158,10.07,14.33,1.74,24.93
6263,3962,5,1170,1231,70.71,106.61,1.56,166.31
6264,4799,40,1253,1281,26.82,47.36,1.02,48.31
6265,2347,27,198,226,33.83,50.96,1.22,62.17
6266,1743,5,326,362,48.25,52.22,1.06,55.35
6267,6580,28,162,187,15.04,32.11,1.02,32.75
6268,8930,2,783,826,54.52,145.04,1.17,169.7
6269,1843,30,274,308,24.64,35.51,1.11,39.42
6270,8753,50,86,114,34.71,71.76,1.06,76.07
6271,4043,36,679,870,76.25,203.9,1.17,238.56
6272,2270,6,402,494,66.1,160.26,1.14,182.7
6273,1572,9,418,517,62.49,93.14,1.01,94.07
6274,4339,6,1104,1158,58.33,140.51,1.98,278.21
6275,7875,36,234,274,50.6,61.17,1.24,75.85
6276,27,11,510,539,36.06,46.94,1.12,52.57
6277,4640,5,1207,1219,15.89,18.31,1.12,20.51
6278,7728,46,1043,1054,6.3,12.1,1.62,19.6
6279,4759,30,978,1002,16.42,43.52,1.17,50.92
6280,7393,3,739,758,24.26,67.31,1.13,76.06
6281,1979,29,1041,1109,59.94,167.11,1.66,277.4
6282,150,40,87,110,29.33,71.53,1.03,73.68
6283,5649,20,326,385,40.53,44.74,1.14,51.0
6284,4884,48,1218,1233,18.09,36.02,1.29,46.47
6285,3210,27,1422,1491,52.7,71.11,1.1,78.22
6286,32,13,901,963,76.81,186.62,1.03,192.22
6287,7316,46,1197,1211,9.62,15.37,1.2,18.44
6288,4897,37,1174,1237,33.07,36.8,1.15,42.32
6289,9231,30,220,307,31.9,94.94,1.11,105.38
6290,276,50,965,986,21.73,61.05,1.27,77.53
6291,654,27,366,422,46.6,89.55,1.02,91.34
6292,2624,40,892,931,18.95,49.11,1.18,57.95
6293,9852,8,318,378,46.87,60.71,1.05,63.75
6294,3642,3,299,363,78.92,138.79,1.14,158.22
6295,2980,38,415,435,19.62,50.83,1.29,65.57
6296,3106,8,1026,1105,74.48,182.73,1.06,193.69
6297,806,48,1214,1232,13.63,26.04,1.29,33.59
6298,1674,44,368,375,5.87,9.71,1.3,12.62
6299,5686,42,486,510,10.07,12.33,1.75,21.58
6300,1758,37,241,292,19.28,41.78,1.02,42.62
6301,7869,48,1285,1293,11.46,27.57,1.01,27.85
6302,4070,3,1128,1186,45.8,130.77,1.89,247.16
6303,3507,48,405,413,6.52,11.83,1.06,12.54
6304,6752,5,72,88,9.99,21.25,1.05,22.31
6305,6732,43,1250,1285,27.07,56.85,1.03,58.56
6306,5751,36,837,879,17.77,47.28,1.23,58.15
6307,688,16,332,444,74.03,216.1,1.18,255.0
6308,277,47,572,582,11.09,33.27,1.19,39.59
6309,5035,20,257,265,6.88,14.52,1.23,17.86
6310,9628,3,995,1031,42.47,51.03,1.29,65.83
6311,9073,2,275,310,24.35,62.26,1.11,69.11
6312,5262,17,91,118,24.45,33.89,1.18,39.99
6313,122,25,1257,1308,44.13,66.16,1.19,78.73
6314,9830,31,805,828,30.19,80.94,1.03,83.37
6315,2101,32,997,1017,25.68,29.74,1.27,37.77
6316,9418,43,1343,1393,18.6,27.99,1.05,29.39
6317,4072,40,364,403,18.04,44.13,1.06,46.78
6318,4788,47,47,55,4.4,6.05,1.15,6.96
6319,1808,24,141,208,43.79,94.66,1.23,116.43
6320,7203,14,198,247,60.06,61.53,1.26,77.53
6321,3104,35,618,651,38.12,107.12,1.65,176.75
6322,2639,6,924,977,45.93,102.53,1.2,123.04
6323,7078,47,104,126,26.07,76.47,1.04,79.53
6324,8470,50,890,945,64.54,85.2,1.24,105.65
6325,4268,5,276,350,55.34,104.19,1.26,131.28
6326,8915,30,1328,1347,19.57,56.95,1.09,62.08
6327,1212,46,1053,1086,43.03,99.42,1.23,122.29
6328,6045,6,1018,1115,47.71,141.04,1.7,239.77
6329,1870,45,1173,1212,38.7,57.48,1.05,60.35
6330,4386,30,571,615,20.67,58.87,1.3,76.53
6331,1554,10,259,263,6.16,7.66,1.19,9.12
6332,9328,46,229,235,6.24,8.88,1.24,11.01
6333,548,28,752,791,17.61,46.14,1.26,58.14
6334,4363,15,48,89,17.16,23.69,1.16,27.48
6335,3335,30,1156,1169,13.42,19.94,1.17,23.33
6336,866,4,902,946,48.97,118.71,1.04,123.46
6337,3637,21,638,709,78.67,204.12,1.3,265.36
6338,4857,4,337,424,65.5,144.4,1.1,158.84
6339,541,13,576,601,23.36,29.31,1.48,43.38
6340,8684,50,1259,1270,11.26,24.13,1.05,25.34
6341,1830,1,810,852,42.36,42.95,1.28,54.98
6342,5713,33,27,118,74.15,119.5,1.28,152.96
6343,6054,13,843,855,10.42,19.38,1.29,25.0
6344,1333,46,1082,1256,62.25,111.14,1.23,136.7
6345,698,31,1338,1365,29.67,40.18,1.27,51.03
6346,725,37,994,1093,75.89,94.77,1.57,148.79
6347,7810,17,1062,1064,1.15,2.92,1.74,5.08
6348,8500,34,1289,1415,74.27,193.08,1.09,210.46
6349,9498,13,957,1022,64.46,128.81,1.15,148.13
6350,8625,9,1424,1464,30.52,44.83,1.13,50.66
6351,1478,6,1145,1195,34.89,44.32,1.04,46.09
6352,5795,50,1162,1218,63.14,142.48,1.88,267.86
6353,2799,27,1133,1198,56.96,154.57,1.38,213.31
6354,1230,48,225,261,43.4,60.45,1.26,76.17
6355,5956,11,950,968,22.29,31.93,1.22,38.95
6356,1020,10,628,685,41.98,61.3,1.58,96.85
6357,6526,41,981,1031,28.4,28.96,1.03,29.83
6358,5165,42,213,283,25.79,55.81,1.2,66.97
6359,3722,20,1249,1380,58.1,93.49,1.24,115.93
6360,8644,29,293,342,64.3,113.51,1.07,121.46
6361,6008,43,278,345,72.41,87.28,1.21,105.61
6362,7301,16,817,877,52.85,120.77,1.04,125.6
6363,2205,41,996,1014,19.95,32.0,1.67,53.44
6364,1007,18,579,682,45.66,80.24,1.44,115.55
6365,3365,39,178,338,59.93,65.55,1.06,69.48
6366,6496,13,1111,1166,46.52,123.35,1.63,201.06
6367,675,40,1013,1016,3.31,5.1,1.66,8.47
6368,321,9,135,169,34.24,59.65,1.22,72.77
6369,2742,15,146,189,50.8,128.68,1.11,142.83
6370,8891,17,652,668,20.4,34.9,1.06,36.99
6371,4634,42,1310,1389,79.37,189.6,1.01,191.5
6372,2104,35,144,176,24.24,64.08,1.27,81.38
6373,9001,25,1119,1120,1.99,2.59,1.33,3.44
6374,7793,5,1201,1363,69.65,143.29,1.05,150.45
6375,7004,15,1393,1487,36.79,59.56,1.08,64.32
6376,3365,19,858,886,19.53,53.22,1.13,60.14
6377,7002,6,1007,1061,68.22,157.86,1.77,279.41
6378,512,20,1316,1368,37.04,70.63,1.04,73.46
6379,855,4,979,1007,27.85,46.9,1.12,52.53
6380,6362,31,1118,1170,64.74,159.85,1.61,257.36
6381,2481,32,380,415,38.37,63.73,1.25,79.66
6382,7451,46,492,522,28.06,64.54,1.84,118.75
6383,9971,45,604,663,32.07,64.11,1.96,125.66
6384,5786,29,55,198,75.38,163.96,1.14,186.91
6385,8089,41,1373,1429,20.61,58.06,1.1,63.87
6386,4630,11,803,825,19.58,35.86,1.01,36.22
6387,4626,34,1422,1472,65.81,143.97,1.1,158.37
6388,7197,43,881,887,6.86,9.31,1.28,11.92
6389,8819,5,551,611,64.13,85.77,1.93,165.54
6390,1105,48,1393,1468,28.65,44.62,1.06,47.3
6391,5396,46,345,401,68.44,90.8,1.06,96.25
6392,1720,49,980,1020,52.66,128.47,1.28,164.44
6393,8630,29,1203,1287,59.6,132.17,1.21,159.93
6394,1477,5,1275,1360,42.3,123.06,1.29,158.75
6395,3666,34,59,111,52.42,64.55,1.28,82.62
6396,2477,25,971,1005,26.11,37.11,1.01,37.48
6397,9369,39,1238,1266,21.18,51.05,1.21,61.77
6398,4648,38,1335,1374,27.71,55.73,1.26,70.22
6399,3003,36,49,180,73.87,192.45,1.17,225.17
6400,1743,14,1087,1099,15.45,34.79,1.13,39.31
6401,6055,47,139,198,51.03,62.49,1.14,71.24
6402,7527,4,923,990,77.57,117.83,1.28,150.82
6403,9428,5,377,426,50.45,71.89,1.26,90.58
6404,6873,25,483,515,42.68,64.53,1.36,87.76
6405,7112,44,896,1069,76.75,122.54,1.1,134.79
6406,8130,33,647,701,63.08,85.61,1.19,101.88
6407,8903,19,1130,1156,30.3,32.17,1.04,33.46
6408,9282,2,1084,1145,59.77,65.63,1.84,120.76
6409,4516,5,194,284,42.59,112.95,1.08,121.99
6410,86,42,1259,1349,65.3,86.35,1.18,101.89
6411,9699,50,1225,1231,8.2,9.65,1.25,12.06
6412,4110,5,85,94,11.03,31.93,1.0,31.93
6413,1752,48,625,687,26.16,34.36,1.17,40.2
6414,5991,26,104,176,51.05,90.3,1.08,97.52
6415,4593,7,1199,1208,8.25,20.82,1.29,26.86
6416,4667,44,1259,1292,38.09,70.37,1.05,73.89
6417,333,9,65,100,44.72,68.53,1.16,79.49
6418,355,22,1201,1259,50.59,77.86,1.21,94.21
6419,1519,13,1060,1086,12.98,37.28,1.05,39.14
6420,3627,49,486,567,42.06,44.71,1.22,54.55
6421,4194,2,851,930,55.92,92.65,1.23,113.96
6422,4948,26,554,578,26.43,40.04,1.84,73.67
6423,9106,41,239,273,37.49,65.96,1.01,66.62
6424,9744,2,1375,1516,51.81,96.43,1.14,109.93
6425,9651,4,580,606,24.57,54.71,1.06,57.99
6426,1468,38,1378,1435,46.24,94.43,1.04,98.21
6427,7617,15,34,73,46.74,89.65,1.21,108.48
6428,6118,4,279,300,14.19,38.54,1.18,45.48
6429,4354,1,798,804,5.06,12.34,1.19,14.68
6430,7383,7,1424,1477,31.97,61.13,1.16,70.91
6431,8173,21,30,157,76.57,169.9,1.18,200.48
6432,6593,48,1088,1097,11.66,32.68,1.37,44.77
6433,6069,17,139,186,37.16,105.24,1.17,123.13
6434,7549,17,1003,1044,54.47,91.73,1.56,143.1
6435,7905,1,753,784,31.89,91.0,1.11,101.01
6436,780,39,161,193,41.66,79.2,1.14,90.29
6437,9472,25,812,839,16.31,22.11,1.11,24.54
6438,2386,24,886,893,4.59,6.72,1.13,7.59
6439,8951,28,897,919,23.59,68.71,1.24,85.2
6440,4794,50,1148,1182,43.67,95.13,1.36,129.38
6441,1271,46,895,1075,70.26,203.33,1.08,219.6
6442,353,31,169,188,26.01,28.68,1.05,30.11
6443,8954,12,1237,1241,4.12,7.2,1.02,7.34
6444,1464,7,162,181,24.65,58.75,1.21,71.09
6445,137,2,559,622,74.24,175.98,1.16,204.14
6446,3368,6,416,508,72.9,111.94,1.3,145.52
6447,1590,4,1097,1127,18.94,33.94,1.11,37.67
6448,6037,29,457,493,35.25,99.15,1.92,190.37
6449,4847,18,228,317,64.5,103.74,1.23,127.6
6450,1022,18,1238,1281,55.98,98.12,1.08,105.97
6451,7351,38,1177,1187,4.96,5.82,1.25,7.28
6452,7459,28,467,561,68.17,202.26,1.98,400.47
6453,1317,46,1075,1121,20.1,46.75,1.02,47.69
6454,4492,36,1420,1473,64.98,178.25,1.18,210.33
6455,4238,41,574,643,61.52,154.97,1.32,204.56
6456,2090,39,1230,1237,3.0,8.4,1.01,8.48
6457,2727,42,728,745,18.31,41.23,1.27,52.36
6458,184,36,219,235,19.1,24.17,1.23,29.73
6459,1918,33,741,750,3.56,8.08,1.28,10.34
6460,7549,3,1282,1293,5.92,11.32,1.21,13.7
6461,1508,50,452,480,35.47,78.2,1.25,97.75
6462,8601,14,935,989,28.45,49.42,1.22,60.29
6463,6581,12,187,280,68.49,89.5,1.3,116.35
6464,2689,44,1152,1171,22.65,59.84,1.81,108.31
6465,9079,42,664,672,11.32,18.25,1.11,20.26
6466,211,11,354,431,52.68,143.38,1.06,151.98
6467,4468,45,576,669,43.13,108.74,1.47,159.85
6468,9042,2,1126,1201,32.42,66.79,1.83,122.23
6469,6568,17,1010,1073,76.82,114.65,1.93,221.27
6470,9447,24,218,269,45.83,90.41,1.03,93.12
6471,3576,20,1111,1248,71.92,158.93,1.52,241.57
6472,8225,30,809,858,40.5,59.33,1.0,59.33
6473,414,10,1159,1187,31.26,34.64,1.14,39.49
6474,5875,35,308,392,62.85,142.37,1.23,175.12
6475,1470,44,309,319,7.58,19.79,1.25,24.74
6476,3739,49,156,322,59.84,179.41,1.14,204.53
6477,7471,44,20,87,52.68,109.81,1.09,119.69
6478,7518,39,369,399,26.21,57.51,1.26,72.46
6479,7364,27,1030,1122,60.04,65.69,1.63,107.07
6480,7528,39,301,317,14.86,34.03,1.25,42.54
6481,1861,14,1057,1144,57.01,57.62,1.03,59.35
6482,1584,35,547,596,37.05,56.89,1.42,80.78
6483,2273,27,300,323,18.02,26.96,1.14,30.73
6484,5733,3,327,385,68.33,143.11,1.12,160.28
6485,3529,10,1236,1368,61.24,128.93,1.15,148.27
6486,6669,30,102,135,21.05,27.87,1.28,35.67
6487,5237,33,279,346,41.3,111.52,1.03,114.87
6488,8331,7,649,696,52.28,77.65,1.29,100.17
6489,2710,39,323,485,55.36,56.09,1.19,66.75
6490,3886,46,319,370,68.21,105.02,1.01,106.07
6491,2139,39,1095,1112,22.26,55.42,2.0,110.84
6492,2476,21,1149,1204,41.64,98.65,1.26,124.3
6493,4365,29,494,516,19.28,57.06,1.82,103.85
6494,854,35,604,704,74.91,171.95,1.4,240.73
6495,5750,30,866,928,78.91,86.66,1.2,103.99
6496,600,29,721,787,78.3,186.95,1.13,211.25
