session_id,station_id,vehicle_id,start_time_min,duration_min,energy_kwh,price_per_kwh,total_cost,connector_type,station_zone
4852,87,1108,716,136,14.65,9.85,144.3,NORMAL,Z15
4853,134,200,793,136,14.8,6.9,102.12,FAST,Z13
4854,147,621,845,106,12.33,7.29,89.89,NORMAL,Z13
4855,84,695,647,61,7.31,7.16,52.34,FAST,Z15
4856,127,4201,141,65,16.05,7.91,126.96,NORMAL,Z11
4857,21,3628,632,88,10.61,7.3,77.45,FAST,Z8
4858,150,2982,1253,54,7.42,8.43,62.55,NORMAL,Z5
4859,175,1697,807,39,5.91,8.07,47.69,NORMAL,Z12
4860,98,4894,1432,149,36.08,6.53,235.6,NORMAL,Z6
4861,41,68,743,51,8.47,6.12,51.84,NORMAL,Z5
4862,90,557,1306,107,16.23,8.18,132.76,FAST,Z12
4863,79,1719,935,83,18.28,7.46,136.37,FAST,Z7
4864,102,2453,410,114,12.28,9.9,121.57,FAST,Z5
4865,75,2067,763,53,12.03,7.91,95.16,NORMAL,Z16
4866,17,1041,248,122,25.72,7.33,188.53,FAST,Z5
4867,140,4744,806,82,10.7,9.24,98.87,FAST,Z7
4868,138,3090,1212,172,37.8,9.36,353.81,NORMAL,Z17
4869,17,687,53,76,9.65,8.02,77.39,FAST,Z3
4870,120,2974,1412,110,12.6,9.55,120.33,FAST,Z5
4871,127,2321,631,116,12.68,7.76,98.4,FAST,Z19
4872,124,3520,778,68,15.0,6.97,104.55,NORMAL,Z20
4873,55,186,348,140,18.18,7.6,138.17,NORMAL,Z3
4874,35,4397,1005,34,4.57,7.0,31.99,FAST,Z2
4875,153,3300,412,38,5.08,8.21,41.71,FAST,Z15
4876,47,1088,174,70,7.04,7.86,55.33,FAST,Z16
4877,54,2304,954,174,41.91,7.9,331.09,FAST,Z3
4878,165,4568,565,54,8.44,10.79,91.07,FAST,Z10
4879,199,4796,898,41,9.78,6.33,61.91,FAST,Z2
4880,120,4215,1305,159,29.82,8.02,239.16,NORMAL,Z2
4881,102,3147,106,154,23.37,7.31,170.83,NORMAL,Z18
4882,120,1565,551,105,13.98,10.72,149.87,NORMAL,Z8
4883,170,4813,283,168,20.53,8.74,179.43,FAST,Z5
4884,30,4514,1034,126,31.23,10.3,321.67,FAST,Z18
4885,97,3518,1361,153,25.03,6.73,168.45,NORMAL,Z15
4886,111,932,807,52,12.69,8.84,112.18,NORMAL,Z1
4887,131,2095,921,132,15.71,8.65,135.89,NORMAL,Z11
4888,19,929,378,143,14.92,6.59,98.32,FAST,Z16
4889,95,4125,1113,118,24.15,13.14,317.33,NORMAL,Z1
4890,1,4930,876,143,18.97,8.47,160.68,NORMAL,Z3
4891,39,1575,1373,108,22.76,7.43,169.11,FAST,Z18
4892,26,673,1014,91,16.7,7.03,117.4,FAST,Z4
4893,43,3958,494,60,9.4,10.81,101.61,FAST,Z16
4894,156,2637,402,68,8.89,8.22,73.08,FAST,Z5
4895,147,3240,308,99,13.9,8.39,116.62,FAST,Z20
4896,138,133,1223,169,26.74,7.8,208.57,FAST,Z15
4897,49,4853,399,144,19.9,9.67,192.43,NORMAL,Z14
4898,23,2378,964,38,7.78,9.57,74.45,NORMAL,Z12
4899,31,3863,690,131,16.31,7.93,129.34,NORMAL,Z8
4900,48,147,503,108,22.07,13.86,305.89,NORMAL,Z12
4901,38,2290,175,134,27.29,8.38,228.69,NORMAL,Z20
4902,100,1795,1207,72,10.22,8.7,88.91,FAST,Z9
4903,171,171,2,53,5.31,9.58,50.87,NORMAL,Z12
4904,119,221,380,137,16.3,6.01,97.96,NORMAL,Z16
4905,85,3626,1141,66,8.12,9.31,75.6,FAST,Z8
4906,103,146,739,147,16.86,8.65,145.84,FAST,Z12
4907,143,2519,943,71,9.45,6.67,63.03,FAST,Z2
4908,68,3245,64,94,9.65,8.8,84.92,FAST,Z14
4909,96,4692,181,180,19.54,9.35,182.7,FAST,Z14
4910,197,3355,245,99,10.15,6.85,69.53,FAST,Z1
4911,195,3796,1012,68,13.46,6.28,84.53,FAST,Z1
4912,36,2117,137,96,19.62,9.15,179.52,FAST,Z15
4913,178,2895,1025,39,5.92,10.37,61.39,NORMAL,Z1
4914,14,505,255,60,12.48,9.39,117.19,NORMAL,Z18
4915,62,4655,1178,157,21.22,10.04,213.05,FAST,Z9
4916,146,3165,453,120,19.01,10.01,190.29,NORMAL,Z8
4917,141,960,168,128,21.74,8.41,182.83,FAST,Z9
4918,151,2734,323,58,7.14,7.97,56.91,FAST,Z4
4919,146,2878,258,99,17.3,6.54,113.14,NORMAL,Z4
4920,89,2104,10,67,6.89,9.63,66.35,NORMAL,Z3
4921,8,4387,516,174,19.92,9.95,198.2,FAST,Z17
4922,74,3803,982,43,4.87,9.84,47.92,FAST,Z11
4923,189,3687,231,100,11.81,7.31,86.33,NORMAL,Z20
4924,38,4058,4,26,2.94,9.63,28.31,NORMAL,Z18
4925,25,4791,1413,125,14.6,8.1,118.26,FAST,Z18
4926,133,4646,1346,66,6.97,9.88,68.86,FAST,Z10
4927,171,3797,315,175,27.29,9.66,263.62,NORMAL,Z11
4928,111,2105,1007,150,18.14,8.29,150.38,FAST,Z4
4929,166,1609,484,80,9.04,9.76,88.23,NORMAL,Z17
4930,144,4433,31,32,3.25,6.98,22.69,NORMAL,Z17
4931,143,960,399,38,4.39,7.58,33.28,FAST,Z11
4932,142,3642,12,57,7.01,7.5,52.57,NORMAL,Z4
4933,67,2221,1439,154,17.45,6.1,106.44,NORMAL,Z10
4934,28,4112,53,40,4.86,9.99,48.55,FAST,Z7
4935,99,4294,324,175,23.31,8.6,200.47,FAST,Z10
4936,107,3808,1254,106,11.52,6.76,77.88,NORMAL,Z16
4937,19,790,488,180,30.41,12.97,394.42,NORMAL,Z8
4938,26,1115,772,138,14.99,8.78,131.61,FAST,Z14
4939,41,2062,153,168,17.97,8.61,154.72,FAST,Z2
4940,193,3286,587,118,18.17,11.86,215.5,NORMAL,Z9
4941,71,480,520,31,6.52,13.36,87.11,FAST,Z7
4942,61,1808,1001,107,15.36,8.48,130.25,FAST,Z16
4943,195,3715,813,161,26.79,9.62,257.72,NORMAL,Z13
4944,47,3200,1096,107,14.33,13.19,189.01,NORMAL,Z15
4945,62,2468,243,80,10.82,6.34,68.6,NORMAL,Z9
4946,186,4167,635,74,11.1,9.25,102.67,NORMAL,Z12
4947,135,1347,892,105,17.63,7.35,129.58,FAST,Z19
4948,196,1231,1294,62,6.91,7.45,51.48,NORMAL,Z12
4949,183,4361,1084,90,10.42,11.41,118.89,FAST,Z16
4950,31,4025,832,151,20.74,6.24,129.42,FAST,Z1
4951,8,3129,732,17,1.91,8.15,15.57,FAST,Z4
4952,38,1189,260,116,18.9,9.69,183.14,NORMAL,Z7
4953,172,831,141,34,6.58,6.58,43.3,FAST,Z6
4954,195,1823,64,35,4.15,8.28,34.36,NORMAL,Z13
4955,150,4433,1290,86,13.48,6.83,92.07,FAST,Z5
4956,165,3622,908,125,16.22,9.58,155.39,NORMAL,Z13
4957,76,356,710,64,8.39,8.31,69.72,FAST,Z2
4958,55,3661,1425,45,6.06,7.18,43.51,FAST,Z5
4959,4,15,1423,127,13.53,6.73,91.06,NORMAL,Z8
4960,112,1888,923,72,13.91,9.9,137.71,FAST,Z4
4961,83,2972,34,104,12.84,6.62,85.0,NORMAL,Z10
4962,3,2634,751,126,14.38,6.6,94.91,FAST,Z8
4963,51,3786,714,155,18.07,6.9,124.68,FAST,Z8
4964,195,516,325,135,21.88,9.64,210.92,NORMAL,Z2
4965,104,4867,1427,30,3.3,7.33,24.19,NORMAL,Z2
4966,9,2608,358,48,6.36,7.15,45.47,NORMAL,Z5
4967,147,4247,630,103,17.63,9.16,161.49,NORMAL,Z13
4968,198,1609,125,120,16.1,8.4,135.24,NORMAL,Z18
4969,69,4163,496,94,10.95,12.16,133.15,FAST,Z7
4970,192,3059,1109,29,6.07,12.95,78.61,FAST,Z18
4971,53,216,617,104,16.22,8.97,145.49,FAST,Z9
4972,126,4625,889,103,22.58,7.31,165.06,NORMAL,Z15
4973,169,3875,947,15,2.55,9.93,25.32,NORMAL,Z2
4974,40,3692,408,173,18.58,6.37,118.35,NORMAL,Z20
4975,173,3576,158,37,5.56,8.31,46.2,NORMAL,Z15
4976,119,4347,311,121,18.54,6.09,112.91,FAST,Z9
4977,116,1279,894,61,8.12,9.05,73.49,NORMAL,Z3
4978,92,2104,1438,106,25.21,8.55,215.55,NORMAL,Z13
4979,169,2196,1336,97,24.08,9.84,236.95,NORMAL,Z2
4980,41,849,238,154,27.27,8.87,241.88,NORMAL,Z16
4981,19,1235,370,26,4.49,6.18,27.75,NORMAL,Z8
4982,46,3667,347,142,20.85,7.19,149.91,FAST,Z5
4983,22,3995,26,128,20.73,9.54,197.76,FAST,Z14
4984,62,2278,1000,79,13.03,9.53,124.18,NORMAL,Z11
4985,2,3080,1353,116,11.75,8.37,98.35,NORMAL,Z2
4986,77,2433,55,154,36.92,7.6,280.59,FAST,Z4
4987,169,1056,938,87,11.62,7.74,89.94,NORMAL,Z5
4988,160,2200,685,147,26.07,7.27,189.53,FAST,Z18
4989,162,288,554,152,16.18,12.45,201.44,NORMAL,Z13
4990,94,4939,732,81,9.25,8.87,82.05,NORMAL,Z5
4991,13,1204,698,88,20.41,6.49,132.46,NORMAL,Z5
4992,130,4068,47,117,17.61,9.6,169.06,FAST,Z3
4993,78,1165,344,136,19.57,9.55,186.89,NORMAL,Z5
4994,90,4522,1183,163,19.63,9.54,187.27,NORMAL,Z13
4995,130,1183,1347,131,15.16,7.22,109.46,NORMAL,Z18
4996,75,1747,733,45,8.44,7.58,63.98,FAST,Z17
4997,67,3930,1414,56,9.81,9.23,90.55,FAST,Z16
4998,8,2990,1188,149,15.12,10.71,161.94,NORMAL,Z20
4999,105,2377,1395,105,12.44,6.07,75.51,NORMAL,Z7
5000,164,4216,243,108,22.68,6.65,150.82,NORMAL,Z11
5001,48,1746,18,93,12.77,8.75,111.74,FAST,Z15
5002,6,1082,377,139,25.46,6.02,153.27,FAST,Z5
5003,44,4337,199,162,16.67,7.12,118.69,FAST,Z8
5004,165,4923,1035,174,25.95,13.09,339.69,FAST,Z4
5005,102,2005,833,133,16.35,9.44,154.34,FAST,Z13
5006,139,4068,1172,123,18.11,10.42,188.71,FAST,Z11
5007,150,4082,465,136,17.02,13.89,236.41,NORMAL,Z6
5008,78,2352,296,64,10.61,8.46,89.76,NORMAL,Z2
5009,135,2687,1105,25,2.68,13.32,35.7,FAST,Z11
5010,132,491,119,64,9.01,7.21,64.96,FAST,Z14
5011,71,2082,1423,134,28.34,8.03,227.57,NORMAL,Z14
5012,99,2008,532,68,11.62,12.11,140.72,FAST,Z8
5013,58,1326,730,138,29.97,6.62,198.4,NORMAL,Z7
5014,170,2598,476,138,13.8,10.62,146.56,FAST,Z6
5015,125,868,608,110,19.5,8.35,162.82,FAST,Z1
5016,155,1321,1049,59,6.09,11.61,70.7,FAST,Z6
5017,122,2448,1413,132,14.71,7.53,110.77,NORMAL,Z18
5018,160,4457,942,29,5.31,7.52,39.93,NORMAL,Z3
5019,188,2573,1341,49,10.58,8.17,86.44,FAST,Z8
5020,63,1551,86,81,16.9,7.74,130.81,FAST,Z4
5021,66,122,196,106,24.94,8.84,220.47,NORMAL,Z13
5022,30,3178,421,107,15.58,10.77,167.8,NORMAL,Z6
5023,197,1879,678,32,4.71,9.9,46.63,NORMAL,Z5
5024,179,101,617,124,14.63,8.98,131.38,FAST,Z3
5025,24,4394,43,16,2.49,9.91,24.68,FAST,Z18
5026,200,2873,1290,110,14.92,9.26,138.16,NORMAL,Z1
5027,58,3581,1039,115,17.1,10.74,183.65,NORMAL,Z6
5028,167,3136,1068,41,4.36,11.74,51.19,FAST,Z14
5029,149,2015,1169,159,16.1,12.54,201.89,NORMAL,Z4
5030,144,4585,359,177,43.64,9.68,422.44,NORMAL,Z4
5031,122,1541,933,71,10.2,6.05,61.71,FAST,Z19
5032,96,1200,525,75,8.41,12.74,107.14,NORMAL,Z10
5033,152,2878,857,77,12.72,9.85,125.29,NORMAL,Z7
5034,169,4948,1220,51,6.78,6.62,44.88,FAST,Z12
5035,162,38,212,94,12.38,6.53,80.84,NORMAL,Z17
5036,160,3892,316,42,4.58,8.64,39.57,NORMAL,Z9
5037,146,3799,74,118,17.19,8.95,153.85,FAST,Z5
5038,50,958,1050,96,15.28,12.46,190.39,FAST,Z13
5039,68,3182,126,124,12.57,9.77,122.81,FAST,Z12
5040,140,1460,754,122,28.31,6.05,171.28,FAST,Z4
5041,153,4480,55,116,16.08,7.1,114.17,NORMAL,Z5
5042,44,1040,1150,97,16.07,11.96,192.2,NORMAL,Z1
5043,144,534,1191,35,3.62,9.45,34.21,NORMAL,Z14
5044,94,2617,1340,122,25.63,9.55,244.77,FAST,Z16
5045,144,1858,948,116,14.21,6.16,87.53,FAST,Z8
5046,41,1113,225,158,34.8,9.87,343.48,NORMAL,Z1
5047,156,1094,589,45,5.07,13.27,67.28,FAST,Z16
5048,65,4446,431,43,5.88,11.74,69.03,FAST,Z19
5049,166,4056,1245,61,8.98,8.4,75.43,FAST,Z14
5050,125,2746,718,153,15.87,9.94,157.75,NORMAL,Z11
5051,186,2276,661,157,30.72,8.99,276.17,FAST,Z11
5052,62,837,279,167,35.72,8.43,301.12,FAST,Z1
5053,166,949,447,141,23.45,9.94,233.09,NORMAL,Z17
5054,141,4107,1292,89,9.16,8.75,80.15,NORMAL,Z16
5055,156,11,806,84,19.49,6.72,130.97,NORMAL,Z5
5056,82,1979,1223,24,3.73,9.45,35.25,NORMAL,Z14
5057,112,2384,169,167,32.97,7.51,247.6,NORMAL,Z17
5058,29,595,1033,169,20.94,10.65,223.01,FAST,Z2
5059,88,4087,231,68,10.65,7.19,76.57,NORMAL,Z10
5060,78,4638,1273,99,14.23,7.44,105.87,FAST,Z19
5061,138,3333,1377,172,32.37,6.23,201.67,NORMAL,Z3
5062,135,1319,719,25,2.75,9.03,24.83,FAST,Z14
5063,118,4847,1230,97,9.88,8.07,79.73,NORMAL,Z17
5064,94,1540,1148,96,14.7,13.97,205.36,NORMAL,Z5
5065,192,3236,181,109,24.07,9.91,238.53,FAST,Z2
5066,170,2697,944,80,8.15,6.87,55.99,FAST,Z1
5067,10,3466,68,148,21.27,6.37,135.49,FAST,Z3
5068,182,2537,1399,107,13.33,6.57,87.58,NORMAL,Z15
5069,149,562,1409,180,19.12,9.77,186.8,NORMAL,Z16
5070,59,993,535,180,20.96,11.68,244.81,NORMAL,Z10
5071,109,3527,455,168,20.5,13.04,267.32,FAST,Z14
5072,9,743,302,48,5.13,8.78,45.04,FAST,Z14
5073,8,2371,917,81,18.57,9.84,182.73,FAST,Z3
5074,21,2226,700,161,22.56,6.35,143.26,FAST,Z9
5075,181,3400,86,106,14.81,9.12,135.07,NORMAL,Z11
5076,19,1015,777,178,20.47,8.12,166.22,FAST,Z5
5077,155,4200,837,69,9.95,7.73,76.91,NORMAL,Z17
5078,22,615,1008,36,4.16,6.54,27.21,NORMAL,Z16
5079,118,3077,1428,148,23.06,8.77,202.24,NORMAL,Z15
5080,97,899,1336,135,25.33,6.24,158.06,NORMAL,Z2
5081,84,3200,485,74,14.26,10.3,146.88,NORMAL,Z10
5082,40,2095,1238,155,16.31,9.38,152.99,FAST,Z12
5083,191,3813,276,62,9.52,9.66,91.96,NORMAL,Z16
5084,12,4350,551,146,24.13,11.55,278.7,NORMAL,Z10
5085,60,4094,1140,140,22.97,10.39,238.66,FAST,Z4
5086,80,2681,951,71,8.18,7.13,58.32,NORMAL,Z12
5087,194,4932,73,49,8.51,7.81,66.46,FAST,Z18
5088,137,4407,1296,164,18.83,6.24,117.5,FAST,Z2
5089,21,3478,341,59,8.33,8.86,73.8,NORMAL,Z6
5090,9,4518,468,19,1.91,11.34,21.66,NORMAL,Z15
5091,192,3661,1102,26,4.21,9.18,38.65,NORMAL,Z6
5092,173,174,1118,75,10.21,12.14,123.95,FAST,Z19
5093,95,1320,791,76,8.8,6.06,53.33,FAST,Z16
5094,152,337,732,83,11.26,8.56,96.39,NORMAL,Z7
5095,31,204,506,114,20.67,9.91,204.84,NORMAL,Z18
5096,163,35,789,115,11.64,7.55,87.88,FAST,Z9
5097,129,542,706,30,7.27,6.72,48.85,FAST,Z1
5098,27,1485,674,152,24.49,7.76,190.04,NORMAL,Z8
5099,176,1904,1226,39,5.44,6.81,37.05,FAST,Z20
5100,151,573,153,130,18.85,7.44,140.24,NORMAL,Z19
5101,158,3915,602,149,17.33,7.04,122.0,NORMAL,Z20
5102,95,3108,574,96,9.78,13.8,134.96,FAST,Z20
5103,189,1827,944,137,25.84,7.9,204.14,FAST,Z3
5104,135,47,783,113,21.69,6.24,135.35,FAST,Z18
5105,5,2680,460,132,18.76,9.19,172.4,FAST,Z4
5106,15,1451,1308,179,23.23,9.47,219.99,NORMAL,Z20
5107,143,4358,417,143,14.51,9.2,133.49,NORMAL,Z15
5108,187,2433,254,166,25.12,8.56,215.03,NORMAL,Z16
5109,50,3473,918,70,8.76,8.01,70.17,NORMAL,Z15
5110,80,4206,782,179,30.05,9.85,295.99,NORMAL,Z13
5111,155,2317,346,148,15.81,9.7,153.36,NORMAL,Z7
5112,113,476,943,47,9.47,9.45,89.49,FAST,Z14
5113,155,1017,131,91,9.47,9.42,89.21,FAST,Z12
5114,32,655,929,112,11.5,9.45,108.67,NORMAL,Z17
5115,9,1471,551,40,4.26,11.26,47.97,NORMAL,Z12
5116,31,1262,125,172,20.33,9.63,195.78,NORMAL,Z19
5117,85,4390,93,41,5.93,6.3,37.36,FAST,Z10
5118,89,1074,130,74,8.62,6.07,52.32,NORMAL,Z13
5119,93,3604,335,147,23.06,7.11,163.96,FAST,Z6
5120,141,4789,1414,89,11.98,8.53,102.19,FAST,Z16
5121,147,2188,156,20,2.82,8.65,24.39,FAST,Z14
5122,7,197,796,177,22.49,7.87,177.0,FAST,Z13
5123,187,2109,1132,92,11.5,13.03,149.84,FAST,Z1
5124,130,950,1412,105,11.03,7.24,79.86,FAST,Z4
5125,3,4342,167,37,7.99,6.69,53.45,FAST,Z7
5126,199,4520,1091,172,23.03,12.74,293.4,FAST,Z14
5127,171,4714,1427,41,5.17,8.78,45.39,FAST,Z5
5128,32,4438,645,121,19.33,9.5,183.63,FAST,Z18
5129,106,4402,127,122,15.49,8.82,136.62,FAST,Z18
5130,199,2083,528,54,5.75,11.52,66.24,FAST,Z18
5131,200,3816,1055,35,3.97,11.89,47.2,FAST,Z12
5132,18,4702,1323,22,2.49,7.21,17.95,FAST,Z13
5133,29,3081,1434,138,18.47,7.13,131.69,NORMAL,Z8
5134,43,3304,1371,180,37.78,9.73,367.6,FAST,Z5
5135,107,2027,445,23,4.15,12.63,52.41,FAST,Z12
5136,87,4070,708,90,17.1,6.08,103.97,FAST,Z13
5137,182,1733,458,126,19.97,9.49,189.52,NORMAL,Z5
5138,200,2197,1342,39,3.96,6.29,24.91,NORMAL,Z19
5139,55,4451,589,120,28.32,9.47,268.19,FAST,Z4
5140,71,3733,785,69,7.59,9.99,75.82,FAST,Z18
5141,10,2092,219,170,34.84,7.32,255.03,FAST,Z2
5142,118,2583,63,92,12.52,8.06,100.91,FAST,Z19
5143,49,4800,206,51,7.68,8.81,67.66,FAST,Z16
5144,103,2864,366,147,35.81,7.33,262.49,NORMAL,Z7
5145,118,789,804,166,41.01,8.32,341.2,NORMAL,Z1
5146,131,100,1178,96,10.45,13.06,136.48,FAST,Z15
5147,13,4702,1271,140,20.63,8.6,177.42,NORMAL,Z11
5148,114,1112,289,100,11.8,7.65,90.27,FAST,Z10
5149,28,155,1294,81,8.64,9.8,84.67,NORMAL,Z16
5150,100,4865,668,143,32.23,6.31,203.37,FAST,Z10
5151,175,3700,4,58,12.93,7.27,94.0,FAST,Z18
5152,153,3764,393,94,13.72,7.94,108.94,FAST,Z2
5153,114,2742,96,26,5.4,9.81,52.97,NORMAL,Z5
5154,142,979,1358,46,11.47,6.4,73.41,FAST,Z10
5155,89,4552,1410,102,22.21,7.05,156.58,FAST,Z1
5156,107,4526,43,150,30.93,9.42,291.36,NORMAL,Z15
5157,188,2758,197,43,8.06,6.49,52.31,NORMAL,Z16
5158,68,3644,1208,18,2.38,6.54,15.57,FAST,Z8
5159,156,1502,612,72,15.77,6.61,104.24,NORMAL,Z18
5160,176,1144,1319,174,24.65,6.07,149.63,NORMAL,Z6
5161,170,790,271,178,23.44,7.77,182.13,NORMAL,Z15
5162,95,2471,754,116,12.96,6.74,87.35,FAST,Z1
5163,5,880,743,45,4.75,7.49,35.58,FAST,Z9
5164,195,2998,1362,121,16.82,6.87,115.55,NORMAL,Z1
5165,139,4082,943,127,14.2,9.18,130.36,FAST,Z1
5166,200,1513,992,22,2.6,6.13,15.94,FAST,Z20
5167,14,3442,1223,66,9.11,9.18,83.63,NORMAL,Z11
5168,190,2787,1436,42,6.42,6.3,40.45,NORMAL,Z15
5169,114,2627,660,53,9.08,7.56,68.64,FAST,Z3
5170,192,1910,200,52,6.83,6.08,41.53,FAST,Z8
5171,79,923,794,123,12.38,7.12,88.15,FAST,Z4
5172,58,2942,391,88,11.11,7.33,81.44,FAST,Z10
5173,57,2216,238,99,15.13,9.84,148.88,NORMAL,Z15
5174,123,649,1324,43,4.81,8.01,38.53,FAST,Z10
5175,128,3221,185,79,10.68,9.32,99.54,NORMAL,Z6
5176,104,2883,233,17,1.76,9.74,17.14,FAST,Z3
5177,175,3801,664,68,9.24,8.34,77.06,FAST,Z11
5178,177,2418,1152,109,14.16,11.38,161.14,FAST,Z12
5179,145,434,679,59,7.63,9.71,74.09,NORMAL,Z3
5180,131,4254,951,27,4.38,9.56,41.87,FAST,Z9
5181,6,3455,301,171,20.11,7.72,155.25,FAST,Z3
5182,186,4235,1100,160,22.38,10.48,234.54,NORMAL,Z12
5183,166,973,576,31,3.99,10.0,39.9,NORMAL,Z12
5184,20,3225,62,170,17.43,9.63,167.85,NORMAL,Z8
5185,68,2125,989,157,36.46,6.61,241.0,NORMAL,Z4
5186,44,2308,550,162,22.44,11.89,266.81,FAST,Z13
5187,176,2849,560,19,2.57,13.78,35.41,NORMAL,Z9
5188,143,3831,935,163,17.44,7.02,122.43,FAST,Z7
5189,97,2888,1385,161,16.19,6.01,97.3,NORMAL,Z18
5190,123,1468,860,85,15.79,7.98,126.0,FAST,Z16
5191,120,426,551,15,2.48,13.71,34.0,FAST,Z2
5192,139,2306,97,169,30.62,9.07,277.72,NORMAL,Z13
5193,7,4493,1088,35,3.63,11.1,40.29,NORMAL,Z2
5194,180,3259,1372,145,24.02,8.58,206.09,NORMAL,Z5
5195,107,4088,120,128,18.54,6.23,115.5,NORMAL,Z17
5196,28,243,889,122,17.7,8.23,145.67,FAST,Z3
5197,62,2454,1074,176,23.62,11.51,271.87,NORMAL,Z2
5198,40,2677,769,109,18.78,8.02,150.62,NORMAL,Z16
5199,31,2236,859,104,13.38,8.75,117.08,NORMAL,Z5
5200,3,4294,1068,177,22.83,13.88,316.88,FAST,Z4
5201,101,2722,111,146,23.06,8.39,193.47,NORMAL,Z16
5202,68,2630,271,15,2.75,9.37,25.77,FAST,Z12
5203,33,3507,1035,110,22.22,13.54,300.86,NORMAL,Z11
5204,142,1638,1142,99,11.43,11.37,129.96,NORMAL,Z1
5205,161,3722,191,172,29.29,9.15,268.0,FAST,Z7
5206,45,4960,1139,48,5.84,9.37,54.72,NORMAL,Z16
5207,172,2685,249,64,7.4,7.19,53.21,FAST,Z18
5208,30,4684,929,136,15.44,6.73,103.91,NORMAL,Z2
5209,122,2083,285,40,4.49,9.17,41.17,NORMAL,Z13
5210,122,1295,776,16,1.71,9.44,16.14,NORMAL,Z3
5211,103,3151,943,94,11.09,6.53,72.42,FAST,Z3
5212,85,1337,88,17,2.01,7.96,16.0,NORMAL,Z9
5213,41,2601,778,140,25.08,6.46,162.02,FAST,Z3
5214,101,3371,530,138,33.06,13.89,459.2,NORMAL,Z15
5215,163,4295,578,25,4.28,13.87,59.36,NORMAL,Z11
5216,4,555,534,62,11.33,12.33,139.7,FAST,Z6
5217,116,432,1212,114,24.88,8.0,199.04,FAST,Z12
5218,172,1856,286,118,16.78,7.01,117.63,NORMAL,Z19
5219,7,4786,1,21,2.75,8.41,23.13,FAST,Z12
5220,146,637,201,43,10.64,8.41,89.48,NORMAL,Z3
5221,31,1695,432,138,23.76,13.06,310.31,FAST,Z4
5222,62,302,663,37,4.03,7.88,31.76,FAST,Z6
5223,52,425,810,15,2.24,6.34,14.2,NORMAL,Z3
5224,169,1502,748,103,16.8,6.12,102.82,FAST,Z5
5225,26,300,1383,82,14.71,9.73,143.13,NORMAL,Z9
5226,67,3992,966,174,23.07,6.06,139.8,FAST,Z15
5227,142,1997,437,59,12.46,13.41,167.09,FAST,Z9
5228,184,2704,505,63,14.62,13.12,191.81,FAST,Z20
5229,80,949,1301,118,13.76,9.2,126.59,FAST,Z19
5230,14,4553,1019,161,28.98,9.96,288.64,FAST,Z7
5231,129,66,1058,50,10.26,13.81,141.69,FAST,Z12
5232,112,3477,1362,180,26.22,8.71,228.38,FAST,Z10
5233,105,162,1230,55,6.39,9.7,61.98,NORMAL,Z1
5234,190,1647,797,78,17.76,7.92,140.66,NORMAL,Z8
5235,186,3955,1395,120,24.58,8.13,199.84,FAST,Z2
5236,152,4823,513,60,6.9,10.98,75.76,NORMAL,Z15
5237,78,3532,550,178,21.77,10.58,230.33,FAST,Z15
5238,166,1506,723,156,19.15,8.06,154.35,FAST,Z8
5239,93,3029,1322,169,29.17,8.7,253.78,FAST,Z5
5240,184,1954,761,64,6.98,9.73,67.92,NORMAL,Z12
5241,128,3643,307,89,9.63,7.48,72.03,NORMAL,Z12
5242,33,360,778,117,13.95,8.25,115.09,FAST,Z8
5243,119,116,601,147,23.03,8.12,187.0,NORMAL,Z19
5244,188,2194,186,177,38.63,7.98,308.27,FAST,Z7
5245,69,2115,112,120,12.66,8.99,113.81,NORMAL,Z6
5246,140,461,682,97,13.28,9.89,131.34,FAST,Z16
5247,170,740,717,69,7.08,6.78,48.0,NORMAL,Z4
5248,158,1686,1099,48,8.32,11.53,95.93,FAST,Z13
5249,168,4938,1235,133,26.89,7.43,199.79,FAST,Z12
5250,139,2737,472,101,13.89,10.21,141.82,NORMAL,Z9
5251,110,1116,118,110,25.96,8.63,224.03,NORMAL,Z20
5252,129,887,230,171,18.81,9.1,171.17,FAST,Z20
5253,24,1846,1343,39,7.77,6.83,53.07,NORMAL,Z1
5254,194,3360,62,71,8.24,9.11,75.07,FAST,Z6
5255,82,2099,774,68,7.16,8.58,61.43,NORMAL,Z18
5256,60,1749,1221,128,22.25,9.05,201.36,FAST,Z6
5257,191,3745,1438,99,15.19,8.34,126.68,FAST,Z13
5258,108,900,167,158,36.31,8.71,316.26,NORMAL,Z6
5259,161,2777,885,108,14.01,9.81,137.44,NORMAL,Z13
5260,186,2918,672,102,15.59,6.38,99.46,NORMAL,Z12
5261,67,4196,265,164,33.78,8.52,287.81,NORMAL,Z14
5262,200,274,686,16,1.98,7.59,15.03,FAST,Z4
5263,88,4799,56,92,15.93,9.99,159.14,NORMAL,Z12
5264,120,537,1292,176,18.9,9.29,175.58,NORMAL,Z7
5265,118,1872,1077,137,19.99,9.82,196.3,FAST,Z8
5266,95,2570,470,142,30.49,13.59,414.36,NORMAL,Z1
5267,172,1495,1353,23,2.6,6.47,16.82,NORMAL,Z13
5268,159,4328,133,163,24.45,7.76,189.73,FAST,Z18
5269,152,718,840,133,13.85,9.63,133.38,FAST,Z12
5270,1,613,949,117,21.81,7.58,165.32,NORMAL,Z3
5271,167,3681,1119,125,17.86,13.94,248.97,NORMAL,Z3
5272,164,3609,1336,65,7.55,6.6,49.83,FAST,Z15
