request_id,household_id,waste_type,zone,requested_time_min,assigned_truck_id,estimated_pickup_time_min,load_kg
5745,5813,DRY,Z9,867,97,903,55.2
5746,6647,EWASTE,Z24,909,139,939,23.3
5747,7461,EWASTE,Z8,777,35,901,15.9
5748,1043,EWASTE,Z8,260,98,432,22.7
5749,391,EWASTE,Z24,719,80,757,31.9
5750,3999,WET,Z10,1414,67,1558,44.0
5751,5881,DRY,Z19,350,147,425,34.1
5752,126,EWASTE,Z11,959,33,1017,26.0
5753,2992,PLASTIC,Z19,823,173,853,56.1
5754,7826,WET,Z25,967,162,1119,4.2
5755,5374,DRY,Z25,99,58,235,49.0
5756,4062,WET,Z10,374,165,478,29.1
5757,5551,EWASTE,Z24,954,120,1077,20.2
5758,6986,DRY,Z9,1254,10,1278,54.6
5759,705,EWASTE,Z10,1397,33,1573,12.7
5760,4628,WET,Z14,588,162,751,12.1
5761,192,DRY,Z23,783,151,798,47.4
5762,2804,EWASTE,Z14,1098,55,1165,11.3
5763,208,WET,Z19,788,128,885,12.5
5764,1864,DRY,Z2,614,195,624,19.0
5765,1858,WET,Z12,896,40,937,11.6
5766,786,EWASTE,Z7,220,112,395,29.5
5767,2739,PLASTIC,Z15,1300,135,1394,19.3
5768,5640,EWASTE,Z18,1346,33,1417,35.3
5769,7427,PLASTIC,Z12,392,53,468,43.1
5770,6080,EWASTE,Z3,172,139,320,7.3
5771,247,EWASTE,Z22,511,110,528,55.1
5772,1373,DRY,Z22,116,147,162,21.0
5773,2908,DRY,Z24,1200,149,1347,51.7
5774,7201,EWASTE,Z20,47,158,68,28.6
5775,3410,DRY,Z2,813,110,854,47.3
5776,5289,WET,Z13,658,189,830,16.5
5777,6972,EWASTE,Z21,654,184,833,43.7
5778,1783,DRY,Z25,895,115,1025,7.9
5779,3018,PLASTIC,Z11,1413,102,1550,37.3
5780,5439,PLASTIC,Z10,258,40,345,33.4
5781,6736,WET,Z11,729,67,780,36.3
5782,7850,DRY,Z6,551,40,682,31.6
5783,600,DRY,Z4,628,111,805,7.0
5784,1517,EWASTE,Z15,563,110,659,15.7
5785,3321,EWASTE,Z16,914,194,1034,47.0
5786,991,DRY,Z6,1005,163,1039,18.5
5787,6432,WET,Z9,769,70,936,44.7
5788,1561,WET,Z2,873,186,1010,22.6
5789,4785,WET,Z20,536,143,711,58.9
5790,633,WET,Z21,919,114,1070,32.6
5791,5817,WET,Z16,806,185,873,24.8
5792,2096,WET,Z22,360,175,480,42.3
5793,553,PLASTIC,Z10,876,148,927,2.4
5794,7244,WET,Z25,1385,152,1469,36.7
5795,94,PLASTIC,Z24,506,110,571,36.4
5796,3877,PLASTIC,Z1,756,153,802,46.3
5797,3171,PLASTIC,Z15,1135,65,1244,34.6
5798,5102,PLASTIC,Z24,1080,191,1187,50.8
5799,365,PLASTIC,Z13,1308,46,1338,36.4
5800,2125,WET,Z12,502,123,571,44.6
5801,4506,EWASTE,Z7,638,56,749,6.2
5802,4630,PLASTIC,Z2,1333,114,1474,30.8
5803,7491,PLASTIC,Z12,144,115,192,7.3
5804,4676,PLASTIC,Z7,1158,152,1198,6.6
5805,7010,DRY,Z1,800,115,841,47.3
5806,4857,PLASTIC,Z7,261,21,375,38.4
5807,3282,EWASTE,Z8,458,23,624,17.9
5808,6077,PLASTIC,Z20,1142,74,1170,19.5
5809,2783,DRY,Z14,757,194,781,48.4
5810,5778,DRY,Z23,1220,31,1392,14.5
5811,1197,PLASTIC,Z8,906,23,969,29.2
5812,4206,DRY,Z15,608,100,650,18.1
5813,2357,DRY,Z4,1196,133,1287,4.4
5814,2596,EWASTE,Z4,269,178,369,40.0
5815,4207,EWASTE,Z14,1376,107,1403,6.8
5816,1749,PLASTIC,Z20,222,69,344,25.8
5817,1399,WET,Z7,554,69,679,10.7
5818,7003,WET,Z7,333,137,431,23.3
5819,6357,DRY,Z16,108,2,213,43.5
5820,3315,DRY,Z1,187,85,363,42.9
5821,3989,WET,Z23,19,179,49,38.1
5822,6786,DRY,Z10,912,37,948,20.1
5823,6617,EWASTE,Z25,1093,184,1141,12.2
5824,5378,PLASTIC,Z23,1161,137,1297,56.3
5825,7420,DRY,Z25,608,12,713,24.3
5826,2525,WET,Z12,303,126,409,12.5
5827,2251,EWASTE,Z11,755,91,797,4.9
5828,6959,WET,Z15,911,193,1006,46.4
5829,374,PLASTIC,Z6,394,105,420,56.2
5830,2341,WET,Z6,483,94,535,26.4
5831,2280,PLASTIC,Z12,547,168,664,41.2
5832,3730,PLASTIC,Z3,714,174,858,51.9
5833,3725,PLASTIC,Z12,648,131,680,31.8
5834,283,PLASTIC,Z22,107,128,181,18.7
5835,6596,WET,Z16,417,96,520,54.0
5836,724,WET,Z16,1340,167,1431,15.7
5837,7921,EWASTE,Z3,387,134,520,13.0
5838,407,DRY,Z16,685,131,732,45.1
5839,4686,PLASTIC,Z3,41,70,149,36.4
5840,3769,PLASTIC,Z13,872,111,992,45.8
5841,6675,EWASTE,Z1,1252,55,1373,30.7
5842,3557,WET,Z5,231,62,244,22.1
5843,5533,PLASTIC,Z5,1002,162,1028,20.0
5844,2592,WET,Z19,1344,44,1354,8.4
5845,1894,WET,Z17,608,160,623,32.6
5846,3012,DRY,Z13,181,105,235,38.4
5847,1398,WET,Z5,621,182,708,12.0
5848,2380,WET,Z4,904,153,958,4.9
5849,1508,WET,Z18,528,49,637,41.7
5850,5563,EWASTE,Z25,349,143,522,11.2
5851,433,DRY,Z11,1365,172,1493,28.2
5852,3941,EWASTE,Z22,647,64,689,34.0
5853,3145,PLASTIC,Z11,924,186,964,57.3
5854,680,WET,Z13,691,160,850,27.3
5855,6237,WET,Z25,812,139,963,6.9
5856,705,WET,Z14,84,114,147,38.2
5857,277,DRY,Z23,727,15,762,11.5
5858,6829,EWASTE,Z3,778,38,881,42.0
5859,6230,DRY,Z25,478,95,617,57.4
5860,586,PLASTIC,Z24,192,135,286,29.1
5861,5266,PLASTIC,Z13,418,83,484,5.5
5862,1473,EWASTE,Z7,624,109,768,45.8
5863,1091,PLASTIC,Z25,146,146,296,49.9
5864,4347,EWASTE,Z3,1408,183,1453,3.4
5865,4801,DRY,Z3,761,107,905,42.7
5866,568,DRY,Z5,861,123,909,28.2
5867,6895,EWASTE,Z20,559,199,693,46.8
5868,2718,EWASTE,Z14,480,32,564,58.8
5869,1423,EWASTE,Z13,805,58,815,57.3
5870,1600,EWASTE,Z18,1165,66,1178,19.5
5871,346,WET,Z15,571,49,700,10.9
5872,4658,PLASTIC,Z10,55,172,217,7.2
5873,2931,DRY,Z4,1320,23,1465,11.6
5874,5282,PLASTIC,Z13,1422,200,1450,36.0
5875,568,DRY,Z10,994,182,1044,13.8
5876,852,PLASTIC,Z2,620,21,774,30.5
5877,1,DRY,Z20,208,124,343,4.4
5878,2450,WET,Z16,1120,18,1280,55.1
5879,4223,WET,Z13,434,175,586,46.9
5880,5187,EWASTE,Z10,277,118,394,15.2
5881,5407,EWASTE,Z12,789,174,848,58.3
5882,4713,PLASTIC,Z24,162,24,221,20.6
5883,3454,WET,Z14,512,60,622,46.1
5884,3668,EWASTE,Z24,92,152,143,57.1
5885,5947,WET,Z5,89,40,253,43.8
5886,2290,EWASTE,Z19,485,31,634,49.6
5887,499,DRY,Z10,720,143,777,46.2
5888,3478,WET,Z17,831,41,975,52.0
5889,2924,DRY,Z1,945,173,988,29.7
5890,5114,WET,Z16,649,59,756,53.9
5891,4892,EWASTE,Z14,1280,91,1344,36.0
5892,3050,PLASTIC,Z9,571,111,588,27.3
5893,1811,EWASTE,Z7,954,49,1098,30.3
5894,5650,PLASTIC,Z3,640,111,697,5.8
5895,7509,EWASTE,Z24,142,32,175,3.2
5896,5751,PLASTIC,Z15,1318,35,1460,10.4
5897,2592,PLASTIC,Z5,193,163,334,49.5
5898,1438,PLASTIC,Z12,1240,117,1279,34.0
5899,5382,PLASTIC,Z24,161,135,337,49.9
5900,3514,DRY,Z8,388,151,470,14.2
5901,4059,DRY,Z12,547,22,682,38.7
5902,5400,WET,Z2,718,102,734,8.6
5903,4132,EWASTE,Z23,959,63,1118,43.7
5904,1008,EWASTE,Z8,1431,160,1518,29.4
5905,4279,DRY,Z20,850,194,906,55.5
5906,2521,DRY,Z8,1434,153,1531,2.9
5907,535,DRY,Z17,1193,56,1253,40.1
5908,3144,EWASTE,Z15,218,114,312,41.6
5909,5946,WET,Z16,76,42,102,26.6
5910,257,WET,Z4,975,12,1052,22.3
5911,6990,PLASTIC,Z11,205,197,244,14.4
5912,854,WET,Z12,476,144,559,43.2
5913,3551,DRY,Z24,777,132,872,18.7
5914,5267,DRY,Z25,28,58,135,20.2
5915,5631,PLASTIC,Z9,42,152,146,30.9
5916,2105,WET,Z4,368,117,410,46.9
5917,3291,WET,Z17,1050,115,1078,20.4
5918,5620,WET,Z13,1046,94,1167,24.4
5919,397,EWASTE,Z1,551,26,680,5.0
5920,3242,WET,Z14,820,72,956,4.5
5921,5335,DRY,Z22,1277,2,1430,40.0
5922,1139,EWASTE,Z16,421,191,531,45.3
5923,5912,EWASTE,Z24,528,98,622,20.4
5924,441,EWASTE,Z15,271,115,405,13.1
5925,5601,PLASTIC,Z23,755,194,869,57.6
5926,1188,DRY,Z20,1168,18,1293,53.3
5927,3681,DRY,Z15,51,184,178,50.8
5928,1355,DRY,Z23,770,189,828,59.6
5929,4645,EWASTE,Z12,989,33,1095,33.5
5930,3543,DRY,Z1,1091,162,1131,30.6
5931,6955,PLASTIC,Z6,1169,143,1291,9.2
5932,276,EWASTE,Z20,891,54,1039,2.9
5933,6681,EWASTE,Z17,593,157,708,55.7
5934,6118,WET,Z16,407,108,542,44.1
5935,3722,EWASTE,Z18,418,169,546,58.9
5936,3987,WET,Z3,187,21,210,8.1
5937,5370,DRY,Z3,1039,29,1124,49.7
5938,4787,PLASTIC,Z22,620,184,671,49.5
5939,4152,EWASTE,Z20,617,161,640,34.3
5940,7994,EWASTE,Z9,137,117,273,45.7
5941,3125,EWASTE,Z21,280,44,395,40.0
5942,7704,WET,Z3,1051,15,1225,25.7
5943,1281,WET,Z6,217,93,345,5.9
5944,4334,DRY,Z24,440,160,578,37.8
5945,3492,DRY,Z1,843,192,926,18.8
5946,7079,PLASTIC,Z11,389,126,555,11.6
5947,684,DRY,Z7,948,45,996,14.3
5948,831,DRY,Z1,858,86,871,28.3
5949,1966,WET,Z19,300,98,447,27.0
5950,7111,DRY,Z12,858,48,924,15.3
5951,1343,PLASTIC,Z4,685,28,768,25.7
5952,3101,DRY,Z14,322,173,500,23.5
5953,2019,PLASTIC,Z21,609,90,691,25.5
5954,2813,WET,Z12,1329,12,1411,17.4
5955,7964,EWASTE,Z25,245,146,383,42.2
5956,3,PLASTIC,Z6,645,200,740,37.6
5957,4945,PLASTIC,Z6,1261,158,1400,17.0
5958,6395,WET,Z3,1026,148,1152,39.2
5959,7550,DRY,Z13,79,34,233,4.8
5960,3256,DRY,Z23,1142,189,1250,41.6
5961,2982,EWASTE,Z12,148,96,211,15.3
5962,7589,EWASTE,Z8,1236,68,1326,31.6
5963,2239,EWASTE,Z19,980,195,1031,12.6
5964,6124,DRY,Z9,1026,159,1089,25.5
5965,4372,PLASTIC,Z2,28,67,84,3.0
5966,3594,EWASTE,Z6,1166,99,1283,9.9
5967,6324,EWASTE,Z2,228,103,266,42.1
5968,6402,WET,Z21,557,160,731,26.1
5969,6401,EWASTE,Z10,99,102,165,28.3
5970,5053,PLASTIC,Z9,735,158,871,37.9
5971,4645,EWASTE,Z24,549,99,677,57.6
5972,5825,EWASTE,Z16,1023,62,1200,44.7
5973,5082,EWASTE,Z4,595,117,615,58.6
5974,6606,EWASTE,Z2,1308,118,1389,24.3
5975,3519,WET,Z2,359,19,378,26.3
5976,4724,PLASTIC,Z24,476,22,500,7.2
5977,1013,DRY,Z11,134,36,287,24.6
5978,7686,WET,Z24,937,21,1082,35.1
5979,2394,EWASTE,Z21,1118,128,1253,14.1
5980,2098,PLASTIC,Z21,401,116,484,17.1
5981,3779,EWASTE,Z1,1388,83,1505,16.2
5982,38,DRY,Z23,329,156,483,46.1
5983,5019,EWASTE,Z8,636,151,764,38.6
5984,2695,PLASTIC,Z25,289,182,442,48.6
5985,4271,DRY,Z9,1294,164,1441,21.6
5986,1603,WET,Z7,1248,165,1340,32.7
5987,2823,PLASTIC,Z16,1414,16,1532,58.2
5988,2210,EWASTE,Z3,1296,194,1362,49.0
5989,5512,DRY,Z21,44,179,111,56.9
5990,4266,EWASTE,Z21,357,147,504,49.8
5991,7352,EWASTE,Z11,605,76,621,39.9
5992,7514,DRY,Z9,365,135,462,38.5
5993,6627,EWASTE,Z24,299,74,431,59.7
5994,4091,EWASTE,Z9,1103,133,1245,54.3
5995,4124,PLASTIC,Z10,791,153,926,19.4
5996,2414,WET,Z21,322,38,360,34.4
5997,6789,DRY,Z6,1071,45,1229,55.2
5998,1074,EWASTE,Z10,352,107,391,57.5
5999,6157,DRY,Z19,81,143,145,47.8
6000,4943,EWASTE,Z25,1043,69,1150,42.2
6001,3848,WET,Z22,429,174,519,54.5
6002,1447,EWASTE,Z25,75,119,225,19.7
6003,5819,PLASTIC,Z14,367,169,527,43.7
6004,1947,DRY,Z13,1208,181,1244,16.0
6005,6145,DRY,Z4,715,93,740,39.5
6006,4271,DRY,Z23,1316,122,1333,38.5
6007,3868,EWASTE,Z25,665,106,727,21.1
6008,3010,DRY,Z3,372,27,436,49.5
6009,7809,WET,Z7,647,51,706,29.8
6010,5810,EWASTE,Z4,118,6,298,8.7
6011,2850,EWASTE,Z20,345,106,477,31.5
6012,1681,EWASTE,Z19,548,196,569,38.1
6013,1412,WET,Z9,930,133,972,30.7
6014,6891,PLASTIC,Z22,232,105,360,36.8
6015,5135,PLASTIC,Z23,7,109,54,53.2
6016,1200,EWASTE,Z4,1340,36,1469,54.5
6017,7212,EWASTE,Z18,1437,23,1577,7.5
6018,4218,EWASTE,Z18,1355,81,1399,32.8
6019,834,DRY,Z11,711,191,742,36.1
6020,7801,WET,Z3,134,85,245,53.9
6021,1862,DRY,Z23,97,143,169,10.8
6022,4780,PLASTIC,Z19,976,55,1137,20.4
6023,5281,PLASTIC,Z24,174,179,201,21.6
6024,7119,DRY,Z8,1276,176,1405,34.6
6025,1986,DRY,Z23,627,16,746,41.2
6026,7993,EWASTE,Z7,864,106,946,19.7
6027,7101,PLASTIC,Z6,267,7,362,33.6
6028,3368,DRY,Z21,1003,33,1164,49.2
6029,5720,PLASTIC,Z9,397,79,530,37.7
6030,609,DRY,Z20,1278,200,1439,45.7
6031,5764,DRY,Z4,474,161,556,30.8
6032,6593,WET,Z25,773,11,831,19.7
6033,7513,DRY,Z22,981,26,1134,17.0
6034,2275,DRY,Z4,714,74,862,49.5
6035,4154,PLASTIC,Z10,738,105,782,51.1
6036,2082,WET,Z14,1157,150,1334,51.7
6037,1182,EWASTE,Z16,732,71,755,5.6
6038,4183,DRY,Z12,1293,159,1303,46.3
6039,3254,WET,Z14,22,65,111,36.2
6040,6876,DRY,Z17,1393,184,1548,39.7
6041,5675,EWASTE,Z20,1071,156,1146,53.1
6042,5288,WET,Z4,897,78,1024,34.1
6043,4065,EWASTE,Z20,1208,70,1341,12.2
6044,4573,DRY,Z12,421,51,540,48.7
6045,1242,PLASTIC,Z15,282,68,361,43.5
6046,7765,EWASTE,Z5,721,12,856,58.0
6047,3580,WET,Z22,823,170,906,30.5
6048,6696,DRY,Z13,1276,109,1378,39.7
6049,4485,DRY,Z14,1160,185,1273,30.4
6050,4580,EWASTE,Z12,128,33,252,39.6
6051,768,PLASTIC,Z25,1128,130,1283,40.9
6052,3725,WET,Z9,1155,42,1254,18.9
6053,6037,WET,Z1,1014,161,1093,55.3
6054,4940,DRY,Z15,781,40,907,42.3
6055,1077,EWASTE,Z23,301,80,360,38.5
6056,1101,WET,Z11,1079,66,1229,20.3
6057,650,DRY,Z17,984,105,1075,11.1
6058,23,DRY,Z18,593,97,738,38.7
6059,5392,PLASTIC,Z18,456,4,631,21.5
6060,2980,DRY,Z13,599,91,720,53.9
6061,4601,EWASTE,Z21,1200,109,1369,12.5
6062,4061,EWASTE,Z10,0,152,91,33.6
6063,2456,WET,Z20,684,131,789,52.9
6064,896,WET,Z9,442,56,479,47.0
6065,4360,PLASTIC,Z19,1086,152,1189,17.4
6066,6586,WET,Z11,843,140,957,47.8
6067,6768,WET,Z14,196,196,236,8.1
6068,2025,WET,Z9,1166,165,1209,33.6
6069,7778,PLASTIC,Z13,382,52,493,45.9
6070,1651,EWASTE,Z7,618,184,795,30.1
6071,928,DRY,Z3,318,171,464,44.8
6072,3716,WET,Z1,656,21,804,30.0
6073,3918,WET,Z2,441,196,548,10.7
6074,5744,PLASTIC,Z5,870,197,917,33.2
6075,3279,PLASTIC,Z1,314,41,393,7.5
6076,1840,DRY,Z13,1255,109,1283,32.3
6077,62,PLASTIC,Z14,125,3,180,5.3
6078,2952,DRY,Z9,558,21,716,52.3
6079,7666,WET,Z9,1318,22,1349,18.4
6080,3250,DRY,Z19,212,47,337,15.6
6081,3075,EWASTE,Z1,126,132,170,48.1
6082,2793,PLASTIC,Z4,365,94,390,43.8
6083,2135,WET,Z7,538,139,662,48.1
6084,3847,PLASTIC,Z7,27,93,167,48.3
6085,1023,PLASTIC,Z12,125,184,170,19.5
6086,2159,PLASTIC,Z21,903,77,1060,52.3
6087,5060,PLASTIC,Z10,919,84,1036,28.3
6088,7712,DRY,Z21,1105,160,1182,58.1
6089,4601,WET,Z6,105,194,202,39.3
6090,6753,PLASTIC,Z20,155,105,259,55.1
6091,7958,DRY,Z7,1046,83,1069,59.7
6092,3697,WET,Z6,728,3,866,42.8
6093,5814,PLASTIC,Z9,15,157,106,51.9
6094,3112,EWASTE,Z10,663,147,688,49.6
6095,1519,PLASTIC,Z5,1240,54,1352,11.4
6096,2850,EWASTE,Z14,539,18,599,33.3
6097,5990,PLASTIC,Z8,451,16,588,28.8
6098,7987,EWASTE,Z19,291,61,370,49.1
6099,2290,PLASTIC,Z19,1101,129,1120,10.0
6100,7202,EWASTE,Z6,288,23,319,10.4
6101,3672,DRY,Z21,816,23,887,56.9
6102,175,EWASTE,Z6,801,153,879,42.1
6103,7985,DRY,Z15,978,111,1032,14.9
6104,7516,EWASTE,Z2,1385,88,1475,20.0
6105,2751,DRY,Z14,1237,89,1254,13.9
6106,2825,DRY,Z15,1148,136,1177,47.6
6107,7417,DRY,Z15,1270,174,1314,12.9
6108,1693,EWASTE,Z4,770,38,911,28.2
6109,5877,DRY,Z3,48,122,119,59.6
6110,905,DRY,Z11,799,32,857,50.8
6111,897,WET,Z8,39,79,102,26.4
6112,6834,EWASTE,Z20,740,68,825,42.1
6113,7096,PLASTIC,Z25,752,8,923,42.3
6114,2805,EWASTE,Z9,921,1,1022,10.3
6115,1157,WET,Z19,33,132,196,26.2
6116,5817,EWASTE,Z14,7,183,84,53.1
6117,3161,DRY,Z18,197,162,315,60.0
6118,3948,DRY,Z18,1265,31,1406,22.8
6119,3507,DRY,Z22,754,138,841,3.4
6120,1976,EWASTE,Z20,887,46,993,42.3
6121,1265,PLASTIC,Z18,1182,40,1317,28.8
6122,3065,DRY,Z6,194,157,328,15.7
6123,2128,WET,Z6,915,184,1069,40.1
6124,5889,DRY,Z7,111,134,241,16.2
6125,2133,WET,Z23,1083,169,1260,6.8
6126,642,PLASTIC,Z5,554,89,677,30.7
6127,6127,WET,Z7,665,74,797,43.5
6128,6271,WET,Z23,698,89,862,19.9
6129,5332,DRY,Z6,326,153,435,55.0
6130,5888,PLASTIC,Z25,840,157,1014,9.6
6131,5438,WET,Z5,430,135,484,7.1
6132,7484,DRY,Z4,260,71,421,26.1
6133,5231,WET,Z15,267,132,370,41.6
6134,3648,EWASTE,Z18,961,81,1029,25.4
6135,252,DRY,Z19,620,106,787,24.4
6136,5662,DRY,Z15,185,63,228,55.9
6137,4059,WET,Z17,571,42,610,59.4
6138,6853,EWASTE,Z20,1122,9,1295,20.6
6139,17,DRY,Z19,184,57,352,32.1
6140,3922,PLASTIC,Z14,775,50,882,30.3
6141,2757,DRY,Z1,975,173,1071,16.7
6142,887,WET,Z3,382,63,551,28.7
6143,693,PLASTIC,Z8,886,6,1035,49.5
6144,980,PLASTIC,Z9,1423,103,1581,28.2
6145,1157,WET,Z9,522,37,596,36.2
6146,1142,PLASTIC,Z13,1136,188,1296,57.2
6147,1299,DRY,Z18,1265,183,1424,44.7
6148,4694,EWASTE,Z10,451,199,576,29.4
6149,3809,PLASTIC,Z4,529,131,575,23.8
6150,4987,DRY,Z10,313,83,474,4.4
6151,1922,WET,Z7,624,65,751,20.6
6152,5006,EWASTE,Z9,932,120,997,16.7
6153,7993,EWASTE,Z1,870,143,898,6.7
6154,3565,EWASTE,Z8,1107,134,1240,27.7
6155,4006,DRY,Z21,289,136,348,49.0
6156,4847,DRY,Z13,1243,105,1258,57.3
6157,2269,DRY,Z14,72,1,150,17.2
6158,2121,DRY,Z4,765,27,848,36.3
6159,6626,EWASTE,Z24,1366,158,1406,38.5
6160,5034,WET,Z22,246,35,310,35.1
6161,2166,PLASTIC,Z17,718,13,825,13.4
6162,7435,WET,Z8,490,100,565,47.0
6163,1992,PLASTIC,Z19,1414,94,1450,40.9
6164,2174,WET,Z4,1131,196,1162,51.8
6165,4569,WET,Z16,1349,183,1371,53.2
6166,4955,EWASTE,Z16,279,133,321,24.9
6167,4461,DRY,Z23,953,29,1013,39.3
6168,397,DRY,Z21,1431,11,1518,7.7
6169,3168,EWASTE,Z20,191,196,334,5.4
6170,3557,EWASTE,Z21,828,4,878,34.7
6171,310,WET,Z16,462,85,560,45.2
6172,180,EWASTE,Z9,182,157,197,3.6
6173,6148,EWASTE,Z10,713,18,888,38.5
6174,6802,EWASTE,Z15,13,71,138,21.7
6175,6347,WET,Z19,823,166,945,27.2
6176,6963,PLASTIC,Z19,539,194,645,4.1
6177,991,EWASTE,Z8,348,127,449,18.8
6178,2655,DRY,Z7,922,110,997,9.4
6179,6707,EWASTE,Z22,114,10,278,24.8
6180,4081,WET,Z21,953,29,1087,33.3
6181,1853,PLASTIC,Z1,509,166,682,39.7
6182,3351,EWASTE,Z9,197,118,251,59.0
6183,5205,DRY,Z8,840,6,997,6.8
6184,918,DRY,Z9,208,141,350,25.5
6185,4766,WET,Z14,1026,141,1084,50.1
6186,2212,DRY,Z13,602,75,767,13.2
6187,5832,PLASTIC,Z16,1260,193,1381,6.8
6188,937,DRY,Z4,547,82,616,2.7
6189,3823,WET,Z1,447,25,467,9.9
6190,2150,DRY,Z14,318,107,349,24.3
6191,3766,DRY,Z19,660,197,741,34.3
6192,4450,EWASTE,Z19,990,24,1120,22.3
6193,1170,DRY,Z24,904,56,972,33.5
6194,5220,EWASTE,Z4,782,80,836,41.5
6195,6922,EWASTE,Z20,1117,173,1282,14.4
6196,6680,PLASTIC,Z25,252,115,427,59.5
6197,4147,DRY,Z9,196,196,255,58.0
6198,6150,DRY,Z20,1380,55,1422,28.2
6199,7659,PLASTIC,Z4,665,31,820,11.1
6200,7879,EWASTE,Z2,508,174,625,22.1
6201,3751,EWASTE,Z23,926,54,1096,2.4
6202,2539,DRY,Z22,687,127,754,13.5
6203,6314,DRY,Z11,1356,73,1443,56.9
6204,2974,EWASTE,Z9,323,117,467,58.7
6205,5770,WET,Z6,1177,67,1303,40.5
6206,594,WET,Z11,637,133,705,2.9
6207,2105,WET,Z22,29,161,132,24.5
6208,2424,EWASTE,Z18,881,8,1009,32.8
6209,1807,DRY,Z7,398,153,416,37.4
6210,4730,DRY,Z2,654,78,765,11.0
6211,7526,WET,Z1,842,11,967,30.9
6212,4981,PLASTIC,Z20,1095,166,1252,54.7
6213,4436,PLASTIC,Z7,858,153,874,36.0
6214,2491,PLASTIC,Z22,992,146,1077,27.5
6215,5855,PLASTIC,Z16,234,37,404,52.5
6216,1310,EWASTE,Z8,312,62,364,5.0
6217,3482,WET,Z10,1151,57,1286,5.3
6218,6593,EWASTE,Z21,916,178,1082,4.0
6219,2474,DRY,Z23,797,42,931,37.1
6220,6223,WET,Z5,60,141,171,53.2
6221,3752,PLASTIC,Z13,875,135,892,10.6
6222,4822,DRY,Z20,1327,10,1433,5.3
6223,6865,EWASTE,Z11,1164,49,1331,9.4
6224,2962,WET,Z11,425,33,575,17.1
6225,2653,WET,Z18,1333,172,1508,51.3
6226,6474,PLASTIC,Z22,732,198,857,15.3
6227,669,WET,Z14,779,198,959,3.7
6228,1684,WET,Z15,351,21,369,50.7
6229,2283,PLASTIC,Z17,476,43,530,23.0
6230,2293,DRY,Z18,286,57,388,3.6
6231,7329,EWASTE,Z3,950,71,1100,42.6
6232,2489,EWASTE,Z5,985,178,1044,45.9
6233,7877,WET,Z6,1185,158,1210,5.1
6234,6472,WET,Z1,1326,164,1464,22.6
6235,5327,WET,Z11,631,53,765,45.5
6236,1588,PLASTIC,Z8,161,162,290,11.3
6237,7145,WET,Z25,20,12,40,47.3
6238,4947,DRY,Z17,876,170,930,37.3
6239,6790,PLASTIC,Z21,219,13,270,7.8
6240,5328,WET,Z22,703,47,813,11.8
6241,1666,WET,Z12,1008,38,1144,46.4
6242,4156,EWASTE,Z2,935,19,1113,40.2
6243,7693,EWASTE,Z15,293,136,402,26.0
6244,5764,PLASTIC,Z5,367,59,512,28.0
6245,3111,WET,Z10,1311,80,1472,35.0
6246,882,WET,Z19,1301,185,1360,20.0
6247,1239,PLASTIC,Z20,779,142,953,45.9
6248,3076,PLASTIC,Z14,563,109,676,55.9
6249,4911,EWASTE,Z11,141,57,267,34.5
6250,3991,PLASTIC,Z5,501,141,632,41.8
6251,872,EWASTE,Z21,1331,120,1503,44.3
6252,7148,DRY,Z3,749,129,926,7.9
6253,4279,DRY,Z25,1371,5,1527,6.3
6254,5276,EWASTE,Z21,1036,8,1136,29.6
6255,2733,WET,Z21,400,132,439,27.0
6256,1410,WET,Z13,996,156,1027,25.5
6257,4185,PLASTIC,Z15,466,97,587,37.6
6258,5485,WET,Z11,228,105,386,12.0
6259,2808,WET,Z12,1313,26,1401,4.8
6260,197,EWASTE,Z11,1433,116,1516,17.5
6261,742,PLASTIC,Z9,1026,14,1041,57.7
6262,516,PLASTIC,Z1,542,72,606,49.5
6263,3939,WET,Z22,221,56,256,25.8
6264,6702,DRY,Z5,346,64,486,2.9
6265,6992,EWASTE,Z19,1052,39,1079,23.0
6266,7516,EWASTE,Z2,613,74,689,18.3
6267,2743,DRY,Z8,1281,196,1382,37.5
6268,309,WET,Z21,590,132,729,38.4
6269,5920,EWASTE,Z13,472,18,539,49.8
6270,6316,PLASTIC,Z10,1279,173,1388,9.4
6271,3915,PLASTIC,Z15,809,12,924,41.7
6272,3809,DRY,Z7,1085,130,1251,4.0
6273,3879,PLASTIC,Z22,486,32,619,52.8
6274,1304,PLASTIC,Z12,1141,127,1276,54.7
6275,453,PLASTIC,Z3,575,141,714,24.1
6276,1805,EWASTE,Z11,323,43,378,32.5
6277,1963,DRY,Z7,333,170,361,27.1
6278,3783,EWASTE,Z22,794,17,866,43.9
6279,47,PLASTIC,Z11,1097,174,1225,45.9
6280,1449,DRY,Z3,911,190,1035,4.1
6281,2968,DRY,Z4,359,108,488,42.9
6282,1545,EWASTE,Z18,1107,109,1265,16.6
6283,5394,EWASTE,Z6,767,12,802,25.1
6284,4841,DRY,Z10,950,69,1118,42.0
6285,3110,PLASTIC,Z22,1169,186,1320,23.7
6286,2930,WET,Z8,89,57,121,32.1
6287,3575,WET,Z11,198,110,333,16.7
6288,869,DRY,Z25,71,57,202,35.1
6289,6376,EWASTE,Z19,119,25,239,23.5
6290,6461,WET,Z16,1084,20,1254,8.0
6291,7792,PLASTIC,Z2,426,29,590,2.2
6292,1316,DRY,Z19,1132,106,1291,34.7
